I,MCL,ABP,RESP
3545,9963,6713,4768
3502,9940,6711,4763
3462,9963,6713,4768
3464,9962,6704,4763
3545,9963,6713,4768
3646,9940,6708,4763
3712,9963,6713,4768
3703,9987,6705,4763
3670,10019,6713,4768
3649,9990,6708,4763
3670,9963,6713,4768
3702,9935,6705,4763
3754,9963,6713,4768
3819,9999,6709,4763
3921,10074,6713,4768
4027,10128,6701,4763
4129,10185,6713,4768
4200,10200,6725,4763
4254,10240,6751,4768
4263,10267,6749,4763
4213,10296,6751,4768
4081,10265,6741,4763
3921,10240,6751,4768
3766,10216,6746,4763
3670,10240,6751,4768
3635,10238,6742,4763
3670,10240,6751,4768
3707,10219,6745,4763
3712,10240,6751,4768
3687,10243,6742,4763
3754,10240,6751,4768
3945,10211,6746,4763
4213,10240,6751,4768
4387,10312,6739,4763
4421,10406,6751,4768
4330,10459,6761,4763
4213,10517,6788,4768
4105,10555,6787,4763
4046,10572,6788,4768
4022,10530,6776,4764
4046,10572,6788,4768
4121,10788,6787,4763
4296,11236,6788,4768
4576,11757,6762,4764
4963,12233,6751,4768
5436,12506,6738,4762
6006,12565,6751,4768
6635,12323,6747,4762
7299,11735,6751,4749
7975,10623,6740,4709
8634,8967,6751,4674
9067,6908,6749,4639
9009,4982,6751,4618
8343,3762,6736,4587
7299,3653,6751,4562
6182,4475,6767,4531
5172,5757,6788,4506
4266,6970,6767,4466
3504,7971,6751,4431
2944,8753,6736,4395
2628,9410,6751,4375
2495,9895,6748,4347
2503,10240,6751,4319
2599,10398,6741,4277
2753,10406,6751,4244
2893,10248,6745,4210
3003,10074,6751,4188
3077,9955,6743,4157
3170,9963,6751,4132
3291,9975,6744,4099
3462,9963,6751,4076
3629,9906,6743,4045
3754,9908,6751,4020
3733,9936,6744,3986
3545,9963,6751,3964
3211,9942,6744,3940
2878,9963,6751,3927
2639,10050,6744,3898
2544,10185,6751,3870
2545,10241,6744,3834
2628,10240,6751,3814
2766,10198,6744,3793
2961,10185,6751,3777
3174,10134,6744,3745
3378,10074,6751,3721
3507,10002,6744,3696
3504,10019,6751,3683
3312,10083,6744,3662
3003,10185,6751,3646
2719,10223,6744,3623
2628,10240,6751,3609
2739,10238,6744,3586
2961,10296,6751,3571
3168,10350,6744,3550
3337,10406,6751,3534
3442,10419,6744,3509
3462,10462,6751,3496
3380,10491,6744,3484
3295,10517,6751,3478
3287,10494,6744,3456
3378,10517,6751,3440
3512,10577,6744,3425
3670,10683,6751,3422
3812,10742,6744,3409
3921,10794,6751,3403
4004,10801,6744,3390
4129,10794,6751,3384
4236,10754,6744,3369
4213,10794,6751,3366
4042,10892,6744,3362
3921,11015,6751,3366
3959,11052,6744,3354
4046,11070,6751,3347
3973,11058,6743,3339
3754,11015,6751,3347
3542,10856,6744,3347
3462,10683,6751,3347
3467,10549,6743,3339
3504,10517,6751,3347
3526,10500,6745,3355
3545,10517,6751,3366
3542,10534,6742,3361
3545,10572,6751,3366
3577,10539,6746,3371
3670,10462,6751,3384
3774,10346,6739,3382
3837,10296,6751,3384
3810,10278,6762,3387
3754,10296,6788,3403
3719,10267,6786,3410
3754,10240,6788,3422
3828,10212,6778,3427
3921,10240,6788,3440
3970,10246,6782,3446
3962,10240,6788,3459
3914,10206,6780,3466
3921,10240,6788,3478
3993,10283,6781,3481
4087,10296,6788,3496
4124,10175,6780,3512
4129,10019,6788,3534
4115,9867,6781,3540
4087,9797,6788,3553
4009,9727,6781,3565
3962,9687,6788,3590
4017,9654,6781,3601
4213,9687,6788,3609
4404,9732,6781,3609
4463,9797,6788,3627
4309,9844,6781,3644
4046,9908,6788,3665
3796,9942,6781,3670
3670,9963,6788,3683
3664,9948,6781,3697
3754,10019,6788,3721
3894,10252,6781,3730
4087,10738,6788,3740
4323,11346,6781,3742
4630,11956,6788,3758
5021,12439,6781,3773
5547,12842,6788,3796
6201,13083,6781,3805
6965,13008,6788,3814
7744,12318,6781,3815
8425,10960,6788,3833
8836,9089,6781,3850
8842,7196,6788,3870
8380,5763,6780,3875
7549,5203,6788,3889
6511,5510,6781,3903
5464,6421,6788,3927
4543,7459,6780,3933
3837,8358,6788,3945
3309,9006,6782,3956
2920,9521,6788,3983
2702,9938,6778,4000
2795,10296,6788,4020
3184,10488,6786,4032
3670,10517,6788,4057
3965,10385,6762,4075
3962,10240,6751,4095
3686,10118,6739,4105
3253,10074,6751,4132
2773,10032,6746,4158
2419,10019,6751,4188
2275,9982,6742,4202
2336,9963,6751,4226
2460,9923,6745,4249
2586,9908,6751,4282
2684,9894,6743,4298
2795,9908,6751,4319
2887,9903,6744,4340
2961,9908,6751,4375
3020,9895,6743,4395
3128,9908,6751,4413
3288,9900,6744,4421
3462,9908,6751,4450
3557,9892,6744,4476
3545,9908,6751,4506
3422,9918,6743,4519
3253,9963,6751,4544
3110,9985,6744,4567
3086,10019,6751,4600
3172,10028,6743,4615
3295,10074,6751,4637
3352,10131,6745,4658
3337,10240,6751,4693
3262,10329,6741,4713
3170,10406,6751,4731
3098,10412,6749,4734
3128,10406,6751,4749
3268,10381,6725,4756
3462,10406,6713,4768
3618,10440,6702,4765
3754,10517,6713,4768
3908,10599,6709,4763
4087,10738,6713,4768
4186,10875,6705,4764
4129,11015,6713,4768
3905,11100,6707,4763
3629,11181,6713,4768
3414,11218,6706,4763
3337,11236,6713,4768
3335,11208,6706,4763
3337,11236,6713,4768
3309,11322,6707,4763
3337,11458,6713,4768
3452,11491,6705,4763
3629,11403,6713,4768
3764,11212,6709,4763
3837,11070,6713,4768
3848,10972,6701,4763
3837,10904,6713,4768
3818,10784,6726,4763
3837,10683,6751,4768
3878,10601,6747,4763
3921,10572,6751,4768
3933,10529,6743,4763
3962,10517,6751,4768
4004,10492,6741,4763
4046,10462,6751,4768
4069,10366,6760,4763
4129,10296,6788,4768
4209,10249,6790,4763
4254,10240,6788,4768
4236,10167,6762,4763
4254,10074,6751,4768
4342,9966,6736,4763
4421,9908,6751,4768
4371,9841,6764,4763
4254,9797,6788,4768
4203,9747,6785,4763
4296,9742,6788,4768
4433,9732,6779,4763
4505,9742,6788,4768
4443,9714,6782,4763
4296,9687,6788,4768
4113,9637,6780,4763
3962,9631,6788,4768
3829,9623,6781,4763
3712,9631,6788,4768
3599,9611,6780,4763
3545,9631,6788,4768
3557,9653,6781,4763
3629,9687,6788,4768
3696,9673,6781,4763
3754,9687,6788,4768
3791,9704,6781,4763
3837,9742,6788,4768
3878,9747,6781,4763
3921,9797,6788,4768
3930,9869,6781,4763
3921,9963,6788,4768
3908,10006,6781,4763
3962,10074,6788,4768
4086,10168,6781,4763
4254,10296,6788,4768
4384,10361,6781,4763
4463,10406,6788,4768
4489,10424,6781,4763
4505,10462,6788,4768
4497,10474,6780,4763
4463,10517,6788,4768
4362,10549,6781,4763
4213,10572,6788,4768
4049,10521,6780,4763
3962,10462,6788,4768
3978,10379,6782,4763
4087,10296,6788,4768
4209,10165,6778,4763
4296,10074,6788,4768
4295,10021,6786,4763
4213,10019,6788,4768
4062,9984,6762,4763
3921,9963,6751,4768
3836,9946,6739,4763
3837,9963,6751,4768
3860,9941,6746,4763
3879,9908,6751,4768
3893,9844,6742,4763
3962,9797,6751,4768
4041,9715,6745,4763
4046,9631,6751,4768
3906,9525,6743,4763
3712,9465,6751,4768
3568,9418,6744,4763
3545,9410,6751,4768
3602,9391,6743,4763
3712,9410,6751,4768
3828,9428,6744,4763
3921,9465,6751,4768
3941,9447,6744,4763
3921,9410,6751,4768
3905,9336,6743,4763
3962,9299,6751,4768
4077,9274,6744,4764
4213,9299,6751,4768
4281,9302,6743,4762
4254,9299,6751,4768
4143,9268,6744,4765
4046,9299,6751,4768
4009,9350,6743,4755
4046,9410,6751,4749
4085,9419,6745,4736
4087,9465,6751,4731
4021,9536,6741,4709
3921,9631,6751,4693
3815,9676,6749,4669
3754,9742,6751,4656
3721,9815,6724,4632
3712,9908,6713,4618
3709,9961,6703,4596
3754,10074,6713,4581
3828,10233,6707,4556
3921,10406,6713,4544
3989,10462,6708,4523
4087,10462,6713,4506
4228,10456,6702,4473
4421,10517,6713,4450
4570,10593,6726,4426
4630,10683,6751,4413
4543,10734,6746,4384
4338,10738,6751,4357
4040,10658,6746,4322
3754,10572,6751,4300
3564,10502,6727,4270
3545,10517,6713,4244
3666,10619,6700,4209
3879,10904,6713,4188
4142,11323,6710,4166
4505,11790,6713,4151
4998,12106,6704,4121
5631,12233,6713,4095
6339,12107,6709,4062
7091,11679,6713,4039
7823,10730,6703,4007
8467,9188,6713,3983
8865,7170,6712,3951
8884,5203,6713,3927
8435,3868,6688,3893
7591,3598,6676,3870
6512,4260,6665,3846
5422,5425,6676,3833
4463,6570,6672,3806
3712,7528,6676,3777
3153,8275,6668,3740
2795,8912,6676,3721
2643,9395,6671,3701
2711,9742,6676,3683
2909,9897,6669,3651
3128,9908,6676,3627
3274,9775,6670,3605
3378,9631,6676,3590
3457,9520,6669,3560
3504,9521,6676,3534
3445,9557,6670,3508
3295,9631,6676,3496
3089,9663,6668,3476
2920,9687,6676,3459
2799,9688,6671,3435
2753,9742,6676,3422
2747,9820,6667,3400
2795,9908,6676,3384
2864,9939,6674,3361
2961,9963,6676,3347
3059,9989,6651,3325
3170,10074,6639,3309
3295,10171,6627,3287
3462,10296,6639,3272
3635,10385,6635,3251
3754,10462,6639,3235
3727,10482,6631,3210
3545,10517,6639,3197
3260,10566,6633,3184
3003,10683,6639,3179
2862,10796,6632,3160
2878,10904,6639,3141
2979,10962,6633,3117
3086,11015,6639,3104
3120,10997,6632,3085
3086,10904,6639,3066
3022,10718,6633,3035
3003,10572,6639,3010
3050,10487,6632,2986
3170,10462,6639,2973
3318,10383,6632,2953
3462,10296,6639,2936
3531,10225,6632,2913
3504,10240,6639,2898
3383,10252,6633,2878
3253,10240,6639,2861
3156,10155,6632,2838
3128,10074,6639,2823
3174,9978,6633,2805
3337,9908,6639,2786
3587,9826,6632,2755
3837,9797,6639,2730
3954,9784,6633,2707
3921,9797,6639,2692
3800,9764,6631,2666
3712,9742,6639,2636
3696,9720,6635,2601
3754,9742,6639,2580
3824,9738,6628,2561
3879,9742,6639,2543
3878,9726,6650,2513
3837,9742,6676,2487
3766,9735,6675,2457
3712,9742,6676,2431
3669,9740,6665,2397
3629,9797,6676,2375
3550,9869,6674,2355
3462,9963,6676,2337
3390,10001,6664,2306
3378,10019,6676,2281
3407,10001,6689,2260
3462,10019,6713,2244
3501,10031,6711,2215
3545,10074,6713,2188
3613,10124,6704,2165
3754,10240,6713,2150
3931,10341,6708,2124
4087,10406,6713,2094
4148,10404,6706,2061
4129,10462,6713,2038
4051,10565,6707,2010
3962,10683,6713,1982
3894,10728,6706,1949
3921,10794,6713,1926
4040,10865,6707,1906
4213,10904,6713,1888
4359,10821,6707,1861
4463,10738,6713,1832
4485,10708,6706,1802
4421,10738,6713,1776
4294,10725,6707,1746
4213,10738,6713,1720
4203,10772,6706,1691
4213,10794,6713,1664
4149,10682,6708,1633
4046,10517,6713,1608
3949,10351,6703,1582
3879,10240,6713,1552
3777,10112,6723,1511
3670,10019,6751,1477
3618,9960,6753,1448
3670,9963,6751,1421
3733,9939,6723,1382
3712,9908,6713,1346
3591,9844,6703,1315
3504,9797,6713,1290
3534,9727,6708,1259
3670,9687,6713,1234
3807,9646,6706,1214
3921,9631,6713,1197
4020,9575,6707,1168
4129,9521,6713,1141
4195,9462,6706,1118
4213,9465,6713,1103
4199,9449,6707,1084
4213,9410,6713,1066
4225,9319,6706,1046
4213,9299,6713,1028
4151,9336,6707,1006
4129,9410,6713,991
4184,9414,6706,981
4296,9410,6713,972
4293,9418,6707,953
4087,9465,6713,935
3700,9476,6707,922
3337,9465,6713,916
3145,9427,6707,907
3170,9410,6713,897
3302,9381,6707,887
3462,9410,6713,879
3622,9506,6707,868
3837,9742,6713,860
4108,10089,6707,851
4421,10572,6713,841
4755,11059,6707,828
5172,11458,6713,823
5709,11660,6707,822
6381,11679,6713,823
7118,11339,6707,813
7841,10462,6713,804
8404,8980,6707,801
8675,7196,6713,804
8560,5410,6707,799
8092,3985,6713,785
7312,3325,6706,770
6298,3875,6713,767
5164,5425,6707,768
4129,7196,6713,767
3349,8419,6706,756
2878,9133,6713,748
2680,9702,6707,746
2753,10296,6713,748
3008,10665,6706,742
3295,10738,6713,729
3460,10604,6708,716
3504,10462,6713,711
3454,10319,6704,710
3337,10240,6713,711
3151,10203,6711,704
3003,10240,6713,692
2943,10267,6688,677
2961,10296,6676,673
2961,10261,6665,675
2961,10185,6676,673
2966,10056,6672,662
3003,9963,6676,654
3044,9912,6668,654
3128,9908,6676,654
3225,9893,6670,645
3295,9908,6676,636
3321,9924,6669,634
3378,9963,6676,636
3456,9961,6669,628
3462,9963,6676,617
3326,9948,6670,611
3170,9963,6676,617
3105,9955,6669,621
3128,9963,6676,617
3123,9952,6671,606
3086,9963,6676,598
3080,9954,6667,596
3170,9963,6676,598
3324,9937,6674,599
3504,9908,6676,598
3632,9867,6651,597
3670,9908,6639,598
3603,9987,6628,599
3504,10074,6639,598
3399,10079,6635,597
3295,10074,6639,598
3189,10060,6631,599
3170,10074,6639,598
3289,10056,6633,595
3545,10074,6639,598
3848,10110,6633,607
4129,10185,6639,617
4274,10228,6631,619
4213,10296,6639,617
3965,10353,6634,616
3712,10406,6639,617
3572,10396,6628,616
3545,10406,6639,617
3536,10425,6650,617
3545,10462,6676,617
3588,10447,6675,615
3670,10462,6676,617
3745,10499,6665,620
3837,10572,6676,617
3954,10613,6674,606
4087,10683,6676,598
4183,10737,6664,598
4254,10738,6676,598
4306,10605,6689,590
4338,10462,6713,580
4303,10379,6711,577
4213,10406,6713,580
4079,10432,6704,575
3962,10462,6713,561
3893,10473,6708,546
3921,10517,6713,542
3996,10525,6706,543
4046,10517,6713,542
4001,10457,6707,533
3921,10406,6713,524
3884,10336,6707,514
3962,10296,6713,505
4130,10236,6705,493
4338,10185,6713,486
4459,10093,6709,485
4421,10019,6713,486
4241,9956,6702,479
4087,9963,6713,467
4078,9970,6725,456
4213,9963,6751,449
4354,9880,6749,440
4421,9797,6751,430
4370,9732,6741,420
4254,9742,6751,411
4128,9745,6745,402
4087,9742,6751,393
4132,9697,6743,383
4213,9687,6751,374
4248,9678,6744,364
4254,9687,6751,355
4259,9651,6743,346
4296,9631,6751,337
4328,9610,6744,326
4338,9631,6751,318
4273,9642,6743,310
4129,9687,6751,299
3918,9731,6744,287
3754,9797,6751,280
3726,9808,6744,281
3879,9797,6751,280
4110,9764,6744,272
4338,9797,6751,262
4523,9846,6743,253
4713,9908,6751,243
4841,9918,6744,231
4797,9963,6751,224
4505,10056,6743,225
4129,10240,6751,224
3875,10418,6744,214
3879,10572,6751,206
4033,10666,6743,205
4213,10738,6751,206
4306,10746,6745,197
4338,10683,6751,187
4308,10538,6741,185
4254,10406,6751,187
4198,10310,6749,186
4213,10296,6751,187
4297,10324,6725,196
4421,10462,6713,206
4542,10707,6702,207
4713,11070,6713,206
4981,11371,6709,206
5380,11513,6713,206
5904,11459,6705,203
6590,11292,6713,206
7411,10818,6708,216
8258,9797,6713,224
8910,8178,6706,224
9218,6365,6713,224
9121,4698,6707,233
8675,3432,6713,243
7929,2829,6706,244
6965,3321,6713,243
5871,4777,6707,249
4797,6476,6713,262
3840,7658,6706,272
3086,8358,6713,280
2568,8917,6707,291
2336,9465,6713,299
2346,9759,6707,300
2503,9797,6713,299
2663,9722,6706,305
2795,9687,6713,318
2894,9606,6707,329
3003,9521,6713,337
3114,9466,6706,344
3253,9521,6713,355
3378,9581,6707,367
3462,9631,6713,374
3435,9641,6706,374
3337,9687,6713,374
3206,9742,6708,380
3128,9797,6713,393
3101,9796,6704,405
3128,9797,6713,411
3156,9823,6711,411
3170,9908,6713,411
3146,9956,6688,417
3128,9963,6676,430
3162,9915,6665,442
3295,9908,6676,449
3487,9917,6672,449
3670,9963,6676,449
3775,9998,6668,454
3837,10074,6676,467
3915,10137,6670,481
4046,10185,6676,486
4147,10183,6669,483
4129,10240,6676,486
3949,10341,6670,496
3712,10462,6676,505
3539,10510,6669,504
3504,10572,6676,505
3525,10663,6670,513
3504,10794,6676,524
3387,10861,6669,526
3253,10904,6676,524
3171,10906,6669,522
3170,10904,6676,524
3199,10874,6669,523
3253,10904,6676,524
3332,10936,6670,525
3462,10904,6676,524
3608,10732,6669,514
3754,10572,6676,505
3856,10498,6670,503
3921,10517,6676,505
3933,10493,6669,499
3921,10462,6676,486
3889,10424,6670,472
3879,10406,6676,467
3890,10309,6668,468
3921,10185,6676,467
3908,10060,6672,460
3837,10019,6676,449
3746,10002,6665,438
3754,10019,6676,430
3888,9995,6688,421
4087,9963,6713,411
4220,9903,6712,401
4254,9908,6713,393
4224,9961,6704,383
4213,10074,6713,374
4229,10143,6708,364
4254,10185,6713,355
4201,10175,6705,346
4046,10185,6713,337
3823,10177,6708,327
3670,10185,6713,318
3653,10168,6705,308
3754,10185,6713,299
3857,10200,6709,289
3921,10240,6713,280
3938,10239,6701,271
3962,10240,6713,262
3994,10223,6725,252
4046,10240,6751,243
4090,10223,6749,234
4129,10185,6751,224
4136,10104,6741,214
4129,10074,6751,206
4113,10065,6745,198
4129,10074,6751,187
4166,10033,6743,174
4213,10019,6751,168
4220,10026,6744,170
4213,10074,6751,168
4219,10074,6743,158
4296,10074,6751,150
4410,10086,6744,149
4505,10185,6751,150
4499,10293,6743,141
4421,10406,6751,131
4337,10475,6744,127
4338,10572,6751,131
4385,10643,6743,132
4421,10683,6751,131
4383,10631,6744,130
4338,10572,6751,131
4294,10524,6743,130
4254,10517,6751,131
4164,10505,6745,132
4087,10517,6751,131
4066,10509,6741,128
4129,10462,6751,131
4218,10329,6749,141
4296,10240,6751,150
4296,10264,6725,149
4213,10462,6713,150
4102,10762,6702,158
4129,11181,6713,168
4379,11608,6709,170
4838,11956,6713,168
5419,12093,6705,173
6131,12011,6713,187
6974,11506,6708,201
7883,10406,6713,206
8640,8725,6706,204
9051,6864,6713,206
8993,5096,6707,213
8509,3653,6713,224
7695,2894,6706,234
6715,3376,6713,243
5703,4956,6707,252
4797,6753,6713,262
4052,7905,6706,270
3504,8524,6713,280
3138,9069,6707,292
2961,9687,6713,299
2921,10079,6707,299
2961,10240,6713,299
3013,10316,6707,306
3086,10406,6713,318
3171,10347,6706,328
3253,10185,6713,337
3273,10015,6707,345
3253,9963,6713,355
3226,9928,6706,365
3253,9908,6713,374
3287,9879,6707,382
3295,9908,6713,393
3224,9952,6706,403
3128,10019,6713,411
3040,10077,6708,419
3003,10185,6713,430
2990,10328,6704,442
3003,10517,6713,449
3028,10663,6711,448
3086,10794,6713,449
3163,10903,6688,456
3253,11070,6676,467
3322,11252,6665,476
3378,11458,6676,486
3435,11596,6672,497
3545,11679,6676,505
3697,11676,6668,505
3837,11679,6676,505
3855,11685,6671,510
3712,11735,6676,524
3440,11763,6669,534
3170,11790,6676,542
2994,11751,6670,549
2961,11679,6676,561
3012,11569,6669,572
3086,11513,6676,580
3131,11463,6670,585
3170,11403,6676,598
3226,11276,6668,617
3337,11181,6676,636
3480,11084,6671,646
3629,10960,6676,654
3699,10740,6666,663
3670,10572,6676,673
3579,10514,6675,681
3545,10572,6676,692
3611,10588,6649,702
3754,10572,6639,711
3901,10524,6630,716
4046,10517,6639,729
4143,10483,6630,748
4129,10462,6639,767
3929,10433,6649,776
3629,10462,6676,785
3383,10483,6676,800
3337,10517,6676,823
3464,10509,6665,837
3670,10517,6676,841
3841,10505,6674,844
3962,10517,6676,860
4036,10488,6663,881
4087,10462,6676,897
4087,10410,6689,904
4046,10406,6713,916
3973,10413,6711,935
3921,10462,6713,954
3886,10498,6704,961
3879,10572,6713,972
3882,10643,6708,995
3921,10738,6713,1028
3977,10778,6706,1052
4046,10794,6713,1066
4080,10768,6707,1077
4087,10794,6713,1103
4066,10849,6707,1133
4046,10960,6713,1159
4007,11058,6706,1175
3962,11181,6713,1197
3929,11286,6707,1224
3962,11403,6713,1253
4042,11466,6705,1271
4129,11513,6713,1290
4170,11513,6709,1315
4213,11513,6713,1346
4290,11465,6702,1367
4421,11403,6713,1384
4544,11288,6725,1399
4630,11181,6751,1421
4641,11070,6749,1439
4588,11015,6751,1458
4470,10956,6741,1476
4338,10904,6751,1496
4202,10824,6746,1512
4087,10794,6751,1533
3993,10769,6742,1554
3962,10738,6751,1571
3988,10613,6746,1577
4046,10462,6751,1589
4065,10296,6741,1607
4046,10185,6751,1627
3996,10076,6749,1635
3962,10019,6751,1645
3944,9987,6725,1661
3962,10019,6713,1683
3996,10038,6702,1694
4046,10074,6713,1701
4064,10103,6709,1707
4046,10185,6713,1720
3980,10236,6705,1729
3921,10240,6713,1739
3880,10148,6708,1745
3879,10074,6713,1758
3886,10037,6706,1766
3921,10074,6713,1776
3980,10079,6707,1782
4087,10074,6713,1795
4178,10031,6707,1811
4213,10019,6713,1832
4155,9985,6706,1844
4087,9963,6713,1851
4058,9922,6707,1854
4129,9908,6713,1870
4270,9893,6706,1888
4463,9908,6713,1907
4617,9933,6708,1915
4671,10019,6713,1926
4594,10131,6704,1940
4463,10296,6713,1963
4335,10455,6711,1982
4254,10683,6713,2001
4228,11022,6688,2015
4338,11569,6676,2038
4645,12184,6665,2062
5172,12731,6676,2094
5831,13081,6672,2122
6548,13285,6676,2150
7249,13188,6668,2167
7883,12565,6676,2188
8317,11238,6670,2210
8425,9465,6676,2244
8128,7617,6669,2273
7508,6144,6676,2300
6686,5398,6669,2321
5798,5701,6676,2356
4913,6850,6671,2393
4129,8247,6676,2431
3504,9273,6667,2454
3086,9908,6676,2487
2854,10364,6674,2528
2795,10794,6676,2580
2845,11068,6651,2618
2961,11181,6639,2655
3072,11122,6627,2693
3170,10960,6639,2749
3240,10700,6635,2799
3295,10517,6639,2842
3305,10430,6631,2873
3295,10406,6639,2917
3285,10313,6633,2963
3337,10240,6639,3010
3410,10200,6632,3043
3462,10185,6639,3085
3420,10096,6632,3131
3337,10019,6639,3179
3262,9989,6633,3205
3253,10019,6639,3235
3288,10027,6632,3267
3378,10074,6639,3309
3529,10134,6634,3336
3754,10185,6639,3366
3963,10128,6630,3397
4046,10074,6639,3440
3914,10079,6637,3470
3629,10185,6639,3496
3310,10242,6614,3518
3086,10240,6602,3553
2964,10182,6590,3580
2920,10185,6602,3609
2922,10204,6598,3624
3003,10240,6602,3646
3154,10240,6593,3661
3337,10296,6602,3683
3457,10390,6597,3698
3504,10517,6602,3721
3508,10565,6594,3737
3545,10572,6602,3758
3598,10546,6597,3766
3629,10572,6602,3777
3594,10635,6592,3781
3545,10794,6602,3796
3509,10984,6601,3802
3504,11181,6602,3814
3505,11301,6576,3819
3545,11403,6565,3833
3622,11452,6554,3841
3712,11458,6565,3852
3731,11370,6560,3849
3670,11292,6565,3852
3575,11227,6559,3848
3545,11181,6565,3852
3600,11070,6555,3848
3712,10960,6565,3852
3816,10843,6575,3849
3921,10738,6602,3852
4043,10582,6603,3847
4213,10462,6602,3852
4364,10392,6588,3851
4421,10406,6602,3852
4304,10419,6616,3838
4046,10462,6639,3833
3739,10477,6636,3828
3545,10462,6639,3833
3538,10352,6631,3823
3712,10240,6639,3814
3942,10135,6633,3799
4129,10074,6639,3796
4209,9996,6633,3784
4213,9963,6639,3777
4159,9949,6631,3762
4087,9963,6639,3758
3995,9927,6635,3753
3921,9908,6639,3758
3875,9909,6628,3751
3879,9963,6639,3740
3885,9976,6651,3715
3879,9963,6676,3702
3856,9914,6675,3690
3879,9908,6676,3683
3958,9903,6667,3662
4087,9908,6676,3646
4195,9856,6671,3630
4254,9797,6676,3627
4227,9719,6669,3612
4129,9687,6676,3590
3979,9661,6670,3555
3879,9687,6676,3534
3914,9719,6669,3514
4129,9797,6676,3496
4403,9853,6670,3464
4588,9908,6676,3440
4570,9907,6669,3418
4421,9908,6676,3403
4237,9890,6670,3372
4129,9908,6676,3347
4092,9952,6669,3323
4129,10074,6676,3309
4175,10247,6669,3282
4213,10462,6676,3253
4231,10628,6669,3220
4296,10738,6676,3197
4395,10747,6669,3167
4463,10738,6676,3141
4403,10796,6669,3109
4254,11070,6676,3085
4116,11491,6670,3054
4129,11956,6676,3029
4356,12351,6669,2998
4838,12731,6676,2973
5534,12960,6670,2942
6381,12786,6676,2917
7255,11921,6669,2886
8050,10406,6676,2861
8621,8390,6670,2830
8842,6199,6676,2805
8579,4262,6669,2774
7841,3210,6676,2749
6781,3323,6671,2717
5672,4373,6676,2692
4693,5696,6667,2663
3921,6864,6676,2636
3363,7729,6674,2604
3086,8414,6676,2580
3083,8924,6651,2558
3253,9299,6639,2543
3408,9523,6627,2516
3462,9687,6639,2487
3404,9756,6635,2452
3295,9742,6639,2431
3174,9616,6631,2411
3128,9521,6639,2393
3199,9482,6633,2363
3378,9521,6639,2337
3506,9521,6632,2314
3462,9521,6639,2300
3223,9509,6633,2280
2961,9521,6639,2262
2793,9507,6632,2241
2753,9521,6639,2225
2756,9559,6633,2203
2795,9631,6639,2188
2873,9660,6631,2168
3003,9687,6639,2150
3135,9714,6634,2126
3253,9797,6639,2113
3335,9860,6630,2103
3378,9908,6639,2094
3352,9913,6637,2073
3295,9963,6639,2057
3255,10045,6614,2044
3295,10185,6602,2038
3383,10313,6590,2019
3462,10462,6602,2001
3453,10594,6598,1985
3378,10738,6602,1982
3312,10831,6594,1974
3337,10904,6602,1963
3392,10942,6596,1942
3378,11015,6602,1926
3254,11089,6595,1911
3128,11181,6602,1907
3074,11223,6596,1899
3086,11236,6602,1888
3105,11172,6595,1867
3170,11070,6602,1851
3317,10920,6595,1838
3545,10794,6602,1832
3770,10654,6595,1822
3962,10517,6602,1814
4088,10348,6595,1802
4129,10240,6602,1795
4055,10185,6595,1784
3921,10185,6602,1776
3786,10138,6596,1765
3712,10074,6602,1758
3687,9979,6595,1747
3712,9908,6602,1739
3745,9812,6596,1728
3754,9742,6602,1720
3676,9683,6594,1709
3545,9687,6602,1701
3447,9684,6598,1690
3504,9687,6602,1683
3697,9647,6590,1672
3921,9631,6602,1664
4048,9611,6614,1653
4087,9631,6639,1645
4073,9642,6637,1634
4046,9687,6639,1627
3996,9714,6630,1616
3962,9742,6639,1608
3939,9712,6633,1596
3921,9687,6639,1589
3879,9659,6632,1579
3879,9687,6639,1571
3952,9707,6632,1558
4087,9742,6639,1552
4196,9751,6635,1544
4254,9797,6639,1533
4270,9842,6628,1512
4296,9908,6639,1496
4321,9933,6651,1484
4338,9963,6676,1477
4300,9989,6675,1460
4213,10074,6676,1440
4071,10173,6667,1418
3921,10296,6676,1402
3783,10380,6671,1384
3712,10462,6676,1365
3720,10494,6668,1343
3837,10517,6676,1328
4042,10516,6670,1310
4296,10572,6676,1290
4455,10648,6669,1267
4421,10738,6676,1253
4201,10770,6670,1243
3962,10794,6676,1234
3812,10780,6668,1214
3754,10738,6676,1197
3708,10608,6671,1185
3712,10462,6676,1178
3818,10307,6667,1162
4046,10185,6676,1141
4277,10036,6674,1118
4421,9908,6676,1103
4418,9793,6651,1091
4296,9742,6639,1084
4074,9698,6627,1077
3837,9687,6639,1066
3678,9657,6635,1046
3712,9631,6639,1028
3928,9552,6631,1016
4213,9465,6639,1010
4359,9359,6633,1000
4296,9299,6639,991
4097,9234,6632,980
3962,9188,6639,972
3956,9128,6633,962
4046,9133,6639,954
4130,9155,6632,943
4213,9188,6639,935
4264,9158,6632,924
4254,9133,6639,916
4112,9117,6633,907
3921,9133,6639,897
3774,9126,6631,885
3754,9133,6639,879
3790,9148,6634,878
3837,9188,6639,879
3876,9181,6630,871
3962,9188,6639,860
4094,9261,6637,848
4254,9521,6639,841
4423,9932,6614,838
4671,10462,6602,841
5055,10932,6590,843
5589,11292,6602,841
6166,11528,6598,831
6715,11679,6602,823
7222,11460,6594,819
