III,V,ABP,RESP
1529,2944,6040,6505
1520,2991,6024,6499
1529,3041,5989,6505
1534,3075,5907,6499
1529,3089,5835,6505
1513,3068,5775,6499
1508,3041,5733,6505
1505,3028,5659,6499
1508,3041,5579,6505
1502,3064,5494,6499
1508,3089,5426,6505
1511,3100,5329,6499
1508,3089,5221,6505
1483,3048,5101,6499
1466,2993,5016,6505
1456,2936,4937,6499
1424,2896,4863,6505
1307,2868,4770,6499
1131,2848,4709,6505
997,2791,4670,6499
1047,2655,4658,6505
1305,2400,4640,6499
1675,2076,4658,6505
1984,1761,4700,6499
2199,1545,4760,6505
2457,1400,4789,6499
2932,1207,4811,6505
3534,779,4816,6499
3979,97,4811,6505
4093,-635,4776,6499
4021,-1062,4760,6505
3983,-1033,4757,6499
4021,-676,4760,6505
4040,-265,4729,6499
4021,97,4709,6505
4011,451,4704,6499
4021,869,4709,6505
4021,1276,4681,6499
4021,1593,4658,6505
4028,1792,4649,6499
4021,1979,4658,6505
4005,2242,4636,6499
4021,2607,4607,6505
4003,2956,4574,6499
3770,3186,4556,6505
3218,3265,4522,6499
2492,3282,4504,6505
1807,3306,4497,6499
1257,3379,4504,6505
810,3507,4483,6499
482,3717,4453,6505
294,3961,4417,6499
230,4151,4402,6505
217,4213,4377,6499
230,4199,4351,6505
261,4211,4313,6499
293,4296,4300,6505
292,4363,4294,6499
272,4344,4300,6505
249,4279,4279,6499
230,4296,4248,6505
203,4370,4209,6499
188,4392,4197,6505
188,4333,4193,6499
188,4344,4197,6505
167,4472,4175,6499
147,4586,4146,6505
135,4541,4108,6499
126,4441,4095,6505
98,4420,4089,6499
63,4489,4095,6505
31,4550,4090,6499
0,4634,4095,6505
-36,4777,4094,6499
-63,4923,4095,6505
-74,4917,4070,6499
-84,4779,4044,6505
-119,4668,4010,6499
-168,4730,3992,6505
-191,4873,3966,6499
-168,4923,3941,6505
-138,4801,3905,6499
-147,4634,3890,6505
-178,4528,3881,6499
-168,4489,3890,6505
-105,4427,3886,6499
-42,4344,3890,6505
-15,4264,3883,6499
21,4199,3890,6505
94,4106,3898,6499
168,4006,3941,6505
198,3913,4003,6499
230,3813,4095,6505
323,3628,4184,6499
461,3379,4300,6505
569,3158,4433,6499
628,3089,4607,6505
677,3134,4783,6499
754,3186,4965,6505
850,3153,5121,6499
942,3089,5272,6505
1009,3033,5398,6499
1047,2993,5528,6505
1077,2931,5648,6499
1131,2896,5784,6505
1202,2908,5911,6499
1257,2944,6040,6505
1282,2920,6144,6499
1319,2848,6245,6505
1390,2786,6323,6499
1466,2800,6398,6505
1504,2835,6449,6499
1508,2848,6501,6505
1493,2844,6530,6499
1466,2896,6552,6505
1442,2957,6548,6499
1466,2944,6552,6505
1541,2869,6549,6499
1613,2896,6552,6505
1629,3043,6527,6499
1613,3137,6501,6505
1593,3040,6466,6499
1571,2896,6449,6505
1534,2869,6421,6499
1529,2944,6398,6505
1579,2998,6364,6499
1654,3041,6347,6505
1687,3100,6320,6499
1675,3137,6296,6505
1654,3125,6244,6499
1654,3186,6193,6505
1668,3353,6133,6499
1696,3475,6091,6505
1729,3385,6039,6499
1759,3186,5989,6505
1761,3079,5911,6499
1738,3137,5835,6505
1701,3246,5748,6499
1675,3331,5682,6505
1665,3358,5604,6499
1675,3331,5528,6505
1695,3249,5424,6499
1717,3186,5323,6505
1712,3172,5212,6499
1675,3186,5119,6505
1626,3156,5025,6499
1613,3089,4965,6505
1630,3006,4923,6499
1634,2944,4914,6505
1580,2913,4904,6499
1508,2944,4914,6505
1475,3007,4927,6499
1508,3041,4965,6505
1566,2984,4992,6499
1613,2896,5016,6505
1612,2867,5014,6499
1571,2944,5016,6505
1519,3033,5011,6499
1508,3041,5016,6505
1519,2970,4996,6499
1508,2944,4965,6505
1455,3005,4922,6499
1424,3089,4914,6505
1451,3093,4915,6499
1508,3041,4914,6505
1541,2982,4881,6499
1571,2944,4863,6505
1611,2904,4857,6499
1634,2896,4863,6505
1582,2933,4835,6499
1487,2993,4811,6505
1414,3022,4800,6499
1403,3041,4811,6505
1441,3049,4795,6499
1508,3041,4760,6505
1552,3017,4717,6499
1550,3041,4709,6505
1549,3089,4709,6499
1634,3089,4709,6505
1725,3031,4682,6499
1675,3041,4658,6505
1505,3133,4628,6499
1445,3186,4607,6505
1569,3112,4572,6499
1675,3041,4556,6505
1608,3073,4548,6499
1529,3137,4556,6505
1632,3103,4535,6499
1822,3041,4504,6505
1842,3084,4465,6499
1675,3234,4453,6505
1537,3324,4448,6499
1571,3282,4453,6505
1664,3184,4433,6499
1675,3137,4402,6505
1629,3111,4360,6499
1654,3041,4351,6505
1734,2947,4352,6499
1738,2944,4351,6505
1630,3036,4319,6499
1571,3089,4300,6505
1624,2999,4293,6499
1654,2848,4300,6505
1514,2764,4275,6499
1319,2751,4248,6505
1235,2679,4232,6499
1257,2510,4248,6505
1251,2340,4254,6499
1236,2269,4248,6505
1301,2196,4218,6499
1466,1979,4197,6505
1632,1642,4184,6499
1759,1400,4197,6505
1857,1309,4203,6499
1990,1207,4197,6505
2234,938,4164,6499
2681,579,4146,6505
3256,171,4138,6499
3749,-338,4146,6505
3987,-878,4140,6499
4021,-1110,4146,6505
4005,-893,4148,6499
4021,-483,4146,6505
4035,-186,4116,6499
4021,97,4095,6505
4005,542,4085,6499
4021,1062,4095,6505
4037,1418,4091,6499
4021,1641,4095,6505
3996,1879,4095,6499
4021,2172,4095,6505
4068,2461,4067,6499
4021,2800,4044,6505
3793,3180,4031,6499
3414,3475,4044,6505
2929,3609,4044,6499
2367,3717,4044,6505
1794,3847,4036,6499
1361,3862,4044,6505
1116,3701,4043,6499
942,3620,4044,6505
705,3818,4035,6499
461,4151,4044,6505
334,4346,4047,6499
356,4392,4044,6505
443,4418,4013,6499
545,4441,3992,6505
610,4395,3982,6499
607,4344,3992,6505
567,4343,3991,6499
607,4344,3992,6505
715,4280,3987,6499
733,4248,3992,6505
577,4303,3989,6499
377,4392,3992,6505
207,4461,3988,6499
21,4586,3992,6505
-140,4689,3987,6499
-84,4586,3992,6505
150,4285,3990,6499
230,4151,3992,6505
11,4342,3982,6499
-188,4586,3992,6505
-64,4548,4011,6499
230,4344,4044,6505
358,4217,4048,6499
314,4199,4044,6505
312,4190,4028,6499
314,4296,4044,6505
31,4573,4065,6499
-545,4827,4095,6505
-924,4777,4108,6498
-649,4489,4146,6505
46,4222,4201,6499
440,4151,4300,6505
192,4233,4421,6498
-251,4392,4607,6505
-312,4484,4825,6500
0,4392,5067,6505
258,4126,5288,6496
272,3910,5528,6505
208,3869,5777,6504
230,3910,6040,6505
321,3819,6256,6483
419,3620,6449,6474
466,3510,6621,6457
419,3620,6808,6443
335,3768,6967,6395
377,3717,7115,6349
566,3465,7247,6295
733,3282,7422,6255
771,3274,7604,6200
817,3282,7780,6161
993,3142,7907,6114
1194,2993,8036,6067
1259,2988,8162,5995
1236,3089,8292,5942
1249,3161,8373,5894
1319,3234,8446,5848
1402,3306,8512,5767
1508,3282,8599,5692
1612,3126,8654,5622
1613,3041,8702,5567
1491,3103,8736,5485
1403,3137,8804,5411
1433,3004,8858,5340
1466,2896,8906,5286
1409,2960,8921,5207
1382,3041,8958,5129
1476,2925,8998,5044
1571,2751,9060,4973
1534,2740,9089,4888
1487,2848,9111,4816
1592,2816,9104,4747
1801,2607,9111,4691
1925,2406,9102,4623
1906,2413,9111,4566
1783,2619,9105,4504
1613,2896,9111,4441
1498,3052,9087,4356
1571,2993,9060,4285
1728,2779,9002,4218
1696,2655,8958,4160
1434,2784,8899,4078
1277,3089,8855,4003
1421,3263,8781,3934
1634,3137,8702,3878
1644,2858,8592,3800
1571,2751,8497,3722
1617,2887,8389,3648
1717,3041,8292,3597
1717,2993,8162,3538
1696,2848,8036,3472
1745,2817,7895,3388
1738,2944,7780,3315
1563,3048,7650,3247
1403,3041,7524,3190
1440,3001,7365,3118
1571,3041,7217,3034
1598,3089,7069,2933
1571,3041,6961,2846
1605,2919,6850,2766
1654,2896,6757,2690
1616,3000,6670,2596
1571,3089,6654,2502
1613,3036,6671,2406
1675,2944,6705,2314
1640,2949,6698,2206
1571,3041,6705,2095
1587,3074,6722,1990
1675,3041,6757,1908
1717,3057,6740,1832
1696,3186,6705,1751
1683,3270,6662,1655
1717,3186,6654,1564
1752,3028,6633,1480
1759,3041,6603,1407
1740,3224,6542,1330
1717,3331,6501,1251
1691,3180,6463,1169
1675,2944,6449,1095
1680,2850,6421,1025
1717,2896,6398,970
1766,2890,6349,912
1801,2800,6296,844
1782,2730,6229,761
1717,2751,6193,688
1644,2774,6165,635
1613,2751,6142,594
1601,2734,6085,547
1571,2800,6040,500
1524,2875,6004,454
1529,2848,5989,407
1581,2703,5942,352
1613,2607,5886,313
1573,2672,5822,293
1529,2848,5784,281
1536,2943,5734,254
1571,2896,5682,219
1567,2789,5615,194
1550,2751,5579,188
1570,2775,5550,187
1634,2800,5528,188
1686,2777,5475,187
1717,2751,5426,188
1743,2740,5383,186
1759,2751,5375,188
1705,2776,5354,198
1571,2848,5323,219
1428,2944,5265,239
1403,2993,5221,250
1523,2935,5184,258
1696,2848,5170,281
1771,2842,5142,315
1717,2944,5119,344
1611,3044,5084,358
1571,3041,5067,375
1604,2944,5042,405
1654,2848,5016,438
1651,2807,4963,456
1613,2800,4914,469
1569,2764,4871,494
1529,2703,4863,532
1417,2646,4845,566
1236,2607,4811,594
1101,2513,4747,622
1194,2317,4709,657
1508,2027,4698,690
1864,1738,4709,719
2080,1498,4690,747
2220,1303,4658,782
2466,1076,4620,817
2911,772,4607,844
3423,353,4583,859
3812,-145,4556,876
3987,-639,4516,904
4021,-965,4504,938
4015,-1014,4502,960
4021,-772,4504,970
4025,-379,4479,977
4021,48,4453,1001
4015,466,4422,1033
4021,917,4402,1063
4024,1338,4369,1081
4021,1641,4351,1095
4015,1833,4342,1108
4021,2076,4351,1126
4031,2401,4334,1141
4000,2703,4300,1157
3836,2909,4255,1172
3476,3137,4248,1188
2951,3414,4252,1202
2387,3572,4248,1220
1884,3468,4213,1235
1466,3282,4197,1251
1110,3272,4196,1263
838,3475,4197,1282
666,3704,4166,1301
586,3862,4146,1314
543,3997,4142,1312
524,4151,4146,1314
531,4237,4117,1326
565,4199,4095,1345
566,4105,4089,1350
503,4103,4095,1345
407,4191,4068,1337
377,4248,4044,1345
447,4169,4034,1360
565,4055,4044,1376
626,4039,4023,1380
607,4151,3992,1376
552,4258,3973,1371
524,4296,3992,1376
504,4294,4004,1380
461,4344,3992,1376
398,4426,3954,1358
377,4489,3941,1345
414,4490,3941,1342
461,4489,3941,1345
457,4532,3910,1334
419,4634,3890,1314
399,4725,3883,1292
419,4779,3890,1282
437,4784,3866,1272
419,4779,3839,1251
366,4757,3821,1216
314,4730,3839,1188
283,4684,3844,1171
272,4634,3839,1157
258,4565,3820,1128
230,4489,3839,1095
199,4394,3878,1070
188,4296,3941,1063
203,4179,4000,1055
230,4055,4095,1032
252,3920,4223,997
272,3813,4402,970
291,3730,4594,953
314,3668,4811,938
350,3594,5019,910
419,3524,5221,876
513,3448,5393,842
607,3379,5579,813
670,3311,5762,781
712,3282,5938,751
755,3267,6065,720
817,3234,6193,688
889,3142,6333,652
963,3041,6501,626
1030,2965,6638,610
1089,2944,6757,594
1141,2951,6851,566
1194,2993,6961,532
1242,3035,7062,499
1277,3041,7166,469
1297,2962,7245,436
1319,2848,7320,407
1355,2760,7355,379
1403,2751,7371,344
1441,2791,7358,297
1466,2848,7371,250
1484,2867,7391,216
1508,2848,7422,188
1531,2806,7420,147
1550,2800,7422,94
1559,2819,7429,42
1571,2848,7473,0
1588,2874,7503,-42
1613,2944,7524,-94
1634,3036,7516,-147
1654,3089,7524,-188
1667,3063,7523,-216
1675,3041,7524,-250
1674,3086,7494,-298
1675,3186,7473,-344
1686,3241,7444,-376
1717,3234,7422,-407
1752,3198,7369,-449
1780,3186,7320,-500
1792,3182,7261,-539
1801,3186,7217,-563
1805,3198,7145,-587
1801,3234,7064,-626
1773,3240,6955,-674
1738,3186,6859,-719
1709,3088,6750,-753
1696,3041,6654,-782
1680,3048,6544,-810
1654,3041,6449,-844
1623,2949,6342,-877
1613,2848,6245,-907
1615,2839,6119,-935
1613,2944,5989,-970
1589,3039,5843,-1004
1571,3041,5733,-1032
1567,2960,5640,-1047
1571,2896,5579,-1063
1554,2880,5513,-1088
1529,2896,5477,-1126
1510,2894,5457,-1161
1508,2896,5477,-1188
1507,2912,5495,-1203
1508,2944,5528,-1220
1506,2952,5549,-1244
1508,2944,5579,-1282
1504,2935,5583,-1318
1508,2944,5579,-1345
1516,2945,5550,-1358
1529,2944,5528,-1376
1531,2951,5496,-1404
1529,2993,5477,-1439
1525,3035,5446,-1460
1529,3041,5426,-1470
1529,2977,5395,-1469
1529,2896,5375,-1470
1531,2857,5343,-1469
1550,2896,5323,-1470
1567,2944,5294,-1468
1571,2944,5272,-1470
1561,2897,5239,-1469
1571,2896,5221,-1470
1596,2963,5195,-1468
1613,3041,5170,-1470
1593,3041,5116,-1469
1571,2993,5067,-1470
1576,2974,5025,-1469
1613,3041,5016,-1470
1642,3134,4998,-1468
1654,3186,4965,-1470
1665,3155,4903,-1468
1696,3089,4863,-1470
1728,3051,4833,-1468
1738,3089,4811,-1470
1716,3157,4758,-1468
1696,3186,4709,-1470
1697,3143,4670,-1468
1717,3089,4658,-1470
1724,3059,4632,-1468
1717,3041,4607,-1470
1696,2998,4573,-1468
1675,2944,4556,-1470
1642,2898,4527,-1468
1613,2848,4504,-1470
1585,2775,4473,-1468
1571,2703,4453,-1470
1543,2649,4423,-1468
1487,2607,4402,-1470
1362,2541,4372,-1468
1194,2462,4351,-1470
1073,2363,4320,-1468
1131,2220,4300,-1470
1353,1973,4271,-1468
1613,1641,4248,-1470
1791,1302,4216,-1468
1948,1062,4197,-1470
2193,913,4172,-1468
2576,772,4146,-1470
3030,510,4108,-1468
3476,97,4095,-1470
3827,-430,4093,-1468
4021,-917,4095,-1470
4054,-1183,4067,-1468
4021,-1062,4044,-1470
4005,-602,4033,-1468
4021,0,4044,-1470
4027,533,4027,-1468
4021,965,3992,-1470
4016,1326,3950,-1468
4021,1641,3941,-1470
4020,1902,3942,-1469
4021,2172,3941,-1470
4029,2479,3912,-1468
4021,2800,3890,-1470
3932,3064,3880,-1469
3707,3282,3890,-1470
3327,3457,3874,-1468
2827,3572,3839,-1470
2252,3604,3795,-1470
1675,3620,3788,-1470
1184,3670,3791,-1468
859,3765,3788,-1470
682,3888,3754,-1471
586,4055,3737,-1470
521,4218,3734,-1466
524,4296,3737,-1470
588,4280,3709,-1476
649,4296,3685,-1470
641,4395,3676,-1434
607,4489,3685,-1376
597,4454,3667,-1311
607,4344,3634,-1251
590,4262,3596,-1189
565,4248,3583,-1126
560,4242,3575,-1062
565,4248,3583,-1001
542,4267,3585,-939
503,4296,3583,-876
462,4294,3555,-812
419,4296,3532,-751
360,4303,3519,-689
314,4296,3532,-626
294,4227,3537,-560
272,4151,3532,-500
222,4116,3502,-442
168,4151,3481,-375
133,4214,3468,-297
105,4296,3481,-219
62,4359,3484,-152
21,4392,3481,-94
-2,4385,3450,-33
-21,4392,3429,31
-55,4419,3416,94
-84,4441,3429,156
-95,4391,3432,219
-105,4296,3429,281
-131,4199,3413,343
-147,4151,3429,407
-127,4122,3467,471
-84,4103,3532,532
-51,4075,3593,590
-21,4055,3685,657
22,4004,3811,734
84,3910,3992,813
150,3761,4189,879
230,3620,4402,938
324,3521,4602,998
419,3475,4811,1063
495,3429,5012,1125
565,3379,5221,1188
644,3346,5406,1251
733,3379,5579,1314
818,3416,5726,1372
901,3379,5886,1439
978,3233,6041,1506
1047,3089,6193,1564
1106,3035,6317,1606
1173,3089,6449,1658
1253,3183,6579,1720
1340,3282,6705,1783
1418,3327,6788,1827
1487,3282,6859,1877
1541,3150,6912,1937
1571,3041,6961,2002
1572,2999,6968,2048
1571,2993,6961,2095
1586,2959,6946,2153
1613,2944,6961,2221
1622,2968,6980,2271
1613,2993,7012,2314
1601,2953,7019,2357
1613,2896,7012,2408
1631,2864,6991,2453
1634,2848,7012,2502
1611,2796,7044,2548
1592,2751,7064,2596
1587,2752,7031,2627
1592,2800,7012,2658
1588,2831,7010,2695
1592,2848,7012,2752
1604,2863,6961,2804
1613,2896,6910,2846
1594,2919,6873,2872
1571,2944,6859,2909
1561,2981,6809,2952
1571,3041,6757,3002
1574,3069,6700,3036
1571,3041,6654,3065
1566,2972,6576,3090
1571,2944,6501,3128
1571,2974,6420,3159
1571,3041,6347,3190
1561,3106,6241,3215
1550,3186,6142,3253
1534,3245,6038,3286
1529,3234,5938,3315
1528,3130,5803,3326
1529,3041,5682,3346
1530,3036,5569,3373
1550,3089,5477,3409
1572,3103,5364,3426
1571,3089,5272,3440
1535,3105,5202,3450
1508,3186,5170,3472
1510,3262,5132,3485
1529,3282,5119,3503
1530,3235,5125,3514
1529,3186,5170,3534
1542,3180,5200,3547
1571,3234,5221,3565
1586,3280,5216,3577
1592,3282,5221,3597
1596,3270,5217,3609
1613,3331,5221,3628
1631,3436,5198,3640
1654,3475,5170,3659
1668,3376,5129,3670
1675,3234,5119,3690
1669,3167,5115,3703
1675,3186,5119,3722
1680,3194,5093,3732
1675,3137,5067,3753
1648,3037,5035,3768
1634,2944,5016,3784
1622,2853,4986,3790
1571,2751,4965,3816
1416,2642,4936,3845
1215,2558,4914,3878
1091,2453,4881,3889
1173,2269,4863,3909
1436,1987,4838,3935
1759,1689,4811,3972
1995,1402,4756,3988
2157,1110,4709,4003
2394,799,4671,4014
2848,531,4658,4035
3425,256,4632,4043
3874,-145,4607,4066
4039,-689,4573,4092
4021,-1110,4556,4128
3996,-1142,4528,4144
4021,-772,4504,4160
4035,-266,4471,4169
4021,193,4453,4191
4011,603,4426,4202
4021,1062,4402,4222
4025,1523,4366,4235
4021,1882,4351,4253
4018,2090,4345,4252
4021,2269,4351,4253
4024,2520,4330,4257
4021,2848,4300,4285
3943,3135,4261,4304
3686,3331,4248,4316
3200,3430,4243,4307
2576,3475,4248,4316
1939,3485,4228,4329
1382,3524,4197,4347
939,3632,4156,4342
649,3813,4146,4347
487,4003,4146,4357
398,4151,4146,4379
342,4227,4116,4377
356,4248,4095,4379
433,4251,4086,4384
503,4296,4095,4410
496,4371,4076,4424
461,4441,4044,4441
456,4469,4004,4450
482,4489,3992,4472
480,4498,3989,4484
461,4489,3992,4504
452,4463,3971,4514
461,4489,3941,4535
450,4552,3902,4546
419,4586,3890,4566
382,4536,3888,4577
356,4489,3890,4597
328,4486,3864,4608
293,4489,3839,4629
247,4420,3824,4640
188,4344,3839,4660
122,4332,3845,4669
63,4392,3839,4691
19,4431,3806,4713
-21,4441,3788,4754
-71,4448,3778,4784
-126,4489,3788,4816
-168,4509,3785,4828
-188,4489,3788,4848
-198,4432,3782,4867
-209,4392,3788,4910
-232,4366,3783,4944
-251,4344,3788,4973
-255,4296,3784,4980
-230,4248,3788,5004
-190,4199,3779,5031
-147,4151,3788,5067
-108,4064,3800,5078
-63,3958,3839,5098
0,3860,3891,5120
84,3813,3992,5160
171,3776,4127,5187
251,3717,4300,5223
322,3614,4470,5251
398,3524,4658,5286
480,3448,4838,5298
565,3379,5016,5317
652,3291,5166,5337
754,3234,5323,5379
859,3207,5476,5410
942,3186,5630,5442
995,3129,5755,5454
1047,3089,5886,5473
1118,3082,6013,5482
1194,3089,6142,5504
1250,3062,6241,5517
1298,3041,6347,5536
1357,3039,6450,5543
1424,3041,6552,5567
1474,3007,6610,5583
1508,2993,6654,5598
1542,3027,6680,5590
1592,3089,6705,5598
1642,3105,6702,5609
1675,3089,6705,5630
1681,3074,6703,5626
1675,3089,6705,5630
1676,3094,6676,5635
1696,3089,6654,5661
1717,3080,6640,5663
1717,3089,6654,5661
1693,3081,6652,5647
1675,3041,6654,5661
1673,2964,6646,5673
1675,2896,6654,5692
1658,2854,6651,5688
1634,2848,6654,5692
1615,2843,6633,5687
1613,2848,6603,5692
1605,2861,6545,5684
1592,2896,6501,5692
1580,2911,6450,5700
1592,2896,6398,5723
1609,2868,6316,5724
1613,2896,6245,5723
1590,2971,6168,5711
1571,3041,6091,5723
1565,3038,5981,5735
1571,2993,5886,5755
1569,2949,5801,5751
1571,2944,5733,5755
1573,2958,5631,5748
1571,2993,5528,5755
1548,3023,5418,5748
1529,3041,5323,5755
1522,3033,5211,5750
1529,3041,5119,5755
1528,3065,5044,5745
1529,3089,5016,5755
1529,3071,5001,5764
1529,3041,5016,5786
1522,3025,5036,5784
1529,3041,5067,5786
1543,3048,5070,5778
1550,3041,5067,5786
1541,3027,5055,5781
1550,3041,5067,5786
1582,3067,5071,5780
1613,3089,5067,5786
1606,3087,5034,5780
1592,3089,5016,5786
1599,3104,5007,5781
1634,3137,5016,5786
1653,3163,4997,5778
1654,3186,4965,5786
1659,3192,4923,5784
1696,3186,4914,5786
1746,3156,4911,5765
1780,3137,4914,5755
1777,3145,4889,5744
1759,3186,4863,5755
1749,3207,4830,5752
1759,3186,4811,5755
1766,3130,4783,5746
1759,3089,4760,5755
1735,3067,4729,5753
1717,3041,4709,5755
1698,2977,4680,5734
1675,2896,4658,5723
1637,2830,4627,5712
1613,2800,4607,5723
1592,2779,4577,5723
1571,2751,4556,5723
1533,2720,4524,5701
1508,2703,4504,5692
1470,2672,4475,5682
1382,2607,4453,5692
1233,2533,4421,5689
1131,2510,4402,5692
1163,2467,4375,5675
1340,2269,4351,5661
1572,1884,4315,5634
1801,1496,4300,5630
1993,1239,4294,5624
2199,1062,4300,5630
2506,792,4279,5612
2995,386,4248,5598
3555,-129,4210,5576
3958,-676,4197,5567
4072,-1151,4192,5546
4021,-1352,4197,5536
3990,-1191,4178,5515
4021,-772,4146,5504
4038,-320,4104,5481
4021,97,4095,5473
4009,512,4097,5456
4021,965,4095,5442
4027,1362,4063,5405
4021,1641,4044,5379
4016,1832,4039,5355
4021,2076,4044,5348
4027,2417,4018,5319
4021,2800,3992,5286
3945,3097,3980,5242
3707,3282,3992,5223
3244,3387,3978,5204
2618,3475,3941,5192
1967,3573,3896,5158
1424,3717,3890,5129
1024,3904,3895,5092
754,4103,3890,5067
581,4252,3855,5030
503,4344,3839,5004
489,4397,3838,4968
503,4441,3839,4942
504,4471,3808,4902
503,4489,3788,4879
503,4475,3783,4856
503,4441,3788,4848
477,4400,3761,4819
440,4392,3737,4785
403,4398,3728,4741
377,4392,3737,4723
346,4343,3715,4706
314,4296,3685,4691
280,4276,3668,4654
251,4296,3685,4629
218,4302,3694,4606
188,4296,3685,4597
158,4292,3652,4576
126,4344,3634,4566
84,4421,3625,4551
42,4489,3634,4535
6,4513,3631,4495
-21,4537,3634,4472
-50,4563,3629,4463
-84,4586,3634,4472
-125,4577,3629,4458
-168,4586,3634,4441
-205,4612,3630,4419
-230,4634,3634,4410
-244,4597,3625,4388
-251,4537,3634,4379
-262,4479,3648,4371
-272,4441,3685,4379
-273,4389,3722,4374
-251,4344,3788,4379
-213,4299,3870,4376
-168,4248,3992,4379
-121,4156,4128,4369
-63,4055,4300,4379
8,3952,4487,4392
84,3862,4709,4410
154,3758,4934,4404
230,3668,5170,4410
320,3589,5380,4421
419,3524,5579,4441
508,3445,5752,4437
586,3379,5938,4441
664,3324,6116,4449
754,3282,6296,4472
850,3226,6446,4480
942,3186,6603,4504
1032,3169,6753,4531
1131,3186,6910,4566
1233,3193,7039,4576
1319,3186,7166,4597
1377,3145,7272,4624
1424,3089,7371,4660
1470,3025,7428,4671
1508,2993,7473,4691
1529,2972,7497,4717
1550,2944,7524,4754
1581,2889,7524,4766
1613,2848,7524,4785
1622,2823,7512,4808
1613,2800,7524,4848
1599,2745,7538,4872
1592,2703,7575,4910
1581,2690,7601,4951
1571,2703,7627,5004
1565,2700,7622,5033
1571,2703,7627,5067
1573,2721,7622,5102
1571,2751,7627,5160
1564,2756,7603,5206
1571,2751,7575,5254
1583,2744,7522,5292
1592,2751,7473,5348
1582,2761,7409,5394
1571,2800,7371,5442
1565,2852,7336,5467
1571,2896,7320,5504
1572,2898,7273,5541
1571,2896,7217,5598
1566,2909,7134,5643
1571,2944,7064,5692
1572,2968,6980,5730
1571,2993,6910,5786
1559,3015,6827,5832
1550,3041,6757,5880
1539,3044,6660,5905
1529,3041,6552,5942
1513,3034,6413,5979
1508,3041,6296,6036
1513,3039,6186,6080
1529,3041,6091,6130
1534,3050,5963,6168
1529,3089,5835,6224
1513,3124,5710,6269
1508,3137,5630,6318
1513,3126,5563,6343
1529,3137,5528,6380
1540,3167,5506,6408
1550,3186,5528,6443
1555,3160,5553,6454
1571,3137,5579,6474
1589,3146,5575,6484
1613,3186,5579,6505
1632,3211,5576,6503
1654,3234,5579,6505
1669,3258,5552,6497
1675,3282,5528,6505
1671,3271,5496,6500
1675,3234,5477,6505
1686,3184,5443,6498
1696,3137,5426,6505
1687,3085,5415,6499
1675,3041,5426,6505
1668,2998,5409,6498
1675,2944,5375,6505
1664,2872,5314,6499
1634,2800,5272,6505
1591,2732,5236,6499
1571,2655,5221,6505
1554,2553,5193,6499
1508,2462,5170,6505
1381,2401,5136,6499
1215,2365,5119,6505
1095,2299,5091,6499
1131,2172,5067,6505
1315,1949,5033,6499
1571,1641,5016,6505
1794,1294,4993,6499
1990,1014,4965,6505
2222,817,4908,6499
2576,627,4863,6505
3031,303,4826,6499
3497,-193,4811,6505
3846,-804,4784,6499
4021,-1352,4760,6505
4049,-1635,4728,6499
4021,-1496,4709,6505
4005,-1019,4679,6499
4021,-434,4658,6505
4032,44,4628,6499
4021,434,4607,6505
4006,815,4575,6499
4021,1207,4556,6505
4040,1529,4528,6499
4021,1786,4504,6505
3988,2040,4468,6499
4021,2365,4453,6505
4088,2721,4448,6499
4021,3041,4453,6505
3680,3257,4431,6499
3120,3379,4402,6505
2487,3432,4366,6499
1885,3475,4351,6505
1349,3554,4326,6499
942,3717,4300,6505
692,3937,4262,6499
565,4151,4248,6505
495,4301,4244,6499
482,4392,4248,6505
518,4423,4226,6499
565,4392,4197,6505
566,4333,4162,6499
545,4344,4146,6505
536,4426,4121,6499
545,4489,4095,6505
532,4452,4057,6499
503,4392,4044,6505
474,4378,4040,6499
461,4392,4044,6505
436,4354,4021,6499
398,4296,3992,6505
350,4270,3956,6499
314,4296,3941,6505
284,4305,3932,6499
251,4296,3941,6505
210,4282,3943,6499
168,4296,3941,6505
127,4312,3914,6499
84,4344,3890,6505
38,4384,3875,6499
0,4441,3890,6505
-36,4475,3897,6499
-84,4489,3890,6505
-138,4481,3855,6499
-168,4489,3839,6505
-167,4495,3834,6499
-168,4489,3839,6505
-192,4442,3813,6499
-209,4392,3788,6505
-197,4342,3770,6499
-168,4296,3788,6505
-149,4224,3808,6499
-126,4151,3839,6505
-81,4076,3857,6499
-21,4006,3890,6505
29,3925,3938,6498
84,3862,4044,6505
164,3798,4184,6499
272,3717,4351,6505
375,3591,4498,6498
461,3475,4658,6505
539,3403,4825,6500
628,3379,5016,6505
718,3340,5194,6497
796,3282,5375,6505
862,3217,5532,6502
942,3186,5682,6505
1045,3162,5803,6494
1152,3137,5938,6505
1229,3099,6066,6508
1277,3089,6193,6505
1320,3107,6290,6468
1382,3137,6398,6443
1458,3127,6504,6413
1529,3089,6603,6380
1572,3046,6656,6311
1592,3041,6705,6255
1599,3047,6753,6205
1613,3041,6808,6161
1633,2995,6817,6080
1654,2944,6808,6005
1668,2905,6792,5935
1675,2896,6808,5880
1671,2880,6813,5797
1654,2848,6808,5723
1628,2793,6773,5655
1613,2751,6757,5598
1609,2719,6746,5506
1613,2703,6757,5411
1610,2703,6753,5319
1613,2751,6757,5254
1615,2815,6737,5175
1613,2848,6705,5098
1592,2822,6643,5012
1571,2800,6603,4942
1563,2813,6574,4860
