II,III,PLETH,ABP
-418,-865,5997,5475
-619,-907,5998,5817
-730,-946,5974,6109
-675,-962,5947,6360
-567,-974,5909,6546
-522,-1019,5893,6683
-546,-1068,5865,6756
-603,-1057,5848,6787
-662,-988,5821,6762
-689,-951,5813,6706
-618,-971,5799,6614
-453,-976,5802,6517
-331,-923,5796,6412
-390,-885,5804,6319
-526,-903,5796,6226
-506,-893,5790,6156
-335,-787,5768,6097
-292,-668,5761,6064
-454,-626,5744,6035
-531,-616,5728,6029
-323,-547,5690,6027
-81,-444,5665,6046
-88,-378,5638,6054
-214,-356,5619,6066
-167,-343,5576,6057
-1,-366,5545,6050
-27,-444,5516,6021
-345,-524,5508,5990
-741,-539,5481,5933
-998,-517,5460,5871
-1070,-516,5436,5784
-1032,-537,5442,5699
-995,-537,5430,5596
-1042,-516,5405,5500
-1141,-504,5364,5392
-1165,-508,5380,5295
-1072,-501,5412,5191
-957,-475,5434,5099
-878,-443,5419,4999
-781,-416,5465,4909
-642,-386,5562,4814
-551,-342,5660,4735
-552,-288,5697,4650
-545,-232,5776,4573
-435,-177,5910,4480
-287,-115,6054,4392
-213,-51,6120,4292
-198,2,6212,4197
-152,42,6373,4087
-49,90,6573,3984
87,167,6699,3871
282,262,6823,3766
586,350,6991,3646
924,416,7201,3534
1101,474,7349,3419
985,528,7476,3324
675,558,7620,3233
395,539,7811,3164
255,485,7961,3100
189,440,8089,3061
143,418,8205,3032
165,395,8368,3031
260,354,8517,3041
288,327,8647,3072
159,345,8739,3103
-6,389,8861,3146
-37,412,8982,3187
56,398,9099,3241
157,367,9167,3288
219,340,9252,3336
248,315,9341,3367
213,293,9436,3397
133,291,9480,3412
122,319,9539,3422
228,355,9607,3411
344,365,9694,3397
391,344,9732,3372
419,315,9771,3349
418,277,9805,3310
251,203,9860,3273
-70,93,9874,3233
-306,-2,9896,3207
-345,-43,9918,3178
-391,-58,9972,3158
-585,-94,9993,3135
-741,-149,10013,3124
-696,-186,10018,3112
-624,-201,10058,3107
-711,-231,10075,3097
-837,-294,10085,3095
-836,-358,10059,3091
-805,-379,10062,3093
-849,-366,10057,3087
-831,-361,10049,3084
-662,-369,9988,3073
-564,-357,9938,3066
-719,-347,9883,3051
-944,-393,9845,3041
-1003,-475,9774,3022
-972,-471,9727,3003
-1026,-355,9685,2974
-1102,-256,9664,2950
-1067,-307,9597,2922
-980,-448,9537,2901
-963,-542,9472,2872
-948,-539,9437,2849
-790,-489,9370,2820
-557,-399,9309,2800
-491,-251,9237,2776
-657,-66,9198,2760
-788,104,9138,2742
-633,258,9082,2729
-347,421,9005,2712
-274,612,8960,2705
-355,842,8906,2696
-184,1118,8856,2691
276,1380,8775,2677
551,1571,8723,2667
471,1746,8672,2656
536,2045,8636,2653
1075,2454,8569,2644
1596,2747,8530,2641
1529,2764,8492,2632
1082,2591,8458,2628
841,2406,8375,2615
855,2239,8313,2606
762,2045,8263,2593
461,1861,8234,2588
171,1774,8165,2579
-26,1769,8116,2579
-188,1774,8077,2577
-259,1784,8058,2577
-132,1846,8001,2568
111,1963,7967,2565
301,2066,7944,2562
348,2076,7935,2565
201,1909,7877,2557
-187,1513,7829,2552
-690,930,7788,2542
-1020,335,7768,2540
-1069,-98,7712,2531
-1037,-313,7675,2526
-1097,-393,7650,2518
-1131,-435,7643,2515
-997,-498,7592,2506
-814,-566,7545,2497
-803,-592,7499,2482
-939,-542,7477,2475
-995,-456,7426,2466
-859,-399,7388,2463
-633,-388,7354,2455
-465,-364,7345,2450
-406,-300,7307,2441
-417,-240,7275,2437
-420,-233,7238,2430
-357,-252,7226,2432
-262,-254,7191,2431
-235,-240,7162,2433
-310,-249,7121,2428
-410,-280,7105,2433
-437,-296,7076,2436
-369,-281,7060,2446
-228,-266,7032,2443
-60,-283,7027,2440
60,-311,7008,2428
16,-321,6993,2426
-232,-323,6952,2416
-558,-362,6929,2413
-725,-429,6902,2402
-611,-463,6889,2404
-343,-439,6858,2399
-162,-422,6848,2408
-138,-466,6833,2412
-158,-539,6824,2438
-162,-571,6782,2473
-251,-569,6755,2542
-453,-598,6728,2633
-604,-676,6717,2769
-576,-739,6683,2937
-482,-732,6669,3160
-494,-687,6656,3419
-592,-691,6651,3730
-630,-767,6612,4065
-568,-849,6582,4434
-457,-857,6553,4811
-318,-799,6543,5200
-167,-753,6510,5570
-99,-766,6491,5921
-189,-803,6476,6227
-371,-808,6476,6496
-493,-782,6450,6704
-507,-776,6435,6858
-466,-813,6419,6941
-435,-864,6418,6977
-436,-888,6392,6961
-441,-889,6379,6915
-365,-891,6362,6831
-173,-894,6359,6742
10,-863,6333,6641
-9,-788,6320,6550
-216,-700,6305,6453
-390,-650,6302,6378
-397,-655,6272,6315
-380,-698,6246,6283
-533,-752,6216,6255
-818,-802,6201,6245
-1004,-832,6162,6236
-987,-838,6122,6249
-919,-834,6070,6257
-964,-846,6040,6271
-1035,-868,5995,6263
-941,-862,5953,6255
-733,-810,5895,6225
-662,-753,5859,6194
-767,-742,5819,6136
-807,-765,5791,6080
-714,-760,5744,6007
-736,-689,5714,5937
-949,-578,5688,5846
-992,-483,5692,5757
-622,-433,5681,5656
-174,-411,5672,5565
-100,-369,5659,5464
-322,-278,5698,5378
-435,-153,5742,5287
-309,-37,5780,5210
-116,55,5791,5123
45,136,5863,5045
214,215,5967,4958
395,281,6060,4881
579,342,6098,4792
792,433,6191,4706
954,553,6335,4606
885,647,6472,4513
628,668,6530,4407
486,640,6634,4306
578,619,6811,4189
659,625,6998,4081
550,624,7088,3963
455,594,7200,3853
601,552,7386,3732
828,521,7602,3623
834,497,7721,3513
629,465,7834,3425
487,435,7998,3341
514,438,8195,3278
524,473,8303,3222
375,505,8392,3192
205,506,8509,3171
225,488,8665,3172
383,475,8757,3181
437,460,8831,3211
345,433,8918,3243
376,433,9048,3285
702,518,9136,3319
1102,689,9208,3365
1237,858,9267,3404
1066,919,9357,3445
788,830,9418,3465
526,649,9475,3481
306,494,9511,3480
181,438,9575,3477
167,425,9623,3457
167,354,9676,3439
135,229,9696,3411
144,149,9728,3385
168,131,9742,3344
35,74,9770,3307
-236,-47,9773,3270
-359,-109,9790,3246
-238,-57,9797,3219
-171,-19,9829,3201
-354,-109,9835,3180
-575,-238,9841,3172
-641,-269,9816,3160
-721,-236,9815,3160
-931,-260,9799,3156
-1018,-338,9791,3161
-822,-358,9758,3158
-646,-294,9754,3161
-786,-257,9743,3157
-1036,-319,9732,3159
-1087,-418,9675,3151
-1030,-446,9638,3146
-1080,-418,9601,3129
-1122,-421,9574,3113
-959,-469,9505,3090
-736,-462,9460,3075
-726,-375,9423,3053
-876,-325,9401,3032
-931,-420,9339,2997
-841,-580,9306,2967
-778,-662,9286,2937
-830,-636,9279,2916
-909,-572,9205,2888
-897,-479,9129,2864
-752,-325,9054,2840
-521,-132,9012,2827
-344,26,8939,2813
-346,145,8883,2804
-458,288,8832,2788
-456,519,8811,2777
-234,828,8761,2761
61,1156,8725,2755
248,1421,8687,2746
345,1609,8677,2740
523,1817,8639,2725
840,2147,8610,2716
1154,2527,8571,2705
1283,2742,8559,2703
1238,2702,8523,2695
1162,2544,8489,2690
1116,2431,8432,2681
1020,2351,8400,2678
866,2240,8356,2669
754,2139,8326,2665
687,2126,8279,2656
526,2163,8259,2653
309,2155,8231,2644
267,2101,8212,2640
424,2089,8165,2631
475,2147,8142,2627
297,2197,8114,2619
165,2124,8098,2615
216,1844,8049,2605
120,1354,8023,2602
-357,766,7998,2593
-846,265,7984,2589
-883,-47,7934,2580
-597,-206,7906,2576
-486,-314,7881,2568
-711,-410,7869,2564
-1021,-490,7818,2554
-1177,-543,7788,2550
-1152,-565,7765,2542
-992,-531,7753,2540
-780,-452,7695,2529
-644,-382,7648,2519
-636,-363,7607,2504
-658,-367,7586,2499
-614,-358,7532,2495
-545,-336,7495,2499
-510,-333,7468,2497
-473,-345,7460,2499
-391,-362,7416,2495
-326,-384,7382,2498
-359,-420,7351,2496
-446,-451,7342,2503
-458,-452,7301,2504
-360,-436,7268,2512
-260,-433,7234,2511
-287,-455,7224,2512
-408,-473,7186,2504
-475,-468,7155,2503
-405,-457,7117,2493
-294,-479,7103,2490
-293,-526,7072,2477
-440,-560,7054,2475
-633,-571,7031,2468
-758,-604,7028,2477
-752,-663,7005,2485
-639,-701,6985,2514
-534,-691,6947,2555
-551,-688,6929,2637
-616,-727,6898,2746
-557,-777,6873,2898
-389,-799,6830,3076
-346,-830,6811,3307
-499,-889,6784,3576
-630,-926,6756,3893
-590,-906,6697,4229
-522,-886,6659,4598
-518,-910,6622,4973
-422,-933,6588,5354
-181,-895,6523,5704
-67,-839,6481,6031
-227,-831,6447,6313
-395,-865,6417,6556
-328,-878,6349,6733
-244,-868,6304,6858
-437,-880,6274,6920
-774,-939,6244,6944
-913,-1025,6162,6915
-838,-1127,6093,6860
-807,-1233,6047,6771
-940,-1319,6016,6681
-1114,-1349,5946,6579
-1198,-1319,5892,6489
-1168,-1269,5859,6398
-1053,-1247,5838,6332
-932,-1252,5772,6279
-929,-1249,5717,6256
-1088,-1209,5686,6238
-1267,-1145,5666,6241
-1268,-1082,5578,6239
-1049,-1018,5460,6256
-770,-928,5347,6266
-601,-806,5281,6285
-542,-681,5213,6282
-438,-585,5156,6276
-188,-519,5105,6243
104,-458,5098,6212
227,-383,5089,6158
121,-300,5083,6100
-34,-213,5059,6013
-2,-117,5066,5926
266,-3,5081,5824
597,119,5110,5734
786,238,5116,5634
799,352,5142,5544
771,477,5179,5445
836,609,5247,5358
972,712,5291,5266
1076,757,5339,5189
1130,765,5394,5106
1189,786,5507,5032
1195,839,5624,4943
1035,888,5734,4864
809,901,5819,4778
796,893,5960,4703
1047,891,6117,4611
1251,895,6253,4518
1180,889,6335,4407
1008,881,6476,4304
979,885,6669,4187
1033,895,6852,4075
1008,894,6954,3949
992,891,7095,3834
1143,908,7299,3715
1360,948,7502,3608
1412,992,7604,3495
1297,1025,7724,3401
1202,1039,7911,3317
1234,1036,8115,3261
1353,1025,8214,3209
1454,1011,8310,3182
1374,967,8461,3165
1016,872,8637,3176
567,757,8719,3194
389,691,8792,3228
528,667,8910,3260
635,605,9070,3309
487,469,9155,3353
301,342,9219,3401
318,311,9296,3435
396,351,9404,3474
281,361,9453,3501
43,306,9490,3523
-68,238,9532,3519
-28,207,9612,3509
-53,193,9652,3488
-209,162,9686,3469
-302,119,9708,3434
-174,107,9761,3397
19,125,9789,3351
9,130,9818,3313
-188,101,9824,3274
-283,75,9848,3247
-175,80,9847,3220
-86,90,9854,3205
-165,67,9839,3186
-237,30,9847,3180
-174,19,9843,3172
-155,42,9858,3173
-287,64,9842,3168
-334,71,9828,3173
-142,66,9789,3176
42,57,9775,3186
20,42,9743,3184
12,32,9716,3183
192,44,9656,3174
297,81,9620,3170
99,95,9577,3156
-138,65,9552,3144
-117,37,9499,3122
14,91,9473,3105
24,184,9445,3080
55,200,9435,3059
248,96,9386,3030
363,-6,9356,3007
181,-6,9323,2978
-49,64,9322,2956
-25,111,9300,2930
121,163,9302,2911
108,294,9298,2890
-4,493,9310,2876
-11,651,9284,2859
85,749,9273,2849
221,888,9253,2834
507,1183,9255,2825
968,1584,9235,2808
1363,1948,9243,2798
1536,2186,9244,2783
1704,2379,9253,2778
2092,2652,9218,2769
2541,3022,9196,2766
2744,3351,9168,2757
2685,3497,9156,2754
2593,3439,9109,2744
2549,3266,9080,2737
2402,3068,9050,2722
2068,2887,9040,2714
1714,2751,8993,2704
1555,2693,8953,2702
1552,2711,8904,2694
1490,2751,8877,2690
1335,2768,8826,2679
1291,2789,8792,2675
1402,2868,8753,2669
1439,2996,8742,2671
1280,3055,8704,2667
1127,2912,8668,2665
1089,2514,8614,2656
952,1949,8586,2651
609,1379,8539,2642
370,964,8491,2639
457,743,8412,2630
615,658,8361,2626
531,592,8310,2617
374,495,8273,2614
417,384,8207,2605
568,323,8167,2601
571,333,8128,2592
499,390,8100,2587
569,439,8035,2578
776,469,7990,2578
962,491,7951,2576
1104,526,7930,2577
1204,560,7875,2567
1177,581,7843,2564
1040,578,7819,2562
1028,574,7809,2566
1227,574,7759,2562
1393,585,7727,2563
1294,603,7703,2563
1085,634,7693,2572
1044,668,7643,2574
1167,688,7610,2579
1214,681,7588,2575
1101,668,7578,2577
973,670,7526,2568
990,690,7494,2566
1145,698,7474,2554
1327,681,7464,2552
1422,663,7406,2541
1390,679,7360,2540
1264,720,7326,2530
1159,739,7303,2538
1186,718,7231,2548
1357,694,7164,2587
1540,699,7111,2641
1583,716,7078,2733
1482,716,7000,2854
1401,705,6920,3026
1473,702,6844,3234
1646,695,6797,3491
1766,678,6718,3775
1789,672,6636,4100
1777,674,6550,4445
1767,638,6497,4820
1700,536,6431,5190
1524,407,6365,5559
1255,284,6287,5895
999,157,6240,6206
876,29,6189,6465
910,-54,6137,6680
920,-103,6058,6827
747,-183,6002,6924
528,-291,5954,6957
558,-322,5917,6952
750,-266,5854,6901
693,-259,5809,6832
311,-389,5771,6738
87,-521,5746,6648
297,-502,5695,6553
585,-367,5664,6475
563,-268,5642,6399
451,-235,5625,6344
600,-192,5569,6295
892,-94,5519,6274
1003,12,5480,6260
1007,106,5458,6269
1138,205,5408,6272
1338,330,5370,6288
1398,463,5342,6291
1399,596,5334,6296
1538,731,5288,6276
1793,885,5233,6256
2001,1054,5179,6214
2167,1227,5163,6175
2329,1370,5131,6114
2419,1464,5085,6052
2389,1513,5027,5970
2354,1539,5027,5895
2353,1548,5047,5808
2281,1541,5065,5726
2139,1530,5051,5627
2153,1547,5088,5536
2393,1604,5169,5439
2582,1675,5266,5355
2454,1713,5315,5262
2179,1707,5390,5181
2131,1690,5504,5093
2385,1705,5644,5014
2605,1736,5730,4921
2533,1745,5824,4836
2333,1730,5952,4739
2335,1737,6127,4651
2517,1780,6261,4549
2567,1818,6383,4452
2422,1814,6519,4339
2399,1794,6716,4234
2606,1780,6902,4117
2703,1752,7067,4007
2459,1686,7202,3887
2166,1617,7384,3777
2097,1569,7570,3663
2044,1515,7737,3569
1742,1417,7850,3479
1425,1299,8002,3410
1422,1202,8182,3344
1602,1133,8354,3303
1602,1068,8452,3271
1404,1019,8569,3265
1214,992,8717,3262
1086,969,8871,3278
967,918,8947,3298
949,850,9030,3338
1060,783,9143,3378
1102,723,9278,3424
912,663,9336,3457
628,623,9385,3491
417,606,9446,3512
262,596,9532,3534
137,569,9558,3541
186,535,9580,3544
406,501,9609,3529
528,465,9668,3511
389,425,9685,3481
232,402,9704,3456
318,405,9718,3420
535,415,9758,3386
596,398,9761,3343
489,365,9774,3312
414,346,9787,3284
430,358,9835,3267
379,368,9855,3243
187,342,9882,3227
13,296,9893,3211
42,280,9929,3212
223,301,9940,3210
352,316,9958,3214
361,304,9953,3209
388,303,9970,3215
497,340,9969,3219
568,384,9978,3227
519,390,9957,3223
489,375,9953,3220
587,365,9932,3208
678,353,9931,3198
571,311,9902,3177
323,272,9884,3161
109,284,9846,3137
-19,342,9833,3116
-101,354,9797,3083
-73,277,9766,3057
102,160,9708,3029
320,123,9678,3008
421,195,9635,2979
422,312,9593,2956
428,390,9511,2931
498,458,9455,2917
641,597,9404,2896
847,832,9375,2878
1007,1055,9318,2855
1003,1189,9290,2843
934,1307,9265,2827
1071,1563,9254,2818
1431,1929,9202,2803
1714,2227,9174,2793
1772,2370,9150,2777
1906,2525,9139,2767
2420,2858,9085,2752
3125,3288,9056,2748
3542,3569,9035,2740
3474,3594,9023,2738
3123,3463,8960,2726
2756,3322,8916,2717
2472,3210,8880,2703
2252,3114,8858,2697
2043,3043,8794,2687
1821,3029,8760,2686
1630,3069,8746,2682
1580,3123,8739,2684
1691,3149,8649,2678
1852,3166,8541,2674
1919,3219,8436,2664
1870,3304,8369,2660
1764,3314,8281,2652
1645,3115,8217,2648
1499,2656,8167,2639
1317,2046,8149,2635
1111,1478,8095,2626
945,1117,8047,2623
876,959,7995,2614
936,891,7970,2610
1055,795,7921,2600
1130,682,7885,2597
1087,598,7846,2589
978,580,7835,2583
903,604,7798,2568
944,657,7761,2559
1070,698,7707,2548
1217,702,7680,2545
1335,678,7633,2537
1420,686,7583,2537
1434,721,7505,2536
1366,735,7456,2540
1302,712,7406,2535
1402,729,7359,2538
1648,790,7277,2541
1834,817,7218,2550
1828,781,7169,2549
1743,791,7136,2551
1706,888,7070,2551
1690,960,7022,2562
1659,915,6984,2562
1693,848,6963,2563
1762,879,6910,2553
1696,965,6876,2549
1488,982,6852,2537
1427,930,6842,2536
1641,899,6794,2526
1858,916,6760,2525
1822,930,6734,2515
1693,926,6727,2523
1732,931,6689,2538
1869,936,6670,2585
1853,878,6661,2647
1675,731,6660,2748
1490,546,6618,2874
1353,404,6589,3050
1211,332,6569,3259
1104,293,6556,3521
1093,231,6501,3813
1118,138,6454,4148
1036,37,6419,4500
828,-52,6395,4874
594,-140,6327,5241
440,-225,6260,5605
370,-299,6201,5935
380,-341,6167,6235
483,-349,6101,6475
680,-325,6033,6668
840,-301,5967,6797
829,-296,5927,6883
709,-298,5871,6910
724,-260,5822,6902
929,-187,5768,6850
1127,-118,5737,6785
1187,-78,5693,6697
1250,-18,5651,6610
1373,97,5594,6512
1421,252,5558,6429
1361,380,5518,6353
1476,477,5487,6306
1863,583,5441,6266
2213,742,5417,6250
2230,914,5392,6236
2126,1050,5372,6241
2248,1140,5328,6240
2555,1225,5298,6252
2697,1302,5272,6254
2591,1337,5263,6264
2480,1334,5234,6253
2523,1364,5215,6238
2553,1447,5196,6194
2432,1529,5199,6149
2405,1585,5182,6082
2893,1733,5159,6016
3882,2107,5129,5929
4799,2645,5140,5844
5075,3064,5146,5743
4752,3138,5139,5652
4308,2926,5106,5551
4080,2703,5131,5463
3997,2628,5184,5368
3892,2626,5226,5285
3749,2555,5222,5191
3667,2434,5275,5106
3638,2369,5375,5013
3568,2382,5457,4934
3386,2375,5460,4847
3141,2295,5529,4767
2906,2170,5722,4669
2711,2058,5985,4573
2529,1971,6178,4461
2377,1894,6364,4358
2286,1796,6577,4246
2250,1673,6795,4140
2179,1558,6918,4019
2023,1502,7024,3908
1820,1483,7170,3792
1658,1429,7364,3691
1514,1311,7500,3586
1348,1205,7617,3496
1211,1161,7747,3407
1252,1151,7921,3344
1444,1110,8056,3290
1557,1045,8171,3262
1408,995,8274,3238
1119,975,8419,3237
893,945,8545,3239
782,895,8660,3262
716,839,8744,3289
704,794,8864,3333
734,733,8983,3372
728,648,9097,3417
659,576,9165,3447
622,573,9260,3478
596,607,9365,3495
449,592,9478,3511
248,502,9533,3507
280,420,9596,3499
548,403,9666,3478
661,409,9756,3460
435,380,9795,3430
240,352,9830,3401
393,367,9862,3360
639,400,9921,3328
573,393,9940,3296
273,365,9954,3274
90,359,9951,3244
92,371,9977,3222
69,361,9976,3202
-25,339,9971,3199
-31,330,9939,3195
124,329,9940,3199
314,308,9930,3198
422,282,9921,3205
436,281,9870,3208
382,308,9835,3215
254,321,9794,3211
84,305,9768,3212
-26,275,9709,3206
33,277,9678,3204
228,322,9649,3190
405,401,9641,3177
452,472,9590,3154
455,525,9549,3134
578,568,9499,3106
842,623,9476,3083
1061,662,9424,3055
1075,658,9390,3033
911,603,9351,3004
766,553,9341,2981
806,552,9304,2954
1031,620,9277,2931
1250,730,9235,2901
1294,870,9220,2880
1200,1037,9188,2858
1159,1229,9174,2848
1229,1392,9145,2834
1329,1515,9143,2824
1476,1671,9121,2808
1786,1957,9107,2798
2134,2302,9065,2782
2211,2550,9047,2773
2066,2693,9016,2761
2187,2936,8997,2758
2762,3370,8949,2751
3318,3796,8928,2747
3407,3962,8901,2733
3225,3872,8883,2723
3134,3697,8833,2710
3063,3528,8810,2707
2789,3356,8786,2699
2459,3218,8768,2695
2292,3171,8705,2686
2184,3187,8663,2682
1980,3184,8625,2673
1880,3153,8602,2670
2061,3126,8542,2661
2290,3139,8511,2657
2218,3208,8492,2647
1914,3330,8480,2644
1663,3364,8417,2636
1536,3110,8371,2631
1390,2512,8337,2621
1213,1804,8315,2619
1094,1271,8244,2615
1053,1012,8195,2617
1032,907,8165,2612
1050,841,8145,2608
1106,776,8050,2597
1147,741,7937,2590
1115,725,7828,2575
1102,726,7762,2567
1198,739,7683,2558
1398,779,7630,2556
1581,819,7591,2547
1686,838,7585,2543
1729,836,7550,2533
1759,865,7518,2529
1759,919,7477,2523
1717,951,7465,2525
1699,935,7436,2523
1794,930,7418,2525
1923,957,7391,2522
1923,984,7387,2526
1822,992,7369,2529
1856,1047,7361,2538
2057,1154,7335,2536
2196,1214,7329,2539
2198,1184,7311,2533
2304,1169,7303,2533
2542,1226,7277,2522
2541,1253,7273,2519
2114,1150,7255,2508
1652,992,7239,2506
1538,894,7197,2495
1605,837,7179,2496
1514,748,7155,2494
1359,657,7121,2511
1395,611,7043,2531
1528,561,6987,2581
1460,446,6943,2649
1223,320,6900,2758
1097,258,6813,2892
1188,239,6751,3076
1305,180,6709,3293
1308,95,6669,3562
1221,54,6571,3859
1161,82,6487,4196
1188,118,6428,4549
1297,121,6388,4927
1364,100,6300,5296
1312,96,6222,5656
1237,116,6170,5975
1333,144,6145,6260
1537,150,6080,6488
1617,151,6022,6672
1544,179,5981,6792
1617,265,5963,6868
1960,385,5907,6886
2315,502,5852,6872
2407,592,5804,6816
2386,677,5783,6743
2509,777,5742,6643
2737,890,5715,6548
2810,980,5696,6452
2708,1026,5698,6380
2646,1038,5671,6315
2765,1053,5642,6272
2937,1084,5609,6231
3013,1124,5594,6217
2997,1159,5560,6210
3014,1208,5529,6224
3092,1280,5490,6230
3143,1370,5474,6244
3098,1455,5444,6244
3047,1537,5417,6249
3085,1613,5374,6231
3198,1678,5352,6207
3298,1726,5327,6156
3362,1772,5315,6106
3363,1813,5285,6034
3292,1838,5269,5959
3236,1852,5253,5861
3344,1880,5264,5769
3508,1904,5259,5668
3433,1879,5251,5580
3069,1793,5236,5479
2763,1708,5274,5387
2693,1653,5321,5288
2619,1586,5357,5201
2351,1464,5366,5106
2136,1335,5439,5022
2168,1259,5547,4932
2220,1230,5637,4854
2013,1191,5669,4765
1729,1142,5768,4680
1650,1104,5933,4580
1733,1083,6085,4487
1764,1051,6147,4380
1793,1013,6264,4279
1924,977,6467,4163
2025,950,6666,4055
1873,929,6754,3936
1581,933,6879,3826
1430,949,7103,3706
1497,951,7339,3601
1563,917,7442,3498
1494,888,7566,3418
1393,883,7835,3339
1456,891,8214,3282
1655,878,8507,3232
1800,865,8734,3210
1767,876,8943,3197
1688,912,9150,3209
1707,935,9254,3225
1809,931,9318,3261
1873,904,9393,3295
1880,877,9512,3339
1837,854,9586,3374
1727,849,9643,3416
1575,868,9692,3446
1519,914,9780,3478
1572,946,9842,3491
1596,942,9900,3498
1535,916,9933,3487
1548,917,9986,3478
1677,930,10016,3457
1755,906,10052,3433
1734,858,10063,3393
1871,893,10093,3358
2265,1043,10105,3317
2601,1206,10132,3281
2549,1258,10133,3239
2261,1222,10154,3208
2067,1176,10161,3182
2027,1146,10190,3171
1977,1103,10193,3155
1916,1074,10209,3149
1943,1094,10202,3143
2051,1159,10216,3147
2149,1225,10208,3143
2260,1288,10214,3147
2421,1350,10200,3147
2582,1394,10215,3154
2683,1392,10211,3150
2771,1373,10214,3147
2839,1361,10183,3137
2796,1355,10178,3132
2631,1347,10163,3116
2533,1368,10160,3102
2609,1410,10124,3076
2736,1438,10118,3055
2737,1434,10108,3027
2663,1443,10104,3004
2637,1442,10051,2976
2637,1366,10015,2953
2487,1211,9976,2925
2163,1101,9952,2903
1853,1096,9885,2875
1758,1120,9839,2852
1822,1093,9799,2823
1818,1072,9779,2804
1613,1122,9709,2785
1322,1187,9646,2777
1120,1172,9581,2762
1083,1138,9548,2751
1175,1232,9485,2735
1345,1493,9437,2726
1484,1765,9384,2712
1503,1919,9361,2700
1491,2003,9309,2683
1683,2184,9266,2676
2096,2486,9209,2668
2413,2735,9182,2663
2334,2763,9135,2648
1958,2596,9103,2638
1602,2367,9058,2627
1397,2150,9044,2626
1189,1955,9012,2617
870,1816,8982,2611
559,1760,8923,2603
431,1738,8890,2605
448,1687,8848,2602
418,1628,8814,2602
264,1617,8749,2592
142,1663,8714,2587
198,1715,8676,2578
338,1710,8639,2576
315,1554,8554,2566
25,1157,8495,2562
-396,555,8448,2553
-744,-54,8415,2550
-948,-485,8343,2539
-1045,-715,8298,2529
-1052,-839,8265,2512
-949,-924,8238,2502
-809,-992,8155,2489
-762,-1049,8088,2484
-825,-1094,8038,2476
-872,-1102,8010,2472
-854,-1075,7938,2463
-862,-1052,7886,2459
-896,-1049,7851,2451
-808,-1028,7832,2447
-571,-967,7764,2437
-420,-917,7713,2434
-497,-929,7679,2430
-607,-975,7659,2433
-508,-988,7579,2431
-306,-966,7496,2433
-290,-985,7422,2430
-529,-1094,7380,2433
-809,-1243,7309,2430
-954,-1347,7251,2433
-990,-1388,7201,2430
-1032,-1436,7180,2433
-1111,-1521,7131,2427
-1211,-1600,7093,2425
-1350,-1630,7057,2413
-1565,-1654,7046,2409
-1793,-1723,7009,2393
-1900,-1830,6978,2384
-1847,-1904,6941,2364
-1748,-1927,6928,2357
-1674,-1929,6893,2347
-1575,-1943,6857,2356
-1446,-1943,6802,2365
-1421,-1920,6769,2399
-1534,-1893,6727,2444
-1597,-1906,6694,2525
-1457,-1945,6648,2629
-1248,-1971,6629,2778
-1159,-1968,6603,2959
-1173,-1978,6574,3193
-1174,-2004,6515,3461
-1164,-2005,6478,3774
-1152,-1946,6442,4108
-1041,-1882,6402,4472
-794,-1860,6321,4840
-586,-1866,6259,5214
-569,-1843,6213,5561
-703,-1808,6179,5886
-887,-1806,6111,6161
-1122,-1858,6061,6396
-1322,-1929,6027,6565
-1307,-2003,6003,6682
-1092,-2077,5938,6734
-1019,-2157,5886,6744
-1290,-2208,5851,6706
-1655,-2215,5829,6645
-1719,-2176,5766,6555
-1487,-2137,5712,6459
-1275,-2116,5674,6349
-1278,-2126,5654,6251
-1384,-2140,5595,6156
-1438,-2148,5540,6087
-1420,-2137,5496,6026
-1428,-2113,5477,5991
-1497,-2069,5430,5963
-1586,-2022,5388,5960
-1608,-1976,5351,5959
-1558,-1944,5344,5970
-1508,-1903,5319,5967
-1546,-1855,5295,5968
-1645,-1820,5267,5954
-1726,-1845,5268,5946
-1723,-1915,5257,5915
-1700,-1988,5243,5876
-1768,-2022,5209,5808
-1972,-2055,5202,5739
-2172,-2120,5200,5650
-2228,-2216,5215,5562
-2209,-2295,5211,5456
-2364,-2348,5225,5357
-2721,-2370,5247,5251
-3038,-2381,5296,5156
-3117,-2390,5329,5048
-3080,-2429,5369,4951
-3071,-2480,5404,4850
-3054,-2509,5473,4766
-2943,-2500,5528,4674
-2868,-2509,5579,4589
-2941,-2547,5620,4495
-3071,-2577,5724,4412
-3101,-2555,5850,4319
-3091,-2525,5966,4230
-3140,-2520,6041,4127
-3192,-2524,6171,4029
-3129,-2496,6336,3922
-3022,-2467,6483,3823
-2987,-2466,6558,3711
-3010,-2491,6682,3608
-2986,-2511,6865,3500
-2917,-2539,7043,3408
-2834,-2560,7129,3316
-2766,-2542,7251,3247
-2771,-2476,7449,3184
-2952,-2444,7658,3145
-3201,-2475,7763,3110
-3263,-2517,7878,3099
-3042,-2492,8062,3094
-2791,-2435,8271,3110
-2732,-2397,8377,3128
-2792,-2391,8471,3162
-2756,-2375,8610,3195
-2656,-2363,8773,3239
-2676,-2367,8844,3271
-2862,-2379,8908,3304
-3009,-2354,9033,3327
-2988,-2306,9231,3354
-2900,-2267,9374,3367
-2942,-2263,9482,3375
-3069,-2263,9563,3363
-3071,-2266,9652,3350
-2871,-2279,9680,3328
-2674,-2331,9696,3309
-2632,-2386,9706,3278
-2661,-2405,9746,3249
-2590,-2366,9757,3215
