I,V,ABP,RESP
2727,11496,3580,1128
2662,11530,3543,1130
2732,11530,3497,1131
2852,11530,3450,1130
2883,11511,3392,1125
2852,11530,3357,1130
2834,11523,3329,1142
2852,11530,3310,1155
2852,11515,3277,1156
2852,11530,3264,1155
2861,11520,3261,1154
2852,11530,3264,1155
2766,11517,3239,1151
2662,11530,3217,1155
2619,11518,3205,1165
2662,11530,3217,1179
2691,11519,3217,1182
2662,11530,3217,1179
2617,11516,3211,1175
2662,11530,3217,1179
2777,11523,3215,1187
2852,11530,3217,1204
2789,11511,3212,1219
2662,11530,3217,1229
2597,11530,3214,1226
2662,11530,3217,1229
2774,11499,3213,1239
2852,11530,3217,1253
2862,11552,3214,1255
2852,11530,3217,1253
2844,11420,3214,1257
2852,11386,3217,1278
2852,11439,3213,1296
2852,11530,3217,1302
2848,11525,3214,1297
2852,11530,3217,1302
2850,11583,3213,1316
2852,11674,3217,1327
2850,11636,3215,1324
2852,11530,3217,1327
2847,11452,3211,1339
2852,11530,3217,1351
2854,11632,3219,1349
2852,11674,3217,1351
2841,11592,3192,1363
2852,11530,3170,1376
2863,11506,3158,1374
2852,11530,3170,1376
2826,11515,3176,1387
2852,11530,3170,1401
2889,11534,3143,1399
2852,11530,3124,1401
2730,11483,3114,1411
2662,11530,3124,1425
2675,11624,3127,1424
2662,11674,3124,1425
2545,11580,3099,1435
2472,11530,3077,1450
2545,11580,3064,1450
2662,11674,3077,1450
2624,11663,3086,1458
2472,11674,3077,1474
2389,11743,3044,1477
2472,11819,3030,1474
2600,11746,3031,1478
2662,11674,3030,1499
2650,11699,3002,1516
2662,11819,2984,1523
2738,11844,2982,1519
2852,11819,2984,1523
2898,11789,2958,1534
2852,11819,2937,1548
2794,11812,2933,1548
2852,11819,2937,1548
2977,11810,2914,1553
3042,11819,2891,1573
3015,11792,2883,1589
3042,11819,2891,1597
3158,11836,2873,1594
3232,11819,2844,1597
3149,11747,2827,1605
3042,11819,2844,1622
3020,11987,2855,1633
3042,12107,2844,1646
2964,11976,2810,1656
2852,11819,2797,1671
2806,11750,2799,1682
2852,11819,2797,1695
2873,11816,2769,1705
2852,11819,2751,1720
2831,11813,2748,1731
2852,11819,2751,1745
2866,11771,2727,1754
2852,11819,2704,1769
2829,11883,2697,1781
2852,11819,2704,1794
2946,11582,2685,1802
3232,11530,2657,1818
3922,11809,2641,1832
5133,12395,2657,1843
6583,13385,2667,1841
7795,15278,2657,1843
8567,18086,2626,1850
9126,21187,2611,1867
9569,23850,2609,1879
9506,25943,2611,1892
8432,27199,2589,1902
6464,26952,2564,1917
4351,24706,2550,1926
2852,21187,2564,1941
2136,17700,2572,1954
1901,15133,2564,1966
1792,13412,2535,1965
1711,12251,2518,1966
1684,11439,2512,1971
1711,10954,2518,1990
1721,10624,2515,2005
1711,10377,2518,2015
1702,10164,2519,2012
1711,10089,2518,2015
1708,10086,2494,2022
1711,10089,2471,2039
1711,9995,2459,2052
1711,9945,2471,2064
1688,9973,2478,2072
1711,10089,2471,2089
1791,10106,2444,2102
1901,10089,2424,2113
1935,10046,2416,2111
1901,10089,2424,2113
1867,10092,2426,2119
1901,10089,2424,2138
1938,10055,2417,2152
1901,10089,2424,2162
1841,10143,2429,2161
1901,10233,2424,2162
2046,10298,2398,2167
2091,10377,2378,2187
1977,10397,2369,2202
1901,10377,2378,2211
1987,10326,2379,2207
2091,10377,2378,2211
2028,10471,2372,2222
1901,10521,2378,2236
1922,10435,2378,2235
2091,10377,2378,2236
2182,10415,2372,2242
2091,10521,2378,2261
1937,10538,2381,2273
1901,10521,2378,2285
1989,10503,2352,2286
2091,10521,2331,2285
2115,10504,2321,2278
2091,10521,2331,2285
2076,10532,2334,2297
2091,10521,2331,2310
2098,10462,2323,2307
2091,10521,2331,2310
2082,10679,2336,2318
2091,10810,2331,2334
2094,10749,2304,2335
2091,10665,2284,2334
2085,10683,2277,2338
2091,10810,2284,2359
2087,10846,2283,2374
2091,10810,2284,2383
2144,10761,2282,2380
2282,10810,2284,2383
2422,10873,2277,2390
2472,10954,2284,2408
2436,11009,2301,2421
2472,11098,2331,2433
2646,11163,2349,2430
2852,11242,2378,2433
2915,11298,2414,2438
2852,11386,2471,2457
2797,11453,2528,2471
2852,11530,2611,2482
2960,11582,2713,2478
3042,11674,2844,2482
3056,11752,2974,2489
3042,11819,3124,2506
3030,11811,3279,2517
3042,11819,3450,2531
3048,11857,3609,2540
3042,11963,3776,2555
3029,12002,3937,2565
3042,11963,4103,2580
3060,11853,4256,2590
3042,11819,4429,2605
2954,11820,4611,2613
2852,11819,4802,2629
2807,11730,4966,2640
2852,11674,5128,2654
2894,11660,5287,2660
2852,11674,5455,2678
2734,11602,5599,2700
2662,11530,5735,2727
2662,11491,5851,2740
2662,11530,5968,2752
2576,11534,6063,2758
2472,11530,6154,2777
2433,11506,6225,2795
2472,11530,6294,2826
2493,11528,6342,2851
2472,11530,6387,2875
2447,11507,6412,2884
2472,11530,6434,2899
2494,11532,6433,2918
2472,11530,6434,2949
2431,11498,6427,2972
2472,11530,6434,2998
2580,11548,6419,3018
2662,11530,6387,3047
2657,11464,6329,3070
2662,11530,6294,3096
2742,11691,6269,3116
2852,11819,6247,3145
2882,11754,6183,3169
2852,11674,6108,3194
2831,11695,6027,3204
2852,11819,5968,3219
2860,11848,5897,3236
2852,11819,5828,3268
2842,11783,5738,3293
2852,11819,5641,3317
2854,11821,5519,3326
2852,11819,5408,3342
2846,11797,5305,3358
2852,11819,5222,3391
2851,11812,5111,3416
2852,11819,4989,3440
2848,11803,4855,3448
2852,11819,4755,3465
2850,11808,4662,3483
2852,11819,4569,3514
2848,11806,4447,3536
2852,11819,4336,3563
2850,11807,4233,3583
2852,11819,4149,3612
2847,11806,4050,3633
2852,11819,3963,3661
2852,11806,3882,3682
2852,11819,3823,3710
2844,11806,3751,3731
2852,11819,3683,3759
2858,11806,3620,3780
2852,11819,3590,3809
2835,11806,3565,3828
2852,11819,3543,3858
2876,11806,3496,3879
2852,11819,3450,3907
2751,11806,3409,3925
2662,11819,3403,3956
2638,11806,3404,3980
2662,11819,3403,4005
2665,11806,3377,4012
2662,11819,3357,4030
2662,11806,3346,4048
2662,11819,3357,4079
2642,11806,3357,4098
2662,11819,3357,4128
2746,11806,3349,4152
2852,11819,3357,4177
2884,11806,3357,4184
2852,11819,3357,4202
2822,11806,3347,4222
2852,11819,3357,4251
2883,11806,3376,4260
2852,11819,3403,4275
2749,11806,3408,4293
2662,11819,3403,4325
2637,11806,3394,4337
2662,11819,3403,4349
2670,11806,3407,4354
2662,11819,3403,4374
2652,11806,3390,4383
2662,11819,3403,4398
2663,11806,3430,4405
2662,11819,3450,4423
2656,11806,3430,4432
2662,11819,3403,4447
2661,11806,3390,4454
2662,11819,3403,4472
2658,11806,3407,4481
2662,11819,3403,4497
2659,11806,3394,4503
2662,11819,3403,4521
2660,11806,3407,4532
2662,11819,3403,4546
2656,11806,3377,4541
2662,11819,3357,4546
2663,11806,3345,4550
2662,11819,3357,4570
2653,11806,3361,4581
2662,11819,3357,4595
2669,11807,3330,4593
2662,11819,3310,4595
2643,11805,3300,4586
2662,11819,3310,4595
2690,11809,3313,4604
2662,11819,3310,4619
2550,11802,3285,4616
2472,11819,3264,4619
2519,11813,3250,4623
2662,11819,3264,4644
2733,11795,3272,4655
2662,11819,3264,4669
2522,11825,3230,4667
2472,11819,3217,4669
2545,11771,3218,4660
2662,11819,3217,4669
2700,11907,3188,4677
2662,11963,3170,4693
2621,11881,3169,4690
2662,11819,3170,4693
2759,11804,3143,4688
2852,11819,3124,4693
2876,11776,3121,4686
2852,11819,3124,4693
2823,11915,3097,4700
2852,11963,3077,4718
2936,11857,3074,4716
3042,11819,3077,4718
3086,11893,3051,4712
3042,11963,3030,4718
2929,11861,3026,4713
2852,11819,3030,4718
2831,11932,3006,4714
2852,12107,2984,4718
2848,12063,2978,4710
2852,11963,2984,4718
2853,11915,2963,4725
2852,11963,2937,4742
2835,11892,2926,4741
2852,11819,2937,4742
2874,11787,2925,4736
2852,11819,2891,4742
2810,11793,2850,4738
2852,11819,2844,4742
2911,11852,2849,4738
2852,11819,2844,4742
2802,11703,2813,4736
3232,11819,2797,4742
4379,12255,2797,4741
5894,12972,2797,4742
7172,14065,2770,4725
7985,15998,2751,4718
8468,18725,2748,4711
8746,21619,2751,4718
8700,24039,2725,4706
8175,25943,2704,4693
7125,27061,2700,4672
5704,26664,2704,4669
4218,24280,2681,4664
3042,20754,2657,4669
2360,17449,2650,4657
2091,15133,2657,4644
1990,13560,2639,4614
1901,12395,2611,4595
1791,11505,2595,4574
1711,10954,2611,4570
1680,10603,2620,4557
1711,10377,2611,4546
1791,10190,2580,4518
1901,10089,2564,4497
1954,10003,2559,4467
1901,9945,2564,4447
1774,9887,2560,4418
1711,9945,2564,4398
1713,10033,2567,4370
1711,10089,2564,4349
1667,9993,2539,4319
1711,9945,2518,4300
1837,9975,2509,4273
1901,10089,2518,4251
1804,10097,2517,4219
1711,10089,2518,4202
1769,10075,2515,4185
1901,10089,2518,4177
1939,10058,2513,4152
1901,10089,2518,4128
1885,10162,2520,4097
1901,10233,2518,4079
1891,10211,2493,4052
1901,10233,2471,4030
1982,10311,2461,3999
2091,10377,2471,3981
2124,10301,2473,3955
2091,10233,2471,3931
2068,10262,2465,3898
2091,10377,2471,3882
2106,10403,2471,3868
2091,10377,2471,3858
2072,10347,2465,3829
2091,10377,2471,3809
2111,10377,2475,3791
2091,10377,2471,3784
2053,10362,2446,3760
2091,10377,2424,3735
2199,10362,2414,3704
2282,10377,2424,3686
2278,10419,2427,3659
2282,10521,2424,3637
2362,10558,2416,3607
2472,10521,2424,3587
2501,10453,2429,3560
2472,10521,2424,3538
2453,10635,2397,3509
2472,10665,2378,3489
2477,10549,2368,3462
2472,10521,2378,3440
2468,10606,2378,3409
2472,10665,2378,3391
2460,10559,2370,3374
2472,10521,2378,3366
2538,10646,2389,3343
2662,10810,2424,3317
2778,10804,2464,3285
2852,10810,2518,3268
2866,10934,2572,3253
2852,11098,2657,3243
2837,11099,2762,3219
2852,11098,2891,3194
2864,11212,3018,3162
2852,11386,3170,3145
2823,11404,3329,3130
2852,11386,3497,3121
2943,11468,3650,3097
3042,11674,3823,3071
3067,11791,4005,3040
3042,11819,4196,3022
3022,11798,4358,3007
3042,11819,4522,2998
3055,11811,4695,2975
3042,11819,4895,2949
3021,11811,5085,2916
3042,11819,5268,2899
3068,11795,5431,2885
3042,11819,5595,2875
2942,11833,5737,2850
2852,11819,5874,2826
2825,11722,5991,2797
2852,11674,6108,2777
2861,11669,6204,2750
2852,11674,6294,2727
2841,11591,6363,2699
2852,11530,6434,2678
2854,11512,6485,2652
2852,11530,6527,2629
2846,11461,6545,2601
2852,11386,6574,2580
2850,11345,6598,2554
2852,11386,6620,2531
2849,11392,6603,2501
2852,11386,6574,2482
2848,11360,6538,2466
2852,11386,6527,2457
2852,11388,6507,2434
2852,11386,6480,2408
2844,11357,6428,2378
2852,11386,6387,2359
2857,11397,6339,2334
2852,11386,6294,2310
2836,11335,6222,2279
2852,11386,6154,2261
2870,11481,6080,2246
2852,11530,6014,2236
2811,11438,5923,2213
2852,11386,5828,2187
2969,11430,5723,2157
3042,11530,5641,2138
2969,11533,5550,2121
2852,11530,5455,2113
2811,11531,5334,2102
2852,11530,5222,2089
2870,11471,5102,2063
2852,11530,4989,2039
2836,11695,4861,2020
2852,11819,4755,2015
2857,11702,4658,2005
2852,11530,4569,1990
2844,11464,4452,1963
2852,11530,4336,1941
2852,11542,4226,1924
2852,11530,4149,1917
2847,11514,4074,1904
2852,11530,4010,1892
2850,11502,3935,1877
2852,11530,3870,1867
2849,11602,3794,1854
2852,11674,3730,1843
2849,11614,3669,1828
2852,11530,3637,1818
2849,11487,3608,1804
2852,11530,3590,1794
2849,11535,3560,1780
2852,11530,3543,1769
2849,11509,3519,1755
2852,11530,3497,1745
2849,11522,3462,1731
2852,11530,3450,1720
2849,11517,3448,1705
2852,11530,3450,1695
2849,11516,3425,1683
2852,11530,3403,1671
2849,11524,3392,1653
2852,11530,3403,1646
2849,11506,3404,1645
2852,11530,3403,1646
2849,11580,3397,1635
2852,11674,3403,1622
2849,11697,3401,1608
2852,11674,3403,1597
2849,11627,3399,1581
2852,11674,3403,1573
2849,11713,3400,1570
2852,11674,3403,1573
2849,11542,3400,1562
2852,11530,3403,1548
2849,11618,3400,1532
2852,11674,3403,1523
2849,11573,3400,1511
2852,11530,3403,1499
2849,11601,3399,1484
2852,11674,3403,1474
2849,11584,3401,1461
2852,11530,3403,1450
2849,11594,3398,1436
2852,11674,3403,1425
2849,11589,3404,1412
2852,11530,3403,1401
2849,11591,3380,1386
2852,11674,3357,1376
2849,11591,3342,1363
2852,11530,3357,1351
2849,11588,3366,1337
2852,11674,3357,1327
2848,11595,3323,1315
2852,11530,3310,1302
2851,11583,3311,1286
2852,11674,3310,1278
2846,11603,3281,1276
2852,11530,3264,1278
2854,11570,3262,1268
2852,11674,3264,1253
2840,11623,3236,1236
2852,11530,3217,1229
2863,11533,3214,1219
2852,11674,3217,1204
2827,11730,3191,1185
2852,11674,3170,1179
2889,11555,3166,1181
2852,11530,3170,1179
2725,11567,3146,1164
2662,11674,3124,1155
2734,11753,3117,1154
2852,11819,3124,1155
2880,11817,3102,1141
2852,11819,3077,1130
2840,11800,3066,1128
2852,11819,3077,1130
2838,11813,3065,1119
2852,11819,3030,1106
2934,11797,2991,1101
3042,11819,2984,1106
3073,11821,2987,1105
3042,11819,2984,1106
3018,11783,2955,1106
3042,11819,2937,1106
3055,11844,2932,1093
3042,11819,2937,1081
3017,11734,2917,1077
3042,11819,2891,1081
3065,12003,2874,1081
3042,12107,2891,1081
2937,11947,2901,1080
2852,11819,2891,1081
2827,11799,2857,1077
2852,11819,2844,1081
2855,11691,2845,1092
2852,11674,2844,1106
2852,11786,2816,1108
2852,11819,2797,1106
2841,11653,2795,1103
2852,11674,2797,1106
2851,11872,2773,1105
2852,11819,2751,1106
3059,11444,2744,1105
3803,11530,2751,1106
5076,12350,2731,1102
6464,13404,2704,1106
7560,14565,2689,1116
8366,16719,2704,1130
8991,19924,2712,1133
9316,22916,2704,1130
9065,24837,2676,1126
8175,26375,2657,1130
6785,27566,2648,1132
5133,26808,2657,1130
3552,23131,2662,1125
2472,18448,2657,1130
2064,15293,2632,1142
2091,13980,2611,1155
2148,13013,2599,1157
2091,11819,2611,1155
1986,10934,2618,1152
1901,10665,2611,1155
1804,10505,2582,1154
1711,10233,2564,1155
1668,10034,2558,1153
1711,10089,2564,1155
1796,10149,2561,1154
1901,10089,2564,1155
1997,9946,2566,1154
2091,9945,2564,1155
2120,10022,2540,1153
2091,10089,2518,1155
2049,9997,2507,1155
2091,9945,2518,1155
2144,9975,2521,1150
2091,10089,2518,1155
1945,10095,2510,1166
1901,10089,2518,1179
2009,10087,2522,1181
2091,10089,2518,1179
2006,10033,2491,1177
1901,10089,2471,1179
1949,10250,2462,1178
2091,10377,2471,1179
2140,10307,2472,1179
2091,10233,2471,1179
2060,10272,2465,1175
2091,10377,2471,1179
2107,10374,2471,1190
2091,10377,2471,1204
2078,10443,2465,1206
2091,10521,2471,1204
2096,10454,2475,1201
2091,10377,2471,1204
2086,10399,2446,1204
2091,10521,2424,1204
2090,10553,2415,1202
2091,10521,2424,1204
2090,10485,2427,1203
2091,10521,2424,1204
2087,10529,2417,1203
2091,10521,2424,1204
2092,10491,2429,1203
2091,10521,2424,1204
2079,10570,2398,1203
2091,10665,2378,1204
2154,10739,2368,1202
2282,10810,2378,1204
2406,10814,2379,1203
2472,10810,2378,1204
2471,10785,2370,1202
2472,10810,2378,1204
2481,10814,2379,1204
2472,10810,2378,1204
2440,10772,2366,1199
2472,10810,2378,1204
2573,10876,2398,1215
2662,10954,2424,1229
2664,10987,2436,1230
2662,11098,2471,1229
2736,11253,2528,1226
2852,11386,2611,1229
2890,11384,2691,1227
2852,11386,2797,1229
2815,11439,2925,1228
2852,11530,3077,1229
2941,11530,3214,1224
3042,11530,3357,1229
3081,11570,3507,1240
3042,11674,3683,1253
2989,11740,3848,1255
3042,11819,4010,1253
3171,11852,4161,1251
3232,11819,4336,1253
3146,11695,4517,1251
3042,11674,4709,1253
3024,11756,4876,1255
3042,11819,5035,1253
2971,11689,5186,1240
2852,11530,5362,1229
2800,11469,5533,1224
2852,11530,5688,1229
2893,11541,5803,1229
2852,11530,5921,1229
2745,11515,6038,1227
2662,11530,6154,1229
2635,11466,6230,1227
2662,11386,6294,1229
2677,11335,6341,1229
2662,11386,6387,1229
2636,11409,6407,1216
2662,11386,6434,1204
2695,11329,6457,1198
2662,11386,6480,1204
2550,11483,6463,1208
2472,11530,6434,1204
2463,11438,6399,1189
2472,11386,6387,1179
2447,11427,6365,1176
2472,11530,6341,1179
2570,11539,6293,1179
2662,11530,6247,1179
2664,11520,6192,1178
2662,11530,6154,1179
2738,11492,6110,1177
2852,11530,6061,1179
2884,11617,5973,1181
2852,11674,5874,1179
2830,11588,5768,1166
2852,11530,5688,1155
2861,11571,5599,1150
2852,11674,5501,1155
2842,11679,5376,1155
2852,11674,5268,1155
2854,11677,5170,1153
2852,11674,5082,1155
2847,11574,4965,1154
2852,11530,4849,1155
2850,11583,4727,1153
2852,11674,4616,1155
2849,11623,4490,1154
2852,11530,4382,1155
2848,11483,4281,1153
2852,11530,4196,1155
2851,11534,4095,1154
2852,11530,4010,1155
2846,11514,3931,1153
2852,11530,3870,1155
2854,11513,3794,1154
2852,11530,3730,1155
2841,11534,3673,1153
2852,11530,3637,1155
2866,11485,3588,1155
2852,11530,3543,1155
2767,11618,3490,1150
2662,11674,3450,1155
2608,11590,3412,1166
2662,11530,3403,1179
2767,11566,3402,1181
2852,11674,3403,1179
2866,11649,3377,1177
2852,11530,3357,1179
2841,11439,3346,1178
2852,11530,3357,1179
2854,11650,3357,1179
2852,11674,3357,1179
2845,11562,3351,1175
2852,11530,3357,1179
2853,11596,3354,1190
2852,11674,3357,1204
2844,11608,3352,1206
2852,11530,3357,1204
2856,11502,3354,1202
2852,11530,3357,1204
2839,11504,3353,1203
2852,11530,3357,1204
2864,11605,3354,1204
2852,11674,3357,1204
2827,11604,3353,1200
2852,11530,3357,1204
2889,11506,3354,1215
2852,11530,3357,1229
2726,11498,3353,1231
2662,11530,3357,1229
2738,11614,3355,1226
2852,11674,3357,1229
2818,11587,3351,1228
2662,11530,3357,1229
2566,11577,3358,1227
2662,11674,3357,1229
2818,11625,3333,1227
2852,11530,3310,1229
2738,11482,3297,1228
2662,11530,3310,1229
2726,11534,3318,1226
2852,11530,3310,1229
2889,11515,3280,1230
2852,11530,3264,1229
2827,11510,3260,1215
2852,11530,3264,1204
2863,11540,3242,1199
2852,11530,3217,1204
2838,11471,3201,1205
2852,11530,3217,1204
2858,11683,3227,1201
2852,11819,3217,1204
2840,11764,3183,1204
2852,11674,3170,1204
2859,11679,3172,1201
2852,11819,3170,1204
2839,11877,3141,1205
2852,11819,3124,1204
2813,11692,3122,1199
2662,11674,3124,1204
2481,11730,3096,1215
2472,11819,3077,1229
2608,11826,3074,1230
2662,11819,3077,1229
2535,11796,3050,1226
2472,11819,3030,1229
2632,11813,3027,1227
2852,11819,3030,1229
2895,11803,3004,1228
2852,11819,2984,1229
2907,11808,2981,1225
3042,11819,2984,1229
3084,11807,2958,1239
3042,11819,2937,1253
3018,11804,2934,1256
3042,11819,2937,1253
3043,11809,2912,1248
3042,11819,2891,1253
3050,11836,2886,1264
3042,11963,2891,1278
2949,12080,2867,1281
2852,12107,2844,1278
2814,11942,2836,1271
2852,11819,2844,1278
2867,11773,2826,1290
2852,11819,2797,1302
2833,11793,2780,1303
2852,11819,2797,1302
2866,11845,2808,1302
2852,11819,2797,1302
2831,11725,2764,1298
2852,11819,2751,1302
2864,11957,2751,1313
2852,11819,2751,1327
2989,11449,2724,1328
3612,11530,2704,1327
4814,12217,2699,1325
6274,13116,2704,1327
7516,14242,2684,1323
8366,16431,2657,1327
8933,19633,2643,1338
9316,22628,2657,1351
9346,24620,2665,1353
8746,26231,2657,1351
7384,27453,2630,1349
5514,26808,2611,1351
3687,23415,2601,1348
2472,19025,2611,1351
2033,15923,2615,1361
2091,14413,2611,1376
2186,13226,2586,1380
2091,11963,2564,1376
1870,11103,2552,1370
1711,10810,2564,1376
1676,10560,2571,1387
1711,10233,2564,1401
1722,10045,2536,1403
1711,10089,2518,1401
1698,10068,2512,1394
1711,9945,2518,1401
1712,9848,2515,1412
1711,9945,2518,1425
1694,10058,2519,1426
1711,10089,2518,1425
1770,9975,2493,1423
1901,9945,2471,1425
2034,9992,2460,1423
2091,10089,2471,1425
2021,10073,2474,1425
1901,10089,2471,1425
1843,10153,2463,1421
1901,10233,2471,1425
2010,10212,2476,1436
2091,10233,2471,1450
2105,10314,2444,1452
2091,10377,2424,1450
2082,10293,2416,1446
2091,10233,2424,1450
2094,10278,2424,1450
2091,10377,2424,1450
2086,10370,2421,1447
2091,10377,2424,1450
2093,10446,2422,1450
2091,10521,2424,1450
2085,10452,2423,1445
2091,10377,2424,1450
2094,10401,2419,1459
2091,10521,2424,1474
2083,10551,2429,1478
2091,10521,2424,1474
2099,10486,2397,1467
2091,10521,2378,1474
2069,10526,2371,1487
2091,10521,2378,1499
2175,10498,2375,1499
2282,10521,2378,1499
2318,10518,2379,1497
2282,10521,2378,1499
2239,10541,2353,1496
2282,10665,2331,1499
2384,10781,2321,1508
2472,10810,2331,1523
2486,10708,2332,1527
2472,10665,2331,1523
2465,10716,2324,1516
2472,10810,2331,1523
2462,10806,2330,1536
2472,10810,2331,1548
2535,10857,2337,1548
2662,10954,2378,1548
2782,11001,2426,1547
2852,11098,2471,1548
2860,11243,2499,1544
2852,11386,2564,1548
2845,11395,2668,1558
2852,11386,2797,1573
2853,11423,2906,1575
2852,11530,3030,1573
2841,11593,3179,1569
2852,11674,3357,1573
2912,11753,3519,1572
3042,11819,3683,1573
3177,11802,3843,1570
3232,11819,4010,1573
3158,11840,4162,1571
3042,11819,4336,1573
2992,11698,4520,1571
3042,11674,4709,1573
3087,11756,4867,1571
3042,11819,5035,1573
2925,11684,5217,1571
2852,11530,5408,1573
2850,11482,5558,1571
2852,11530,5688,1573
2772,11477,5802,1570
2662,11386,5921,1573
2614,11336,6016,1572
2662,11386,6108,1573
2703,11396,6181,1569
2662,11386,6247,1573
2549,11361,6289,1574
2472,11386,6341,1573
2457,11382,6390,1559
2472,11386,6434,1548
2466,11370,6437,1543
2472,11386,6434,1548
2481,11375,6428,1549
2472,11386,6434,1548
2439,11376,6413,1544
2472,11386,6387,1548
2574,11370,6353,1550
2662,11386,6341,1548
2661,11381,6318,1534
2662,11386,6294,1523
2740,11361,6247,1518
2852,11386,6201,1523
2883,11437,6133,1526
2852,11530,6061,1523
2831,11553,5978,1510
2852,11530,5921,1499
2860,11480,5859,1492
2852,11530,5781,1499
2842,11612,5660,1503
2852,11674,5548,1499
2854,11653,5447,1483
2852,11674,5362,1474
2846,11698,5246,1473
2852,11674,5128,1474
2851,11553,5006,1463
2852,11530,4895,1450
2848,11609,4770,1442
2852,11674,4662,1450
2850,11584,4563,1454
2852,11530,4476,1450
2848,11587,4359,1434
2852,11674,4243,1425
2850,11608,4132,1421
2852,11530,4056,1425
2847,11515,3981,1425
2852,11530,3916,1425
2853,11435,3841,1423
2852,11386,3776,1425
2843,11441,3701,1424
2852,11530,3637,1425
2859,11465,3576,1424
2852,11386,3543,1425
2832,11405,3515,1423
2852,11530,3497,1425
2882,11560,3467,1425
2852,11530,3450,1425
2742,11494,3426,1420
2662,11530,3403,1425
2654,11533,3369,1436
2662,11530,3357,1450
2634,11510,3355,1451
2662,11530,3357,1450
2766,11523,3331,1448
2852,11530,3310,1450
2847,11516,3300,1447
2852,11530,3310,1450
2889,11518,3308,1458
2852,11530,3310,1474
2710,11520,3308,1479
2662,11530,3310,1474
2773,11516,3301,1467
2852,11530,3310,1474
2751,11522,3330,1487
2662,11530,3357,1499
2743,11508,3359,1497
2852,11530,3357,1499
2782,11575,3352,1507
2662,11674,3357,1523
2698,11705,3352,1527
2852,11674,3357,1523
2906,11611,3359,1517
2852,11674,3357,1523
2816,11780,3330,1535
2852,11819,3310,1548
2873,11714,3301,1550
2852,11674,3310,1548
2776,11739,3308,1544
2662,11819,3310,1548
2582,11746,3309,1549
2662,11674,3310,1548
2822,11702,3287,1542
2852,11819,3264,1548
2714,11839,3249,1559
2662,11819,3264,1573
2784,11797,3271,1573
2852,11819,3264,1573
2681,11799,3233,1570
2472,11819,3217,1573
2430,11836,3213,1570
2472,11819,3217,1573
2444,11705,3196,1581
2472,11674,3170,1597
2662,11741,3154,1602
2852,11819,3170,1597
2814,11746,3181,1589
2662,11674,3170,1597
2608,11698,3136,1612
2662,11819,3124,1622
2676,11846,3125,1618
2662,11819,3124,1622
2671,11784,3094,1633
2662,11819,3077,1646
2564,11820,3076,1644
2472,11819,3077,1646
2458,11797,3050,1656
2472,11819,3030,1671
2446,11812,3028,1670
2472,11819,3030,1671
2578,11802,3004,1679
2662,11819,2984,1695
2647,11810,2981,1698
2662,11819,2984,1695
2767,11802,2957,1698
2852,11819,2937,1720
2833,11813,2934,1738
2852,11819,2937,1745
2971,11796,2911,1739
3042,11819,2891,1745
2944,11822,2887,1757
2852,11819,2891,1769
2920,11777,2865,1766
3042,11819,2844,1769
2995,11895,2839,1780
2852,11963,2844,1794
2788,11894,2821,1793
2852,11819,2797,1794
2883,11766,2790,1802
2852,11819,2797,1818
2818,11821,2779,1820
2852,11819,2751,1818
2884,11778,2734,1821
2852,11819,2751,1843
2750,11838,2760,1860
2662,11819,2751,1867
2637,11756,2719,1862
2662,11819,2704,1867
2660,11888,2701,1879
2662,11819,2704,1892
2833,11658,2683,1891
3422,11819,2657,1892
4511,12349,2643,1899
5894,13116,2657,1917
7139,14314,2667,1928
7985,16575,2657,1941
8557,19682,2625,1952
9126,22628,2611,1966
9518,24814,2611,1966
9126,26664,2611,1966
7577,27927,2586,1970
5324,27240,2564,1990
3285,23880,2556,2007
2091,19457,2564,2015
1697,16129,2562,2010
1711,14413,2564,2015
1762,13258,2566,2026
1711,12107,2564,2039
1592,11204,2539,2038
1521,10810,2518,2039
1517,10600,2510,2046
1521,10377,2518,2064
1497,10160,2516,2075
1521,10089,2518,2089
1613,10073,2519,2100
1711,10089,2518,2113
1727,10074,2493,2113
1711,10089,2471,2113
1701,10072,2461,2118
1711,10089,2471,2138
1694,10066,2473,2152
1711,10089,2471,2162
1788,10077,2465,2160
1901,10089,2471,2162
1948,10050,2472,2168
1901,10089,2471,2187
1799,10201,2464,2200
1711,10377,2471,2211
1673,10438,2475,2216
1711,10377,2471,2236
1804,10249,2445,2260
1901,10233,2424,2285
1933,10297,2416,2295
1901,10377,2424,2310
1864,10368,2425,2329
1901,10377,2424,2359
2000,10428,2420,2381
2091,10521,2424,2408
2111,10536,2423,2432
2091,10521,2424,2457
2079,10497,2422,2468
2091,10521,2424,2482
2095,10518,2421,2500
2091,10521,2424,2531
2085,10506,2423,2555
2091,10521,2424,2580
2091,10511,2419,2601
2091,10521,2424,2629
2088,10514,2428,2652
2091,10521,2424,2678
2089,10498,2398,2700
2091,10521,2378,2727
2090,10568,2369,2749
2091,10665,2378,2777
2087,10736,2378,2798
2091,10810,2378,2826
2093,10823,2373,2847
2091,10810,2378,2875
2077,10767,2376,2897
2091,10810,2378,2924
2158,10886,2374,2944
2282,10954,2378,2973
2401,10931,2373,2997
2472,10954,2378,3022
2474,11059,2387,3039
2472,11242,2424,3071
2525,11345,2466,3108
2662,11386,2518,3145
2797,11370,2569,3165
2852,11386,2657,3194
2832,11415,2767,3228
2852,11530,2891,3268
2944,11675,2997,3289
