II,III,PLETH,ABP
525,307,1934,6922
509,272,1883,6893
534,298,1831,6846
633,407,1796,6800
751,537,1765,6736
792,601,1735,6675
717,552,1696,6593
607,415,1670,6510
576,289,1651,6406
644,259,1630,6313
715,320,1593,6216
694,370,1564,6137
600,322,1545,6049
529,189,1528,5969
523,62,1498,5877
528,5,1477,5803
500,-1,1464,5728
480,-9,1448,5673
522,-34,1411,5606
579,-72,1381,5547
542,-144,1364,5469
386,-277,1345,5402
218,-417,1302,5329
148,-467,1262,5276
154,-438,1238,5217
103,-482,1217,5163
-77,-698,1167,5084
-300,-968,1107,5001
-411,-1063,1061,4897
-359,-923,1037,4804
-263,-745,1000,4709
-247,-753,949,4643
-305,-933,903,4587
-320,-1076,892,4562
-257,-1055,885,4539
-206,-969,856,4524
-253,-962,812,4491
-338,-1033,812,4462
-357,-1078,851,4415
-278,-1061,883,4365
-181,-1035,881,4291
-116,-1034,915,4223
-87,-1048,1006,4158
-37,-1042,1116,4122
62,-1004,1186,4088
222,-917,1267,4070
412,-784,1403,4046
592,-645,1583,4034
712,-565,1734,4018
777,-546,1868,4017
831,-530,2027,4006
884,-493,2245,3998
844,-524,2458,3975
668,-692,2634,3960
542,-879,2795,3944
732,-878,3010,3946
1223,-667,3251,3941
1749,-435,3458,3937
2257,-231,3609,3917
3051,212,3791,3911
4253,1139,4017,3908
5368,2265,4223,3921
5698,2901,4348,3924
5114,2673,4476,3929
4168,2041,4651,3921
3476,1806,4827,3922
3167,2185,4922,3919
2961,2578,4997,3932
2584,2378,5108,3941
2027,1653,5236,3952
1461,906,5296,3945
1033,398,5328,3944
785,44,5381,3941
712,-253,5462,3951
800,-446,5499,3952
971,-557,5505,3962
1060,-714,5512,3972
955,-988,5548,4002
722,-1255,5562,4033
544,-1386,5554,4072
502,-1394,5531,4098
524,-1421,5534,4121
501,-1543,5534,4122
451,-1698,5520,4120
420,-1787,5478,4101
416,-1797,5458,4087
367,-1797,5446,4066
256,-1830,5428,4056
117,-1882,5371,4039
-8,-1957,5325,4031
-132,-2077,5293,4018
-242,-2213,5263,4023
-275,-2264,5192,4025
-195,-2194,5126,4034
-98,-2106,5081,4029
-134,-2170,5048,4031
-319,-2387,4956,4029
-485,-2587,4819,4041
-490,-2614,4664,4044
-385,-2533,4539,4050
-322,-2500,4419,4041
-338,-2573,4310,4036
-343,-2649,4207,4022
-278,-2651,4139,4018
-194,-2576,4074,4003
-154,-2499,4002,3990
-156,-2469,3906,3965
-142,-2518,3835,3955
-81,-2617,3779,3952
-11,-2725,3725,3969
-10,-2809,3643,3977
-90,-2872,3578,3986
-162,-2876,3531,3975
-132,-2814,3494,3962
-39,-2763,3427,3931
-12,-2858,3369,3902
-89,-3055,3331,3863
-150,-3162,3310,3840
-78,-3066,3262,3818
83,-2927,3216,3823
188,-2916,3185,3832
184,-3012,3176,3862
158,-3037,3151,3890
220,-2933,3127,3937
379,-2757,3110,3986
559,-2604,3115,4062
670,-2503,3109,4148
692,-2494,3104,4272
684,-2550,3097,4414
718,-2592,3106,4593
798,-2517,3107,4781
857,-2375,3106,4991
837,-2302,3097,5186
764,-2407,3104,5376
700,-2597,3112,5530
678,-2717,3126,5673
677,-2698,3130,5792
671,-2660,3145,5917
655,-2699,3160,6027
642,-2801,3179,6140
635,-2847,3184,6234
625,-2828,3197,6332
595,-2817,3213,6414
556,-2892,3240,6502
538,-2980,3254,6572
558,-3010,3272,6638
565,-3000,3289,6676
501,-3069,3317,6706
403,-3197,3333,6711
384,-3268,3352,6714
482,-3222,3367,6696
590,-3195,3396,6680
585,-3282,3422,6649
472,-3427,3450,6623
350,-3501,3469,6577
277,-3536,3495,6526
228,-3615,3517,6452
169,-3749,3542,6388
99,-3854,3554,6315
44,-3926,3569,6249
21,-3986,3582,6166
44,-4032,3604,6092
107,-3997,3613,6008
176,-3906,3616,5930
200,-3844,3607,5830
164,-3896,3609,5733
100,-4008,3605,5626
81,-4082,3594,5533
133,-4052,3566,5426
227,-3978,3554,5328
313,-3918,3543,5221
367,-3899,3522,5132
372,-3898,3474,5035
326,-3927,3443,4952
278,-3947,3424,4859
306,-3919,3399,4782
402,-3819,3337,4700
472,-3740,3285,4635
461,-3741,3253,4562
451,-3799,3223,4500
536,-3792,3158,4429
702,-3698,3101,4375
857,-3576,3067,4321
969,-3511,3040,4284
1068,-3472,2977,4239
1156,-3425,2918,4201
1158,-3384,2882,4153
1038,-3440,2856,4115
857,-3572,2793,4072
737,-3676,2728,4043
724,-3662,2681,4005
758,-3618,2651,3973
741,-3649,2587,3922
671,-3752,2508,3877
629,-3777,2438,3829
684,-3684,2395,3803
785,-3575,2329,3783
849,-3598,2230,3780
889,-3688,2107,3773
1014,-3677,2015,3780
1242,-3486,1954,3782
1460,-3281,1920,3792
1572,-3210,1883,3787
1624,-3259,1866,3781
1673,-3275,1876,3762
1681,-3229,1924,3753
1596,-3180,1965,3739
1492,-3196,1999,3733
1465,-3229,2040,3719
1515,-3230,2145,3715
1568,-3150,2268,3709
1590,-3036,2367,3714
1556,-2977,2439,3713
1434,-3080,2581,3724
1241,-3280,2780,3734
1096,-3417,2954,3757
1092,-3362,3057,3775
1175,-3224,3212,3801
1198,-3174,3447,3817
1113,-3293,3666,3840
1013,-3439,3786,3853
1012,-3488,3928,3873
1088,-3440,4163,3889
1139,-3422,4406,3914
1127,-3457,4538,3929
1116,-3480,4658,3946
1115,-3453,4855,3950
1044,-3494,5075,3962
863,-3665,5196,3964
699,-3863,5282,3968
683,-3887,5419,3958
785,-3731,5590,3955
848,-3576,5686,3951
794,-3615,5742,3960
675,-3797,5819,3961
582,-3947,5930,3967
551,-3937,5993,3964
574,-3841,6024,3970
605,-3760,6051,3968
606,-3731,6105,3971
591,-3685,6133,3964
616,-3608,6143,3966
679,-3520,6137,3962
714,-3464,6148,3968
671,-3432,6146,3963
596,-3432,6142,3961
546,-3447,6120,3949
535,-3463,6110,3948
547,-3435,6090,3942
594,-3380,6079,3945
656,-3329,6050,3939
682,-3334,6026,3940
649,-3368,5995,3931
626,-3385,5980,3928
672,-3322,5950,3915
764,-3205,5912,3908
826,-3076,5856,3894
854,-2989,5820,3887
897,-2922,5780,3872
989,-2849,5731,3866
1100,-2736,5654,3854
1192,-2613,5602,3853
1240,-2513,5556,3846
1252,-2484,5499,3844
1241,-2504,5401,3832
1242,-2537,5327,3826
1280,-2518,5275,3811
1361,-2450,5220,3802
1442,-2350,5117,3783
1475,-2282,5034,3770
1430,-2281,4983,3750
1343,-2363,4935,3738
1266,-2449,4833,3719
1258,-2451,4743,3708
1301,-2340,4690,3692
1367,-2203,4649,3687
1410,-2145,4555,3673
1420,-2215,4468,3665
1388,-2339,4416,3647
1342,-2414,4382,3634
1310,-2392,4301,3614
1309,-2338,4222,3602
1317,-2324,4171,3584
1295,-2401,4141,3571
1208,-2573,4070,3551
1108,-2794,3998,3539
1136,-2876,3949,3523
1400,-2704,3923,3516
1832,-2403,3863,3503
2356,-2169,3801,3496
3099,-1805,3753,3481
4222,-933,3728,3474
5433,301,3680,3460
6016,1056,3631,3455
5531,776,3587,3446
4359,-81,3564,3445
3281,-544,3521,3437
2669,-326,3466,3433
2263,-22,3401,3420
1717,-274,3357,3412
1052,-977,3318,3397
553,-1576,3292,3392
342,-1781,3265,3381
299,-1836,3256,3380
304,-1992,3246,3372
394,-2179,3241,3374
586,-2209,3226,3371
739,-2169,3221,3376
713,-2256,3215,3372
584,-2452,3214,3372
527,-2529,3201,3363
579,-2427,3197,3360
616,-2296,3189,3352
590,-2286,3185,3353
551,-2355,3166,3349
566,-2400,3155,3353
593,-2367,3143,3352
595,-2287,3136,3361
577,-2214,3114,3363
578,-2193,3102,3370
581,-2211,3091,3366
544,-2235,3084,3364
459,-2242,3058,3352
393,-2244,3037,3346
386,-2231,3019,3333
397,-2208,3009,3330
358,-2190,2984,3321
279,-2216,2968,3320
218,-2266,2957,3311
207,-2294,2953,3309
225,-2267,2936,3303
254,-2238,2927,3308
277,-2259,2923,3309
283,-2337,2923,3321
269,-2394,2905,3325
259,-2384,2891,3336
265,-2317,2881,3333
270,-2263,2876,3332
266,-2243,2853,3313
297,-2245,2832,3298
420,-2219,2814,3273
621,-2166,2804,3262
776,-2103,2776,3254
768,-2077,2746,3274
616,-2106,2717,3310
467,-2192,2702,3388
424,-2276,2673,3490
453,-2310,2635,3634
462,-2282,2585,3791
430,-2261,2552,3979
401,-2283,2523,4172
395,-2325,2499,4387
405,-2303,2464,4598
429,-2208,2442,4815
472,-2100,2431,5011
505,-2064,2442,5203
496,-2089,2443,5372
445,-2118,2445,5545
380,-2109,2454,5704
320,-2109,2512,5873
267,-2155,2579,6031
225,-2231,2634,6197
188,-2261,2673,6346
146,-2216,2771,6490
98,-2114,2903,6608
63,-2022,3015,6720
37,-1977,3079,6803
-9,-2006,3200,6872
-98,-2088,3387,6908
-205,-2185,3560,6942
-287,-2241,3653,6957
-330,-2245,3780,6968
-347,-2217,3987,6951
-348,-2198,4197,6935
-327,-2182,4311,6905
-283,-2143,4425,6880
-243,-2069,4610,6833
-231,-2007,4815,6782
-243,-1986,4928,6712
-240,-2003,5016,6645
-198,-2009,5155,6559
-131,-1993,5327,6481
-77,-1953,5429,6393
-47,-1899,5492,6317
-24,-1830,5574,6229
14,-1769,5692,6148
66,-1726,5765,6053
114,-1702,5801,5968
148,-1678,5829,5871
182,-1658,5884,5788
234,-1629,5919,5697
309,-1589,5929,5618
378,-1537,5914,5526
414,-1495,5917,5442
436,-1441,5919,5348
487,-1340,5915,5268
572,-1196,5870,5180
639,-1097,5811,5102
644,-1108,5740,5011
614,-1207,5682,4932
598,-1294,5611,4848
611,-1315,5543,4777
634,-1265,5472,4691
657,-1191,5426,4612
678,-1145,5371,4520
692,-1165,5307,4437
705,-1203,5224,4348
739,-1181,5167,4277
792,-1080,5113,4209
821,-999,5047,4166
803,-1007,4945,4119
766,-1080,4868,4082
749,-1123,4808,4034
744,-1124,4742,4001
725,-1127,4633,3970
692,-1173,4548,3956
665,-1223,4491,3933
651,-1235,4433,3914
643,-1194,4322,3880
641,-1141,4229,3852
647,-1100,4174,3816
642,-1088,4122,3796
601,-1112,4012,3772
514,-1191,3913,3755
403,-1295,3855,3723
290,-1379,3809,3701
188,-1417,3711,3681
95,-1459,3622,3680
5,-1529,3573,3673
-86,-1609,3539,3672
-173,-1664,3452,3660
-245,-1708,3363,3659
-301,-1741,3309,3660
-347,-1745,3274,3686
-396,-1714,3197,3723
-458,-1719,3117,3778
-525,-1804,3064,3822
-583,-1918,3031,3866
-612,-1946,2962,3892
-620,-1867,2886,3917
-629,-1774,2826,3926
-662,-1773,2790,3936
-708,-1847,2731,3929
-735,-1912,2669,3927
-734,-1925,2617,3917
-734,-1931,2587,3922
-778,-1942,2544,3927
-865,-1913,2497,3948
-938,-1810,2450,3964
-951,-1719,2420,3992
-919,-1730,2385,4013
-906,-1836,2348,4044
-939,-1915,2305,4067
-982,-1904,2276,4096
-990,-1840,2250,4115
-969,-1814,2228,4136
-953,-1834,2199,4142
-951,-1852,2180,4149
-928,-1831,2164,4141
-859,-1798,2149,4138
-754,-1753,2122,4126
-653,-1679,2101,4120
-584,-1588,2085,4105
-557,-1550,2071,4097
-550,-1558,2044,4083
-533,-1524,2022,4079
-497,-1414,2006,4071
-461,-1345,1995,4077
-452,-1399,1972,4082
-475,-1499,1956,4103
-504,-1498,1946,4117
-513,-1393,1940,4134
-493,-1290,1916,4133
-464,-1261,1892,4132
-443,-1264,1873,4119
-424,-1253,1865,4114
-391,-1215,1848,4100
-338,-1167,1836,4092
-276,-1103,1829,4075
-206,-1015,1830,4062
-161,-936,1821,4037
-154,-912,1811,4016
-151,-922,1803,3988
-98,-903,1803,3971
-25,-849,1795,3951
-13,-825,1787,3942
-46,-859,1777,3928
-34,-909,1775,3925
15,-947,1770,3917
-23,-1017,1771,3923
-144,-1123,1770,3932
-140,-1169,1772,3962
148,-1049,1768,3989
616,-808,1763,4017
1114,-548,1753,4012
1739,-200,1749,3985
2721,492,1743,3925
3930,1540,1744,3866
4737,2411,1742,3805
4546,2440,1745,3768
3469,1671,1742,3741
2250,925,1737,3743
1505,893,1728,3761
1163,1340,1724,3806
786,1510,1717,3851
187,1053,1712,3898
-435,315,1702,3912
-847,-222,1698,3900
-1011,-427,1692,3848
-998,-468,1684,3796
-869,-513,1667,3760
-693,-614,1654,3778
-566,-751,1644,3832
-550,-913,1637,3907
-612,-1071,1623,3947
-664,-1151,1616,3942
-656,-1071,1611,3884
-615,-874,1607,3829
-601,-744,1591,3804
-631,-825,1576,3841
-687,-1035,1564,3912
-728,-1137,1559,4001
-740,-1021,1552,4060
-707,-818,1551,4088
-654,-727,1552,4060
-628,-774,1554,3990
-645,-804,1546,3869
-667,-704,1538,3738
-665,-566,1531,3621
-682,-571,1529,3572
-755,-755,1521,3591
-857,-964,1513,3674
-912,-1011,1504,3764
-891,-873,1502,3840
-826,-674,1498,3867
-773,-556,1498,3863
-769,-571,1498,3819
-819,-679,1500,3766
-885,-771,1495,3702
-920,-768,1488,3662
-914,-703,1480,3641
-910,-694,1477,3656
-933,-783,1470,3680
-962,-877,1464,3716
-964,-854,1453,3734
-937,-728,1448,3750
-892,-613,1444,3742
-813,-574,1445,3728
-671,-555,1443,3695
-485,-479,1443,3670
-318,-350,1442,3642
-220,-242,1448,3635
-175,-185,1453,3629
-130,-152,1461,3645
-59,-123,1465,3665
-4,-133,1473,3709
-5,-182,1479,3755
-55,-201,1489,3831
-93,-144,1492,3923
-81,-70,1496,4064
-27,-65,1497,4234
28,-118,1501,4449
68,-136,1499,4670
101,-70,1493,4902
159,43,1478,5109
238,145,1467,5308
292,212,1454,5478
261,232,1444,5644
146,196,1423,5789
1,98,1400,5941
-127,-30,1377,6078
-239,-130,1368,6225
-336,-153,1352,6360
-394,-120,1322,6508
-406,-102,1285,6647
-413,-148,1286,6794
-455,-225,1302,6919
-518,-259,1295,7041
-558,-229,1264,7138
-571,-198,1290,7231
-590,-236,1366,7298
-637,-340,1421,7356
-690,-436,1422,7384
-723,-457,1482,7405
-741,-413,1624,7396
-766,-360,1763,7377
-795,-333,1824,7326
-811,-337,1923,7273
-818,-389,2120,7204
-845,-483,2334,7146
-892,-539,2457,7074
-913,-455,2587,7013
-879,-270,2811,6938
-830,-166,3081,6873
-820,-244,3262,6792
-851,-387,3413,6720
-875,-415,3667,6632
-863,-308,4077,6553
-820,-180,4513,6459
-757,-101,4885,6373
-677,-41,5173,6272
-601,31,5424,6184
-557,90,5618,6087
-557,107,5752,6008
-569,89,5832,5923
-553,70,5930,5861
-496,88,6047,5791
-435,148,6157,5732
-415,209,6212,5654
-440,222,6253,5581
-456,202,6302,5495
-414,222,6362,5422
-331,310,6383,5338
-269,411,6389,5267
-254,466,6396,5188
-245,479,6426,5120
-189,491,6433,5042
-96,513,6423,4981
-11,539,6400,4915
36,575,6403,4864
56,612,6397,4807
65,613,6380,4767
86,563,6336,4721
128,511,6318,4684
181,520,6304,4629
208,585,6283,4582
195,647,6224,4529
168,662,6187,4492
165,620,6164,4447
184,540,6136,4409
187,465,6059,4361
155,453,5995,4325
90,482,5952,4281
36,498,5915,4252
14,469,5827,4220
19,426,5748,4207
7,384,5693,4190
-41,340,5655,4185
-116,289,5567,4170
-179,275,5474,4166
-199,309,5397,4156
-212,303,5346,4155
-304,118,5263,4140
-496,-216,5180,4132
-619,-426,5107,4116
-473,-290,5063,4113
-66,35,4999,4103
458,260,4931,4102
1153,516,4860,4093
2226,1276,4816,4097
3527,2549,4762,4099
4384,3570,4710,4115
4229,3612,4648,4121
3260,2914,4609,4131
2238,2404,4570,4131
1682,2593,4537,4141
1464,3063,4489,4143
1170,3092,4459,4152
628,2512,4431,4150
12,1763,4411,4153
-442,1254,4370,4148
-664,969,4343,4155
-699,736,4320,4159
-590,558,4308,4176
-391,508,4277,4183
-230,495,4256,4195
-206,396,4237,4195
-284,277,4229,4204
-354,270,4199,4206
-378,323,4177,4217
-398,279,4157,4215
-426,153,4150,4218
-449,93,4126,4215
-460,161,4110,4225
-482,245,4096,4226
-493,267,4094,4230
-480,256,4075,4221
-450,283,4059,4218
-434,321,4042,4209
-434,292,4041,4209
-443,176,4031,4199
-447,84,4031,4193
-420,130,4027,4179
-336,297,4034,4175
-210,446,4029,4167
-107,478,4032,4167
-65,419,4029,4157
-59,370,4034,4152
-38,377,4028,4137
2,405,4031,4134
46,400,4031,4124
83,360,4036,4122
111,326,4026,4107
121,336,4022,4100
119,394,4015,4084
125,458,4015,4079
131,453,3999,4063
93,344,3985,4057
7,192,3963,4042
-59,116,3951,4036
-51,136,3928,4020
-7,146,3909,4015
-9,64,3883,4000
-76,-54,3870,3994
-148,-106,3850,3976
-168,-86,3832,3972
-143,-66,3805,3961
-115,-65,3791,3967
-110,-42,3773,3970
-108,38,3753,4000
-69,153,3715,4043
24,247,3691,4123
142,272,3671,4214
235,223,3651,4343
280,167,3611,4490
297,204,3585,4675
311,370,3565,4864
333,576,3548,5069
349,671,3507,5258
345,595,3479,5450
321,438,3460,5620
283,350,3443,5791
238,371,3397,5943
197,427,3360,6098
171,447,3335,6234
170,464,3316,6371
183,532,3269,6491
191,619,3228,6616
177,628,3202,6725
143,536,3185,6832
95,429,3144,6911
46,399,3109,6983
19,427,3088,7033
39,442,3076,7082
101,441,3037,7108
164,500,2997,7130
190,626,2965,7128
184,712,2947,7125
174,665,2913,7103
179,554,2886,7083
187,518,2867,7042
182,591,2858,7000
168,653,2831,6935
168,608,2801,6876
195,513,2772,6802
243,510,2756,6737
287,628,2728,6656
311,756,2698,6582
325,790,2667,6492
358,758,2648,6413
421,749,2623,6321
492,790,2596,6240
531,819,2563,6144
527,801,2541,6059
507,767,2518,5964
509,762,2494,5881
537,778,2459,5786
562,774,2434,5702
554,731,2412,5607
523,671,2395,5524
503,620,2367,5429
506,592,2346,5347
512,588,2330,5257
496,605,2319,5182
465,627,2296,5100
451,626,2281,5031
454,586,2271,4955
448,527,2266,4894
408,477,2251,4826
360,442,2243,4769
311,399,2238,4701
268,359,2236,4648
229,341,2218,4591
221,359,2204,4552
242,383,2193,4504
263,398,2187,4467
248,389,2164,4420
207,364,2140,4389
170,319,2120,4351
131,232,2112,4325
32,64,2090,4289
-116,-145,2063,4266
-166,-251,2036,4239
25,-148,2031,4224
410,62,2014,4199
854,227,1979,4185
1415,447,1929,4167
2310,1046,1918,4163
3471,2076,1927,4149
4342,3033,1926,4142
4342,3270,1896,4125
3498,2733,1905,4122
2424,2082,1957,4115
1694,1976,2008,4120
1349,2333,2007,4116
1051,2498,2029,4120
569,2093,2142,4116
19,1428,2354,4120
-349,998,2573,4115
-435,876,2777,4121
-329,805,2972,4120
-154,657,3186,4131
19,519,3370,4132
139,437,3514,4142
169,347,3635,4142
130,237,3802,4151
85,175,3992,4153
78,184,4159,4167
89,216,4272,4174
97,238,4400,4186
96,250,4555,4183
106,264,4700,4186
109,274,4782,4184
92,294,4860,4194
51,299,4966,4197
18,257,5081,4205
2,175,5138,4204
-13,120,5176,4209
-39,129,5231,4204
-50,172,5305,4207
-25,189,5337,4205
23,181,5346,4215
74,195,5354,4216
140,258,5387,4219
225,331,5397,4208
297,355,5389,4207
320,317,5368,4203
310,263,5370,4207
313,241,5365,4199
348,252,5351,4197
391,252,5313,4186
416,215,5292,4186
419,162,5273,4176
417,134,5255,4176
419,134,5213,4165
427,123,5186,4165
426,61,5167,4154
403,-36,5152,4155
357,-107,5105,4146
304,-115,5065,4151
258,-103,5032,4148
219,-129,5008,4162
182,-180,4953,4176
146,-180,4901,4218
117,-120,4856,4269
100,-98,4827,4359
95,-189,4771,4467
103,-323,4709,4617
133,-358,4646,4781
187,-258,4603,4978
250,-134,4543,5177
290,-97,4474,5390
289,-127,4395,5586
265,-119,4340,5781
258,-33,4283,5953
286,58,4224,6130
317,70,4147,6289
304,18,4092,6452
238,-14,4044,6597
165,13,3996,6748
132,67,3922,6880
133,94,3868,7013
126,69,3828,7120
85,-4,3791,7225
19,-101,3724,7307
-39,-179,3670,7389
-67,-202,3635,7442
-57,-167,3609,7486
-24,-99,3551,7503
8,-31,3503,7517
27,-6,3473,7508
41,-41,3451,7498
61,-97,3396,7465
93,-103,3346,7431
127,-29,3313,7375
156,69,3293,7323
165,112,3245,7253
154,86,3200,7191
142,49,3171,7111
166,57,3158,7040
223,103,3121,6953
273,128,3083,6876
280,94,3054,6787
259,28,3045,6708
246,-8,3022,6614
259,17,3001,6531
300,77,2983,6434
370,127,2982,6351
454,167,2970,6256
520,228,2960,6173
547,324,2947,6076
551,405,2947,5993
553,413,2942,5898
550,351,2943,5815
539,285,2939,5718
536,272,2943,5634
562,298,2940,5541
603,296,2942,5463
625,230,2940,5372
621,141,2944,5293
609,113,2939,5205
616,171,2936,5131
623,226,2926,5050
623,188,2923,4984
590,57,2915,4911
531,-59,2912,4851
485,-80,2900,4782
499,-18,2896,4726
545,40,2889,4662
554,57,2887,4612
512,54,2874,4554
445,22,2869,4511
322,-132,2862,4460
102,-429,2863,4427
-90,-680,2858,4388
-11,-664,2861,4362
384,-433,2860,4326
888,-242,2861,4301
1391,-114,2848,4270
2103,310,2844,4255
3199,1306,2839,4232
4355,2527,2836,4220
4886,3200,2822,4198
4424,2958,2817,4189
3313,2312,2814,4175
2252,2059,2810,4173
1610,2323,2786,4164
1217,2467,2767,4164
758,2007,2753,4158
204,1207,2740,4167
-252,624,2703,4170
-486,376,2665,4180
-524,209,2632,4179
-424,3,2614,4189
-236,-127,2580,4195
-60,-157,2537,4210
3,-209,2493,4213
-41,-342,2476,4222
-104,-469,2464,4225
-130,-517,2447,4240
-125,-490,2418,4247
-95,-420,2419,4262
-50,-347,2438,4268
1,-321,2463,4283
22,-358,2465,4289
15,-402,2487,4304
-21,-416,2535,4310
-66,-406,2605,4324
-105,-396,2653,4330
-125,-384,2705,4347
-136,-376,2778,4352
-152,-396,2895,4361
-167,-446,3005,4356
-158,-484,3103,4361
-127,-474,3197,4361
-111,-439,3335,4371
-127,-432,3485,4369
-149,-472,3616,4372
-139,-517,3712,4366
-101,-537,3838,4372
-61,-535,3986,4368
-29,-544,4121,4373
-1,-576,4203,4366
19,-618,4296,4369
17,-642,4423,4360
-2,-643,4553,4358
-15,-645,4624,4344
-4,-674,4683,4342
25,-717,4763,4332
55,-739,4859,4337
81,-724,4906,4334
110,-693,4929,4346
145,-653,4958,4355
174,-604,5009,4391
187,-571,5029,4439
184,-612,5028,4527
170,-738,5016,4631
141,-878,5029,4776
98,-943,5032,4933
60,-927,5018,5124
43,-886,4983,5319
48,-859,4966,5529
65,-823,4950,5720
96,-754,4929,5913
137,-667,4881,6087
175,-609,4849,6269
200,-582,4827,6430
220,-549,4805,6594
243,-483,4752,6736
267,-417,4710,6886
282,-389,4680,7019
285,-392,4656,7154
278,-375,4597,7262
260,-322,4543,7367
228,-266,4505,7448
186,-262,4480,7529
134,-334,4411,7581
66,-460,4312,7626
-3,-579,4198,7643
-44,-639,4108,7656
-48,-639,4020,7646
-43,-629,3941,7634
-54,-639,3863,7597
-79,-659,3813,7560
-104,-659,3763,7502
-127,-642,3710,7447
-148,-624,3640,7372
-150,-613,3590,7305
-128,-594,3548,7223
-102,-565,3504,7150
-83,-531,3433,7060
-52,-498,3376,6979
4,-470,3335,6884
63,-458,3304,6799
87,-466,3251,6700
74,-477,3212,6612
51,-457,3187,6513
34,-413,3169,6429
17,-403,3122,6334
-4,-481,3081,6252
-20,-602,3054,6156
-17,-641,3040,6072
11,-531,3006,5976
53,-361,2978,5893
90,-286,2963,5798
107,-364,2956,5714
104,-492,2926,5617
109,-531,2901,5535
149,-441,2886,5445
227,-305,2878,5367
306,-228,2844,5276
337,-244,2811,5198
311,-294,2787,5112
266,-325,2774,5043
246,-343,2742,4965
260,-385,2708,4900
294,-419,2680,4828
337,-381,2667,4774
378,-298,2641,4715
398,-286,2616,4668
385,-378,2592,4609
353,-467,2581,4563
333,-461,2564,4512
343,-417,2553,4479
374,-405,2541,4438
399,-399,2540,4406
399,-349,2532,4364
371,-314,2527,4337
320,-379,2516,4308
260,-513,2513,4293
210,-613,2506,4267
183,-651,2501,4250
162,-662,2491,4225
123,-659,2487,4214
69,-629,2479,4196
32,-594,2475,4192
24,-593,2465,4182
15,-641,2461,4185
-31,-729,2454,4180
-105,-838,2446,4186
-159,-912,2429,4186
-162,-895,2419,4194
-134,-794,2407,4192
-107,-708,2393,4200
-101,-701,2361,4203
-115,-749,2333,4216
-150,-796,2308,4217
-208,-840,2292,4228
-272,-893,2261,4233
-307,-925,2227,4250
-304,-903,2195,4257
-289,-862,2188,4269
-291,-863,2176,4269
-304,-919,2151,4281
-293,-965,2117,4286
-243,-944,2128,4300
-177,-853,2159,4303
-118,-738,2177,4313
-81,-649,2167,4311
-50,-605,2205,4317
-32,-606,2287,4314
-11,-619,2356,4321
13,-618,2374,4322
36,-598,2434,4334
33,-569,2566,4335
3,-539,2711,4340
-41,-534,2792,4335
-72,-574,2889,4339
-67,-631,3050,4336
-58,-681,3233,4340
-127,-770,3348,4333
-276,-937,3454,4332
-312,-1044,3614,4322
-24,-901,3816,4322
534,-553,3963,4313
1152,-202,4080,4309
1878,231,4236,4294
2973,1083,4478,4289
4320,2335,4731,4279
5210,3300,4944,4278
5041,3315,5091,4265
4027,2555,5206,4257
2945,1868,5283,4241
2269,1785,5332,4235
1848,1991,5343,4222
1332,1828,5355,4216
670,1146,5371,4199
86,383,5396,4189
-228,-52,5394,4170
-284,-223,5380,4162
-193,-372,5357,4147
-42,-523,5352,4138
118,-551,5335,4118
201,-517,5307,4109
148,-594,5260,4094
-6,-807,5235,4086
-158,-1010,5212,4066
-261,-1129,5184,4055
-336,-1196,5130,4041
-393,-1236,5100,4034
-431,-1237,5080,4014
-456,-1222,5055,4002
-503,-1249,4994,3986
-564,-1309,4954,3982
-620,-1361,4931,3967
-653,-1379,4903,3960
-659,-1365,4828,3946
-644,-1330,4768,3939
-625,-1302,4735,3920
-633,-1312,4702,3908
-674,-1355,4615,3892
-732,-1402,4536,3886
-780,-1433,4487,3872
-816,-1472,4447,3866
-851,-1533,4356,3851
-893,-1598,4266,3845
-930,-1632,4206,3829
-954,-1643,4162,3823
-975,-1669,4074,3808
-1002,-1730,3982,3802
-1016,-1783,3914,3786
-990,-1786,3869,3780
-935,-1737,3789,3766
-901,-1687,3700,3761
-897,-1650,3623,3742
-870,-1606,3573,3731
-788,-1546,3505,3711
-689,-1503,3433,3706
-617,-1476,3362,3695
-562,-1431,3317,3701
-497,-1358,3265,3703
-443,-1333,3211,3731
-434,-1405,3151,3768
-448,-1519,3111,3845
-430,-1554,3073,3946
-356,-1474,3036,4103
-249,-1341,2983,4295
-141,-1238,2944,4534
-50,-1182,2912,4779
12,-1153,2886,5034
55,-1120,2845,5264
108,-1074,2817,5487
203,-993,2796,5682
331,-869,2780,5878
458,-717,2743,6055
540,-596,2711,6238
563,-536,2688,6406
540,-523,2677,6582
499,-509,2649,6745
466,-480,2623,6913
446,-449,2603,7056
432,-445,2598,7192
418,-473,2583,7300
402,-541,2570,7402
387,-626,2560,7479
361,-704,2564,7551
315,-749,2561,7598
254,-776,2560,7641
209,-798,2556,7656
199,-830,2561,7664
205,-863,2563,7644
174,-903,2570,7623
83,-948,2573,7583
-35,-996,2583,7545
-127,-1033,2590,7484
-170,-1065,2606,7424
-187,-1093,2619,7345
-203,-1124,2632,7274
-226,-1154,2635,7187
-247,-1189,2641,7106
-262,-1215,2643,7008
-280,-1218,2647,6922
-310,-1194,2636,6824
-353,-1174,2624,6735
-393,-1186,2610,6630
-415,-1233,2607,6536
-423,-1289,2586,6433
-442,-1334,2548,6344
-489,-1362,2487,6240
-556,-1389,2444,6147
