III,V,ABP,RESP
3286,-977,3499,0
3293,-992,3560,0
3393,-1025,3671,0
3474,-1067,3819,0
3429,-1074,4016,0
3251,-1032,4242,0
3072,-977,4532,0
2983,-948,4861,0
2965,-928,5220,0
2911,-875,5563,0
2786,-781,5909,0
2622,-679,6239,0
2464,-586,6540,0
2288,-481,6752,0
2072,-342,6884,0
1841,-184,6935,0
1679,-49,6941,0
1585,52,6896,0
1500,146,6827,0
1371,263,6719,0
1250,391,6597,0
1168,502,6463,0
1107,586,6368,0
1036,647,6300,0
1000,684,6253,0
1005,705,6188,0
1000,732,6138,0
930,780,6101,0
857,830,6081,0
839,862,6031,0
857,879,5966,0
854,887,5878,0
857,879,5794,0
901,853,5699,0
964,830,5622,0
991,827,5539,0
1000,830,5450,0
1027,814,5328,0
1072,781,5220,0
1096,749,5125,0
1107,732,5048,0
1111,727,4939,0
1107,732,4819,0
1096,736,4691,0
1107,732,4589,0
1119,724,4477,0
1072,732,4360,0
961,759,4230,0
893,781,4130,0
926,768,4042,0
1000,732,3958,0
1022,712,3843,0
1000,732,3729,0
969,768,3625,0
929,781,3557,0
873,759,3492,0
857,732,3442,0
896,725,3397,-1
929,732,3385,0
906,734,3379,1
893,732,3385,0
941,730,3378,-3
1000,732,3385,0
977,744,3400,3
893,781,3442,0
835,824,3476,-8
857,830,3499,0
916,784,3497,29
964,732,3499,64
987,718,3497,89
1000,732,3499,113
1002,738,3492,147
1000,732,3499,193
1025,730,3503,234
1107,732,3499,273
1185,730,3467,317
1179,732,3442,370
1120,738,3432,420
1143,732,3442,466
1256,706,3426,510
1322,684,3385,563
1275,680,3336,618
1250,684,3327,675
1328,679,3333,724
1393,684,3327,772
1341,693,3289,822
1286,684,3270,884
1347,648,3270,949
1429,635,3270,1013
1379,658,3236,1071
1250,684,3213,1141
1223,663,3210,1220
1322,635,3213,1302
1408,623,3180,1373
1393,635,3155,1447
1336,631,3152,1524
1322,635,3155,1608
1360,665,3123,1680
1393,732,3098,1752
1355,819,3095,1822
1250,928,3098,1897
1141,1043,3066,1966
1107,1123,3040,2042
1142,1142,3037,2118
1179,1172,3040,2202
1096,1365,3009,2280
786,1807,2983,2363
164,2399,2979,2447
-714,2978,2983,2540
-1639,3537,2952,2627
-2286,4248,2926,2717
-2463,5182,2921,2801
-2286,6103,2926,2894
-2152,6609,2897,2981
-2286,6445,2868,3070
-2409,5632,2860,3154
-1964,4394,2868,3247
-825,3049,2845,3336
500,1904,2811,3424
1401,1128,2793,3499
1786,684,2811,3585
1947,424,2821,3668
2107,244,2811,3746
2251,106,2776,3804
2357,0,2754,3874
2450,-86,2744,3949
2536,-146,2754,4019
2574,-180,2756,4050
2572,-195,2754,4067
2538,-205,2745,4079
2464,-195,2754,4099
2366,-172,2760,4101
2322,-146,2754,4099
2356,-145,2721,4093
2393,-146,2696,4099
2368,-150,2687,4097
2322,-146,2696,4099
2302,-151,2696,4094
2286,-146,2696,4099
2247,-139,2693,4096
2250,-146,2696,4099
2321,-176,2692,4095
2393,-195,2696,4099
2359,-179,2699,4095
2250,-146,2696,4099
2151,-131,2667,4095
2143,-146,2639,4099
2245,-185,2625,4095
2464,-244,2639,4099
2699,-306,2646,4095
2822,-342,2639,4099
2800,-341,2607,4095
2786,-342,2581,4099
2871,-377,2569,4095
3000,-439,2581,4099
3065,-494,2589,4095
3107,-537,2581,4099
3186,-583,2549,4095
3286,-635,2524,4099
3324,-670,2513,4095
3322,-684,2524,4099
3346,-695,2526,4095
3429,-732,2524,4099
3522,-800,2514,4095
3607,-879,2524,4099
3678,-941,2528,4095
3715,-977,2524,4099
3662,-999,2507,4095
3536,-1025,2524,4099
3435,-1055,2556,4095
3465,-1074,2581,4099
3570,-1079,2570,4095
3607,-1074,2581,4099
3494,-1061,2627,4095
3322,-1025,2696,4099
3177,-962,2742,4095
3036,-879,2811,4099
2813,-787,2941,4095
2536,-684,3155,4099
2276,-566,3401,4095
2072,-439,3671,4099
1892,-316,3964,4095
1750,-195,4302,4099
1658,-73,4650,4095
1607,49,4991,4099
1564,157,5291,4095
1536,244,5565,4099
1499,318,5791,4095
1429,391,5966,4099
1322,467,6057,4095
1250,537,6081,4099
1231,593,6038,4095
1214,635,5966,4099
1135,678,5874,4095
1036,732,5794,4099
965,790,5711,4095
929,830,5622,4099
883,841,5520,4095
857,830,5450,4099
882,819,5413,4095
929,830,5392,4099
894,871,5341,4095
750,928,5278,4099
595,973,5213,4095
607,977,5163,4099
867,921,5087,4095
1250,830,4991,4099
1461,766,4871,4095
1322,781,4761,4099
987,848,4645,4095
821,879,4532,4099
974,824,4408,4095
1250,732,4302,4099
1401,679,4189,4095
1429,684,4073,4099
1455,696,3942,4095
1500,684,3844,4099
1480,667,3759,4095
1393,684,3671,4099
1304,720,3548,4095
1250,732,3442,4099
1206,707,3369,4095
1179,684,3327,4099
1190,682,3266,4095
1214,684,3213,4099
1156,674,3172,4096
1000,684,3155,4099
878,715,3123,4094
929,732,3098,4099
1058,721,3084,4097
1036,732,3098,4099
833,789,3116,4093
714,830,3155,4099
846,798,3190,4100
1072,732,3213,4099
1180,694,3204,4084
1214,684,3213,4083
1270,673,3239,4082
1286,684,3270,4067
1188,718,3267,4008
1107,732,3270,3938
1140,702,3291,3872
1179,684,3327,3826
1117,708,3333,3770
1072,732,3327,3713
1117,722,3320,3652
1107,732,3327,3601
929,791,3324,3542
786,830,3327,3488
917,778,3329,3428
1250,684,3327,3376
1499,632,3298,3316
1536,635,3270,3263
1419,652,3257,3205
1250,684,3270,3151
1128,725,3273,3089
1179,732,3270,3038
1410,666,3260,2987
1643,586,3270,2942
1660,572,3276,2889
1464,635,3270,2845
1252,687,3236,2802
1179,684,3213,2765
1228,643,3203,2715
1286,635,3213,2669
1306,657,3211,2618
1322,684,3213,2572
1366,666,3210,2519
1393,635,3213,2476
1351,644,3206,2434
1250,732,3213,2395
1144,848,3217,2340
1072,928,3213,2283
1026,968,3180,2228
1036,1025,3155,2186
1142,1113,3146,2140
1322,1221,3155,2090
1380,1408,3152,2030
1072,1807,3155,1977
315,2442,3156,1926
-679,3174,3155,1881
-1590,3874,3126,1831
-2179,4590,3098,1784
-2378,5407,3085,1735
-2286,6201,3098,1688
-2189,6629,3101,1637
-2286,6396,3098,1591
-2375,5495,3088,1544
-1964,4199,3098,1495
-917,2879,3103,1437
321,1807,3098,1382
1212,1059,3066,1328
1679,586,3040,1270
1913,315,3028,1202
2000,195,3040,1141
1934,150,3045,1091
1857,98,3040,1045
1914,13,3027,988
2036,-49,3040,932
2050,-55,3067,883
2000,-49,3098,836
2078,-101,3101,779
2322,-195,3098,723
2514,-260,3091,673
2464,-244,3098,627
2258,-204,3097,572
2143,-195,3098,514
2215,-231,3093,458
2322,-244,3098,402
2290,-221,3095,342
2179,-195,3098,289
2184,-211,3094,243
2357,-244,3098,193
2486,-241,3095,133
2393,-195,3098,80
2166,-152,3094,48
2072,-146,3098,32
2152,-156,3095,15
2214,-146,3098,0
2131,-128,3094,-5
2072,-146,3098,0
2203,-214,3095,2
2464,-293,3098,0
2668,-349,3094,-2
2786,-391,3098,0
2842,-425,3094,1
2822,-439,3098,0
2729,-430,3093,-1
2714,-439,3098,0
2838,-487,3093,0
2965,-537,3098,0
2943,-559,3092,0
2893,-586,3098,0
3001,-652,3093,0
3250,-732,3098,0
3408,-788,3090,0
3357,-830,3098,0
3203,-882,3111,0
3143,-928,3155,0
3238,-952,3203,0
3393,-977,3270,0
3449,-1013,3353,0
3357,-1025,3499,0
3200,-1000,3699,0
3107,-977,3958,0
3091,-984,4244,0
3072,-977,4589,0
2973,-916,4990,0
2822,-830,5450,0
2658,-760,5899,0
2500,-684,6310,0
2345,-570,6650,0
2214,-439,6941,0
2072,-322,7155,0
1857,-195,7286,0
1557,-30,7313,0
1286,146,7286,0
1137,288,7213,0
1107,391,7113,0
1109,474,6968,0
1107,537,6827,0
1080,580,6712,0
1000,635,6655,0
833,728,6617,0
643,830,6597,0
525,885,6567,0
536,879,6540,0
621,848,6502,0
714,830,6482,0
773,829,6458,0
821,830,6425,0
882,827,6345,0
964,830,6253,0
1016,849,6154,0
1000,879,6081,0
944,909,5995,0
929,928,5909,0
957,919,5809,0
964,879,5737,0
916,832,5657,0
857,830,5565,0
790,879,5439,0
679,928,5335,0
568,924,5245,0
607,879,5163,0
832,826,5044,0
1072,781,4934,0
1147,745,4837,0
1107,732,4761,0
1111,736,4652,0
1179,732,4532,0
1161,719,4420,0
1000,732,4360,0
853,770,4305,0
893,781,4245,0
1032,748,4167,0
1036,732,4130,0
865,775,4122,0
750,830,4130,0
819,835,4119,0
857,830,4130,0
576,896,4156,0
71,1025,4188,0
-224,1099,4184,0
0,1025,4188,0
611,842,4208,0
1214,684,4245,0
1495,637,4248,0
1429,684,4245,0
1205,731,4257,0
1036,732,4302,0
966,715,4321,0
929,732,4302,0
873,782,4257,0
821,830,4245,0
759,858,4249,0
679,879,4245,0
679,880,4208,0
893,830,4188,0
1221,724,4186,0
1357,635,4188,0
1172,639,4153,0
929,732,4130,0
947,808,4127,0
1214,781,4130,0
1459,671,4097,0
1536,586,4073,0
1509,583,4069,0
1464,635,4073,0
1381,672,4040,0
1250,684,4016,0
1143,681,4012,0
1143,684,4016,0
1235,661,3983,0
1286,635,3958,0
1165,643,3954,0
893,732,3958,0
679,824,3926,0
714,830,3901,0
960,755,3897,0
1179,732,3901,0
1192,819,3869,0
1072,928,3844,0
1001,979,3839,0
1072,1025,3844,0
1196,1126,3812,0
1250,1269,3786,0
1145,1500,3780,0
821,1953,3786,0
192,2633,3757,0
-714,3369,3729,0
-1663,4093,3719,0
-2286,4931,3729,0
-2429,5843,3705,0
-2286,6445,3671,0
-2206,6429,3652,0
-2286,5908,3671,0
-2284,5136,3682,0
-1857,4150,3671,0
-927,2939,3634,0
250,1758,3614,0
1261,943,3606,0
1857,537,3614,0
2076,322,3611,0
2143,146,3614,0
2210,17,3611,0
2286,-49,3614,0
2316,-95,3608,0
2322,-146,3614,0
2337,-187,3616,0
2357,-195,3614,0
2328,-178,3584,1
2250,-146,3557,0
2183,-133,3543,-1
2179,-146,3557,0
2221,-184,3560,1
2250,-195,3557,0
2228,-178,3545,-3
2179,-146,3557,0
2155,-139,3564,9
2179,-146,3557,16
2213,-153,3521,16
2214,-146,3499,16
2163,-141,3495,22
2107,-146,3499,32
2090,-152,3474,36
2143,-146,3442,32
2217,-136,3424,29
2286,-146,3442,32
2363,-188,3453,41
2500,-244,3442,48
2627,-281,3404,50
2643,-293,3385,48
2564,-303,3379,47
2572,-342,3385,48
2715,-397,3378,50
2857,-439,3385,48
2878,-460,3389,46
2893,-488,3385,48
3023,-536,3349,56
3215,-586,3327,64
3320,-627,3322,66
3357,-684,3327,64
3405,-763,3298,63
3465,-830,3270,64
3472,-859,3254,65
3465,-879,3270,64
3501,-923,3271,64
3572,-977,3270,64
3606,-1008,3259,65
3607,-1025,3270,64
3598,-1051,3298,63
3572,-1074,3385,64
3496,-1066,3510,65
3393,-1025,3671,64
3277,-977,3843,62
3143,-928,4073,64
2977,-865,4362,72
2822,-781,4704,80
2694,-685,5045,83
2572,-586,5392,80
2405,-489,5722,78
2214,-391,6023,80
2037,-280,6252,82
1893,-146,6425,80
1740,4,6536,77
1572,146,6597,80
1422,258,6586,89
1357,342,6540,96
1348,414,6461,97
1322,488,6368,96
1244,565,6247,97
1179,635,6138,96
1135,692,6042,94
1072,732,5966,96
982,760,5892,106
964,781,5851,113
1020,804,5826,112
1036,830,5794,113
959,843,5712,121
929,830,5622,129
1016,815,5549,128
1107,830,5507,129
1090,853,5437,136
1072,830,5335,145
1154,763,5206,145
1250,732,5106,145
1217,775,5016,152
1107,830,4934,161
1051,825,4820,162
1072,781,4704,161
1110,750,4582,165
1179,732,4475,177
1279,702,4355,186
1322,684,4245,193
1224,701,4127,200
1072,732,4016,209
1011,738,3891,216
1072,732,3786,225
1131,735,3692,234
1107,732,3614,241
1053,705,3522,246
1072,684,3442,257
1138,698,3371,273
1143,732,3327,289
1058,744,3287,302
1000,732,3270,322
1030,723,3261,346
1072,732,3270,370
1041,739,3266,384
1000,732,3270,402
1002,723,3282,431
1000,732,3327,466
968,743,3366,497
1000,732,3385,530
1104,714,3374,564
1143,732,3385,595
1053,775,3412,615
1000,781,3442,643
1089,728,3440,682
1179,684,3442,723
1123,696,3446,754
1036,732,3442,788
1071,738,3406,832
1179,732,3385,884
1234,739,3383,929
1286,732,3385,981
1413,682,3352,1041
1536,635,3327,1109
1514,641,3324,1166
1393,684,3327,1222
1312,700,3296,1286
1322,684,3270,1366
1367,659,3265,1446
1429,635,3270,1527
1499,602,3242,1604
1536,586,3213,1688
1495,601,3203,1767
1429,635,3213,1849
1407,646,3190,1926
1429,635,3155,2009
1444,606,3135,2089
1429,586,3155,2170
1388,583,3169,2241
1322,635,3155,2315
1257,700,3115,2389
1250,732,3098,2476
1326,703,3098,2562
1429,684,3098,2652
1493,729,3067,2732
1500,830,3040,2813
1418,936,3031,2894
1250,1025,3040,2990
1117,1098,3023,3087
1179,1172,2983,3183
1325,1298,2938,3262
1214,1562,2926,3344
655,1996,2925,3421
-143,2539,2926,3504
-902,3117,2901,3580
-1536,3760,2868,3665
-2036,4555,2831,3742
-2286,5469,2811,3810
-2294,6231,2801,3864
-2286,6494,2811,3938
-2389,6111,2815,4020
-2286,5224,2811,4083
-1561,4070,2781,4092
-250,2832,2754,4083
1077,1696,2740,4081
1893,879,2754,4099
2148,462,2762,4102
2179,293,2754,4099
2236,169,2720,4092
2322,49,2696,4099
2355,-18,2686,4098
2393,-49,2696,4099
2487,-98,2698,4094
2572,-146,2696,4099
2556,-154,2690,4096
2500,-146,2696,4099
2482,-172,2697,4095
2464,-195,2696,4099
2389,-181,2688,4095
2322,-146,2696,4099
2337,-158,2702,4095
2393,-195,2696,4099
2427,-231,2663,4095
2464,-244,2639,4099
2488,-240,2630,4095
2393,-195,2639,4099
2178,-126,2637,4095
2072,-98,2639,4099
2228,-151,2640,4095
2536,-244,2639,4099
2749,-310,2612,4095
2822,-342,2581,4099
2838,-353,2566,4095
2857,-342,2581,4099
2842,-307,2592,4095
2822,-293,2581,4099
2835,-330,2545,4095
2893,-391,2524,4099
2936,-425,2518,4095
2965,-439,2524,4099
3001,-459,2519,4095
3072,-488,2524,4099
3128,-513,2528,4095
3143,-537,2524,4099
3123,-563,2492,4095
3143,-586,2467,4099
3226,-615,2458,4095
3357,-684,2467,4099
3498,-789,2461,4095
3643,-879,2467,4099
3745,-915,2487,4095
3750,-928,2524,4099
3674,-966,2532,4095
3643,-1025,2524,4099
3688,-1066,2508,4095
3715,-1074,2524,4099
3642,-1074,2548,4095
3536,-1074,2581,4099
3415,-1049,2602,4095
3215,-977,2639,4099
2952,-887,2684,4095
2822,-830,2754,4099
2870,-812,2840,4095
2893,-781,2983,4099
2716,-700,3181,4095
2464,-586,3442,4099
2275,-469,3735,4095
2072,-342,4073,4099
1759,-194,4436,4095
1500,-49,4819,4099
1456,62,5177,4095
1536,146,5507,4099
1535,224,5773,4095
1464,293,5966,4099
1411,357,6073,4095
1357,439,6138,4099
1230,546,6162,4095
1107,635,6138,4099
1066,674,6039,4095
1072,684,5909,4099
1048,702,5779,4095
1036,732,5679,4099
1038,771,5586,4095
964,830,5507,4099
784,899,5439,4095
679,928,5392,4099
793,890,5339,4095
1036,830,5278,4099
1183,810,5193,4095
1179,830,5106,4099
1120,844,5011,4095
1107,830,4934,4099
1144,802,4849,4095
1214,781,4761,4099
1275,774,4646,4095
1286,781,4532,4099
1242,789,4412,4095
1214,781,4302,4099
1233,754,4182,4095
1250,732,4073,4099
1199,727,3956,4096
1107,732,3844,4099
1052,733,3718,4095
1072,732,3614,4099
1112,733,3521,4096
1107,732,3442,4099
1039,727,3349,4094
964,732,3270,4099
943,756,3200,4098
1000,781,3155,4099
1099,773,3113,4091
1179,732,3098,4099
1159,705,3093,4104
1036,732,3098,4099
915,779,3088,4056
929,781,3098,4003
1038,739,3122,3948
1072,732,3155,3906
949,786,3158,3851
821,830,3155,3794
854,798,3166,3731
1036,732,3213,3681
1236,696,3252,3625
1393,684,3270,3569
1475,656,3261,3500
1429,635,3270,3440
1229,663,3294,3380
1000,732,3327,3328
892,793,3333,3263
929,830,3327,3199
988,844,3318,3128
1000,830,3327,3070
1019,783,3329,3011
1143,732,3327,2958
1349,701,3318,2897
1500,684,3327,2845
1478,671,3334,2793
1322,684,3327,2749
1169,718,3293,2697
1143,732,3270,2652
1254,693,3262,2603
1429,635,3270,2556
1537,610,3266,2497
1500,635,3270,2443
1358,667,3273,2390
1250,684,3270,2347
1248,682,3238,2298
1286,684,3213,2251
1266,680,3203,2198
1179,684,3213,2154
1099,693,3209,2110
1072,732,3213,2074
1083,753,3215,2034
1107,732,3213,1993
1145,694,3181,1944
1179,732,3155,1897
1138,856,3146,1852
1000,977,3155,1817
866,1018,3152,1778
893,1025,3155,1736
1060,1081,3158,1686
1179,1221,3155,1640
1095,1464,3123,1592
821,1855,3098,1543
348,2400,3088,1485
-393,3027,3098,1431
-1334,3700,3095,1380
-2107,4492,3098,1334
-2396,5439,3099,1281
-2286,6347,3098,1222
-2179,6828,3068,1156
-2286,6592,3040,1093
-2415,5674,3028,1032
-2179,4394,3040,981
-1397,3116,3042,932
-250,2051,3040,884
825,1245,3035,828
1500,684,3040,772
1786,348,3038,719
1929,195,3040,675
2033,127,3037,629
2036,49,3040,579
1955,-59,3036,521
2000,-146,3040,466
2243,-185,3039,416
2464,-195,3040,370
2425,-205,3034,317
2214,-195,3040,257
2094,-167,3044,195
2143,-146,3040,145
2226,-169,3026,103
2250,-195,3040,64
2267,-205,3074,25
2322,-195,3098,0
2333,-201,3074,-6
2214,-195,3040,0
2022,-154,3026,2
1929,-98,3040,0
2022,-90,3044,-2
2214,-146,3040,0
2319,-202,3033,1
2286,-195,3040,0
2210,-150,3041,-1
2214,-146,3040,0
2276,-200,3034,0
2322,-244,3040,0
2322,-226,3040,0
2357,-195,3040,0
2455,-219,3033,0
2572,-293,3040,0
2625,-356,3043,0
2643,-391,3040,0
2688,-415,3009,0
2786,-439,2983,0
2860,-445,2968,0
2857,-439,2983,0
2791,-448,2987,0
2750,-488,2983,0
2791,-553,2966,0
2929,-635,2983,0
3121,-730,3011,0
3322,-830,3040,0
3478,-918,3035,0
3572,-977,3040,0
3584,-1007,3072,0
3536,-1025,3155,0
3462,-1049,3254,0
3393,-1074,3385,0
3292,-1072,3549,0
3143,-1025,3786,0
3004,-964,4073,0
2965,-928,4417,0
2956,-903,4794,0
2822,-830,5220,0
2525,-704,5656,0
2250,-586,6081,0
2121,-501,6447,0
2036,-391,6769,0
1810,-219,7031,0
1500,-49,7228,0
1334,47,7309,0
1429,98,7286,0
1594,176,7178,0
1572,293,7056,0
1305,417,6933,0
1000,537,6827,0
843,653,6707,0
857,732,6597,0
950,747,6509,0
1072,732,6482,0
1145,756,6482,0
1072,830,6482,0
834,903,6450,0
607,928,6425,0
535,921,6399,0
607,928,6368,0
743,944,6288,0
929,928,6196,0
1084,885,6099,0
1072,879,6023,0
915,917,5933,0
857,928,5851,0
986,876,5760,0
1107,830,5679,0
1084,832,5584,0
1072,830,5507,0
1160,789,5424,0
1143,781,5335,0
862,854,5213,0
571,928,5106,0
604,904,5012,0
893,830,4934,0
1074,803,4822,0
1000,830,4704,0
849,843,4578,0
821,830,4475,0
907,810,4373,0
1000,781,4302,0
1055,740,4240,0
1107,732,4188,0
1159,778,4117,0
1143,830,4073,0
987,838,4057,0
750,830,4073,0
606,834,4072,0
679,830,4073,0
876,798,4083,0
1000,781,4130,0
971,804,4169,0
893,830,4188,0
845,825,4176,0
786,830,4188,0
657,877,4215,0
536,928,4245,0
529,922,4243,0
643,879,4245,0
793,844,4247,0
929,830,4245,0
1008,822,4211,0
1000,830,4188,0
940,846,4182,0
964,830,4188,0
1132,757,4159,0
1322,684,4130,0
1362,676,4118,0
1250,732,4130,0
1123,783,4113,0
1107,781,4073,0
1198,733,4026,0
1322,684,4016,0
1397,664,4016,0
1393,684,4016,0
1303,715,3986,0
1179,732,3958,0
1115,714,3941,0
1179,684,3958,0
1298,663,3967,0
1322,684,3958,0
1215,710,3920,0
1072,732,3901,0
936,756,3896,0
750,830,3901,0
581,899,3875,0
643,879,3844,0
985,774,3824,0
1322,732,3844,0
1354,831,3855,0
1143,977,3844,0
957,1060,3803,0
929,1123,3786,0
972,1240,3786,0
1000,1416,3786,0
943,1682,3753,0
679,2148,3729,0
58,2822,3722,0
-857,3564,3729,0
-1755,4330,3704,0
-2286,5224,3671,0
-2386,6152,3653,0
-2286,6689,3671,0
-2259,6513,3681,0
-2286,5762,3671,0
-2097,4765,3635,0
-1464,3662,3614,0
-489,2493,3605,0
500,1465,3614,0
1231,807,3613,0
1679,488,3614,0
1941,288,3608,0
2107,98,3614,0
2199,-40,3612,0
2250,-98,3614,0
2281,-124,3608,0
2286,-146,3614,0
2241,-156,3614,0
2179,-146,3614,0
2140,-142,3605,0
2143,-146,3614,0
2162,-170,3620,0
2179,-195,3614,0
2187,-215,3579,1
2179,-195,3557,0
2150,-164,3549,-2
2107,-146,3557,0
2057,-154,3551,6
2000,-146,3557,16
1944,-116,3561,25
1929,-98,3557,32
1983,-117,3522,40
2107,-146,3499,48
2214,-150,3496,57
2250,-146,3499,64
2248,-177,3471,72
2322,-244,3442,80
2455,-294,3430,89
2536,-293,3442,96
2509,-273,3441,104
2500,-293,3442,113
2579,-350,3440,122
2679,-391,3442,129
2712,-389,3415,134
2750,-391,3385,145
2834,-431,3366,161
2893,-488,3385,177
2881,-533,3394,187
2929,-586,3385,193
3102,-661,3346,200
3286,-732,3327,209
3353,-778,3321,218
3393,-830,3327,225
3500,-909,3300,232
3607,-977,3270,241
3607,-1003,3247,250
3572,-1025,3270,257
3599,-1078,3297,264
3643,-1123,3327,273
3585,-1113,3355,283
3465,-1074,3442,289
3386,-1064,3586,290
3357,-1074,3786,289
3263,-1052,3998,294
3072,-977,4245,305
2859,-878,4532,317
2714,-781,4876,322
2607,-688,5226,320
2464,-586,5565,322
2261,-470,5862,329
2072,-342,6138,338
1936,-214,6366,340
1822,-98,6540,338
1666,16,6628,336
1500,146,6655,338
1368,285,6616,338
1286,391,6540,338
1221,448,6423,336
1179,488,6310,338
1136,552,6208,339
1072,635,6138,338
988,701,6074,336
964,732,6023,338
994,752,5965,340
1000,781,5909,338
945,815,5843,328
929,830,5794,322
988,829,5740,321
1036,830,5679,322
996,838,5589,315
964,830,5507,305
1022,802,5423,301
1107,781,5335,305
1121,782,5214,308
1107,781,5106,305
1127,758,5012,297
1143,732,4934,289
1103,726,4823,286
1072,732,4704,289
1094,731,4580,292
1107,732,4475,289
1060,739,4357,281
1036,732,4245,273
1092,703,4126,271
1143,684,4016,273
1091,700,3892,274
1000,732,3786,273
975,742,3690,271
1000,732,3614,273
981,726,3525,279
929,732,3442,289
928,735,3366,298
1000,732,3327,305
1047,729,3296,311
1000,732,3270,322
900,733,3229,336
857,732,3213,354
890,731,3224,370
929,732,3270,386
913,733,3305,401
893,732,3327,418
926,731,3323,433
1000,732,3327,450
1055,733,3342,470
1072,732,3385,498
1030,729,3421,529
929,732,3442,563
840,735,3436,593
893,732,3442,627
1064,726,3449,664
1179,732,3442,707
1147,742,3404,748
1107,732,3385,788
1172,700,3385,825
1250,684,3385,868
1215,703,3351,914
1143,732,3327,965
1171,725,3325,1012
1286,684,3327,1061
1366,644,3296,1107
1393,635,3270,1157
1414,637,3265,1209
1429,635,3270,1270
1389,626,3242,1331
1322,635,3213,1399
1282,659,3203,1466
1286,684,3213,1543
1305,672,3190,1622
1322,635,3155,1704
1313,606,3135,1780
1250,635,3155,1865
1177,677,3168,1951
1179,684,3155,2042
1264,641,3115,2124
1322,635,3098,2218
1281,694,3097,2315
1214,781,3098,2411
1214,848,3068,2489
1250,928,3040,2572
1193,1051,3029,2659
1036,1172,3040,2749
925,1229,3025,2821
1000,1269,2983,2894
1128,1422,2934,2969
1000,1758,2926,3054
424,2222,2932,3130
-464,2734,2926,3215
-1371,3297,2889,3302
-2036,4004,2868,3392
-2332,4905,2867,3468
-2286,5859,2868,3553
-2176,6517,2837,3640
-2286,6543,2811,3730
-2505,5882,2805,3799
-2286,4785,2811,3874
-1294,3558,2786,3950
143,2393,2754,4019
1342,1409,2738,4050
1964,732,2754,4067
2145,390,2759,4079
2179,244,2754,4099
2225,126,2743,4101
2322,0,2754,4099
2402,-78,2760,4093
2393,-98,2754,4099
2312,-115,2721,4097
2286,-146,2696,4099
2346,-163,2685,4094
2393,-146,2696,4099
2358,-135,2699,4096
2322,-146,2696,4099
2337,-165,2688,4095
2322,-146,2696,4099
2212,-113,2701,4095
2107,-98,2696,4099
2101,-125,2667,4095
2143,-146,2639,4099
2159,-144,2625,4095
2214,-146,2639,4099
2364,-189,2648,4095
2536,-244,2639,4099
2599,-263,2604,4095
2572,-244,2581,4099
2510,-217,2575,4095
2429,-195,2581,4099
2326,-180,2578,4095
2322,-195,2581,4099
2485,-256,2585,4095
2750,-342,2581,4099
2950,-407,2551,4095
3036,-439,2524,4099
3035,-446,2513,4095
3000,-439,2524,4099
2955,-430,2526,4095
2965,-439,2524,4099
3040,-479,2518,4095
3143,-537,2524,4099
3208,-590,2523,4095
3250,-635,2524,4099
3297,-680,2519,4095
3357,-732,2524,4099
3407,-784,2522,4095
3465,-830,2524,4099
3536,-876,2518,4095
3607,-928,2524,4099
3641,-981,2523,4095
3643,-1025,2524,4099
3619,-1055,2514,4095
3572,-1074,2524,4099
3490,-1084,2544,4095
3393,-1074,2581,4099
3279,-1036,2607,4095
3143,-977,2639,4099
2980,-906,2678,4095
2822,-830,2754,4099
2670,-755,2849,4095
2500,-684,2983,4099
2283,-602,3150,4095
2072,-488,3385,4099
1935,-356,3674,4095
1893,-244,4016,4099
1849,-158,4362,4095
1714,-49,4704,4099
1497,101,5022,4095
1322,244,5335,4099
1252,333,5616,4095
1250,391,5851,4099
1226,460,6003,4095
1179,537,6081,4099
1132,594,6078,4095
1107,635,6023,4099
1084,682,5933,4095
1072,732,5851,4099
1049,765,5770,4095
1000,781,5679,4099
926,801,5558,4095
893,830,5450,4099
914,857,5374,4095
929,879,5335,4099
877,903,5285,4095
821,928,5220,4099
861,924,5133,4095
1000,879,5048,4099
1104,828,4955,4095
1072,830,4876,4099
957,872,4791,4095
929,879,4704,4099
1058,811,4589,4095
1250,732,4475,4099
1360,710,4354,4095
1357,732,4245,4099
1303,742,4125,4095
1250,732,4016,4099
1188,725,3899,4095
1107,732,3786,4099
1002,747,3661,4096
893,781,3557,4099
823,822,3463,4095
857,830,3385,4099
983,784,3292,4097
1107,732,3213,4099
1152,719,3143,4094
1143,732,3098,4099
1117,734,3056,4098
1072,732,3040,4099
996,749,3035,4091
929,781,3040,4099
860,807,3032,4105
750,830,3040,4099
640,844,3062,4050
679,830,3098,3987
880,780,3121,3921
1072,732,3155,3874
1116,720,3187,3818
1107,732,3213,3762
1149,735,3207,3698
1179,732,3213,3649
1094,745,3235,3599
964,781,3270,3553
907,816,3275,3494
929,830,3270,3440
993,817,3262,3380
1143,781,3270,3328
1360,729,3268,3268
1500,684,3270,3215
1462,665,3267,3156
1357,684,3270,3103
1318,716,3264,3042
1322,732,3270,2990
1291,715,3274,2932
1286,684,3270,2878
1394,655,3238,2816
1572,635,3213,2765
1675,608,3203,2715
1643,586,3213,2669
1506,588,3212,2610
1322,635,3213,2556
1136,696,3210,2503
1036,732,3213,2460
1111,701,3206,2409
1322,635,3213,2363
1473,591,3217,2318
1393,635,3213,2283
1173,708,3179,2241
1072,732,3155,2202
1187,689,3147,2159
1322,684,3155,2122
1265,778,3151,2080
1072,928,3155,2042
909,1047,3158,1999
