I,V,ABP,RESP
9905,296,3948,352
8924,383,3930,380
8311,550,3910,414
7744,702,3868,446
7286,847,3834,477
7092,1057,3810,507
7059,1439,3796,539
6928,1928,3758,567
6831,2370,3720,601
6945,2662,3690,641
7172,2878,3682,684
7199,3026,3666,717
7059,3048,3644,746
6934,2954,3604,774
6945,2963,3569,808
6950,3166,3535,840
6945,3429,3531,870
6953,3596,3532,899
7059,3725,3531,932
7157,3847,3505,964
7172,3852,3493,994
6994,3700,3490,1022
6717,3598,3493,1057
6516,3665,3469,1096
6603,3725,3455,1140
6868,3566,3450,1174
7059,3302,3455,1202
6992,3152,3434,1227
6831,3132,3417,1264
6725,3092,3408,1306
6717,3048,3417,1347
6728,3124,3413,1376
6831,3344,3417,1409
7007,3516,3418,1446
7172,3513,3417,1492
7196,3401,3390,1526
7172,3344,3379,1554
7134,3330,3389,1578
7059,3259,3417,1616
6897,3118,3419,1657
6831,3090,3417,1699
6946,3233,3421,1734
7172,3386,3455,1782
7311,3320,3479,1834
7400,3090,3493,1885
7528,2940,3486,1923
7742,3048,3493,1968
7924,3294,3504,2025
8083,3513,3531,2093
8266,3657,3547,2145
8539,3767,3569,2196
8795,3686,3582,2250
8994,3259,3606,2320
9171,2721,3622,2385
9449,2624,3644,2445
9700,3081,3658,2492
9677,3640,3682,2548
9231,3978,3698,2606
8653,4318,3720,2673
8323,4717,3734,2727
8425,4741,3758,2776
8737,4171,3774,2819
8994,3598,3796,2880
9018,3583,3808,2948
8880,3937,3834,3025
8716,4206,3861,3086
8653,4445,3910,3149
8565,4766,3958,3213
8311,4826,4024,3294
7904,4291,4090,3368
7628,3556,4176,3439
7588,3239,4260,3496
7628,3386,4366,3564
7473,3532,4480,3632
7172,3471,4631,3709
6916,3349,4793,3771
6831,3302,4973,3833
6760,3257,5140,3888
6603,3175,5315,3957
6380,3078,5480,4025
6262,3005,5656,4102
6222,2915,5811,4171
6148,2794,5960,4247
5957,2609,6087,4316
5806,2413,6226,4392
5771,2313,6356,4454
5806,2413,6492,4517
5768,2585,6605,4571
5692,2624,6719,4641
5589,2497,6815,4700
5465,2455,6909,4745
5329,2636,6971,4748
5351,2878,7023,4745
5522,2904,7055,4737
5692,2709,7099,4745
5736,2490,7125,4742
5806,2413,7137,4745
5927,2462,7115,4739
5920,2582,7099,4745
5635,2692,7078,4741
5351,2751,7061,4745
5373,2771,7019,4739
5692,2836,6985,4745
5970,2910,6945,4740
6034,2878,6909,4745
5897,2712,6848,4740
5692,2582,6795,4745
5502,2581,6737,4740
5465,2624,6681,4745
5591,2601,6588,4740
5806,2582,6492,4745
5987,2636,6389,4740
6148,2709,6302,4745
6251,2708,6189,4740
6262,2709,6074,4745
6204,2809,5949,4740
6262,2963,5846,4745
6444,2997,5742,4740
6603,2878,5656,4745
6615,2734,5559,4740
6603,2709,5467,4745
6573,2774,5361,4740
6376,2836,5277,4745
5942,2862,5185,4740
5579,2921,5087,4745
5523,2987,4962,4740
5692,2963,4859,4745
5795,2810,4773,4740
5806,2667,4707,4745
5804,2634,4622,4740
5806,2667,4556,4745
5735,2653,4504,4740
5692,2624,4480,4745
5770,2649,4438,4740
5920,2709,4404,4745
5907,2687,4372,4740
5692,2582,4366,4745
5424,2490,4346,4740
5351,2497,4328,4745
5483,2540,4300,4740
5692,2540,4290,4745
5792,2493,4270,4740
5806,2497,4252,4745
5816,2552,4222,4740
5920,2582,4214,4745
6084,2526,4210,4740
6262,2497,4214,4745
6330,2573,4194,4740
6262,2709,4176,4745
6101,2746,4163,4740
6034,2667,4176,4745
6072,2549,4180,4740
6148,2497,4176,4745
6169,2550,4151,4740
6262,2709,4138,4745
6429,2858,4120,4740
6603,2878,4100,4745
6717,2818,4057,4740
6945,2878,4024,4745
7269,3102,4000,4740
7400,3344,3986,4745
7014,3571,3940,4740
6262,3979,3872,4745
5541,4587,3787,4740
5237,5122,3720,4745
5512,5397,3657,4740
6376,5588,3606,4745
7472,5772,3565,4740
8425,5630,3569,4745
9249,4835,3600,4740
10360,3640,3644,4745
11674,2601,3666,4740
12523,1989,3682,4745
12464,1607,3688,4740
11954,1228,3682,4745
11517,811,3644,4739
11043,466,3606,4745
10105,256,3579,4741
8880,212,3569,4745
7898,271,3535,4739
7400,381,3493,4745
7109,524,3444,4742
6831,762,3417,4745
6582,1073,3373,4737
6489,1397,3303,4745
6514,1680,3183,4745
6603,1989,3037,4745
6676,2334,2857,4727
6717,2667,2657,4724
6669,2894,2443,4718
6603,3048,2278,4703
6618,3165,2209,4645
6831,3259,2278,4579
7055,3272,2449,4515
7059,3217,2695,4475
6763,3162,2970,4424
6489,3175,3265,4372
6417,3213,3523,4312
6489,3217,3720,4268
6525,3177,3832,4217
6603,3175,3910,4164
6711,3245,3964,4097
6717,3344,3986,4040
6545,3389,3917,3983
6489,3386,3758,3936
6720,3375,3523,3875
7059,3386,3265,3812
7156,3391,3018,3742
7059,3386,2847,3688
6986,3364,2775,3633
7059,3344,2809,3584
7134,3326,2912,3521
7172,3344,3075,3460
7172,3383,3278,3393
7172,3429,3531,3336
7114,3449,3827,3277
7059,3471,4176,3232
7057,3481,4520,3180
7172,3471,4783,3128
7306,3419,4873,3068
7400,3386,4783,3025
7407,3405,4528,2984
7400,3471,4176,2942
7382,3487,3794,2878
7400,3429,3493,2818
7489,3343,3318,2763
7742,3344,3265,2714
8041,3424,3250,2644
8197,3513,3227,2569
8100,3538,3164,2497
7969,3556,3075,2445
7998,3617,2960,2392
8197,3725,2847,2341
8355,3803,2749,2280
8425,3852,2695,2217
8454,3908,2684,2148
8539,4021,2733,2093
8619,4142,2826,2041
8653,4233,2961,1989
8572,4284,3088,1917
8425,4360,3189,1844
8262,4466,3229,1775
8197,4572,3227,1720
8198,4614,3171,1659
8197,4614,3075,1595
8101,4604,2938,1523
7969,4614,2809,1450
7835,4597,2709,1374
7742,4529,2657,1305
7659,4394,2636,1240
7628,4233,2657,1181
7594,4068,2704,1118
7514,3937,2771,1057
7335,3823,2828,993
7172,3725,2885,932
7081,3627,2928,868
7059,3556,2961,808
6974,3504,2972,752
6831,3471,2999,704
6672,3415,3034,654
6603,3344,3075,601
6590,3265,3100,545
6603,3217,3151,497
6563,3175,3223,456
6489,3132,3303,414
6370,3086,3355,364
6262,3090,3417,311
6168,3120,3490,259
6148,3132,3569,207
6179,3098,3619,153
6262,3090,3682,104
6328,3116,3770,61
6376,3132,3872,21
6347,3096,3947,-22
6262,3090,4024,-62
6125,3137,4114,-101
6034,3175,4214,-145
6003,3133,4277,-199
6034,3090,4328,-249
6040,3099,4378,-289
6034,3132,4442,-331
6022,3136,4485,-384
6034,3175,4518,-435
5968,3245,4536,-472
5806,3259,4556,-497
5646,3162,4557,-521
5692,3090,4556,-539
5895,3123,4541,-543
6034,3175,4518,-539
5942,3122,4465,-536
5806,3048,4404,-539
5836,3057,4338,-540
6034,3132,4290,-539
6163,3166,4244,-538
6148,3175,4214,-539
6055,3195,4187,-539
6034,3217,4176,-539
6104,3191,4160,-538
6262,3175,4138,-539
6410,3206,4078,-538
6489,3259,3986,-539
6457,3264,3856,-538
6376,3259,3720,-539
6228,3293,3572,-538
6034,3344,3417,-539
5875,3304,3239,-538
5920,3175,3075,-539
6064,3064,2937,-538
6034,3090,2847,-539
5696,3177,2778,-538
5351,3175,2733,-539
5283,3026,2700,-538
5465,2878,2695,-539
5598,2851,2695,-538
5579,2921,2695,-539
5457,2951,2676,-538
5351,2921,2657,-539
5293,2891,2635,-538
5351,2921,2619,-539
5447,2957,2586,-538
5465,2963,2544,-539
5367,2935,2483,-538
5351,2921,2430,-539
5463,2904,2380,-538
5579,2878,2354,-539
5569,2851,2333,-538
5579,2878,2316,-539
5659,2922,2289,-538
5692,2921,2278,-539
5558,2851,2274,-538
5465,2836,2278,-539
5574,2924,2272,-538
5806,3048,2278,-539
5914,3043,2291,-538
5920,2921,2316,-539
5913,2799,2340,-538
5920,2794,2392,-539
5845,2876,2465,-538
5806,2963,2544,-539
5905,2986,2588,-538
6148,2963,2619,-539
6357,2971,2651,-538
6489,3090,2695,-539
6540,3306,2722,-538
6603,3556,2733,-539
6727,3826,2729,-538
6945,4191,2733,-539
7088,4679,2744,-538
7059,5291,2771,-539
7000,6044,2794,-538
7286,6900,2809,-539
7952,7500,2805,-538
8653,7323,2809,-539
9062,6179,2821,-538
9449,4529,2847,-539
10294,3028,2864,-538
11613,1989,2885,-539
12630,1276,2913,-538
12637,720,2961,-539
11755,269,3004,-538
10816,-42,3037,-539
10229,-246,3052,-539
9677,-339,3075,-539
8783,-298,3097,-538
7856,-85,3113,-539
7332,238,3108,-539
7172,593,3113,-539
6953,912,3137,-537
6603,1228,3189,-539
6325,1553,3242,-541
6262,1905,3303,-539
6294,2253,3352,-535
6376,2624,3379,-539
6460,2973,3356,-547
6489,3259,3303,-539
6344,3420,3229,-499
6148,3513,3151,-435
6056,3585,3055,-369
6148,3640,2961,-311
6213,3613,2872,-259
6148,3513,2809,-207
6006,3433,2770,-156
6034,3471,2771,-104
6187,3566,2800,-51
6262,3598,2847,0
6127,3551,2886,49
6034,3556,2923,104
6150,3648,2948,165
6376,3725,2961,228
6438,3715,2947,283
6376,3725,2923,331
6360,3805,2886,379
6489,3852,2847,435
6626,3757,2800,497
6717,3640,2771,559
6760,3627,2752,614
6831,3683,2733,663
6921,3669,2693,710
7059,3640,2657,767
7163,3713,2633,827
7172,3894,2619,891
7053,4011,2586,950
6945,3979,2544,1015
6909,3836,2498,1085
6945,3725,2468,1160
6980,3702,2441,1231
7059,3767,2430,1305
7140,3827,2424,1383
7172,3852,2430,1471
7134,3872,2428,1555
7172,3979,2430,1637
7293,4130,2428,1714
7400,4233,2430,1803
7423,4231,2414,1895
7514,4233,2392,1989
7676,4297,2363,2071
7742,4402,2354,2155
7576,4465,2361,2237
7400,4529,2392,2320
7369,4649,2425,2391
7400,4826,2468,2465
7296,4961,2505,2543
7172,5037,2544,2631
7176,5095,2556,2713
7286,5207,2544,2797
7288,5332,2503,2877
7172,5418,2468,2963
7027,5428,2441,3042
6945,5418,2430,3128
6872,5403,2409,3211
6831,5376,2392,3294
6814,5300,2380,3363
6831,5207,2392,3439
6818,5084,2408,3511
6831,4910,2430,3584
6902,4668,2443,3642
7059,4445,2468,3709
7175,4278,2498,3778
7172,4148,2544,3854
7012,4002,2582,3913
6831,3894,2619,3978
6715,3841,2649,4045
6717,3810,2695,4123
6764,3729,2747,4185
6831,3640,2809,4247
6849,3568,2861,4303
6831,3513,2923,4372
6794,3433,2989,4432
6831,3386,3075,4496
6869,3404,3162,4547
6831,3471,3265,4599
6718,3494,3369,4637
6717,3471,3493,4682
6814,3432,3618,4716
6831,3429,3758,4745
6643,3418,3892,4745
6489,3386,4024,4745
6571,3341,4137,4738
6831,3344,4252,4745
6977,3373,4362,4741
6945,3386,4480,4745
6816,3352,4579,4739
6717,3344,4669,4745
6629,3392,4742,4740
6603,3471,4821,4745
6667,3505,4897,4740
6831,3513,4973,4745
6944,3524,5021,4740
6945,3556,5049,4745
6858,3563,5049,4740
6831,3556,5049,4745
6848,3557,5044,4740
6831,3598,5049,4745
6701,3632,5037,4740
6603,3640,5011,4745
6652,3625,4967,4740
6831,3640,4935,4745
6912,3682,4901,4740
6831,3725,4859,4745
6721,3727,4784,4740
6831,3725,4707,4745
7128,3751,4629,4740
7400,3810,4556,4745
7426,3812,4449,4740
7286,3725,4328,4745
7133,3598,4200,4740
7059,3556,4100,4745
6966,3599,4003,4740
6831,3640,3910,4745
6676,3579,3805,4740
6603,3471,3720,4745
6587,3395,3642,4740
6603,3386,3569,4745
6595,3378,3472,4740
6603,3344,3379,4745
6606,3278,3291,4740
6603,3217,3227,4745
6549,3171,3162,4740
6489,3175,3113,4745
6421,3201,3067,4740
6376,3217,3037,4745
6343,3192,2997,4740
6376,3175,2961,4745
6401,3173,2917,4740
6376,3175,2885,4745
6308,3156,2855,4740
6376,3175,2847,4745
6566,3224,2843,4740
6717,3259,2847,4745
6648,3220,2841,4740
6489,3175,2847,4745
6414,3158,2858,4740
6489,3175,2885,4745
6565,3167,2903,4740
6603,3175,2923,4745
6593,3212,2936,4740
6603,3259,2961,4745
6585,3264,2990,4740
6603,3259,3037,4745
6667,3262,3078,4740
6831,3259,3113,4745
7009,3259,3127,4740
7172,3344,3151,4745
7252,3532,3182,4740
7286,3767,3227,4745
7256,4048,3262,4740
7172,4487,3303,4745
6992,5084,3339,4740
6831,5715,3379,4745
6862,6315,3399,4740
7286,6942,3417,4745
8074,7388,3428,4740
9108,7196,3455,4745
10262,6156,3485,4740
11613,4699,3531,4745
13171,3411,3570,4740
14687,2497,3606,4745
15520,1774,3623,4740
15256,1143,3644,4745
14118,632,3674,4740
12865,254,3720,4745
11897,-59,3749,4740
11043,-254,3758,4745
10005,-227,3748,4740
8994,42,3758,4745
8346,384,3779,4740
8083,677,3796,4745
7848,942,3780,4740
7514,1312,3758,4745
7226,1771,3746,4740
7172,2201,3758,4745
7216,2508,3762,4740
7172,2794,3758,4745
6980,3108,3737,4740
6831,3386,3720,4745
6795,3486,3698,4740
6831,3471,3682,4745
6781,3487,3660,4740
6717,3598,3644,4745
6708,3689,3622,4740
6831,3683,3606,4745
6958,3628,3584,4740
7059,3640,3569,4745
7077,3705,3546,4739
7059,3725,3531,4745
6984,3656,3508,4741
6945,3598,3493,4745
6962,3633,3470,4738
7059,3725,3455,4745
7135,3757,3432,4742
7172,3725,3417,4745
7156,3695,3394,4730
7172,3725,3379,4724
7213,3760,3357,4710
7286,3767,3341,4703
7338,3739,3317,4679
7400,3725,3303,4662
7420,3720,3282,4636
7400,3725,3265,4620
7352,3715,3238,4593
7400,3725,3227,4579
7521,3756,3222,4562
7628,3810,3227,4558
7624,3815,3212,4544
7628,3767,3189,4537
7711,3704,3159,4522
7856,3725,3151,4517
7900,3810,3149,4500
7856,3894,3151,4496
7801,3916,3134,4489
7856,3937,3113,4496
7964,3977,3086,4492
8083,4021,3075,4496
8151,4029,3068,4490
8197,4064,3075,4496
8172,4142,3076,4492
8083,4233,3075,4496
7935,4283,3054,4489
7856,4360,3037,4496
7877,4497,3025,4500
7969,4656,3037,4517
7969,4754,3042,4522
7856,4826,3037,4537
7692,4907,3010,4543
7628,4995,2999,4558
7629,5027,3005,4562
7628,5037,3037,4579
7557,5064,3058,4593
7514,5122,3075,4620
7508,5146,3084,4630
7514,5122,3113,4641
7449,5035,3146,4642
7400,4910,3189,4662
7421,4753,3221,4679
7514,4614,3265,4703
7514,4487,3312,4710
7400,4360,3379,4724
7266,4204,3445,4730
7286,4064,3531,4745
7381,3948,3617,4742
7400,3852,3720,4745
7271,3727,3823,4738
7172,3598,3948,4745
7163,3476,4076,4741
7172,3386,4214,4745
7094,3305,4341,4739
7059,3259,4480,4745
7115,3254,4614,4740
7172,3302,4745,4745
7074,3341,4844,4740
6945,3344,4935,4745
6932,3298,5021,4740
7059,3259,5125,4745
7147,3218,5220,4740
7172,3175,5315,4745
7163,3135,5390,4740
7172,3175,5467,4745
7127,3268,5525,4740
7059,3344,5581,4745
7009,3343,5617,4739
7059,3344,5656,4745
7133,3375,5680,4740
7172,3386,5694,4745
7115,3306,5678,4739
7059,3217,5656,4745
7068,3211,5628,4742
7172,3302,5619,4745
7229,3386,5601,4731
7172,3429,5581,4724
7022,3432,5539,4709
6945,3429,5505,4703
6972,3404,5464,4687
7059,3386,5429,4682
7104,3389,5372,4670
7172,3429,5315,4662
7309,3469,5241,4636
7514,3513,5163,4620
7635,3576,5064,4603
7628,3683,4973,4599
7536,3769,4876,4585
7514,3767,4783,4579
7564,3663,4678,4565
7628,3556,4594,4558
7597,3497,4515,4534
7514,3471,4442,4517
7398,3421,4342,4498
7286,3386,4252,4496
7155,3398,4169,4484
7059,3429,4100,4475
6955,3382,4005,4451
6831,3259,3910,4434
6704,3132,3820,4407
6717,3090,3758,4392
6812,3109,3696,4374
6831,3132,3644,4372
6687,3101,3583,4360
6603,3048,3531,4351
6690,3017,3467,4325
6831,3048,3417,4309
6807,3086,3369,4293
6717,3090,3341,4289
6715,3055,3312,4274
6831,3048,3303,4268
6878,3069,3296,4254
6831,3090,3303,4247
6741,3066,3298,4224
6717,3048,3303,4206
6743,3057,3310,4185
6831,3090,3341,4185
6910,3079,3374,4182
6945,3048,3417,4185
6883,3034,3450,4172
6831,3090,3493,4164
6814,3154,3528,4154
6831,3175,3569,4164
6774,3147,3599,4166
6717,3132,3644,4164
6706,3126,3684,4145
6831,3090,3720,4144
7030,3040,3734,4150
7286,3090,3758,4164
7483,3268,3789,4160
7628,3471,3834,4164
7747,3609,3868,4170
7856,3767,3910,4185
7705,4065,3949,4180
7172,4529,3986,4185
6568,5088,4000,4197
6603,5672,4024,4227
7530,6113,4056,4238
8880,6180,4100,4247
9937,5734,4121,4248
10702,4910,4138,4268
11732,3922,4150,4285
13320,2921,4176,4309
14786,1974,4192,4319
15256,1228,4214,4330
14651,760,4230,4331
13776,508,4252,4351
13066,285,4254,4376
12182,42,4252,4413
10735,-128,4243,4433
9222,-85,4252,4454
8355,160,4254,4467
8197,508,4252,4496
8136,833,4228,4521
7856,1143,4214,4558
7489,1489,4206,4586
7286,1905,4214,4620
7203,2291,4202,4639
7172,2582,4176,4662
7121,2789,4131,4675
7059,3048,4100,4703
6965,3390,4074,4723
6945,3725,4062,4745
7003,3846,4040,4743
7172,3725,4024,4745
7411,3573,4001,4738
7742,3640,3986,4745
7946,3830,3962,4741
7856,3852,3948,4745
7478,3662,3926,4739
7172,3556,3910,4745
7103,3645,3884,4740
7172,3683,3872,4745
7163,3507,3864,4739
7172,3386,3872,4745
7309,3564,3870,4740
7514,3852,3872,4745
7540,3900,3867,4740
7400,3767,3872,4745
7250,3743,3868,4740
7286,3852,3872,4745
7509,3757,3868,4740
7856,3344,3872,4745
8061,2960,3867,4740
7969,3048,3872,4745
7696,3512,3870,4740
7628,3852,3872,4745
7781,3737,3864,4740
7856,3429,3872,4745
7684,3326,3884,4740
7628,3471,3910,4745
7883,3527,3926,4740
8197,3344,3948,4745
8203,3102,3963,4740
8083,3090,3986,4745
8124,3324,3999,4740
8311,3640,4024,4745
8359,3856,4042,4740
8311,3937,4062,4745
8346,3877,4070,4740
8539,3725,4100,4745
8728,3541,4136,4740
8880,3471,4176,4745
8968,3585,4191,4740
8994,3852,4214,4745
8954,4124,4244,4740
8994,4318,4290,4745
9092,4412,4310,4740
9108,4445,4328,4745
8931,4410,4348,4740
8766,4360,4404,4745
8769,4381,4450,4740
8880,4529,4480,4745
8848,4651,4483,4740
8653,4572,4518,4745
8420,4340,4571,4740
8311,4233,4631,4745
8262,4309,4661,4740
8197,4360,4707,4745
8044,4263,4773,4740
7856,4233,4859,4745
7624,4375,4925,4740
7400,4445,5011,4745
7217,4172,5116,4740
7172,3725,5239,4745
7195,3416,5331,4740
7172,3302,5429,4745
7005,3186,5533,4740
6831,3048,5656,4745
6737,3003,5752,4740
6717,3090,5846,4745
6629,3145,5935,4740
6489,3090,6036,4745
6341,3009,6111,4740
6262,3048,6188,4745
6227,3152,6258,4740
6262,3175,6340,4745
6288,3038,6399,4740
6262,2878,6454,4745
6168,2805,6490,4740
6148,2794,6530,4745
6206,2735,6548,4740
6262,2667,6568,4745
6202,2676,6567,4740
6148,2794,6568,4745
6205,2920,6546,4740
6376,3005,6530,4745
6485,3018,6505,4740
6489,2963,6492,4745
6417,2836,6457,4740
6376,2709,6416,4745
6356,2629,6353,4740
6376,2624,6302,4745
6409,2682,6243,4740
6489,2794,6188,4745
6564,2870,6109,4740
6603,2836,6036,4745
6554,2725,5956,4740
6489,2709,5884,4745
6480,2830,5789,4740
6603,2963,5694,4745
6783,2967,5590,4740
6945,2921,5505,4745
7016,2967,5418,4740
7059,3132,5353,4745
7102,3274,5278,4740
7172,3302,5201,4745
7196,3238,5099,4740
7172,3175,5011,4745
7106,3128,4928,4740
7059,3090,4859,4745
6978,3053,4765,4740
6831,3048,4669,4745
6591,3032,4575,4740
6376,2963,4518,4745
6253,2860,4460,4740
6262,2836,4404,4745
6314,2882,4332,4740
6376,2878,4290,4745
6387,2747,4263,4740
6376,2624,4252,4745
6347,2626,4223,4740
6376,2709,4214,4745
6431,2734,4211,4740
6489,2709,4214,4745
6487,2689,4189,4740
6489,2667,4176,4745
6518,2560,4171,4740
6603,2413,4176,4745
6672,2323,4152,4740
6717,2370,4138,4745
6684,2517,4142,4740
6603,2709,4176,4745
6497,2843,4196,4740
6489,2878,4214,4745
6611,2846,4226,4740
6831,2878,4252,4745
6961,2975,4267,4740
6945,3048,4290,4745
6838,3024,4305,4740
6831,3005,4328,4745
6890,3037,4340,4740
6945,3048,4366,4745
6938,2974,4385,4740
7059,2921,4404,4745
7327,2955,4400,4740
7628,3005,4404,4745
7767,3012,4403,4740
7856,3090,4404,4745
7988,3310,4381,4740
8083,3598,4366,4745
7845,3922,4358,4740
7286,4402,4366,4745
6745,5008,4351,4740
6717,5503,4328,4745
7346,5785,4298,4740
8425,6053,4290,4745
9510,6296,4274,4740
10474,6095,4252,4745
11544,5132,4208,4740
12979,3767,4176,4745
14375,2635,4149,4740
15028,1989,4138,4745
14702,1582,4116,4740
14003,1185,4100,4745
13435,780,4077,4740
12865,466,4062,4745
11894,276,4038,4740
10702,254,4024,4745
9742,399,4003,4740
9222,677,3986,4745
8906,982,3958,4740
8653,1270,3948,4745
8410,1531,3944,4740
8197,1820,3948,4745
7977,2143,3929,4739
7856,2497,3910,4745
7842,2828,3886,4740
7856,3132,3872,4745
7744,3375,3849,4739
7628,3556,3834,4745
7646,3647,3814,4741
7856,3683,3796,4745
8007,3672,3768,4738
7969,3640,3758,4745
7756,3600,3756,4743
7628,3598,3758,4745
7642,3645,3736,4730
7742,3725,3720,4724
7785,3772,3713,4711
7856,3767,3720,4703
7972,3737,3706,4673
8083,3725,3682,4641
8020,3690,3653,4601
7856,3598,3644,4579
7750,3509,3639,4548
7856,3556,3644,4517
8047,3698,3641,4469
8197,3767,3644,4434
8243,3688,3640,4399
8311,3640,3644,4372
8392,3732,3642,4327
8425,3852,3644,4289
8319,3823,3639,4250
8197,3725,3644,4227
8142,3702,3644,4193
8197,3767,3644,4164
8283,3780,3635,4128
8425,3725,3644,4102
8569,3657,3661,4068
8653,3640,3682,4040
8567,3658,3682,4005
8425,3725,3682,3978
8351,3779,3679,3943
8425,3767,3682,3916
8507,3699,3675,3881
8539,3725,3682,3854
8540,3870,3697,3818
8653,4021,3720,3791
8808,4056,3722,3758
8880,4064,3720,3729
8773,4130,3714,3691
8653,4233,3720,3667
8616,4276,3717,3643
8653,4318,3720,3626
8616,4432,3717,3592
8539,4614,3720,3564
8463,4741,3712,3535
8425,4783,3720,3522
8326,4774,3733,3501
8197,4783,3758,3481
8085,4810,3771,3446
8083,4868,3796,3419
8126,4944,3826,3390
8197,5037,3872,3377
8277,5089,3907,3364
8425,5080,3948,3356
8543,5007,3982,3335
8539,4910,4024,3315
8366,4756,4055,3288
8197,4529,4100,3274
8105,4278,4147,3258
8083,4148,4214,3253
8049,4148,4279,3240
8083,4148,4366,3232
8165,4021,4455,3217
8197,3852,4556,3211
8050,3748,4642,3198
7856,3725,4745,3191
7736,3690,4853,3175
7742,3640,4973,3170
7778,3578,5069,3164
7856,3513,5163,3170
7908,3451,5239,3168
7856,3471,5315,3170
7627,3541,5368,3165
7400,3556,5429,3170
7317,3457,5484,3168
7400,3386,5543,3170
7479,3417,5578,3164
7514,3471,5619,3170
7505,3420,5654,3176
7514,3344,5694,3191
7507,3348,5711,3191
7514,3429,5732,3191
7508,3460,5748,3183
7514,3429,5770,3191
7502,3384,5769,3199
7514,3386,5770,3211
7486,3425,5766,3209
7400,3513,5770,3211
7253,3606,5752,3214
7172,3640,5732,3232
7158,3556,5705,3244
7172,3429,5694,3253
7170,3354,5674,3248
7286,3386,5656,3253
7523,3449,5619,3259
7742,3471,5581,3274
7720,3413,5523,3273
7514,3344,5467,3274
7279,3331,5391,3268
7172,3429,5315,3274
7179,3596,5218,3272
7286,3767,5125,3274
7375,3846,5022,3269
7400,3810,4935,3274
7392,3693,4849,3273
7514,3598,4783,3274
7689,3562,4707,3261
7742,3598,4631,3253
7628,3693,4543,3240
7628,3852,4480,3232
7818,3973,4420,3211
7969,3937,4366,3191
7809,3709,4285,3165
7514,3471,4214,3149
7363,3388,4148,3127
7400,3471,4100,3108
7357,3557,4037,3082
7172,3556,3986,3066
6982,3486,3947,3047
6945,3429,3948,3025
6932,3367,3959,2989
6831,3259,3986,2963
6681,3091,4002,2939
6717,2963,4024,2921
6949,2949,4035,2889
7172,3048,4062,2859
7107,3134,4082,2826
6831,3132,4100,2797
6629,3049,4094,2753
6717,3005,4100,2714
6872,3078,4111,2677
6831,3259,4138,2652
6624,3409,4152,2619
6603,3429,4176,2590
6771,3298,4204,2556
6831,3132,4252,2528
6651,3013,4289,2491
6603,2963,4328,2465
6839,2914,4358,2442
7059,2878,4404,2424
6996,2910,4441,2392
6945,3090,4480,2362
7059,3333,4498,2334
7059,3513,4518,2320
6718,3569,4530,2306
6489,3556,4556,2300
6665,3446,4573,2288
6945,3175,4594,2279
6904,2834,4605,2263
6831,2751,4631,2258
7052,3127,4652,2256
7400,3767,4669,2258
7478,4219,4664,2253
7400,4233,4669,2258
7323,3948,4681,2267
7059,3767,4707,2279
6371,4021,4712,2277
5692,4783,4707,2279
5648,5792,4684,2284
6376,6561,4669,2300
7402,6542,4647,2308
8425,5588,4631,2320
9495,4169,4607,2329
10816,3005,4594,2341
12253,2277,4571,2346
13434,1651,4556,2362
13869,979,4531,2380
13434,635,4518,2403
12434,783,4497,2412
11385,1016,4480,2424
10367,933,4441,2439
9222,762,4404,2465
8056,814,4368,2485
7400,889,4366,2507
7341,599,4367,2524
7400,254,4366,2548
7203,622,4338,2567
7059,1905,4328,2590
7151,3199,4325,2607
7172,3471,4328,2631
6910,2702,4304,2650
6831,1947,4290,2673
7182,2027,4283,2689
7514,2751,4290,2714
7364,3351,4280,2734
7172,3471,4290,2756
7413,3247,4307,2770
7856,2878,4328,2797
7897,2461,4319,2825
7628,2243,4328,2859
7427,2488,4356,2884
7400,3132,4404,2921
7316,3743,4421,2961
7286,3937,4442,3004
7497,3629,4469,3031
7856,3090,4518,3066
7925,2786,4549,3105
7628,3048,4594,3149
7314,3618,4643,3176
7400,3852,4707,3211
7739,3419,4754,3251
7969,2709,4821,3294
8007,2255,4904,3319
8197,2286,5011,3356
8493,2790,5100,3403
8425,3640,5201,3460
7770,4270,5304,3497
7172,4064,5429,3543
7241,3272,5538,3598
7856,2963,5656,3667
8394,3442,5767,3717
8653,3767,5884,3771
8677,3241,5976,3826
8539,2582,6074,3895
8333,2700,6165,3947
8425,3344,6264,3999
8823,3669,6337,4051
9108,3598,6416,4123
8976,3549,6485,4186
8880,3556,6568,4247
9260,3359,6636,4294
9905,3175,6719,4351
10160,3413,6794,4402
9905,3937,6871,4454
9523,4075,6923,4492
9449,3598,6985,4537
9679,3093,7040,4577
10019,3259,7099,4620
10168,3925,7120,4647
10019,4318,7137,4682
9671,4109,7146,4713
9449,3852,7175,4745
9457,4002,7180,4746
9563,4275,7175,4745
9544,4220,7145,4737
9449,4021,7137,4745
9343,4041,7130,4742
9222,4148,7137,4745
8967,3955,7116,4739
8653,3513,7099,4745
8367,3111,7070,4741
8197,2836,7061,4745
8104,2653,7037,4740
8083,2751,7023,4745
7992,3212,6993,4740
7742,3683,6985,4745
7379,3678,6973,4740
7172,3259,6985,4745
7131,2938,6982,4739
7059,3048,6985,4745
6835,3310,6972,4741
6717,3259,6985,4745
6782,2800,6997,4737
6831,2370,7023,4745
6685,2366,7031,4745
6603,2709,7061,4745
6725,2946,7091,4721
6831,2836,7137,4703
6613,2533,7155,4680
