II,III,PLETH,ABP
-216,-466,9270,2314
-209,-438,9239,2316
-245,-448,9232,2336
-211,-471,9208,2357
-127,-471,9198,2404
-94,-443,9166,2463
-116,-429,9157,2560
-108,-446,9134,2682
-52,-477,9125,2849
11,-489,9092,3046
63,-488,9084,3294
107,-481,9062,3572
103,-476,9045,3890
6,-486,8993,4221
-176,-558,8962,4574
-369,-691,8927,4926
-512,-830,8911,5280
-607,-918,8869,5602
-688,-974,8855,5893
-759,-1029,8837,6130
-787,-1076,8829,6326
-766,-1103,8777,6463
-743,-1140,8740,6554
-754,-1207,8705,6583
-781,-1269,8692,6570
-822,-1295,8649,6510
-904,-1308,8627,6429
-992,-1332,8607,6320
-980,-1333,8609,6208
-855,-1283,8575,6086
-744,-1215,8555,5977
-717,-1167,8533,5869
-686,-1123,8534,5784
-597,-1060,8502,5708
-530,-995,8484,5655
-504,-934,8459,5603
-382,-840,8459,5572
-141,-696,8431,5544
31,-553,8412,5536
67,-430,8384,5517
175,-282,8383,5503
455,-98,8358,5473
672,44,8341,5450
656,107,8308,5411
597,157,8305,5376
694,248,8286,5319
797,316,8273,5263
711,302,8232,5190
559,256,8222,5122
541,254,8216,5040
566,265,8236,4967
469,225,8234,4884
334,159,8255,4807
357,150,8276,4719
477,198,8324,4645
467,222,8344,4571
283,178,8377,4510
128,123,8408,4439
151,123,8487,4373
272,174,8557,4297
313,203,8631,4230
236,180,8682,4150
148,143,8780,4074
122,131,8881,3986
109,125,8980,3908
70,103,9037,3818
57,82,9136,3732
79,76,9248,3633
28,41,9357,3542
-157,-64,9407,3444
-364,-212,9501,3358
-473,-336,9634,3266
-527,-412,9781,3190
-597,-455,9850,3117
-645,-477,9931,3065
-625,-486,10031,3019
-623,-501,10143,2991
-705,-524,10181,2968
-784,-537,10241,2967
-763,-533,10350,2974
-704,-543,10507,3001
-703,-579,10599,3031
-743,-616,10673,3077
-759,-626,10736,3120
-776,-630,10819,3168
-833,-649,10843,3205
-873,-670,10865,3242
-805,-661,10884,3266
-673,-630,10933,3287
-615,-612,10942,3292
-695,-621,10958,3295
-823,-632,10964,3284
-882,-622,11004,3270
-867,-603,11013,3238
-859,-604,11034,3206
-866,-609,11039,3165
-822,-586,11075,3126
-719,-541,11086,3078
-670,-535,11110,3037
-730,-575,11113,2999
-804,-601,11144,2975
-784,-582,11157,2951
-723,-573,11189,2933
-725,-616,11187,2913
-788,-667,11190,2904
-832,-666,11161,2897
-854,-640,11155,2900
-893,-650,11130,2897
-937,-691,11121,2900
-933,-716,11086,2897
-883,-710,11079,2901
-838,-703,11057,2898
-825,-702,11051,2897
-842,-686,11014,2886
-877,-650,11004,2877
-887,-630,10982,2861
-830,-640,10978,2851
-744,-625,10940,2834
-721,-534,10930,2819
-759,-437,10909,2795
-739,-448,10901,2777
-619,-555,10847,2755
-506,-600,10814,2741
-454,-497,10777,2719
-359,-342,10765,2701
-163,-237,10719,2678
3,-123,10700,2661
27,97,10679,2642
-4,364,10682,2631
18,519,10645,2616
63,559,10628,2608
138,673,10605,2594
343,988,10607,2586
620,1364,10572,2573
717,1569,10556,2565
638,1620,10532,2550
751,1771,10533,2541
1233,2132,10499,2529
1700,2475,10484,2524
1732,2542,10459,2515
1435,2365,10458,2510
1190,2161,10425,2497
1076,2007,10411,2490
907,1838,10387,2480
623,1645,10385,2479
365,1522,10347,2475
195,1508,10319,2476
38,1523,10272,2472
-140,1497,10252,2470
-252,1473,10211,2461
-234,1529,10191,2457
-172,1649,10159,2450
-195,1707,10155,2447
-300,1595,10127,2439
-388,1301,10104,2435
-474,863,10052,2428
-672,335,10027,2425
-942,-162,9991,2416
-1038,-456,9975,2414
-863,-505,9935,2407
-653,-458,9924,2403
-656,-485,9905,2390
-781,-567,9901,2382
-803,-600,9864,2373
-699,-554,9851,2370
-600,-494,9831,2359
-523,-446,9827,2350
-399,-400,9790,2338
-258,-360,9777,2335
-181,-345,9757,2328
-166,-341,9754,2328
-159,-334,9716,2324
-165,-343,9703,2327
-191,-379,9686,2326
-193,-408,9677,2328
-155,-407,9624,2323
-155,-404,9591,2326
-215,-430,9559,2325
-253,-467,9540,2333
-222,-481,9470,2334
-212,-484,9411,2339
-271,-501,9355,2335
-314,-535,9329,2337
-288,-565,9275,2329
-294,-592,9247,2327
-370,-615,9226,2317
-405,-626,9229,2316
-346,-623,9196,2309
-322,-627,9178,2313
-370,-633,9155,2312
-322,-617,9155,2327
-139,-593,9116,2346
-91,-627,9082,2392
-352,-736,9037,2451
-701,-857,9020,2548
-860,-936,8980,2670
-882,-1004,8958,2836
-940,-1091,8928,3031
-996,-1162,8925,3274
-950,-1178,8899,3548
-902,-1181,8885,3863
-986,-1229,8856,4193
-1114,-1308,8851,4543
-1124,-1349,8823,4888
-1050,-1341,8799,5235
-1030,-1331,8748,5553
-1056,-1349,8722,5844
-1008,-1360,8687,6081
-882,-1329,8669,6274
-809,-1274,8631,6406
-854,-1248,8619,6491
-901,-1253,8601,6516
-814,-1239,8595,6506
-633,-1177,8560,6453
-520,-1110,8545,6380
-514,-1076,8526,6276
-467,-1050,8522,6163
-287,-978,8487,6037
-80,-862,8471,5924
46,-737,8451,5814
157,-622,8449,5726
333,-504,8414,5643
493,-386,8397,5587
536,-290,8376,5539
519,-228,8375,5513
538,-190,8342,5482
547,-170,8323,5464
479,-158,8299,5439
392,-147,8299,5426
369,-124,8270,5401
375,-91,8250,5378
379,-48,8222,5335
439,-3,8223,5292
561,44,8201,5230
606,83,8181,5173
511,115,8142,5098
412,140,8144,5026
429,164,8142,4939
476,182,8144,4861
439,204,8116,4778
389,232,8128,4706
445,264,8152,4624
559,287,8193,4550
602,303,8197,4472
560,321,8235,4407
503,339,8293,4335
433,328,8382,4269
305,267,8432,4192
133,167,8499,4124
-14,60,8576,4049
-120,-31,8689,3981
-212,-101,8768,3899
-301,-156,8851,3821
-368,-204,8931,3733
-416,-263,9049,3653
-467,-334,9140,3564
-536,-402,9227,3480
-605,-452,9297,3385
-652,-489,9421,3300
-679,-523,9544,3214
-710,-560,9664,3147
-752,-593,9738,3084
-787,-623,9843,3043
-813,-662,9951,3007
-854,-715,10063,2992
-907,-762,10120,2984
-943,-780,10201,2996
-964,-774,10291,3012
-1005,-771,10394,3045
-1041,-778,10438,3079
-991,-775,10497,3122
-849,-749,10565,3158
-744,-721,10653,3198
-768,-709,10684,3227
-862,-702,10723,3257
-908,-678,10763,3273
-904,-651,10828,3287
-908,-644,10845,3282
-922,-653,10876,3273
-900,-647,10910,3247
-849,-614,10974,3223
-800,-565,10994,3187
-758,-518,11025,3152
-716,-485,11054,3108
-693,-473,11119,3074
-691,-476,11147,3037
-676,-483,11177,3007
-639,-485,11190,2970
-625,-484,11235,2943
-636,-480,11253,2919
-607,-477,11274,2910
-526,-473,11257,2897
-482,-479,11258,2891
-527,-495,11235,2885
-592,-510,11228,2888
-603,-496,11194,2887
-599,-460,11184,2890
-637,-446,11159,2884
-679,-488,11155,2883
-654,-531,11118,2874
-569,-493,11093,2869
-473,-389,11045,2857
-371,-332,11025,2848
-272,-373,10981,2832
-238,-407,10951,2821
-306,-316,10895,2802
-391,-139,10871,2786
-368,-61,10835,2762
-229,-168,10820,2744
-116,-335,10779,2723
-149,-375,10769,2708
-279,-282,10748,2686
-335,-190,10745,2671
-228,-145,10708,2654
-51,-29,10695,2643
58,210,10674,2625
73,446,10672,2613
75,551,10634,2598
145,626,10621,2591
332,866,10600,2579
617,1278,10598,2570
878,1637,10560,2554
996,1798,10548,2546
1067,1886,10528,2536
1329,2131,10522,2533
1802,2538,10469,2522
2169,2858,10435,2515
2164,2895,10398,2502
1898,2713,10386,2497
1646,2501,10339,2490
1480,2327,10320,2488
1300,2149,10301,2480
1070,1965,10301,2476
824,1847,10253,2468
564,1815,10218,2466
316,1815,10178,2458
186,1813,10165,2455
217,1837,10121,2447
291,1916,10099,2444
283,2003,10075,2436
209,1992,10076,2432
104,1786,10037,2424
-95,1365,10004,2423
-416,794,9957,2415
-718,220,9941,2408
-847,-202,9901,2394
-814,-376,9880,2388
-735,-367,9848,2381
-658,-332,9845,2376
-601,-373,9820,2362
-592,-437,9808,2354
-626,-442,9775,2346
-596,-390,9769,2343
-430,-338,9745,2331
-202,-301,9735,2321
-62,-261,9702,2312
-45,-218,9694,2315
-61,-191,9671,2314
-27,-164,9663,2316
45,-126,9629,2312
97,-96,9619,2315
125,-98,9598,2314
168,-110,9592,2316
227,-95,9556,2312
256,-55,9546,2315
255,-18,9526,2316
288,-4,9513,2325
383,-3,9459,2325
459,-11,9427,2325
442,-23,9392,2315
348,-52,9379,2312
230,-116,9334,2303
80,-234,9316,2302
-115,-383,9299,2292
-298,-515,9298,2291
-411,-604,9259,2285
-481,-671,9243,2292
-562,-744,9227,2293
-640,-817,9221,2307
-684,-871,9161,2324
-717,-910,9106,2369
-754,-948,9050,2430
-754,-981,9020,2533
-721,-997,8958,2661
-709,-994,8911,2835
-690,-976,8867,3038
-564,-939,8858,3286
-383,-893,8822,3562
-337,-858,8797,3879
-431,-837,8762,4214
-417,-814,8763,4570
-208,-773,8751,4916
-44,-731,8754,5258
-87,-705,8740,5568
-124,-681,8750,5852
64,-621,8748,6081
333,-518,8771,6263
445,-413,8779,6383
486,-350,8807,6461
684,-293,8812,6485
990,-187,8830,6470
1132,-59,8821,6406
1018,-12,8828,6322
847,-60,8820,6213
808,-98,8839,6102
855,-61,8850,5979
835,-25,8880,5870
733,-61,8885,5766
676,-115,8901,5680
718,-106,8897,5596
753,-71,8911,5537
706,-76,8901,5488
661,-94,8895,5464
696,-58,8865,5436
733,6,8858,5424
694,40,8836,5405
648,48,8819,5395
664,76,8769,5366
665,112,8738,5340
594,130,8702,5299
546,145,8681,5262
590,182,8626,5204
621,218,8586,5146
558,221,8545,5071
501,205,8537,4999
512,190,8504,4909
451,151,8476,4825
208,62,8438,4733
-76,-53,8451,4654
-211,-143,8461,4568
-231,-196,8476,4491
-289,-233,8466,4407
-392,-269,8503,4334
-440,-301,8546,4255
-418,-323,8588,4187
-394,-332,8584,4109
-390,-328,8629,4039
-384,-324,8712,3959
-382,-341,8822,3886
-401,-368,8879,3800
-409,-377,8960,3719
-385,-365,9063,3627
-364,-367,9190,3545
-385,-395,9257,3457
-427,-413,9333,3377
-451,-395,9425,3289
-464,-369,9554,3209
-487,-379,9631,3127
-505,-416,9709,3064
-482,-434,9790,3005
-429,-413,9913,2965
-406,-387,10002,2929
-452,-391,10088,2914
-524,-413,10155,2907
-547,-419,10257,2921
-511,-407,10336,2939
-473,-405,10415,2972
-465,-413,10463,3006
-449,-397,10539,3053
-402,-349,10601,3095
-364,-316,10671,3140
-360,-329,10702,3171
-341,-350,10752,3200
-271,-328,10789,3215
-200,-276,10841,3227
-192,-246,10859,3224
-221,-248,10900,3218
-219,-242,10935,3198
-186,-208,10990,3174
-171,-174,11008,3134
-187,-173,11046,3097
-206,-197,11079,3055
-202,-207,11139,3022
-157,-179,11160,2985
-66,-136,11190,2957
13,-111,11204,2927
3,-107,11248,2907
-69,-113,11259,2884
-73,-115,11274,2870
47,-82,11264,2856
194,14,11287,2854
274,136,11288,2851
326,204,11289,2855
406,208,11243,2852
471,222,11218,2854
476,268,11180,2848
470,276,11163,2846
490,227,11115,2837
488,215,11097,2831
445,261,11075,2814
461,263,11075,2799
571,184,11032,2778
652,170,11001,2766
587,306,10957,2748
463,448,10942,2732
411,401,10893,2704
431,228,10857,2678
438,130,10806,2649
445,191,10788,2632
513,312,10750,2613
649,426,10732,2598
789,563,10694,2574
907,764,10687,2560
994,975,10666,2546
1045,1130,10673,2540
1061,1226,10661,2526
1119,1362,10674,2516
1305,1638,10661,2503
1597,2039,10659,2495
1827,2386,10626,2480
1908,2552,10619,2472
2009,2647,10596,2464
2370,2911,10589,2461
2891,3348,10553,2449
3160,3675,10545,2441
2980,3671,10523,2429
2639,3446,10511,2427
2473,3247,10456,2420
2436,3137,10425,2417
2298,3014,10389,2408
2050,2855,10377,2405
1838,2750,10332,2397
1680,2741,10315,2396
1499,2751,10294,2394
1347,2723,10296,2395
1328,2704,10258,2388
1410,2770,10241,2383
1434,2874,10219,2375
1323,2859,10220,2373
1100,2572,10185,2365
814,2029,10168,2361
508,1393,10145,2353
284,861,10146,2351
228,511,10112,2343
326,326,10096,2336
452,248,10071,2322
497,239,10071,2312
421,230,10040,2299
313,190,10025,2294
329,160,9998,2287
552,232,9996,2284
833,386,9967,2276
959,500,9953,2273
929,498,9923,2265
966,464,9919,2262
1150,500,9896,2254
1297,591,9902,2250
1281,632,9898,2244
1251,611,9912,2246
1324,592,9887,2245
1353,606,9864,2247
1166,583,9817,2244
899,470,9795,2246
790,311,9756,2244
830,207,9737,2247
801,174,9701,2243
618,140,9694,2242
411,58,9672,2232
322,-15,9663,2229
335,-29,9629,2221
362,-21,9621,2219
342,-53,9599,2206
293,-108,9583,2197
256,-138,9530,2181
267,-143,9499,2178
324,-146,9465,2171
410,-134,9449,2177
473,-103,9406,2183
489,-91,9392,2214
499,-110,9375,2254
590,-102,9366,2323
735,-46,9313,2411
834,2,9278,2544
872,10,9244,2710
984,52,9230,2923
1219,175,9183,3163
1449,318,9165,3448
1561,401,9151,3759
1646,457,9146,4105
1795,548,9084,4454
1942,657,9029,4808
1983,711,8974,5141
1969,710,8945,5459
1980,700,8880,5734
1975,699,8833,5972
1889,674,8793,6150
1794,620,8784,6280
1779,579,8743,6344
1812,590,8717,6365
1812,634,8690,6334
1804,667,8692,6274
1833,666,8664,6179
1870,657,8646,6069
1870,671,8618,5942
1875,712,8616,5822
1927,761,8590,5701
1986,814,8575,5597
1996,866,8545,5498
1995,913,8540,5426
2028,952,8516,5365
2076,998,8503,5329
2084,1049,8470,5292
2064,1084,8463,5272
2038,1088,8441,5249
1975,1073,8431,5239
1810,1032,8397,5218
1563,938,8386,5201
1332,799,8366,5165
1198,682,8361,5128
1113,628,8326,5068
993,602,8308,5010
832,546,8286,4935
725,465,8305,4864
698,401,8311,4774
670,368,8329,4690
577,348,8333,4597
485,331,8377,4513
458,319,8412,4420
461,305,8449,4339
428,280,8459,4255
382,253,8518,4183
360,238,8585,4102
330,237,8650,4028
253,243,8666,3948
192,257,8733,3880
199,263,8833,3807
238,247,8945,3738
261,226,8995,3655
295,241,9078,3578
327,286,9194,3489
286,302,9320,3407
196,266,9369,3314
204,227,9444,3229
318,227,9566,3138
352,238,9723,3058
236,222,9806,2974
158,196,9886,2905
229,189,9981,2841
275,186,10102,2801
154,161,10157,2769
32,134,10211,2757
89,134,10279,2752
209,152,10390,2772
190,148,10453,2803
92,121,10514,2850
96,100,10570,2893
190,100,10660,2947
226,93,10714,2998
176,57,10766,3055
131,15,10793,3097
125,13,10839,3136
107,44,10851,3160
69,63,10874,3185
64,53,10883,3191
108,55,10927,3188
137,86,10956,3164
112,113,11001,3137
106,116,11020,3101
217,144,11057,3068
387,227,11073,3026
459,318,11106,2988
420,358,11109,2947
444,371,11128,2920
585,405,11122,2893
674,458,11136,2874
614,491,11125,2853
571,508,11133,2841
673,538,11120,2830
783,583,11135,2831
757,613,11127,2829
712,618,11133,2833
783,622,11116,2829
871,647,11135,2830
835,665,11135,2822
775,649,11129,2820
836,626,11066,2810
944,652,11018,2801
937,686,10963,2782
853,653,10933,2768
824,578,10876,2747
862,603,10856,2730
881,731,10838,2700
894,796,10839,2673
931,676,10790,2642
963,513,10755,2619
939,485,10715,2593
915,584,10703,2573
945,662,10657,2549
1021,717,10636,2533
1107,851,10612,2514
1223,1097,10614,2501
1344,1322,10573,2484
1398,1442,10541,2475
1383,1520,10495,2462
1452,1721,10479,2456
1708,2095,10437,2448
2051,2530,10417,2446
2274,2833,10386,2438
2366,2979,10384,2435
2538,3143,10356,2426
2956,3504,10343,2423
3449,3958,10314,2415
3683,4218,10311,2412
3544,4150,10279,2404
3274,3933,10256,2401
3115,3779,10206,2394
3047,3695,10184,2390
2908,3572,10144,2382
2688,3425,10115,2379
2486,3351,10058,2372
2335,3360,10031,2369
2193,3357,9996,2360
2087,3313,9981,2358
2071,3301,9940,2350
2125,3380,9928,2347
2146,3469,9908,2338
2063,3414,9898,2335
1846,3092,9844,2328
1522,2538,9810,2325
1200,1907,9774,2316
1051,1400,9763,2313
1108,1104,9719,2307
1228,984,9700,2304
1240,925,9680,2293
1156,861,9681,2284
1072,787,9645,2273
1068,767,9627,2269
1155,815,9606,2260
1327,900,9606,2252
1466,938,9571,2240
1434,904,9554,2234
1238,822,9532,2227
1089,759,9532,2226
1099,728,9498,2221
1155,715,9481,2223
1100,674,9459,2222
996,610,9458,2225
958,551,9425,2221
978,534,9409,2223
950,532,9386,2222
894,520,9385,2228
890,492,9345,2227
962,498,9313,2228
1041,543,9267,2219
1112,599,9250,2215
1199,646,9211,2205
1324,713,9190,2205
1443,791,9157,2197
1532,829,9153,2192
1590,812,9130,2175
1657,822,9118,2169
1736,912,9085,2161
1844,1039,9075,2164
1993,1124,9055,2160
2209,1192,9061,2169
2439,1295,9051,2182
2617,1437,9062,2220
2729,1567,9051,2271
2866,1675,9047,2358
3048,1762,9015,2472
3199,1817,9006,2634
3249,1826,8985,2826
3258,1825,8977,3065
3273,1838,8943,3334
3271,1853,8931,3647
3220,1836,8911,3979
3208,1813,8904,4335
3278,1814,8869,4689
3361,1844,8857,5048
3361,1859,8839,5380
3332,1850,8827,5686
3349,1837,8775,5936
3407,1857,8742,6143
3441,1896,8709,6289
3474,1923,8689,6388
3528,1922,8631,6422
3574,1927,8590,6414
3561,1957,8555,6361
3548,2007,8544,6287
3595,2045,8501,6183
3695,2079,8477,6071
3764,2129,8455,5945
3775,2195,8458,5831
3699,2220,8426,5720
3543,2167,8406,5631
3358,2056,8382,5551
3258,1964,8383,5497
3222,1916,8354,5452
3138,1886,8335,5428
2970,1831,8308,5403
2857,1774,8307,5390
2846,1742,8281,5369
2819,1739,8264,5358
2687,1722,8232,5334
2575,1687,8229,5314
2570,1654,8209,5272
2566,1650,8195,5229
2424,1643,8157,5164
2240,1604,8149,5099
2164,1539,8137,5017
2182,1503,8144,4944
2134,1495,8126,4861
2012,1476,8130,4783
1924,1420,8130,4691
1949,1390,8156,4611
1979,1393,8157,4530
1922,1391,8173,4460
1788,1340,8190,4378
1704,1318,8260,4303
1688,1344,8326,4226
1682,1377,8401,4165
1634,1349,8452,4096
1622,1324,8542,4031
1656,1315,8625,3950
1665,1283,8702,3877
1601,1198,8743,3795
1600,1168,8842,3721
1755,1234,8969,3632
2025,1331,9098,3544
2336,1408,9164,3444
2740,1599,9268,3356
3215,1998,9404,3266
3612,2541,9550,3191
3868,3115,9617,3116
4137,3774,9703,3057
4472,4578,9818,3000
4677,5430,9950,2962
4621,6124,10005,2931
4497,6584,10075,2925
4514,6841,10180,2930
4570,6941,10317,2955
4457,6901,10383,2979
4195,6753,10447,3015
3902,6481,10522,3052
3564,6056,10626,3102
3150,5550,10665,3145
2780,5146,10700,3191
2520,4903,10739,3221
2218,4658,10809,3251
1718,4236,10832,3263
1123,3668,10861,3270
607,3099,10889,3260
207,2609,10953,3249
-91,2215,10980,3227
-216,1948,11014,3203
-209,1770,11031,3165
-268,1570,11076,3128
-497,1287,11088,3085
-689,1039,11110,3050
-652,925,11112,3010
-465,914,11146,2980
-344,883,11158,2950
-307,818,11186,2932
-251,724,11187,2913
-172,574,11205,2905
-196,306,11200,2897
-320,-5,11215,2899
-372,-229,11200,2897
-220,-294,11195,2901
2,-292,11163,2896
62,-326,11158,2900
-60,-406,11134,2897
-147,-446,11126,2901
-94,-426,11090,2896
-52,-421,11083,2897
-130,-481,11062,2888
-201,-552,11047,2885
-142,-568,10992,2873
-88,-558,10964,2867
-189,-585,10930,2851
-347,-647,10909,2843
-383,-695,10846,2828
-345,-732,10813,2831
-377,-780,10781,2833
-472,-838,10763,2852
-522,-882,10689,2869
-539,-932,10630,2909
-586,-1002,10573,2963
-644,-1079,10551,3051
-676,-1138,10497,3157
-730,-1202,10471,3300
-832,-1289,10449,3466
-909,-1384,10455,3666
-922,-1454,10421,3878
-948,-1510,10402,4110
-1012,-1578,10377,4344
-1012,-1673,10380,4589
-909,-1770,10347,4821
-841,-1853,10331,5044
-907,-1919,10304,5235
-998,-1982,10304,5403
-965,-2033,10273,5528
-856,-2068,10258,5619
-814,-2096,10231,5660
-846,-2138,10229,5668
-822,-2171,10199,5634
-685,-2157,10186,5574
-523,-2096,10158,5480
-429,-2053,10156,5370
-372,-2044,10122,5239
-273,-2017,10096,5105
-131,-1929,10046,4959
-27,-1827,10024,4818
27,-1755,9986,4672
109,-1685,9968,4537
259,-1567,9931,4400
373,-1437,9923,4278
344,-1366,9901,4157
201,-1373,9895,4051
53,-1412,9859,3941
-54,-1441,9849,3841
-119,-1437,9828,3734
-129,-1393,9823,3633
-109,-1325,9787,3520
-135,-1278,9775,3414
-212,-1269,9754,3299
-249,-1263,9750,3194
-230,-1221,9713,3078
-268,-1154,9701,2972
-396,-1095,9682,2860
-462,-1052,9672,2764
-371,-994,9619,2666
-246,-909,9586,2585
-222,-799,9551,2509
-219,-679,9537,2457
-116,-562,9491,2415
34,-465,9472,2402
105,-385,9456,2403
125,-309,9452,2435
193,-219,9402,2476
312,-118,9365,2536
427,-5,9329,2599
557,125,9316,2682
721,266,9270,2769
878,399,9248,2862
1011,531,9230,2940
1187,682,9230,3015
1387,830,9185,3075
1481,914,9150,3133
1447,928,9112,3171
1440,936,9096,3196
1514,970,9044,3199
1507,978,9004,3193
1337,918,8961,3172
1191,844,8945,3146
1234,833,8903,3108
1328,867,8880,3070
1270,868,8853,3023
1118,814,8852,2980
1071,761,8818,2932
1136,749,8789,2893
1135,750,8744,2853
1003,719,8723,2821
884,665,8680,2786
905,641,8646,2762
989,660,8594,2742
968,673,8571,2734
832,642,8533,2722
736,593,8502,2714
763,579,8447,2698
800,596,8420,2687
703,585,8386,2668
495,507,8360,2653
292,378,8302,2633
134,249,8268,2621
-4,151,8236,2602
-107,85,8222,2585
-169,23,8180,2557
-248,-57,8161,2534
-380,-145,8144,2508
-500,-206,8143,2490
-548,-236,8107,2468
-569,-267,8090,2453
-625,-314,8071,2434
-686,-355,8065,2423
-697,-368,8017,2407
-684,-377,7978,2399
-705,-408,7939,2388
-751,-456,7928,2384
-783,-487,7890,2374
-807,-493,7864,2372
-855,-508,7836,2371
-919,-558,7840,2378
-951,-614,7819,2380
-935,-634,7796,2385
-902,-626,7757,2383
-890,-640,7760,2384
-896,-683,7759,2378
-909,-700,7760,2375
-938,-671,7732,2370
-1001,-650,7744,2372
-1057,-683,7769,2369
-1042,-731,7809,2366
-974,-735,7813,2355
-963,-716,7852,2352
-1042,-724,7908,2348
-1111,-753,7984,2351
-1088,-757,8011,2346
-1041,-730,8056,2343
-1050,-699,8127,2335
-1079,-675,8251,2332
-1055,-651,8348,2323
-998,-626,8448,2320
-930,-587,8542,2314
-828,-523,8680,2316
-737,-471,8795,2312
-784,-493,8902,2311
-932,-562,8984,2303
-961,-580,9112,2299
-795,-520,9237,2291
-666,-487,9356,2289
-730,-534,9430,2282
-832,-574,9544,2278
-798,-520,9675,2266
-722,-430,9810,2257
-709,-384,9881,2244
-634,-354,9966,2235
-396,-278,10060,2221
-185,-198,10165,2213
-187,-179,10207,2202
-284,-196,10268,2198
-274,-189,10350,2192
-215,-164,10460,2188
-263,-157,10509,2180
-376,-150,10560,2177
-418,-129,10609,2170
-399,-135,10677,2166
-415,-203,10692,2157
-449,-282,10721,2155
-443,-313,10756,2153
-441,-309,10821,2155
-498,-324,10840,2147
-547,-333,10871,2144
-504,-261,10902,2141
-422,-91,10967,2144
-401,90,10992,2138
-431,203,11022,2134
-415,279,11038,2126
-303,437,11084,2123
-111,733,11096,2116
108,1080,11116,2112
288,1326,11112,2104
400,1443,11134,2102
544,1567,11129,2094
849,1836,11136,2087
1257,2195,11118,2074
1493,2423,11130,2067
1360,2369,11128,2059
984,2103,11141,2056
699,1837,11115,2049
648,1699,11093,2045
638,1641,11044,2037
417,1560,11023,2033
45,1473,10984,2027
-192,1465,10966,2028
-204,1526,10928,2026
-203,1544,10921,2026
-306,1513,10899,2016
-359,1556,10893,2011
-285,1683,10856,2005
-317,1675,10847,2007
-621,1351,10826,2004
-983,806,10821,2002
-1144,260,10784,1995
-1165,-185,10773,1995
-1198,-519,10752,1993
-1181,-688,10748,1992
-1058,-687,10710,1984
-1006,-646,10698,1983
-1143,-702,10678,1981
-1261,-805,10675,1982
-1150,-830,10636,1975
-950,-766,10625,1971
-884,-702,10608,1968
-882,-673,10598,1972
-760,-637,10531,1971
-569,-572,10479,1971
-475,-516,10425,1968
-484,-501,10395,1972
-477,-511,10327,1970
-442,-509,10284,1971
-426,-492,10247,1968
-411,-482,10238,1975
-364,-489,10193,1979
-355,-496,10169,1989
-448,-508,10148,1989
-606,-565,10151,1993
-748,-676,10108,1990
-880,-802,10072,1997
-1021,-899,10027,1997
-1115,-971,10015,2005
-1069,-1004,9974,2004
-904,-966,9951,2014
-760,-875,9920,2022
-772,-837,9921,2048
-922,-912,9895,2078
-1090,-1039,9881,2137
-1190,-1116,9847,2215
-1234,-1141,9844,2339
-1229,-1159,9821,2496
-1144,-1173,9810,2705
-1014,-1157,9773,2951
-953,-1128,9763,3254
-995,-1115,9746,3599
-1040,-1121,9755,3996
-1027,-1121,9739,4413
-1026,-1124,9745,4853
-1066,-1133,9738,5284
-1037,-1135,9763,5708
-893,-1106,9767,6094
-775,-1063,9790,6443
-757,-1023,9798,6722
-699,-972,9843,6940
-492,-885,9872,7077
-279,-775,9912,7156
-216,-684,9927,7166
-223,-639,9988,7128
-151,-624,10048,7035
-48,-611,10115,6917
-38,-590,10138,6774
-100,-583,10203,6635
-135,-607,10282,6495
-164,-657,10378,6379
-234,-696,10419,6274
-294,-699,10487,6194
-259,-666,10570,6122
-171,-628,10675,6080
-113,-604,10722,6050
-95,-597,10781,6046
-68,-584,10846,6037
-42,-558,10939,6041
-44,-520,10977,6032
-61,-489,11016,6027
-52,-464,11051,6000
-29,-440,11120,5975
-17,-407,11148,5929
-16,-371,11176,5882
13,-325,11189,5809
54,-275,11236,5735
38,-244,11253,5645
-94,-276,11271,5565
-296,-366,11262,5472
-473,-464,11284,5388
-587,-535,11288,5296
-693,-603,11296,5221
-816,-685,11261,5142
-917,-757,11238,5078
-984,-791,11197,5006
-1086,-819,11178,4948
-1231,-869,11127,4883
-1323,-926,11093,4825
-1302,-947,11044,4756
-1265,-938,11026,4694
-1300,-927,10982,4621
-1353,-928,10950,4552
-1331,-928,10895,4463
-1270,-929,10873,4378
-1251,-933,10835,4282
-1274,-938,10807,4194
-1291,-943,10748,4090
-1307,-963,10721,3987
-1322,-981,10686,3868
-1290,-967,10674,3759
-1213,-925,10630,3644
-1194,-909,10617,3540
-1266,-935,10596,3428
-1328,-958,10596,3331
-1289,-936,10558,3236
-1227,-904,10544,3161
-1233,-903,10522,3090
-1270,-918,10522,3045
-1252,-908,10486,3012
-1207,-885,10470,3006
-1205,-883,10447,3005
-1237,-903,10448,3022
-1230,-910,10413,3044
-1190,-898,10396,3088
-1173,-881,10371,3137
-1201,-876,10374,3196
-1232,-884,10353,3242
-1246,-908,10361,3290
-1249,-932,10360,3325
-1254,-935,10369,3362
-1259,-923,10337,3380
-1268,-937,10326,3391
-1274,-976,10308,3381
-1274,-998,10305,3367
-1281,-984,10257,3338
-1318,-976,10225,3310
-1358,-997,10188,3269
-1353,-1012,10171,3230
-1297,-984,10117,3183
-1245,-938,10079,3144
-1215,-911,10036,3101
-1157,-888,10021,3067
-1020,-817,9972,3029
-857,-705,9935,3005
-773,-621,9887,2983
-795,-613,9869,2972
-817,-628,9828,2957
-738,-590,9807,2950
-589,-513,9775,2942
-507,-486,9773,2945
-543,-513,9743,2943
