I,MCL,ABP,RESP
12583,12965,7529,1935
12609,12989,7691,1937
12623,12939,7867,1924
12609,12989,8052,1914
12495,13122,8180,1911
12406,13276,8292,1914
12366,13295,8399,1903
12406,13276,8533,1891
12407,13251,8634,1885
12406,13276,8713,1891
12384,13258,8762,1885
12406,13276,8833,1869
12399,13311,8896,1848
12406,13371,8953,1846
12389,13334,8959,1847
12406,13276,8953,1846
12396,13229,8937,1831
12406,13276,8953,1823
12391,13320,8958,1821
12406,13371,8953,1823
12396,13367,8897,1811
12406,13371,8833,1800
12390,13349,8758,1795
12406,13371,8713,1800
12398,13372,8656,1793
12406,13371,8593,1777
12385,13308,8495,1758
12406,13276,8413,1755
12408,13250,8321,1755
12406,13276,8232,1755
12340,13269,8106,1742
12304,13276,7992,1732
12280,13232,7870,1725
12304,13180,7752,1732
12295,13066,7594,1735
12304,12989,7451,1732
12295,12945,7316,1718
12304,12989,7211,1709
12252,13002,7083,1705
12203,12989,6970,1709
12158,12936,6863,1708
12203,12989,6790,1709
12251,13132,6698,1707
12304,13371,6610,1709
12322,13601,6506,1708
12406,13849,6430,1709
12506,14007,6353,1707
12609,14040,6309,1709
12644,13892,6268,1707
12711,13753,6249,1709
12777,13697,6214,1707
12813,13753,6189,1709
12715,13766,6150,1707
12609,13753,6129,1709
12556,13698,6094,1707
12609,13658,6069,1709
12653,13539,6028,1707
12711,13371,6009,1709
12752,13127,5994,1708
12813,12894,6009,1709
12792,12638,6012,1706
12711,12416,6009,1709
12526,12194,5973,1709
12304,12034,5949,1709
12026,11902,5932,1704
11796,11843,5949,1709
11602,11812,5953,1719
11491,11843,5949,1732
11406,11849,5912,1733
11389,11843,5889,1732
11380,11803,5873,1728
11389,11843,5889,1732
11367,11902,5891,1731
11389,11939,5889,1732
11395,11875,5855,1729
11389,11843,5829,1732
11339,11843,5809,1731
11389,11843,5829,1732
11522,11697,5838,1729
11694,11461,5829,1732
11777,11095,5784,1731
11898,10601,5769,1732
12117,9923,5768,1729
12406,9264,5769,1732
12407,8756,5729,1732
11898,8500,5709,1732
10849,8415,5705,1720
9660,8596,5709,1709
8740,9074,5671,1702
8440,9837,5648,1709
8734,10561,5643,1713
9457,10983,5648,1709
10246,10928,5612,1692
10881,10601,5588,1686
11191,10262,5583,1687
11287,10219,5588,1686
11286,10480,5553,1672
11389,10983,5528,1663
11595,11519,5523,1662
11898,12034,5528,1663
12141,12444,5493,1650
12304,12798,5468,1641
12350,13030,5463,1639
12406,13180,5468,1641
12480,13227,5432,1628
12609,13276,5408,1618
12680,13315,5402,1615
12711,13371,5408,1618
12686,13372,5372,1607
12711,13371,5348,1595
12753,13352,5342,1590
12813,13371,5348,1595
12813,13364,5312,1589
12813,13371,5288,1572
12795,13354,5282,1553
12813,13371,5288,1549
12802,13364,5252,1550
12813,13371,5228,1549
12800,13351,5222,1537
12813,13371,5228,1527
12797,13370,5192,1523
12813,13371,5168,1527
12807,13311,5162,1520
12813,13276,5168,1504
12785,13247,5133,1485
12813,13276,5108,1481
12854,13273,5102,1483
12915,13276,5108,1481
12909,13252,5073,1467
12915,13276,5048,1458
12903,13275,5041,1457
12915,13276,5048,1458
12892,13242,5014,1447
12915,13276,4987,1436
12920,13323,4978,1431
12915,13371,4987,1436
12863,13323,4958,1429
12915,13276,4927,1413
13027,13244,4910,1394
13118,13276,4927,1390
13034,13248,4926,1391
12915,13180,4927,1390
12855,13058,4920,1378
12915,12989,4927,1367
12935,12925,4918,1361
12915,12894,4927,1367
12843,12829,4943,1370
12813,12798,4987,1367
12758,12746,5031,1354
12711,12703,5108,1344
12634,12594,5191,1340
12609,12512,5288,1344
12591,12462,5363,1346
12609,12512,5468,1344
12597,12530,5598,1332
12609,12512,5769,1322
12599,12450,5920,1316
12609,12512,6069,1322
12591,12648,6204,1325
12609,12798,6370,1322
12606,12837,6539,1307
12609,12894,6730,1299
12579,13004,6906,1296
12609,13180,7091,1299
12630,13257,7261,1297
12609,13276,7451,1299
12484,13274,7629,1301
12406,13371,7812,1299
12386,13473,7962,1285
12406,13562,8112,1276
12343,13563,8234,1274
12304,13562,8352,1276
12320,13542,8439,1266
12406,13562,8533,1253
12419,13554,8616,1247
12406,13562,8713,1253
12378,13543,8778,1256
12406,13562,8833,1253
12403,13555,8857,1241
12406,13562,8893,1230
12387,13540,8918,1225
12406,13562,8953,1230
12397,13561,8958,1235
12406,13562,8953,1230
12390,13527,8917,1215
12406,13562,8893,1208
12396,13612,8859,1208
12406,13658,8833,1208
12391,13604,8776,1194
12406,13562,8713,1185
12397,13536,8620,1184
12406,13562,8533,1185
12387,13546,8431,1173
12406,13562,8352,1162
12405,13566,8261,1159
12406,13562,8172,1162
12345,13457,8048,1153
12304,13371,7932,1139
12274,13327,7805,1132
12304,13371,7691,1139
12308,13376,7542,1144
12304,13371,7391,1139
12243,13316,7242,1125
12203,13276,7151,1117
12166,13201,7065,1113
12203,13180,6970,1117
12243,13189,6834,1116
12304,13276,6730,1117
12331,13375,6656,1115
12406,13562,6610,1117
12494,13786,6521,1115
12609,14040,6430,1117
12662,14183,6345,1116
12711,14231,6309,1117
12744,14149,6273,1115
12813,14040,6249,1117
12831,13906,6211,1116
12813,13849,6189,1117
12709,13823,6153,1113
12609,13849,6129,1117
12543,13846,6092,1126
12609,13849,6069,1139
12715,13756,6030,1142
12813,13562,6009,1139
12841,13247,5992,1134
12915,12989,6009,1139
12966,12813,6014,1150
12915,12703,6009,1162
12665,12517,5969,1164
12406,12321,5949,1162
12217,12137,5939,1158
12101,12034,5949,1162
11901,11951,5941,1172
11694,11939,5949,1185
11539,11936,5950,1189
11491,11939,5949,1185
11434,11898,5911,1178
11389,11939,5889,1185
11355,12005,5879,1198
11389,12034,5889,1208
11392,11926,5861,1206
11389,11843,5829,1208
11385,11825,5805,1217
11491,11843,5829,1230
11637,11736,5841,1232
11796,11556,5829,1230
11906,11255,5782,1229
12101,10792,5769,1230
12368,10085,5769,1227
12609,9360,5769,1230
12497,8791,5729,1240
11898,8500,5709,1253
10831,8402,5705,1255
9660,8596,5709,1253
8742,9117,5672,1251
8440,9933,5648,1253
8770,10680,5642,1252
9559,11079,5648,1253
10382,10972,5615,1252
10982,10601,5588,1253
11228,10250,5579,1251
11287,10219,5588,1253
11289,10489,5559,1255
11389,10983,5528,1253
11553,11506,5512,1240
11796,12034,5528,1230
12015,12490,5511,1227
12203,12894,5468,1230
12274,13144,5414,1229
12304,13276,5408,1230
12313,13303,5413,1232
12406,13371,5408,1230
12511,13463,5366,1218
12609,13562,5348,1208
12616,13571,5346,1204
12609,13562,5348,1208
12589,13543,5310,1206
12609,13562,5288,1208
12632,13551,5284,1209
12711,13562,5288,1208
12775,13554,5252,1195
12813,13562,5228,1185
12755,13539,5222,1181
12711,13562,5228,1185
12686,13575,5194,1184
12711,13562,5168,1185
12697,13452,5160,1186
12711,13371,5168,1185
12739,13335,5136,1173
12813,13371,5108,1162
12824,13365,5096,1158
12813,13371,5108,1162
12777,13361,5082,1162
12813,13371,5048,1162
12857,13317,5024,1162
12915,13276,5048,1162
12910,13243,5059,1151
12915,13276,5048,1139
12898,13276,5004,1133
12915,13276,4987,1139
12902,13246,4984,1143
12915,13276,4987,1139
12902,13310,4954,1125
12915,13371,4927,1117
12898,13373,4912,1113
12915,13371,4927,1117
12910,13347,4926,1116
12915,13371,4927,1117
12857,13349,4919,1116
12813,13276,4927,1117
12776,13110,4920,1114
12813,12989,4927,1117
12825,12909,4939,1118
12813,12894,4987,1117
12737,12835,5036,1104
12711,12798,5108,1094
12702,12767,5180,1089
12711,12798,5288,1094
12651,12797,5399,1094
12609,12798,5528,1094
12582,12772,5640,1092
12609,12798,5769,1094
12602,12799,5900,1093
12609,12798,6069,1094
12596,12763,6239,1092
12609,12798,6430,1094
12591,12841,6604,1093
12609,12894,6790,1094
12612,12899,6962,1092
12609,12989,7151,1094
12512,13129,7327,1093
12406,13276,7511,1094
12310,13289,7663,1093
12304,13276,7812,1094
12299,13285,7946,1093
12304,13371,8112,1094
12276,13391,8269,1093
12304,13371,8413,1094
12343,13324,8503,1093
12406,13371,8593,1094
12406,13453,8677,1093
12406,13562,8773,1094
12386,13581,8836,1093
12406,13562,8893,1094
12398,13519,8925,1093
12406,13562,8953,1094
12389,13592,8948,1093
12406,13562,8953,1094
12397,13426,8951,1093
12406,13371,8953,1094
12389,13426,8920,1093
12406,13562,8893,1094
12398,13592,8858,1092
12406,13562,8833,1094
12386,13515,8772,1093
12406,13562,8713,1094
12407,13609,8645,1092
12406,13658,8593,1094
12343,13646,8507,1094
12304,13658,8413,1094
12280,13646,8288,1091
12304,13658,8172,1094
12268,13640,8041,1096
12203,13658,7932,1094
12109,13625,7810,1081
12101,13562,7691,1071
12108,13433,7537,1067
12101,13371,7391,1071
11993,13350,7248,1071
11898,13371,7151,1071
11844,13344,7055,1069
11898,13371,6970,1071
11973,13440,6868,1070
12101,13562,6790,1071
12209,13633,6701,1070
12304,13753,6610,1071
12307,13946,6496,1070
12304,14231,6430,1071
12313,14406,6392,1070
12406,14422,6370,1071
12504,14269,6304,1069
12609,14135,6249,1071
12636,14046,6207,1072
12609,14040,6189,1071
12497,14021,6147,1066
12406,14040,6129,1071
12352,14042,6123,1082
12406,14040,6129,1094
12489,13926,6094,1095
12609,13753,6069,1094
12703,13508,6058,1092
12813,13276,6069,1094
12853,13017,6040,1091
12813,12798,6009,1094
12630,12583,5988,1102
12406,12416,6009,1117
12141,12244,6015,1120
11898,12130,6009,1117
11646,12046,5972,1111
11491,12034,5949,1117
11410,12020,5932,1128
11389,12034,5949,1139
11328,12021,5955,1141
11287,12034,5949,1139
11262,12021,5908,1137
11287,12034,5889,1139
11277,12024,5881,1140
11287,12034,5889,1139
11304,11994,5860,1137
11389,11939,5829,1139
11499,11814,5806,1141
11694,11652,5829,1139
11895,11321,5840,1134
12101,10792,5829,1139
12254,10057,5783,1151
12406,9360,5769,1162
12358,8835,5768,1162
11898,8596,5769,1162
10881,8560,5731,1163
9660,8787,5709,1162
8710,9249,5701,1150
8440,9933,5709,1139
8796,10578,5678,1136
9559,10983,5648,1139
10355,10947,5633,1138
10982,10601,5648,1139
11261,10199,5631,1141
11287,10124,5588,1139
11235,10424,5534,1125
11389,10983,5528,1117
11726,11528,5533,1116
12101,12034,5528,1117
12299,12476,5486,1104
12406,12894,5468,1094
12487,13179,5466,1092
12609,13371,5468,1094
12665,13468,5430,1083
12711,13562,5408,1071
12744,13612,5404,1067
12813,13658,5408,1071
12820,13655,5372,1063
12813,13658,5348,1048
12791,13637,5343,1033
12813,13658,5348,1025
12807,13658,5312,1022
12813,13658,5288,1025
12821,13598,5282,1028
12915,13562,5288,1025
13018,13536,5253,1011
13118,13562,5228,1003
13126,13558,5222,1002
13118,13562,5228,1003
13093,13541,5194,991
13118,13562,5168,980
13115,13558,5160,976
13118,13562,5168,980
13094,13536,5136,979
13118,13562,5108,980
13118,13571,5096,980
13118,13562,5108,980
13083,13459,5082,968
13118,13371,5048,957
13166,13322,5024,952
13220,13371,5048,957
13201,13387,5059,958
13220,13371,5048,957
13261,13318,5004,954
13321,13371,4987,957
13280,13468,4984,958
13220,13562,4987,957
13174,13555,4954,954
13220,13562,4927,957
13236,13567,4911,959
13220,13562,4927,957
13142,13455,4928,944
13118,13371,4927,934
13103,13314,4914,930
13118,13276,4927,934
13097,13130,4943,935
13118,12989,4987,934
13125,12895,5034,933
13118,12894,5108,934
13011,12849,5182,933
12915,12798,5288,934
12862,12729,5398,933
12915,12703,5528,934
12934,12613,5641,933
12915,12512,5769,934
12859,12431,5898,935
12915,12512,6069,934
13018,12657,6242,931
13118,12798,6430,934
13112,12831,6600,944
13118,12894,6790,957
13122,13008,6970,960
13118,13180,7151,957
13006,13255,7294,954
12915,13276,7451,957
12879,13253,7617,959
12915,13276,7812,957
12874,13269,7974,952
12813,13276,8112,957
12761,13258,8219,968
12813,13276,8352,980
12865,13265,8479,982
12915,13276,8593,980
12905,13261,8653,977
12915,13276,8713,980
12901,13263,8767,980
12915,13276,8833,980
12900,13262,8863,978
12915,13276,8893,980
12903,13263,8914,979
12915,13276,8953,980
12897,13262,8960,979
12915,13276,8953,980
12909,13262,8917,979
12915,13276,8893,980
12884,13262,8858,979
12915,13276,8833,980
12988,13262,8778,979
13118,13276,8713,980
13160,13262,8616,979
13118,13276,8533,980
12986,13238,8439,979
12915,13180,8352,980
12887,13060,8231,978
12915,12989,8112,980
12903,12953,7980,979
12915,12989,7872,980
12909,12992,7747,978
12915,12989,7631,980
12854,12930,7500,981
12813,12894,7391,980
12783,12858,7268,975
12813,12894,7151,980
12809,12906,7015,991
12813,12894,6910,1003
12789,12832,6811,1004
12813,12894,6730,1003
12835,13083,6628,1001
12915,13371,6550,1003
12998,13588,6478,999
13118,13753,6430,1003
13182,13828,6360,1012
13220,13849,6309,1025
13202,13755,6265,1028
13220,13658,6249,1025
13221,13575,6215,1022
13220,13562,6189,1025
13154,13541,6151,1033
13118,13562,6129,1048
13093,13570,6090,1063
13118,13562,6069,1071
13131,13440,6053,1068
13220,13276,6069,1071
13354,13073,6072,1081
13525,12894,6069,1094
13580,12658,6032,1095
13525,12416,6009,1094
13336,12176,5993,1099
13118,12034,6009,1117
12848,11927,6012,1131
12609,11843,6009,1139
12403,11721,5974,1137
12304,11652,5949,1139
12214,11623,5930,1146
12101,11652,5949,1162
11941,11644,5957,1175
11898,11652,5949,1185
11969,11644,5906,1184
12101,11652,5889,1185
12125,11602,5886,1190
12101,11556,5889,1208
12064,11491,5853,1223
12101,11461,5829,1230
12157,11417,5819,1227
12304,11365,5829,1230
12516,11097,5801,1241
12813,10506,5769,1253
13061,9640,5747,1253
13220,8882,5769,1253
13102,8388,5777,1261
12609,8118,5769,1276
11645,7928,5729,1280
10474,8023,5709,1276
9464,8528,5699,1270
9050,9360,5709,1276
9272,10094,5687,1288
9966,10506,5648,1299
10742,10495,5596,1300
11389,10219,5588,1299
11718,9856,5592,1297
11796,9742,5588,1299
11757,9978,5547,1298
11898,10506,5528,1299
12225,11052,5526,1297
12609,11556,5528,1299
12814,11992,5490,1298
12915,12416,5468,1299
12987,12717,5464,1297
13118,12894,5468,1299
13185,12937,5432,1298
13220,12989,5408,1299
13205,13066,5403,1297
13220,13180,5408,1299
13204,13210,5372,1298
13220,13180,5348,1299
13247,13127,5342,1298
13321,13180,5348,1299
13341,13255,5312,1298
13321,13276,5288,1299
13245,13141,5282,1298
13220,12989,5288,1299
13206,12889,5252,1298
13220,12894,5228,1299
13196,12890,5222,1298
13220,12894,5228,1299
13257,12874,5193,1298
13321,12894,5168,1299
13319,12885,5162,1298
13321,12894,5168,1299
13309,12877,5134,1298
13321,12894,5108,1299
13269,12883,5100,1298
13220,12894,5108,1299
13176,12878,5076,1298
13220,12894,5048,1299
13265,12883,5037,1298
13321,12894,5048,1299
13318,12877,5021,1298
13321,12894,4987,1299
13301,12886,4966,1298
13321,12894,4987,1299
13315,12869,4996,1298
13321,12894,4987,1299
13298,12926,4948,1298
13321,12989,4927,1299
13324,12994,4915,1298
13321,12989,4927,1299
13255,12935,4925,1298
13220,12894,4927,1299
13171,12824,4916,1297
13118,12798,4927,1299
12993,12751,4942,1298
12915,12703,4987,1299
12882,12591,5035,1297
12915,12512,5108,1299
12906,12442,5180,1298
12915,12416,5288,1299
12908,12353,5399,1297
12915,12321,5528,1299
12856,12292,5639,1298
12813,12321,5769,1299
12755,12339,5902,1297
12711,12416,6069,1299
12627,12526,6236,1299
12609,12703,6430,1299
12614,12822,6611,1294
12609,12894,6790,1299
12497,12906,6934,1309
12406,12989,7091,1322
12368,13089,7254,1323
12406,13180,7451,1322
12400,13173,7632,1319
12406,13180,7812,1322
12400,13207,7961,1321
12406,13276,8112,1322
12344,13277,8233,1320
12304,13276,8352,1322
12283,13258,8460,1320
12304,13276,8593,1322
12257,13256,8700,1322
12203,13276,8773,1322
12157,13306,8792,1317
12203,13371,8833,1322
12252,13373,8891,1332
12304,13371,8953,1344
12301,13350,8958,1346
12304,13371,8953,1344
12259,13362,8945,1341
12203,13371,8953,1344
12116,13355,8923,1344
12101,13371,8893,1344
12104,13358,8856,1342
12101,13371,8833,1344
11997,13358,8774,1343
11898,13371,8713,1344
11845,13356,8642,1343
11898,13371,8593,1344
11920,13359,8510,1343
11898,13371,8413,1344
11815,13353,8284,1344
11796,13371,8172,1344
11791,13366,8048,1342
11796,13371,7932,1344
11761,13315,7799,1345
11796,13276,7691,1344
11829,13240,7574,1339
11796,13276,7451,1344
11622,13284,7288,1355
11491,13276,7151,1367
11453,13204,7038,1367
11491,13180,6970,1367
11467,13188,6881,1367
11491,13276,6790,1367
11604,13377,6685,1362
11796,13562,6610,1367
11884,13783,6537,1379
11898,14040,6490,1390
11873,14185,6427,1387
11898,14231,6370,1390
11896,14171,6293,1401
11898,14135,6249,1413
11879,14087,6212,1411
11898,14040,6189,1413
11894,13926,6146,1423
11898,13849,6129,1436
11848,13810,6122,1434
11796,13849,6129,1436
11742,13833,6098,1446
11796,13753,6069,1458
11923,13567,6049,1457
12101,13371,6069,1458
12193,13129,6075,1468
12203,12894,6069,1481
12086,12652,6031,1480
11898,12512,6009,1481
11598,12413,5994,1491
11287,12321,6009,1504
11011,12154,6011,1503
10881,12034,6009,1504
10822,11986,5975,1512
10779,12034,5949,1527
10665,12064,5929,1527
10576,12130,5949,1527
10537,12207,5958,1533
10576,12321,5949,1549
10579,12349,5904,1554
10576,12321,5889,1549
10549,12216,5888,1542
10576,12130,5889,1549
10635,12054,5849,1562
10779,12034,5829,1572
10897,11881,5825,1572
10982,11461,5829,1572
11088,10713,5792,1572
11389,9933,5769,1572
11655,9319,5763,1568
11491,8978,5769,1572
10670,8808,5733,1583
9559,8882,5709,1595
8511,9189,5701,1595
7728,9742,5709,1595
7320,10399,5675,1595
7627,11079,5648,1595
8587,11466,5639,1583
9660,11365,5648,1572
10201,10857,5619,1567
10271,10506,5588,1572
10239,10611,5572,1573
10372,11079,5588,1572
10554,11547,5571,1569
10779,12034,5528,1572
11026,12591,5474,1572
11287,13180,5468,1572
11419,13529,5473,1569
11491,13658,5468,1572
11560,13678,5426,1574
11694,13753,5408,1572
11770,13809,5406,1560
11796,13849,5408,1549
11769,13838,5370,1544
11796,13849,5348,1549
11839,13837,5344,1552
11898,13849,5348,1549
11899,13836,5312,1537
11898,13849,5288,1527
11882,13834,5283,1521
11898,13849,5288,1527
11886,13838,5253,1530
11898,13849,5228,1527
11889,13834,5222,1511
11898,13849,5228,1504
11878,13838,5194,1503
11898,13849,5168,1504
11900,13831,5160,1492
11898,13849,5168,1481
11857,13842,5136,1477
11898,13849,5108,1481
11991,13798,5096,1473
12101,13753,5108,1458
12110,13682,5082,1441
12101,13658,5048,1436
12085,13630,5024,1434
12101,13658,5048,1436
12078,13684,5059,1427
12101,13753,5048,1413
12143,13794,5004,1395
12203,13849,4987,1390
12191,13848,4984,1391
12203,13849,4987,1390
12237,13822,4955,1376
12304,13849,4927,1367
12303,13854,4911,1366
12304,13849,4927,1367
12297,13780,4928,1355
12304,13753,4927,1344
12247,13714,4914,1340
12203,13658,4927,1344
12149,13501,4944,1344
12101,13371,4987,1344
11982,13285,5034,1345
11898,13276,5108,1344
11860,13221,5165,1332
11898,13180,5228,1322
11897,13145,5289,1317
11898,13180,5408,1322
11879,13181,5553,1322
11898,13180,5709,1322
11887,13149,5822,1319
11898,13180,5949,1322
11886,13212,6103,1321
11898,13276,6309,1322
11880,13303,6498,1320
11898,13371,6670,1322
11898,13443,6809,1320
11898,13562,6970,1322
11835,13625,7138,1320
11796,13658,7331,1322
11770,13631,7509,1320
11796,13658,7691,1322
11791,13692,7844,1321
11796,13753,7992,1322
11779,13748,8108,1319
11796,13753,8232,1322
11785,13735,8346,1323
11796,13753,8473,1322
11780,13737,8569,1310
11796,13753,8653,1299
11782,13742,8705,1293
11796,13753,8773,1299
11780,13725,8831,1302
11796,13753,8893,1299
11781,13784,8923,1286
11796,13849,8953,1276
11777,13838,8957,1272
11796,13849,8953,1276
11806,13880,8916,1277
11898,14040,8893,1276
11982,14248,8862,1272
12101,14517,8833,1276
12195,14812,8768,1278
12406,15186,8713,1276
12723,15523,8650,1263
13220,15759,8593,1253
13813,15864,8498,1249
14542,16045,8413,1253
15282,16313,8319,1254
15965,16618,8232,1253
16441,16825,8107,1251
16779,17096,7992,1253
17040,17506,7869,1253
17389,18147,7752,1253
17845,18963,7594,1250
18507,19961,7451,1253
19387,20664,7317,1254
20541,20343,7211,1253
21808,18405,7081,1248
22982,15186,6970,1253
23734,11567,6866,1264
23897,8596,6790,1276
23340,6899,6692,1277
22168,6781,6610,1276
20572,7906,6533,1274
18914,9646,6490,1276
17377,11334,6428,1274
16067,12798,6370,1276
14959,13976,6296,1284
14135,14899,6249,1299
13492,15534,6205,1303
12915,16045,6189,1299
12270,16344,6158,1291
11694,16236,6129,1299
11208,15545,6082,1312
10779,14613,6069,1322
10283,13794,6064,1318
9864,13276,6069,1322
9588,12857,6036,1333
9457,12512,6009,1344
9269,12217,5990,1342
9050,12034,6009,1344
8815,11824,6014,1355
8644,11556,6009,1367
8407,11235,5971,1366
8135,10983,5949,1367
7837,10803,5934,1377
7627,10697,5949,1390
7428,10579,5951,1389
7220,10506,5949,1390
6972,10465,5914,1400
6813,10506,5889,1413
6742,10518,5871,1412
6711,10506,5889,1413
6580,10407,5896,1422
6406,10315,5889,1436
6287,10225,5848,1435
6305,10219,5829,1436
6313,10216,5821,1444
6203,10219,5829,1458
5969,10186,5800,1460
5796,10219,5769,1458
5726,10270,5746,1456
5695,10315,5769,1458
5559,10285,5780,1455
5390,10315,5769,1458
5279,10423,5723,1468
5288,10601,5709,1481
5274,10707,5709,1483
5186,10792,5709,1481
5041,10892,5669,1479
4983,11079,5648,1481
4979,11244,5645,1479
4983,11365,5648,1481
4941,11378,5612,1482
4983,11365,5588,1481
5113,11359,5582,1468
5288,11461,5588,1458
5411,11578,5554,1455
5593,11652,5528,1458
5864,11625,5520,1457
6203,11652,5528,1458
6491,11736,5497,1459
6813,11843,5468,1458
7222,11845,5455,1445
7728,11843,5468,1436
8197,11864,5443,1432
8644,11939,5408,1436
9079,11966,5383,1434
9559,12034,5408,1436
10019,12149,5422,1437
10474,12321,5408,1436
10862,12397,5359,1423
11186,12416,5348,1413
11428,12413,5369,1409
11694,12512,5408,1413
11965,12643,5407,1411
12203,12798,5408,1413
12319,12889,5421,1414
12406,12989,5468,1413
12496,13094,5499,1400
12609,13276,5528,1390
12664,13436,5546,1387
12711,13562,5588,1390
12752,13600,5635,1380
12813,13658,5709,1367
12816,13702,5773,1360
12813,13753,5829,1367
12796,13765,5850,1372
12813,13849,5889,1367
12802,13952,5940,1352
12813,14040,6009,1344
12808,14024,6044,1343
12813,14040,6069,1344
12760,14084,6086,1334
12711,14135,6129,1322
12641,14080,6162,1315
12609,14040,6189,1322
12577,14029,6188,1325
12609,14040,6189,1322
12625,13941,6181,1308
12609,13849,6189,1299
12495,13808,6188,1295
12406,13849,6189,1299
12364,13816,6163,1298
12406,13753,6129,1299
12411,13670,6067,1297
12406,13658,6009,1299
12378,13639,5941,1298
12406,13658,5889,1299
12412,13650,5826,1297
12406,13658,5769,1299
12339,13632,5699,1297
12304,13658,5648,1299
12281,13666,5589,1298
12304,13658,5528,1299
12296,13580,5452,1297
12304,13562,5408,1299
12290,13565,5377,1298
12304,13562,5348,1299
12291,13452,5282,1295
12304,13371,5228,1299
12294,13339,5187,1307
12304,13371,5168,1322
12286,13351,5128,1326
12304,13371,5108,1322
12305,13437,5100,1314
12304,13562,5108,1322
12241,13590,5079,1335
12203,13562,5048,1344
12176,13515,5027,1341
12203,13562,5048,1344
12197,13590,5056,1356
12203,13562,5048,1367
12186,13437,5008,1365
12203,13371,4987,1367
12193,13353,4977,1378
12203,13371,4987,1390
12188,13314,4983,1389
12203,13276,4987,1390
12192,13253,4983,1400
12203,13276,4987,1413
12189,13254,4979,1412
12203,13276,4987,1413
12192,13315,4989,1421
12203,13371,4987,1436
12189,13328,4953,1436
12203,13276,4927,1436
12192,13237,4913,1442
12203,13276,4927,1458
12186,13280,4927,1463
12203,13276,4927,1458
12198,13221,4918,1451
12203,13180,4927,1458
12147,13079,4926,1470
12101,12989,4927,1481
12062,12921,4918,1482
12101,12989,4927,1481
12121,13092,4930,1478
12101,13180,4927,1481
11984,13165,4894,1481
11898,13180,4867,1481
11858,13218,4852,1478
11898,13276,4867,1481
11901,13230,4872,1482
11898,13180,4867,1481
11867,13145,4833,1476
11898,13180,4807,1481
11960,13199,4790,1491
12101,13276,4807,1504
12219,13383,4815,1505
12304,13562,4807,1504
12323,13756,4767,1501
12406,14040,4747,1504
12514,14296,4742,1503
12609,14422,4747,1504
12600,14304,4717,1503
12609,14135,4687,1504
12651,14028,4669,1501
12711,14040,4687,1504
12666,14032,4694,1505
12609,14040,4687,1504
12577,14034,4651,1491
12609,14040,4627,1481
12603,13954,4613,1476
12609,13849,4627,1481
12629,13710,4632,1481
12711,13562,4627,1481
12767,13297,4592,1478
12813,12989,4567,1481
12759,12687,4552,1480
12609,12512,4567,1481
12337,12398,4572,1479
12101,12321,4567,1481
11921,12176,4533,1481
11796,12034,4507,1481
11626,11946,4491,1478
11491,12034,4507,1481
11402,12187,4514,1482
11389,12321,4507,1481
11369,12325,4469,1476
11389,12321,4447,1481
11394,12317,4437,1492
11389,12321,4447,1504
11338,12227,4442,1502
11389,12130,4447,1504
11552,12035,4446,1511
11796,11939,4447,1527
11961,11628,4416,1536
12101,11079,4387,1549
12220,10335,4368,1562
12304,9646,4387,1572
12098,9101,4396,1570
11491,8787,4387,1572
10496,8648,4347,1580
9457,8787,4326,1595
8676,9213,4319,1603
8440,9933,4326,1618
8739,10674,4320,1638
9457,11174,4326,1663
10226,11170,4329,1675
10779,10792,4326,1686
10964,10357,4292,1703
10982,10315,4266,1732
11009,10713,4255,1755
11186,11365,4266,1777
11420,11939,4263,1796
11694,12416,4266,1823
11918,12808,4266,1846
12101,13180,4266,1869
12168,13419,4235,1886
12203,13562,4206,1914
12222,13611,4191,1946
12304,13658,4206,1982
12363,13656,4209,2006
12406,13658,4206,2028
12393,13639,4195,2052
12406,13658,4206,2096
12405,13653,4212,2143
12406,13658,4206,2188
12372,13636,4170,2218
12406,13658,4146,2256
12489,13660,4136,2299
12609,13658,4146,2347
12633,13595,4144,2380
12609,13562,4146,2415
12567,13540,4142,2454
12609,13562,4146,2507
12660,13549,4140,2552
12711,13562,4146,2598
12698,13554,4148,2638
12711,13562,4146,2689
12736,13535,4113,2734
12813,13562,4086,2780
12834,13576,4071,2813
12813,13562,4086,2848
12733,13447,4088,2878
12711,13371,4086,2917
12703,13343,4074,2956
12711,13371,4086,3008
12679,13348,4091,3055
12711,13371,4086,3099
12762,13440,4049,3129
12813,13562,4026,3167
12788,13591,4014,3209
12813,13562,4026,3259
12864,13460,4022,3293
12915,13371,4026,3327
12880,13276,4036,3355
12915,13276,4086,3395
13018,13292,4139,3428
13118,13276,4206,3464
13042,13126,4273,3492
12915,12989,4387,3532
12817,12903,4522,3565
12813,12894,4687,3600
12790,12835,4850,3620
12813,12798,5048,3646
12854,12774,5252,3672
12915,12798,5468,3714
12897,12759,5663,3750
12915,12703,5889,3783
12988,12596,6126,3800
13118,12512,6370,3828
13146,12441,6572,3858
13118,12512,6790,3897
13074,12651,7022,3919
13118,12798,7271,3942
13142,12834,7480,3959
13118,12894,7691,3988
13000,13007,7899,4007
12915,13180,8112,4033
12846,13252,8287,4052
12813,13276,8473,4079
12741,13282,8655,4090
12711,13371,8833,4102
12670,13459,8954,4105
12609,13562,9074,4124
12475,13612,9192,4144
12406,13658,9314,4170
12391,13648,9379,4180
12406,13658,9434,4193
