I,V,ABP,RESP
4822,2976,7099,1109
4833,2972,7136,1115
4860,2960,7174,1117
4910,2972,7223,1115
4926,2988,7232,1111
4910,3011,7223,1115
4860,3024,7196,1118
4833,3050,7179,1115
4822,3073,7140,1098
4833,3089,7093,1083
4829,3075,7024,1077
4833,3050,6963,1083
4831,3021,6893,1087
4833,3011,6833,1083
4799,3004,6753,1067
4756,3011,6660,1051
4725,3011,6531,1043
4756,3011,6401,1051
4801,3003,6263,1058
4833,3011,6141,1051
4844,3017,6007,1030
4910,3011,5882,1019
4982,2980,5746,1021
4986,2972,5622,1019
4890,2998,5487,1001
4833,3050,5363,988
4862,3079,5229,987
4910,3089,5103,988
4871,3085,4965,972
4833,3089,4844,956
4876,3096,4726,952
4986,3128,4628,956
5044,3169,4517,944
5063,3206,4411,924
5104,3221,4294,914
5216,3246,4195,924
5338,3274,4097,931
5447,3285,4022,924
5510,3237,3947,904
5523,3167,3892,892
5440,3111,3837,889
5293,3089,3806,892
5121,3070,3777,890
4986,3050,3763,892
4866,3015,3736,894
4756,2972,3719,892
4649,2909,3705,876
4603,2855,3719,860
4598,2808,3736,855
4603,2776,3763,860
4560,2745,3777,861
4526,2737,3806,860
4538,2738,3839,858
4603,2737,3892,860
4630,2711,3935,860
4603,2698,3979,860
4540,2707,4013,859
4526,2737,4065,860
4553,2744,4112,858
4603,2737,4152,860
4611,2725,4167,861
4603,2737,4195,860
4586,2740,4232,855
4603,2737,4282,860
4604,2726,4306,875
4603,2737,4325,892
4583,2758,4338,895
4603,2776,4368,892
4628,2778,4388,889
4679,2776,4411,892
4711,2787,4426,893
4756,2815,4455,892
4789,2832,4476,890
4833,2855,4498,892
4835,2980,4499,892
4833,3285,4498,892
4907,3640,4489,890
5140,3871,4498,892
5386,4054,4501,892
5523,4458,4498,892
5701,5030,4471,890
6290,5318,4455,892
7283,4985,4447,894
8285,4223,4455,892
9064,3343,4440,877
9973,2385,4411,860
11308,1288,4363,852
12734,313,4325,860
13478,-215,4292,867
13195,-313,4282,860
12144,-346,4264,840
10816,-508,4238,828
9447,-678,4189,828
8132,-626,4152,828
6951,-343,4123,815
6060,39,4109,796
5484,403,4082,779
5140,782,4065,765
4879,1202,4045,746
4679,1642,4022,733
4535,2030,3974,730
4449,2385,3936,733
4362,2718,3906,723
4296,3011,3892,701
4245,3190,3867,679
4219,3285,3849,669
4166,3343,3828,658
4142,3402,3806,637
4155,3434,3759,613
4219,3441,3719,605
4234,3438,3688,610
4219,3441,3676,605
4187,3440,3653,576
4219,3441,3633,542
4265,3452,3607,521
4296,3480,3590,510
4282,3493,3561,493
4296,3480,3546,478
4335,3458,3539,474
4373,3480,3546,478
4364,3529,3532,468
4373,3558,3503,446
4409,3534,3466,424
4449,3519,3460,414
4440,3534,3462,403
4449,3558,3460,382
4511,3549,3432,359
4603,3558,3417,350
4628,3598,3414,354
4603,3637,3417,350
4577,3618,3393,332
4603,3597,3373,319
4640,3607,3365,318
4679,3637,3373,319
4709,3632,3369,304
4756,3637,3373,287
4796,3667,3376,282
4833,3715,3373,287
4838,3729,3346,286
4833,3754,3330,287
4820,3805,3328,298
4833,3871,3330,319
4840,3905,3304,327
4833,3949,3287,319
4790,4019,3295,309
4756,4106,3330,319
4719,4162,3341,338
4679,4223,3330,350
4625,4298,3301,348
4603,4380,3287,350
4583,4431,3276,365
4526,4497,3287,382
4399,4589,3303,385
4296,4692,3330,382
4265,4759,3334,391
4296,4810,3330,414
4301,4844,3315,434
4296,4849,3330,446
4310,4795,3362,457
4373,4731,3417,478
4421,4677,3457,499
4449,4614,3503,510
4465,4480,3550,508
4526,4301,3633,510
4604,4123,3728,521
4679,3989,3849,542
4716,3868,3978,559
4756,3754,4152,573
4796,3619,4353,588
4833,3480,4584,605
4832,3342,4800,621
4833,3246,5017,637
4831,3178,5225,653
4833,3128,5449,669
4816,3062,5653,683
4833,3011,5839,701
4875,2979,5989,719
4910,2972,6141,733
4878,2951,6288,734
4833,2933,6444,733
4812,2930,6577,741
4833,2972,6704,765
4838,3008,6811,788
4833,3011,6920,796
4822,2977,6996,792
4833,2972,7050,796
4833,2994,7070,812
4833,3011,7093,828
4824,2984,7100,829
4833,2972,7093,828
4833,2999,7049,839
4833,3050,7006,860
4822,3072,6960,868
4833,3089,6920,860
4839,3101,6853,850
4833,3089,6790,860
4788,3035,6722,880
4756,3011,6660,892
4742,3031,6561,889
4756,3050,6444,892
4755,3020,6307,907
4756,3011,6185,924
4749,3051,6052,925
4756,3089,5925,924
4770,3055,5785,934
4833,3011,5666,956
4917,3003,5550,964
4986,3011,5449,956
4972,2981,5324,945
4910,2972,5190,956
4844,3021,5044,976
4833,3089,4930,988
4835,3088,4822,984
4833,3050,4714,988
4813,3039,4578,1004
4833,3089,4455,1019
4893,3149,4338,1019
4986,3206,4238,1019
5062,3252,4121,1033
5140,3285,4022,1051
5214,3265,3941,1054
5293,3206,3892,1051
5322,3133,3828,1059
5293,3089,3763,1083
5192,3063,3699,1102
5063,3050,3676,1115
4926,3028,3656,1126
4833,3011,3633,1147
4776,2980,3593,1166
4756,2933,3590,1179
4721,2865,3608,1179
4679,2815,3633,1179
4626,2777,3625,1185
4603,2737,3633,1211
4594,2680,3666,1243
4603,2659,3719,1274
4597,2687,3742,1292
4603,2737,3763,1306
4601,2747,3793,1319
4603,2737,3849,1338
4591,2727,3892,1354
4603,2737,3936,1370
4607,2735,3974,1383
4603,2737,4022,1402
4578,2734,4059,1418
4603,2737,4109,1434
4650,2727,4154,1445
4679,2737,4195,1465
4633,2759,4210,1494
4603,2776,4238,1529
4618,2770,4277,1550
4679,2776,4325,1561
4686,2803,4346,1568
4679,2815,4368,1593
4691,2798,4389,1626
4756,2815,4411,1657
4799,2916,4408,1671
4833,3089,4411,1688
4893,3321,4425,1716
5063,3637,4455,1752
5316,3983,4460,1773
5600,4301,4455,1784
5829,4674,4444,1792
6060,5240,4455,1816
6445,5764,4458,1846
7134,5709,4455,1880
8014,4828,4430,1900
8899,3519,4411,1911
9758,2272,4386,1918
10740,1212,4368,1943
11683,283,4340,1977
12121,-352,4325,2007
11718,-585,4304,2019
10740,-626,4282,2039
9651,-773,4235,2069
8669,-938,4195,2103
7696,-855,4162,2118
6751,-469,4152,2134
5967,-21,4131,2161
5447,352,4109,2198
5092,690,4078,2219
4833,1095,4065,2230
4657,1545,4047,2239
4603,1994,4022,2262
4585,2388,3974,2280
4526,2737,3936,2294
4392,3021,3905,2302
4296,3246,3892,2326
4272,3378,3869,2356
4296,3441,3849,2389
4264,3449,3822,2407
4219,3441,3806,2421
4189,3430,3782,2433
4219,3441,3763,2453
4246,3463,3736,2467
4296,3480,3719,2485
4341,3477,3695,2498
4373,3480,3676,2517
4336,3499,3650,2530
4296,3519,3633,2549
4298,3518,3609,2563
4373,3519,3590,2580
4433,3533,3563,2591
4449,3558,3546,2612
4427,3562,3524,2631
4449,3558,3503,2644
4518,3552,3473,2640
4603,3558,3460,2644
4625,3553,3455,2655
4603,3558,3460,2676
4573,3581,3442,2687
4603,3637,3417,2708
4671,3674,3385,2736
4756,3676,3373,2772
4806,3641,3367,2790
4833,3637,3373,2803
4830,3666,3372,2814
4833,3715,3373,2835
4850,3734,3366,2850
4910,3754,3373,2867
4966,3783,3376,2879
4986,3832,3373,2899
4946,3867,3348,2913
4910,3910,3330,2931
4898,3961,3321,2943
4910,4028,3330,2963
4882,4081,3330,2976
4833,4145,3330,2995
4779,4216,3323,3007
4756,4301,3330,3026
4724,4375,3329,3040
4679,4458,3330,3058
4602,4538,3322,3069
4526,4614,3330,3090
4441,4667,3331,3106
4373,4731,3330,3122
4314,4807,3316,3130
4296,4888,3330,3154
4291,4937,3352,3184
4296,4966,3373,3218
4285,4964,3364,3232
4296,4927,3373,3250
4323,4837,3405,3264
4373,4731,3460,3281
4405,4618,3496,3279
4449,4497,3546,3281
4508,4342,3616,3290
4603,4184,3719,3313
4686,4026,3816,3327
4756,3871,3936,3345
4795,3701,4082,3358
4833,3558,4282,3377
4842,3447,4492,3387
4833,3363,4714,3409
4810,3262,4924,3427
4833,3167,5147,3441
4878,3079,5360,3434
4910,3011,5579,3441
4876,2950,5776,3455
4833,2933,5968,3473
4813,2936,6139,3468
4833,2933,6314,3473
4836,2887,6471,3485
4833,2855,6617,3504
4823,2859,6728,3502
4833,2894,6833,3504
4831,2899,6922,3514
4833,2894,7006,3536
4827,2898,7057,3538
4833,2933,7093,3536
4828,2958,7098,3531
4833,2972,7093,3536
4830,2968,7065,3531
4833,2972,7050,3536
4824,2969,7029,3546
4833,2972,7006,3568
4834,2978,6945,3571
4833,3011,6877,3568
4818,3041,6803,3560
4833,3050,6747,3568
4846,3024,6669,3570
4833,3011,6574,3568
4775,3011,6443,3547
4756,3011,6314,3536
4788,2984,6178,3529
4833,2972,6055,3536
4805,2975,5920,3534
4756,2972,5795,3536
4750,2939,5661,3532
4833,2933,5536,3536
4927,2956,5399,3533
4986,2972,5276,3536
4967,2941,5143,3533
4910,2933,5017,3536
4845,2970,4877,3531
4833,3011,4757,3536
4837,2992,4642,3536
4833,2972,4541,3536
4806,2997,4413,3518
4833,3050,4282,3504
4906,3069,4151,3494
4986,3089,4065,3504
5016,3141,3995,3507
5063,3206,3936,3504
5163,3223,3860,3484
5293,3206,3806,3473
5339,3173,3757,3465
5293,3128,3719,3473
5201,3057,3664,3472
5140,3011,3633,3473
5077,3006,3621,3466
4986,3011,3633,3473
4855,2964,3628,3474
4756,2894,3633,3473
4701,2837,3644,3453
4679,2815,3676,3441
4637,2783,3694,3433
4603,2737,3719,3441
4587,2686,3751,3439
4603,2659,3806,3441
4603,2638,3850,3436
4603,2620,3892,3441
4595,2604,3927,3438
4603,2620,3979,3441
4598,2644,4024,3436
4603,2659,4065,3441
4598,2648,4083,3438
4603,2659,4109,3441
4594,2683,4141,3436
4603,2698,4195,3441
4603,2670,4240,3439
4603,2659,4282,3441
4582,2678,4303,3433
4603,2698,4325,3441
4642,2675,4338,3453
4679,2659,4368,3473
4640,2690,4403,3473
4603,2737,4455,3473
4601,2745,4485,3466
4679,2737,4498,3473
4764,2752,4487,3471
4833,2815,4498,3473
4817,2976,4518,3467
4756,3285,4541,3473
4766,3644,4539,3471
4986,3910,4541,3473
5279,4147,4541,3466
5447,4614,4541,3473
5554,5289,4514,3474
5984,5748,4498,3473
6820,5603,4492,3452
7748,4927,4498,3441
8522,3963,4477,3434
9436,2815,4455,3441
10765,1555,4429,3438
12197,508,4411,3441
12952,-47,4368,3439
12658,-196,4325,3441
11621,-299,4289,3424
10433,-508,4282,3409
9337,-714,4264,3397
8285,-743,4238,3409
7233,-582,4190,3414
6367,-274,4152,3409
5799,101,4119,3385
5447,508,4109,3377
5121,921,4091,3376
4833,1369,4065,3377
4659,1818,4016,3356
4603,2229,3979,3345
4515,2549,3949,3342
4373,2815,3936,3345
4243,3032,3910,3327
4219,3206,3892,3313
4228,3296,3868,3307
4219,3324,3849,3313
4159,3331,3819,3299
4142,3363,3806,3281
4164,3396,3801,3269
4219,3402,3806,3281
4224,3386,3787,3287
4219,3402,3763,3281
4209,3438,3733,3258
4219,3441,3719,3250
4210,3391,3698,3247
4219,3363,3676,3250
4245,3394,3647,3233
4296,3441,3633,3218
4330,3444,3613,3207
4373,3441,3590,3218
4412,3460,3556,3222
4449,3480,3546,3218
4448,3455,3547,3196
4449,3441,3546,3186
4469,3469,3520,3180
4526,3519,3503,3186
4571,3525,3499,3183
4603,3519,3503,3186
4604,3530,3481,3183
4603,3558,3460,3186
4592,3557,3449,3180
4603,3558,3460,3186
4627,3583,3460,3187
4679,3637,3460,3186
4723,3663,3455,3165
4756,3676,3460,3154
4758,3684,3455,3149
4756,3715,3460,3154
4748,3745,3460,3148
4756,3793,3460,3154
4759,3846,3436,3166
4756,3910,3417,3186
4702,3963,3405,3186
4603,4028,3417,3186
4468,4099,3418,3181
4373,4184,3417,3186
4320,4259,3405,3181
4296,4340,3417,3186
4230,4419,3435,3196
4142,4497,3460,3218
4068,4553,3459,3221
4066,4614,3460,3218
4080,4684,3464,3208
4066,4771,3503,3218
4007,4831,3544,3231
3989,4849,3590,3250
4018,4806,3620,3251
4066,4731,3676,3250
4085,4633,3747,3241
4142,4536,3849,3250
4251,4423,3958,3262
4373,4301,4109,3281
4423,4150,4285,3284
4449,3989,4498,3281
4500,3819,4706,3272
4603,3676,4930,3281
4689,3548,5156,3295
4756,3441,5406,3313
4797,3333,5644,3314
4833,3246,5882,3313
4836,3162,6097,3308
4833,3089,6314,3313
4824,3014,6511,3311
4833,2972,6704,3313
4831,2949,6862,3309
4833,2933,7006,3313
4827,2889,7129,3311
4833,2855,7266,3313
4829,2841,7385,3308
4833,2855,7482,3313
4828,2855,7529,3313
4833,2855,7569,3313
4828,2849,7594,3296
4833,2855,7612,3281
4828,2849,7590,3271
4833,2855,7569,3281
4828,2866,7544,3286
4833,2894,7525,3281
4828,2911,7467,3258
4833,2933,7396,3250
4828,2950,7317,3248
4833,2972,7266,3250
4828,2974,7203,3231
4833,2972,7136,3218
4828,2965,7044,3212
4833,2972,6963,3218
4827,2974,6875,3205
4833,2972,6790,3186
4829,2950,6667,3163
4833,2933,6531,3154
4826,2922,6382,3138
4833,2933,6271,3122
4828,2938,6164,3099
4833,2933,6055,3090
4846,2906,5914,3077
4910,2894,5795,3058
4972,2901,5684,3022
4986,2933,5579,2995
4913,2957,5441,2973
4833,2972,5320,2963
4798,2970,5207,2944
4833,2972,5103,2931
4872,2968,4965,2914
4910,2972,4844,2899
4939,2979,4745,2866
4986,3011,4671,2835
5020,3060,4562,2810
5063,3128,4455,2803
5139,3181,4366,2790
5293,3206,4325,2772
5449,3183,4281,2746
5523,3128,4238,2740
5467,3058,4184,2739
5370,3011,4152,2740
5264,2984,4120,2723
5140,2972,4109,2708
4964,2951,4097,2690
4833,2933,4109,2676
4798,2901,4121,2654
4833,2855,4152,2644
4820,2787,4172,2641
4756,2737,4195,2644
4666,2699,4206,2628
4603,2659,4238,2612
4569,2604,4276,2602
4603,2581,4325,2612
4658,2595,4361,2616
4679,2620,4411,2612
4630,2616,4456,2592
4603,2620,4498,2580
4629,2639,4514,2574
4679,2659,4541,2580
4676,2637,4577,2581
4679,2620,4628,2580
4713,2628,4652,2573
4756,2659,4671,2580
4726,2649,4684,2593
4679,2620,4714,2612
4652,2612,4735,2616
4679,2659,4757,2612
4704,2713,4771,2603
4756,2737,4801,2612
4774,2721,4822,2628
4756,2698,4844,2644
4707,2694,4843,2644
4756,2737,4844,2644
4859,2827,4837,2642
4910,2972,4844,2644
4846,3198,4843,2638
4833,3519,4844,2644
4958,3851,4822,2657
5140,4145,4801,2676
5212,4514,4771,2678
5293,5083,4757,2676
5673,5584,4737,2671
6521,5514,4714,2676
7603,4730,4667,2674
8669,3676,4628,2676
9782,2731,4594,2673
11200,1838,4584,2676
12690,873,4565,2673
13578,117,4541,2676
13430,-164,4494,2675
12581,-156,4455,2676
11541,-258,4420,2670
10433,-469,4411,2676
9110,-522,4394,2679
7748,-313,4368,2676
6692,-27,4318,2655
6060,235,4282,2644
5615,527,4253,2642
5216,938,4238,2644
4900,1402,4212,2627
4756,1838,4195,2612
4692,2192,4174,2606
4603,2503,4152,2612
4438,2774,4105,2601
4296,3011,4065,2580
4219,3163,4034,2555
4219,3246,4022,2549
4214,3285,3999,2547
4219,3324,3979,2549
4212,3350,3952,2536
4219,3363,3936,2517
4200,3372,3910,2492
4219,3402,3892,2485
4255,3434,3868,2484
4296,3441,3849,2485
4286,3416,3819,2469
4296,3402,3806,2453
4331,3415,3800,2434
4373,3441,3806,2421
4365,3444,3789,2401
4373,3441,3763,2389
4408,3438,3728,2384
4449,3441,3719,2389
4442,3432,3718,2379
4449,3441,3719,2357
4486,3461,3696,2331
4526,3480,3676,2326
4517,3471,3663,2327
4526,3480,3676,2326
4567,3515,3681,2306
4603,3558,3676,2294
4585,3562,3649,2290
4603,3558,3633,2294
4682,3555,3624,2279
4756,3558,3633,2262
4729,3544,3631,2252
4679,3558,3633,2262
4689,3608,3627,2267
4756,3676,3633,2262
4778,3703,3630,2242
4756,3715,3633,2230
4714,3736,3627,2224
4679,3793,3633,2230
4628,3850,3631,2230
4603,3910,3633,2230
4602,3963,3626,2225
4603,4028,3633,2230
4540,4094,3632,2232
4449,4184,3633,2230
4357,4281,3621,2212
4296,4380,3633,2198
4241,4445,3652,2192
4219,4497,3676,2198
4215,4545,3671,2198
4219,4614,3676,2198
4183,4680,3699,2194
4142,4731,3763,2198
4118,4744,3823,2198
4142,4731,3892,2198
4175,4685,3961,2193
4219,4614,4065,2198
4271,4505,4180,2201
4373,4380,4325,2198
4492,4239,4478,2180
4603,4106,4671,2166
4654,3965,4875,2160
4679,3832,5103,2166
4701,3703,5329,2166
4756,3597,5579,2166
4803,3485,5821,2164
4833,3363,6055,2166
4827,3227,6249,2163
4833,3128,6444,2166
4855,3072,6634,2167
4910,3050,6833,2166
4954,3002,6994,2150
4986,2933,7136,2134
4987,2864,7258,2126
4986,2855,7396,2134
4979,2875,7513,2139
4986,2894,7612,2134
4984,2884,7674,2115
4986,2894,7742,2103
4978,2917,7794,2098
4986,2933,7828,2103
4986,2906,7809,2092
4986,2894,7785,2071
4973,2920,7757,2045
4986,2972,7742,2039
4995,2984,7698,2041
4986,2972,7655,2039
4937,2960,7606,2019
4910,2972,7569,2007
4906,2974,7504,2004
4910,2972,7439,2007
4869,2965,7365,1993
4833,2972,7309,1975
4818,2971,7229,1957
4833,2972,7136,1943
4826,2968,7007,1922
4833,2972,6877,1911
4857,2969,6734,1909
4910,2972,6617,1911
4944,2969,6502,1897
4986,2972,6401,1880
5024,2967,6272,1861
5063,2972,6141,1848
5066,2972,5998,1827
5063,2972,5882,1816
5036,2964,5768,1813
4986,2972,5666,1816
4915,2988,5537,1803
4910,3011,5406,1784
4974,3024,5263,1764
5063,3050,5147,1752
5101,3084,5031,1736
5140,3128,4930,1720
5203,3163,4814,1702
5293,3206,4714,1688
5363,3240,4615,1671
5447,3246,4541,1657
5515,3196,4465,1639
5523,3128,4411,1625
5442,3072,4357,1607
5370,3050,4325,1593
5316,3031,4291,1576
5216,3011,4282,1561
5011,2985,4274,1542
4833,2972,4282,1529
4783,2945,4276,1514
4833,2894,4282,1497
4827,2821,4289,1475
4756,2776,4325,1465
4683,2757,4361,1465
4679,2737,4411,1465
4687,2689,4450,1449
4679,2659,4498,1434
4655,2666,4536,1427
4679,2698,4584,1434
4725,2702,4623,1435
4756,2698,4671,1434
4722,2693,4710,1430
4679,2698,4757,1434
4657,2689,4783,1433
4679,2698,4801,1434
4707,2705,4807,1432
4756,2698,4844,1434
4775,2660,4889,1432
4756,2659,4930,1434
4689,2701,4931,1432
4679,2737,4930,1434
4711,2718,4939,1431
4756,2698,4974,1434
4740,2715,4996,1433
4756,2737,5017,1434
4821,2733,5019,1429
4910,2776,5017,1434
4898,2930,4990,1446
4833,3167,4974,1465
4834,3427,4965,1472
4986,3715,4974,1465
5125,4021,4958,1456
5140,4340,4930,1465
5201,4730,4881,1484
5677,5240,4844,1497
6560,5593,4810,1494
7518,5318,4801,1497
8390,4257,4783,1512
9512,2855,4757,1529
11067,1640,4706,1529
12658,782,4671,1529
13614,169,4644,1540
13732,-196,4628,1561
13189,-297,4584,1567
12197,-274,4541,1561
10841,-323,4504,1554
9359,-391,4498,1561
8022,-313,4482,1565
6981,-39,4455,1561
6182,284,4403,1552
5600,587,4368,1561
5189,909,4340,1580
4910,1330,4325,1593
4705,1785,4298,1580
4603,2190,4282,1561
4544,2498,4260,1552
4449,2776,4238,1561
4272,3026,4192,1565
4142,3206,4152,1561
4113,3265,4119,1554
4142,3285,4109,1561
4106,3334,4087,1567
4066,3402,4065,1561
4066,3420,4036,1540
4142,3402,4022,1529
4191,3392,3999,1528
4219,3402,3979,1529
4215,3401,3949,1514
4219,3402,3936,1497
4205,3418,3915,1491
4219,3441,3892,1497
4252,3442,3858,1489
4296,3441,3849,1465
4299,3441,3849,1439
4296,3441,3849,1434
4311,3428,3822,1436
4373,3441,3806,1434
4424,3468,3801,1415
4449,3480,3806,1402
4441,3448,3783,1399
4449,3441,3763,1402
4456,3487,3752,1388
4449,3558,3763,1370
4422,3566,3760,1361
4449,3519,3763,1370
4526,3469,3762,1376
4603,3480,3763,1370
4611,3519,3739,1350
4603,3558,3719,1338
4600,3571,3709,1334
4603,3597,3719,1338
4583,3633,3719,1338
4603,3676,3719,1338
4653,3694,3713,1336
4679,3715,3719,1338
4632,3742,3717,1337
4603,3793,3719,1338
4614,3842,3714,1337
4603,3910,3719,1338
4491,3996,3715,1336
4373,4106,3719,1338
4315,4194,3714,1338
4296,4262,3719,1338
4222,4311,3715,1333
4142,4380,3719,1338
4095,4455,3713,1351
4066,4536,3719,1370
3984,4596,3726,1375
3912,4653,3763,1370
3910,4698,3801,1362
3989,4731,3849,1370
4066,4715,3881,1386
4142,4653,3936,1402
4216,4554,4004,1403
4296,4458,4109,1402
4338,4349,4221,1400
4373,4223,4368,1402
4403,4075,4528,1400
4449,3949,4714,1402
4501,3836,4894,1402
4603,3715,5103,1402
4728,3564,5328,1396
4833,3441,5579,1402
4851,3355,5803,1416
4833,3285,6012,1434
4817,3182,6196,1436
4833,3089,6401,1434
4835,3033,6598,1430
4833,3011,6790,1434
4824,2960,6943,1433
4833,2894,7093,1434
4832,2844,7225,1433
4833,2855,7352,1434
4825,2881,7443,1430
4833,2894,7525,1434
4832,2869,7590,1437
4833,2855,7655,1434
4823,2861,7683,1415
4833,2894,7698,1402
4835,2914,7693,1398
4833,2933,7698,1402
4817,2936,7682,1399
4833,2933,7655,1402
4847,2920,7604,1405
4833,2933,7569,1402
4773,2958,7526,1382
4756,2972,7482,1370
4792,2947,7411,1370
4833,2933,7352,1370
4802,2945,7289,1352
4756,2972,7223,1338
4738,2972,7115,1336
4756,2972,7006,1338
4751,2974,6893,1323
4756,2972,6790,1306
4782,2943,6659,1302
4833,2933,6531,1306
4843,2950,6394,1294
4833,2972,6271,1274
4819,2954,6132,1263
4833,2933,6012,1274
4835,2927,5896,1283
4833,2933,5795,1274
4822,2922,5666,1252
4833,2933,5536,1242
4833,2970,5396,1244
4833,3011,5276,1242
4841,3021,5142,1224
4910,3050,5017,1211
4997,3109,4892,1209
5063,3167,4801,1211
5080,3184,4710,1195
5140,3206,4628,1179
5273,3241,4529,1175
5447,3246,4455,1179
5538,3171,4396,1166
5523,3089,4368,1147
5420,3053,4325,1137
5293,3050,4282,1147
5137,3015,4236,1153
4986,2972,4238,1147
4869,2946,4257,1127
4833,2933,4282,1115
4813,2882,4274,1111
4756,2815,4282,1115
4651,2763,4308,1115
4603,2737,4368,1115
4629,2699,4413,1114
4679,2659,4455,1115
4656,2636,4487,1113
4603,2659,4541,1115
4574,2688,4587,1116
4603,2698,4628,1115
4615,2674,4644,1109
4603,2659,4671,1115
4580,2652,4703,1130
4603,2659,4757,1147
4618,2663,4801,1149
4603,2698,4844,1147
4566,2732,4865,1145
4603,2737,4887,1147
4664,2690,4901,1144
4679,2659,4930,1147
4608,2681,4952,1159
4603,2737,4974,1179
4673,2759,4972,1186
4756,2737,4974,1179
4744,2714,4969,1169
4756,2737,4974,1179
4832,2787,4967,1198
4910,2855,4974,1211
4849,2999,4974,1206
4756,3285,4974,1211
4790,3607,4949,1227
4986,3832,4930,1242
5145,4036,4907,1240
5216,4458,4887,1242
5421,5017,4842,1258
6060,5279,4801,1274
7043,4935,4765,1273
8055,4184,4757,1274
8999,3313,4739,1289
10203,2346,4714,1306
11796,1237,4665,1306
13348,274,4628,1306
14154,-196,4595,1320
13962,-196,4584,1338
13003,-117,4565,1339
11660,-196,4541,1338
10149,-347,4494,1349
8669,-352,4455,1370
7390,-172,4420,1375
6444,117,4411,1370
5794,428,4394,1366
5370,782,4368,1370
5064,1192,4318,1370
4833,1642,4282,1370
4624,2045,4252,1369
4449,2385,4238,1370
4301,2670,4213,1367
4219,2933,4195,1370
4171,3126,4171,1373
4142,3246,4152,1370
4089,3306,4122,1352
4066,3363,4109,1338
4054,3402,4091,1333
4066,3402,4065,1338
4048,3367,4012,1337
4066,3363,3979,1338
4098,3403,3970,1339
4142,3441,3979,1338
4139,3427,3960,1323
4142,3402,3936,1306
4167,3409,3908,1298
4219,3441,3892,1306
4230,3448,3863,1311
4219,3441,3849,1306
4224,3436,3844,1289
4296,3441,3849,1274
4362,3433,3828,1267
4373,3441,3806,1274
4339,3461,3791,1279
4373,3480,3806,1274
4463,3472,3812,1256
4526,3480,3806,1242
4487,3504,3778,1238
4449,3519,3763,1242
4495,3491,3754,1243
4603,3480,3763,1242
4641,3507,3761,1240
4603,3558,3763,1242
4560,3578,3757,1242
4603,3597,3763,1242
4685,3620,3759,1241
4756,3637,3763,1242
4769,3620,3758,1242
4756,3637,3763,1242
4720,3704,3759,1241
4679,3793,3763,1242
4627,3836,3758,1242
4603,3871,3763,1242
4599,3922,3758,1241
4603,3989,3763,1242
4547,4036,3758,1242
4449,4106,3763,1242
4345,4203,3757,1240
4296,4301,3763,1242
4265,4356,3759,1243
4219,4419,3763,1242
4131,4513,3754,1237
4066,4614,3763,1242
4044,4664,3772,1257
4066,4692,3806,1274
4069,4718,3838,1277
4066,4731,3892,1274
4076,4685,3946,1272
4142,4614,4022,1274
4221,4539,4096,1273
4296,4458,4195,1274
4355,4330,4306,1274
4449,4184,4455,1274
4544,4040,4613,1269
4603,3910,4801,1274
4594,3767,4998,1289
4603,3637,5233,1306
4661,3526,5471,1309
4756,3441,5709,1306
4809,3343,5907,1303
4833,3246,6098,1306
4833,3154,6281,1306
4833,3089,6487,1306
4817,3024,6684,1304
4833,2972,6877,1306
4873,2932,7034,1306
4910,2933,7179,1306
4881,2938,7292,1304
4833,2933,7396,1306
4807,2901,7477,1306
4833,2894,7569,1306
4845,2908,7641,1304
4833,2933,7698,1306
4808,2930,7718,1306
4833,2933,7742,1306
4878,2946,7749,1303
4910,2972,7742,1306
4877,2973,7692,1308
4833,2972,7655,1306
4810,2981,7629,1290
4833,3011,7612,1274
4841,3020,7551,1267
4833,3011,7482,1274
4814,2996,7408,1279
4833,3011,7352,1274
4847,3035,7269,1257
4833,3050,7179,1242
4775,3033,7069,1236
4756,3011,6963,1242
4783,2987,6832,1246
4833,2972,6704,1242
4836,2957,6566,1226
4833,2972,6444,1211
4852,2997,6309,1202
4910,3011,6185,1211
4932,2987,6049,1218
4910,2972,5925,1211
4855,2982,5788,1189
4833,3011,5666,1179
4827,3025,5532,1180
4833,3050,5406,1179
4821,3078,5266,1160
4833,3089,5147,1147
4882,3072,5030,1146
4986,3089,4930,1147
5078,3149,4815,1130
5140,3206,4714,1115
5185,3220,4614,1113
5293,3246,4541,1115
5429,3287,4466,1100
5523,3285,4411,1083
5509,3187,4357,1079
5447,3089,4325,1083
5353,3066,4291,1071
5216,3089,4282,1051
5009,3066,4274,1042
4833,3011,4282,1051
4752,2964,4275,1058
4756,2933,4282,1051
4734,2873,4289,1032
4679,2815,4325,1019
4618,2784,4361,1015
4603,2776,4411,1019
4598,2753,4450,1019
4603,2737,4498,1019
4596,2735,4535,1018
4603,2737,4584,1019
4599,2713,4624,1018
4603,2698,4671,1019
4597,2697,4707,1019
4603,2698,4757,1019
4598,2668,4800,1018
4603,2659,4844,1019
4597,2686,4864,1020
4603,2737,4887,1019
4595,2747,4903,1015
4603,2737,4930,1019
4596,2729,4947,1033
4603,2737,4974,1051
4594,2735,4993,1057
4603,2737,5017,1051
4588,2754,5017,1044
4603,2776,5017,1051
4647,2788,5009,1067
4756,2815,5017,1083
4834,2863,5016,1085
4833,2933,5017,1083
4756,3088,4997,1080
4756,3402,4974,1083
4903,3756,4941,1083
5140,3989,4930,1083
5286,4208,4913,1081
