II,aVL,PLETH,RESP
3002,1744,3012,3102
2986,1779,2994,3058
2980,1788,2982,3008
2986,1779,2994,2961
2968,1771,2998,2907
2948,1779,2994,2865
2926,1783,2972,2823
2910,1779,2959,2784
2871,1771,2951,2734
2834,1779,2959,2688
2816,1802,2962,2643
2834,1837,2959,2607
2846,1866,2938,2561
2834,1894,2925,2511
2801,1919,2916,2456
2797,1952,2925,2414
2824,1968,2925,2374
2872,1952,2925,2334
2909,1894,2917,2278
2948,1837,2925,2221
2975,1813,2926,2165
2986,1837,2925,2124
2972,1872,2912,2084
2986,1894,2925,2044
3037,1890,2952,1993
3099,1894,2994,1947
3105,1932,3020,1903
3061,2009,3062,1867
2985,2069,3120,1826
2910,2066,3200,1786
2839,2004,3267,1744
2797,1952,3338,1706
2764,1941,3411,1664
2721,1952,3510,1626
2651,1933,3609,1583
2608,1894,3716,1545
2611,1858,3814,1503
2645,1837,3923,1465
2653,1809,4022,1423
2645,1779,4129,1384
2637,1749,4227,1342
2645,1722,4336,1304
2645,1687,4445,1262
2645,1665,4576,1223
2652,1657,4700,1181
2683,1665,4817,1143
2708,1663,4914,1107
2721,1665,5024,1078
2714,1663,5130,1047
2721,1665,5230,1014
2731,1661,5298,978
2759,1665,5368,950
2766,1676,5436,921
2759,1665,5506,885
2737,1629,5542,836
2759,1607,5574,789
2789,1615,5603,748
2797,1607,5643,708
2788,1578,5662,654
2834,1607,5678,595
2850,1713,5677,539
2721,1837,5678,483
2531,1999,5657,414
2532,2296,5643,338
2693,2614,5624,266
2797,2755,5609,209
2974,2830,5572,156
3779,3042,5540,97
5285,2893,5503,37
6727,1492,5471,0
7329,-1037,5417,-8
7256,-3214,5368,0
7162,-3916,5312,3
7256,-3616,5265,0
7149,-3348,5195,-3
6576,-3157,5127,0
5683,-2471,5051,1
4800,-1320,4989,0
4105,-346,4917,-1
3666,172,4852,0
3436,474,4778,0
3326,746,4714,0
3221,915,4640,-1
3099,976,4576,0
2981,1038,4504,0
2910,1148,4439,0
2867,1229,4363,0
2834,1263,4301,0
2797,1282,4241,0
2797,1320,4198,0
2819,1355,4145,0
2834,1378,4095,0
2793,1383,4034,0
2759,1378,3992,0
2760,1377,3951,0
2797,1378,3923,0
2801,1378,3884,0
2797,1378,3854,0
2801,1380,3816,0
2834,1378,3785,0
2846,1370,3744,0
2834,1378,3716,0
2817,1405,3693,0
2834,1435,3682,0
2861,1441,3652,0
2872,1435,3613,0
2849,1430,3566,0
2834,1435,3544,0
2843,1435,3527,0
2872,1435,3510,0
2878,1433,3470,0
2872,1435,3441,0
2862,1433,3419,0
2872,1435,3407,0
2886,1435,3372,0
2910,1435,3338,0
2918,1428,3309,0
2910,1435,3303,0
2891,1457,3290,0
2910,1492,3269,0
2942,1521,3230,0
2948,1550,3200,0
2911,1576,3175,0
2910,1607,3166,0
2953,1634,3150,0
2986,1665,3131,0
2948,1693,3094,0
2910,1722,3062,0
2918,1745,3035,0
2948,1779,3028,0
2932,1829,3015,0
2910,1894,2994,0
2918,1939,2953,0
2948,1952,2925,0
2947,1941,2903,0
2948,1952,2890,0
2974,1984,2868,0
3023,2009,2856,0
3055,1992,2842,0
3099,1952,2822,0
3159,1915,2780,0
3212,1894,2753,0
3226,1868,2746,0
3250,1837,2753,0
3294,1802,2738,0
3326,1779,2718,0
3294,1769,2698,0
3250,1779,2684,0
3236,1788,2650,0
3250,1779,2615,0
3237,1746,2588,0
3212,1722,2581,0
3190,1717,2566,0
3174,1722,2546,0
3135,1716,2520,0
3099,1722,2512,0
3085,1747,2510,0
3099,1779,2512,0
3091,1787,2496,0
3061,1779,2477,0
3024,1772,2455,0
3023,1779,2443,0
3042,1781,2426,0
3061,1779,2409,0
3048,1775,2386,0
3023,1779,2374,0
2996,1780,2359,0
2986,1779,2340,0
2968,1774,2313,0
2948,1779,2305,0
2919,1782,2306,0
2910,1779,2305,0
2907,1769,2285,0
2910,1779,2271,0
2893,1807,2268,0
2872,1837,2271,0
2846,1842,2254,0
2834,1837,2237,0
2817,1832,2229,0
2797,1837,2237,0
2768,1834,2227,0
2759,1837,2202,0
2758,1854,2173,0
2759,1894,2168,0
2738,1930,2169,0
2721,1952,2168,0
2721,1953,2147,0
2759,1952,2133,0
2812,1948,2126,0
2872,1952,2133,0
2905,1952,2131,0
2910,1952,2133,0
2896,1948,2140,0
2910,1952,2168,0
2947,1950,2187,0
2986,1952,2202,0
2991,1980,2216,0
2986,2066,2271,0
2961,2159,2351,0
2910,2181,2443,0
2824,2119,2518,0
2759,2066,2615,0
2732,2065,2739,0
2721,2066,2890,0
2671,2011,3026,0
2608,1952,3166,0
2567,1941,3321,0
2570,1952,3510,0
2573,1911,3689,0
2570,1837,3854,0
2560,1785,3999,0
2570,1779,4164,0
2575,1780,4335,0
2570,1779,4508,0
2555,1779,4649,0
2570,1779,4783,0
2606,1755,4904,0
2645,1722,5024,0
2650,1702,5115,0
2645,1722,5196,0
2637,1753,5262,0
2645,1779,5334,0
2640,1790,5386,0
2645,1779,5437,0
2645,1753,5479,0
2645,1722,5540,0
2629,1694,5594,0
2645,1665,5643,0
2687,1649,5663,0
2721,1665,5678,0
2706,1672,5676,0
2683,1665,5678,0
2636,1758,5669,0
2532,2066,5678,0
2418,2438,5680,0
2456,2640,5678,0
2679,2755,5643,0
3061,3100,5609,0
3748,3513,5570,0
4951,3214,5540,0
6356,1648,5488,0
7256,-689,5437,0
7377,-2675,5378,0
7256,-3616,5334,0
7324,-3680,5279,0
7256,-3329,5230,0
6544,-2782,5174,0
5404,-2009,5127,0
4462,-1096,5062,0
3968,-287,4989,0
3680,229,4897,0
3439,517,4817,0
3280,729,4740,0
3212,918,4680,0
3119,1016,4608,0
2986,1033,4542,0
2874,1058,4467,0
2834,1148,4404,0
2825,1235,4333,0
2834,1263,4267,0
2838,1246,4191,0
2834,1263,4129,0
2805,1321,4069,0
2797,1378,4026,0
2805,1393,3973,0
2834,1378,3923,0
2837,1372,3862,0
2834,1378,3819,0
2824,1380,3780,0
2834,1378,3751,0
2837,1379,3711,0
2834,1378,3682,0
2822,1369,3646,0
2834,1378,3613,0
2856,1409,3568,0
2872,1435,3544,0
2854,1417,3526,0
2834,1378,3510,0
2824,1357,3470,0
2834,1378,3441,0
2846,1411,3420,0
2872,1435,3407,0
2896,1437,3370,0
2910,1435,3338,0
2901,1431,3314,0
2910,1435,3303,0
2943,1435,3271,0
2986,1435,3235,0
2994,1432,3204,0
2986,1435,3200,0
2977,1435,3189,0
2986,1435,3166,0
2986,1428,3125,0
2986,1435,3097,0
2981,1472,3075,0
2986,1550,3062,0
2983,1627,3041,0
2986,1665,3028,0
2983,1657,3012,0
2986,1665,2994,0
2979,1713,2956,0
2986,1779,2925,0
2998,1818,2901,0
3023,1837,2890,0
3040,1858,2871,0
3061,1894,2856,0
3077,1925,2839,0
3099,1952,2822,0
3113,1964,2785,0
3137,1952,2753,0
3165,1898,2727,0
3212,1837,2718,0
3253,1794,2701,0
3288,1779,2684,0
3305,1774,2662,0
3326,1779,2650,0
3333,1782,2631,0
3326,1779,2615,0
3299,1770,2595,0
3288,1779,2581,0
3277,1792,2561,0
3250,1779,2546,0
3197,1736,2527,0
3174,1722,2512,0
3179,1750,2492,0
3174,1779,2477,0
3127,1758,2459,0
3099,1722,2443,0
3102,1711,2422,0
3099,1722,2409,0
3049,1719,2391,0
3023,1722,2374,0
3055,1745,2350,0
3099,1779,2340,0
3074,1786,2337,0
3023,1779,2340,0
3004,1776,2325,0
3023,1779,2305,0
3015,1773,2284,0
2986,1779,2271,0
2957,1805,2252,0
2948,1837,2237,0
2926,1843,2226,0
2910,1837,2237,0
2903,1832,2243,0
2910,1837,2237,0
2896,1835,2212,0
2872,1837,2202,0
2845,1837,2203,-1
2834,1837,2202,0
2817,1828,2181,1
2797,1837,2168,0
2768,1863,2166,-2
2759,1894,2168,0
2756,1899,2148,3
2759,1894,2133,0
2751,1906,2129,-6
2759,1952,2133,0
2784,1996,2116,22
2834,2009,2099,48
2888,1981,2090,69
2948,1952,2099,97
2984,1940,2097,148
2986,1952,2099,225
2953,1956,2106,301
2948,1952,2133,354
2980,1941,2160,391
3023,1952,2202,435
3022,1992,2247,488
2986,2066,2305,531
2916,2141,2362,556
2834,2181,2443,579
2762,2149,2538,609
2759,2066,2650,628
2796,1983,2757,624
2797,1952,2890,612
2716,1955,3039,606
2645,1952,3200,595
2635,1902,3348,562
2645,1837,3510,515
2606,1789,3679,473
2570,1779,3854,435
2588,1780,4006,383
2645,1779,4164,322
2661,1774,4320,268
2645,1779,4473,225
2634,1781,4594,178
2645,1779,4714,113
2644,1771,4833,44
2645,1779,4955,0
2657,1787,5045,-9
2683,1779,5127,0
2681,1746,5198,4
2683,1722,5265,0
2692,1724,5301,-3
2721,1722,5334,0
2734,1694,5363,1
2759,1665,5402,0
2770,1662,5420,-1
2759,1665,5437,0
2736,1653,5448,0
2759,1665,5471,0
2757,1710,5475,-1
2645,1779,5471,0
2491,1911,5449,0
2494,2181,5437,0
2628,2510,5418,0
2721,2755,5402,0
2873,2944,5367,0
3552,3157,5334,0
4886,3036,5293,0
6311,1952,5265,0
7115,-121,5218,0
7256,-2239,5161,0
7204,-3431,5084,0
7256,-3616,5024,0
7194,-3349,4968,0
6727,-2927,4921,0
5871,-2269,4849,0
4951,-1378,4783,0
4240,-531,4721,0
3817,57,4680,0
3578,403,4619,0
3439,631,4542,0
3337,797,4444,0
3250,918,4370,0
3147,1005,4310,0
3061,1091,4267,0
3009,1181,4201,0
2986,1263,4129,0
2945,1287,4049,0
2910,1263,3992,0
2895,1235,3935,0
2910,1263,3888,0
2908,1329,3831,0
2910,1378,3785,0
2906,1388,3741,0
2910,1378,3716,0
2899,1376,3682,0
2910,1378,3647,0
2929,1376,3603,0
2948,1378,3579,0
2941,1382,3559,0
2948,1378,3544,0
2968,1364,3507,0
2986,1378,3475,0
2966,1416,3448,0
2948,1435,3441,0
2954,1405,3424,0
2986,1378,3407,0
2993,1393,3382,0
2986,1435,3372,0
2975,1447,3357,0
2986,1435,3338,0
2989,1427,3300,0
2986,1435,3269,0
2975,1436,3243,0
2986,1435,3235,0
3003,1433,3217,0
3023,1435,3200,0
3024,1429,3176,0
3023,1435,3166,0
3019,1457,3151,0
3023,1492,3131,0
3019,1521,3093,0
3023,1550,3062,0
3033,1578,3038,0
3061,1607,3028,0
3083,1629,3010,0
3099,1665,2994,0
3087,1718,2971,0
3061,1779,2959,0
3026,1818,2941,0
3023,1837,2925,0
3039,1837,2902,0
3061,1837,2890,0
3070,1848,2875,0
3099,1894,2856,0
3139,1944,2819,0
3174,1952,2787,0
3183,1896,2762,0
3212,1837,2753,0
3268,1819,2736,0
3326,1837,2718,0
3344,1844,2696,0
3363,1837,2684,0
3401,1815,2668,0
3439,1779,2650,0
3429,1734,2615,0
3401,1722,2581,0
3376,1750,2551,0
3363,1779,2546,0
3337,1761,2547,0
3326,1722,2546,0
3327,1704,2528,0
3326,1722,2512,0
3287,1731,2493,0
3250,1722,2477,0
3238,1708,2453,0
3250,1722,2443,0
3238,1752,2441,0
3212,1779,2443,0
3185,1783,2427,0
3174,1779,2409,0
3155,1775,2388,0
3137,1779,2374,0
3124,1779,2353,0
3137,1779,2340,0
3143,1776,2335,0
3137,1779,2340,0
3110,1778,2328,0
3099,1779,2305,0
3098,1777,2278,0
3099,1779,2271,0
3067,1778,2270,0
3023,1779,2271,0
2986,1777,2254,0
2986,1779,2237,0
2990,1779,2226,0
2986,1779,2237,0
2949,1776,2243,0
2910,1779,2237,0
2877,1780,2212,0
2872,1779,2202,0
2871,1771,2202,0
2872,1779,2202,0
2865,1802,2182,0
2872,1837,2168,0
2876,1864,2164,0
2872,1894,2168,0
2857,1924,2151,0
2872,1952,2133,0
2910,1959,2123,0
2948,1952,2133,0
2960,1927,2134,0
2986,1894,2133,0
3028,1854,2135,0
3061,1837,2168,0
3043,1852,2213,0
3023,1894,2271,0
3052,1929,2319,0
3137,1952,2374,0
3193,1970,2431,0
3174,2009,2512,0
3082,2049,2603,0
2986,2066,2718,0
2924,2044,2834,0
2910,2009,2959,0
2889,1977,3083,0
2834,1952,3235,0
2756,1902,3390,0
2721,1837,3544,0
2734,1784,3682,0
2759,1779,3854,0
2745,1793,4071,0
2721,1779,4336,0
2710,1720,4597,0
2721,1665,4852,0
2721,1648,5073,0
2721,1665,5265,0
2730,1670,5407,0
2759,1665,5540,0
2779,1657,5663,0
2797,1665,5781,0
2809,1666,5858,0
2834,1665,5918,0
2837,1661,5965,0
2834,1665,6022,0
2822,1672,6060,0
2834,1665,6091,0
2848,1654,6104,0
2872,1665,6125,0
2863,1687,6128,0
2834,1665,6125,0
2822,1605,6102,0
2872,1607,6091,0
2880,1686,6073,0
2759,1779,6056,0
2598,1924,6017,0
2608,2239,5987,0
2744,2596,5953,0
2834,2755,5918,0
3016,2820,5850,0
3779,3042,5781,0
5198,2965,5705,0
6614,1665,5643,0
7282,-819,5568,0
7256,-3042,5506,0
7138,-3840,5436,0
7256,-3616,5368,0
7301,-3385,5275,0
6878,-3214,5196,0
5979,-2541,5121,0
4988,-1378,5058,0
4239,-368,4969,0
3817,172,4886,0
3587,469,4806,0
3439,746,4749,0
3314,949,4677,0
3212,1033,4611,0
3119,1075,4536,0
3061,1148,4473,0
3025,1220,4398,0
2986,1263,4336,0
2914,1266,4275,0
2872,1263,4232,0
2880,1276,4179,0
2910,1320,4129,0
2891,1363,4070,0
2872,1378,4026,0
2878,1378,3983,0
2910,1378,3957,0
2900,1381,3922,0
2872,1378,3888,0
2851,1375,3844,0
2872,1378,3819,0
2895,1381,3799,0
2910,1378,3785,0
2907,1369,3749,0
2910,1378,3716,0
2907,1405,3688,0
2910,1435,3682,0
2906,1442,3667,0
2910,1435,3647,0
2908,1429,3609,0
2910,1435,3579,0
2915,1437,3552,0
2948,1435,3544,0
2978,1430,3530,0
2986,1435,3510,0
2958,1436,3470,0
2948,1435,3441,0
2963,1429,3417,0
2986,1435,3407,0
2981,1439,3377,0
2986,1435,3338,0
3005,1422,3292,0
3023,1435,3269,0
3004,1483,3252,0
2986,1550,3235,0
2992,1591,3197,0
3023,1607,3166,0
3029,1621,3142,0
3023,1665,3131,0
3016,1723,3111,0
3023,1779,3097,0
3021,1813,3079,0
3023,1837,3062,0
3023,1860,3027,0
3023,1894,2994,0
3012,1926,2966,0
3023,1952,2959,0
3055,1957,2945,0
3099,1952,2925,0
3129,1943,2887,0
3174,1952,2856,0
3232,1963,2830,0
3288,1952,2822,0
3309,1899,2808,0
3326,1837,2787,0
3346,1793,2748,0
3363,1779,2718,0
3347,1777,2695,0
3326,1779,2684,0
3317,1762,2664,0
3326,1722,2650,0
3313,1672,2631,0
3288,1665,2615,0
3260,1696,2591,0
3250,1722,2581,0
3233,1699,2578,0
3212,1665,2581,0
3184,1652,2565,0
3174,1665,2546,0
3172,1666,2525,0
3174,1665,2512,0
3158,1664,2492,0
3137,1665,2477,0
3110,1655,2459,0
3099,1665,2443,0
3093,1694,2419,0
3099,1722,2409,0
3098,1721,2407,0
3099,1722,2409,0
3093,1745,2392,0
3099,1779,2374,0
3102,1787,2355,0
3099,1779,2340,0
3065,1773,2316,0
3023,1779,2305,0
2987,1779,2304,0
2986,1779,2305,0
2990,1778,2288,0
2986,1779,2271,0
2949,1773,2263,0
2910,1779,2271,0
2879,1803,2271,0
2872,1837,2271,0
2868,1848,2267,0
2872,1837,2271,0
2871,1821,2259,0
2872,1837,2237,0
2864,1886,2207,0
2872,1952,2202,0
2896,1980,2204,0
2948,1952,2202,0
3003,1884,2178,0
3061,1837,2168,0
3093,1827,2174,0
3099,1837,2202,0
3084,1835,2227,0
3099,1837,2271,0
3138,1856,2329,0
3174,1894,2409,0
3156,1924,2483,0
3099,1952,2581,0
3020,1980,2692,0
2948,2009,2822,0
2889,2002,2935,0
2872,1952,3062,0
2866,1879,3212,0
2834,1837,3407,0
2763,1830,3608,0
2721,1837,3819,0
2731,1817,4020,0
2759,1779,4232,0
2743,1742,4436,0
2721,1722,4645,0
2726,1697,4836,0
2759,1665,5024,0
2767,1626,5194,0
2759,1607,5368,0
2750,1602,5525,0
2759,1607,5678,0
2757,1605,5802,0
2759,1607,5918,0
2767,1606,6018,0
2797,1607,6125,0
2813,1604,6215,0
2834,1607,6297,0
2840,1617,6349,0
2834,1607,6400,0
2812,1574,6435,0
2834,1550,6469,0
2870,1554,6481,0
2872,1550,6503,0
2844,1528,6520,0
2872,1550,6538,0
2883,1625,6523,0
2759,1722,6503,0
2580,1895,6476,0
2608,2239,6469,0
2780,2603,6452,0
2834,2755,6435,0
2927,2803,6397,0
3704,2985,6366,0
5278,2857,6316,0
6802,1550,6263,0
7401,-879,6188,0
7256,-3042,6125,0
7120,-3827,6055,0
7256,-3616,5987,0
7234,-3385,5896,0
6727,-3214,5815,0
5853,-2567,5738,0
4951,-1435,5678,0
4229,-430,5594,0
3779,115,5506,0
3554,391,5407,0
3439,631,5334,0
3313,819,5261,0
3174,918,5196,0
3056,988,5109,0
2986,1091,5024,0
2938,1195,4929,0
2910,1263,4852,0
2883,1272,4774,0
2872,1263,4714,0
2864,1274,4643,0
2872,1320,4576,0
2867,1364,4498,0
2872,1378,4439,0
2868,1379,4381,0
2872,1378,4336,0
2865,1379,4277,0
2872,1378,4232,0
2872,1377,4190,0
2872,1378,4164,0
2861,1376,4125,0
2872,1378,4095,0
2892,1378,4057,0
2910,1378,4026,0
2903,1373,3984,0
2910,1378,3957,0
2930,1399,3934,0
2948,1435,3923,0
2930,1453,3891,0
2910,1435,3854,0
2903,1393,3809,0
2910,1378,3785,0
2903,1399,3764,0
2910,1435,3751,0
2929,1444,3719,0
2948,1435,3682,0
2942,1427,3637,0
2948,1435,3613,0
2969,1437,3594,0
2986,1435,3579,0
2963,1444,3543,0
2948,1492,3510,0
2958,1557,3472,0
2986,1607,3441,0
2986,1631,3399,0
2986,1665,3372,0
2989,1703,3352,0
2986,1722,3338,0
2944,1725,3303,0
2910,1779,3269,0
2910,1880,3241,0
2948,1952,3235,0
2972,1949,3220,0
2986,1952,3200,0
2985,2009,3162,0
2986,2066,3131,0
2974,2051,3104,0
2986,2009,3097,0
3028,2000,3084,0
3099,2009,3062,0
3149,1982,3022,0
3174,1952,2994,0
3183,1951,2973,0
3212,1952,2959,0
3239,1900,2924,0
3250,1837,2890,0
3238,1818,2863,0
3250,1837,2856,0
3276,1826,2842,0
3288,1779,2822,0
3251,1733,2785,0
3212,1722,2753,0
3190,1725,2725,0
3174,1722,2718,0
3131,1696,2717,0
3099,1665,2718,0
3092,1645,2702,0
3099,1665,2684,0
3079,1699,2662,0
3061,1722,2650,0
3057,1717,2630,0
3061,1722,2615,0
3039,1747,2595,0
3023,1779,2581,0
3021,1785,2561,0
3023,1779,2546,0
3000,1775,2527,0
2986,1779,2512,0
2986,1775,2491,0
2986,1779,2477,0
2947,1800,2459,0
2910,1837,2443,0
2897,1851,2420,0
2910,1837,2409,0
2899,1802,2404,0
2872,1779,2409,0
2843,1771,2397,0
2834,1779,2374,0
2818,1798,2345,0
2797,1837,2340,0
2768,1874,2342,0
2759,1894,2340,0
2755,1889,2317,0
2759,1894,2305,0
2754,1918,2304,0
2759,1952,2305,0
2759,1959,2285,0
2759,1952,2271,0
2759,1944,2267,0
2797,1952,2271,0
2857,1954,2251,0
2910,1952,2237,0
2926,1945,2238,0
2948,1952,2271,0
2985,1956,2301,0
3023,1952,2340,0
3026,1939,2381,0
3023,1952,2443,0
3016,1998,2512,0
2986,2066,2615,0
2906,2113,2740,0
2834,2124,2890,0
2803,2100,3028,0
2797,2066,3166,0
2752,2032,3295,0
2683,2009,3441,0
2625,1984,3595,0
2608,1952,3785,0
2592,1897,3987,0
2570,1837,4198,0
2550,1789,4386,0
2570,1779,4576,0
2600,1783,4762,0
2608,1779,4955,0
2578,1766,5128,0
2570,1779,5299,0
2600,1798,5456,0
2645,1779,5609,0
2663,1708,5733,0
2683,1665,5850,0
2707,1682,5952,0
2721,1722,6056,0
2690,1710,6132,0
2683,1665,6194,0
2715,1649,6238,0
2759,1665,6297,0
2755,1673,6350,0
2759,1665,6400,0
2768,1663,6419,0
2759,1665,6435,0
2728,1657,6434,0
2759,1665,6435,0
2798,1701,6414,0
2721,1779,6400,0
2546,1947,6379,0
2494,2239,6366,0
2595,2530,6330,0
2683,2698,6297,0
2794,2859,6256,0
3363,3157,6228,0
4599,3180,6180,0
6047,2181,6125,0
6988,81,6049,0
7256,-2124,5987,0
7231,-3384,5917,0
7256,-3616,5850,0
7209,-3421,5759,0
6802,-3100,5678,0
5967,-2511,5587,0
4988,-1607,5506,0
4208,-679,5410,0
3779,0,5334,0
3579,397,5260,0
3439,631,5196,0
3287,789,5106,0
3174,918,5024,0
3098,1035,4944,0
3023,1148,4886,0
2929,1228,4815,0
2872,1263,4749,0
2864,1256,4673,-1
2872,1263,4611,0
2847,1294,4538,1
2834,1320,4473,0
2846,1299,4398,-2
2872,1263,4336,0
2854,1272,4271,3
2834,1320,4232,0
2837,1365,4195,-7
2872,1378,4164,0
2878,1377,4109,31
2872,1378,4060,80
2864,1378,4015,130
2872,1378,3992,177
2868,1376,3958,225
2872,1378,3923,274
2885,1376,3877,316
2910,1378,3854,354
2915,1377,3835,392
2910,1378,3819,435
2901,1374,3782,476
2910,1378,3751,515
2924,1379,3724,549
2948,1378,3716,579
2966,1372,3699,608
2986,1378,3682,644
2988,1383,3648,683
2986,1378,3613,724
2977,1364,3569,758
2986,1378,3544,789
2989,1413,3526,819
2986,1435,3510,853
2972,1411,3472,886
2986,1378,3441,917
3011,1381,3418,947
3023,1435,3407,982
2998,1499,3375,1016
2986,1550,3338,1046
2999,1580,3295,1069
3023,1607,3269,1094
3021,1631,3244,1119
3023,1665,3235,1143
3040,1712,3219,1158
3061,1779,3200,1175
3056,1829,3162,1197
3061,1837,3131,1223
3081,1819,3107,1241
3099,1837,3097,1255
3086,1897,3077,1268
3099,1952,3062,1288
3150,1942,3044,1305
3212,1894,3028,1320
3232,1853,2993,1328
3250,1837,2959,1336
3286,1812,2931,1342
3326,1779,2925,1352
3326,1761,2912,1361
3326,1779,2890,1368
3343,1796,2851,1368
3363,1779,2822,1368
3335,1736,2798,1367
3288,1722,2787,1368
3255,1747,2769,1366
3250,1779,2753,1368
3222,1782,2731,1369
3174,1779,2718,1368
3143,1783,2699,1359
3174,1779,2684,1352
3217,1745,2663,1344
3212,1722,2650,1336
3146,1739,2631,1318
3099,1779,2615,1304
3094,1791,2593,1294
3099,1779,2581,1288
3071,1770,2564,1273
3061,1779,2546,1255
3083,1782,2521,1237
3099,1779,2512,1223
3058,1775,2510,1207
3023,1779,2512,1191
3033,1779,2495,1174
3061,1779,2477,1159
3033,1776,2458,1141
2986,1779,2443,1127
2967,1779,2420,1111
2986,1779,2409,1094
2979,1776,2405,1070
2948,1779,2409,1046
2915,1779,2394,1026
2910,1779,2374,1014
2908,1776,2351,1000
2910,1779,2340,982
2895,1781,2332,956
2872,1779,2340,933
2840,1771,2343,915
2834,1779,2340,901
2838,1804,2317,885
2834,1837,2305,869
2805,1846,2302,852
2797,1837,2305,837
2813,1824,2288,821
2834,1837,2271,805
2827,1864,2261,787
2834,1894,2271,773
2878,1902,2271,757
2948,1894,2271,740
2982,1869,2272,717
2986,1837,2305,692
2976,1799,2351,666
2986,1779,2409,644
3002,1788,2462,621
3023,1837,2546,595
3021,1914,2654,564
2986,2009,2787,531
2908,2072,2915,503
2834,2066,3062,483
2782,2003,3224,462
2759,1952,3407,435
2724,1927,3576,400
2683,1894,3751,370
2646,1826,3918,346
2645,1779,4095,322
2651,1778,4259,285
2645,1779,4439,241
2626,1728,4622,203
2645,1665,4817,177
2690,1643,4992,151
2721,1665,5161,113
2701,1673,5316,66
2683,1665,5471,32
2695,1657,5597,19
2721,1665,5712,16
2719,1664,5810,9
2721,1665,5918,0
2737,1664,6011,-3
2759,1665,6091,0
2744,1643,6140,2
2759,1607,6194,0
2813,1593,6244,-1
2872,1607,6297,0
2871,1622,6319,1
2872,1607,6331,0
2882,1573,6328,-1
2872,1550,6331,0
2839,1560,6314,0
2872,1607,6297,0
2892,1659,6271,0
2759,1722,6263,0
2563,1877,6246,0
2608,2181,6228,0
2831,2503,6179,0
2910,2698,6125,0
2978,2850,6061,0
3741,3042,6022,0
5343,2817,5975,0
6878,1492,5918,0
7437,-798,5827,0
7256,-2870,5746,0
7129,-3742,5671,0
7256,-3616,5609,0
7147,-3274,5521,0
6538,-2927,5437,0
5653,-2285,5346,0
4837,-1320,5265,0
4213,-434,5168,0
3817,115,5093,0
3615,413,5022,0
3515,631,4955,0
3393,801,4860,0
3250,918,4783,0
3128,988,4722,0
3061,1033,4680,0
3016,1073,4610,0
2986,1148,4542,0
2957,1228,4478,0
2948,1263,4439,0
2931,1247,4386,0
2910,1263,4336,0
2873,1330,4277,-1
2872,1378,4232,0
2890,1362,4176,1
2910,1320,4129,0
2899,1312,4084,-2
2910,1320,4060,0
2934,1316,4027,8
2948,1320,3992,16
2918,1353,3946,22
2910,1378,3923,32
2943,1353,3904,49
2986,1320,3888,64
2973,1332,3850,73
2948,1378,3819,80
2950,1395,3794,95
2986,1378,3785,113
2995,1361,3765,124
2986,1378,3751,129
2975,1407,3731,135
2986,1435,3716,145
2988,1444,3681,155
2986,1435,3647,161
2978,1405,3617,167
2986,1378,3613,177
2986,1364,3602,188
2986,1378,3579,193
2988,1404,3535,193
3023,1435,3510,193
3056,1445,3492,195
3061,1435,3475,193
3029,1418,3436,186
3023,1435,3407,177
3045,1485,3386,170
3061,1550,3372,161
3035,1605,3335,146
3023,1665,3303,129
3041,1726,3281,114
3061,1779,3269,97
3037,1808,3234,73
3023,1837,3200,48
3051,1870,3174,29
3099,1894,3166,16
3104,1892,3146,6
3099,1894,3131,0
3120,1919,3114,-2
3174,1952,3097,0
3214,1943,3060,1
3250,1894,3028,0
3287,1845,3004,-1
3326,1837,2994,0
3342,1846,2973,0
3363,1837,2959,0
3388,1800,2943,0
3401,1779,2925,0
3379,1781,2887,0
3363,1779,2856,0
3363,1748,2833,0
3363,1722,2822,0
3337,1719,2800,0
3326,1722,2787,0
3331,1695,2772,0
3326,1665,2753,0
3278,1654,2712,0
3250,1665,2684,0
3265,1664,2676,0
3288,1665,2684,0
3256,1666,2671,0
3212,1665,2650,0
3197,1652,2626,0
3212,1665,2615,0
3201,1700,2597,0
3174,1722,2581,0
3148,1696,2561,0
3137,1665,2546,0
3113,1658,2523,0
3099,1665,2512,0
3095,1657,2508,0
3099,1665,2512,0
3081,1695,2499,0
3061,1722,2477,0
3040,1716,2452,0
3023,1722,2443,0
2995,1755,2440,0
2986,1779,2443,0
2987,1753,2429,0
2986,1722,2409,0
2948,1734,2382,0
2910,1779,2374,0
2895,1795,2373,0
2910,1779,2374,0
2903,1766,2356,0
2872,1779,2340,0
2833,1787,2330,0
2834,1779,2340,0
2857,1766,2343,0
2872,1779,2340,0
2852,1807,2318,0
2834,1837,2305,0
2827,1858,2298,0
2834,1894,2305,0
2838,1936,2304,0
2872,1952,2305,0
2929,1906,2307,0
2986,1837,2340,0
3006,1803,2384,0
3023,1837,2443,0
3043,1886,2497,0
3061,1894,2581,0
3064,1855,2687,0
3099,1837,2822,0
3155,1875,2951,0
3174,1952,3097,0
3096,2003,3255,0
2986,2009,3441,0
2917,1981,3618,0
2910,1952,3785,0
2890,1921,3931,0
2834,1894,4095,0
2761,1864,4271,0
2721,1837,4473,0
2710,1805,4665,0
2721,1779,4852,0
2723,1752,5020,0
2721,1722,5196,0
2711,1686,5356,0
2721,1665,5506,0
2738,1659,5626,0
2759,1665,5746,0
2760,1662,5854,0
2759,1665,5953,0
2754,1664,6021,0
2759,1665,6091,0
