III,V,ABP,RESP
1837,4581,2393,2150
2307,4640,2369,2132
2274,4581,2358,2115
1691,4455,2340,2090
962,4303,2323,2063
581,4162,2301,2032
700,4165,2288,2010
1039,4288,2278,1991
1312,4373,2288,1975
1507,4324,2304,1949
1749,4303,2323,1923
1949,4366,2324,1894
1924,4373,2323,1870
1749,4219,2320,1843
1749,4095,2323,1818
2005,4120,2310,1789
2186,4165,2288,1766
2034,4059,2260,1744
1749,3956,2252,1731
1599,3994,2252,1714
1487,4095,2252,1696
1171,4053,2235,1667
787,3956,2217,1643
707,3975,2207,1622
1049,4095,2217,1608
1431,4122,2222,1590
1487,4026,2217,1573
1254,3935,2206,1553
1137,3956,2217,1538
1339,4035,2239,1520
1662,4095,2252,1503
1682,4075,2235,1482
1224,4026,2217,1468
480,4093,2210,1457
-87,4442,2217,1451
-65,5007,2206,1441
612,5692,2182,1433
1479,6573,2155,1423
1924,7704,2147,1416
1832,8470,2144,1405
1837,7913,2147,1398
2683,5837,2145,1395
4373,3332,2147,1398
6045,1606,2144,1398
6909,902,2147,1398
7105,678,2145,1395
7346,625,2147,1398
7749,774,2144,1399
7609,1111,2147,1398
6482,1435,2145,1393
4898,1735,2147,1398
3589,2127,2144,1408
2711,2638,2147,1416
2188,3109,2146,1413
2186,3470,2147,1416
2556,3738,2143,1424
2536,3956,2147,1433
1708,4076,2148,1432
700,4095,2147,1433
279,4043,2128,1440
350,4026,2112,1451
432,4049,2103,1450
525,4095,2112,1451
738,4096,2115,1457
787,4095,2112,1468
463,4121,2102,1470
175,4165,2112,1468
273,4172,2131,1471
525,4165,2147,1486
614,4178,2133,1497
787,4234,2112,1503
1244,4286,2099,1500
1574,4303,2112,1503
1256,4251,2119,1510
525,4165,2112,1521
83,4108,2087,1523
175,4165,2076,1521
361,4265,2075,1515
262,4303,2076,1521
65,4246,2059,1529
175,4234,2041,1538
563,4325,2031,1538
787,4442,2041,1538
619,4441,2043,1537
350,4373,2041,1538
317,4374,2031,1535
437,4512,2041,1538
397,4623,2056,1545
175,4581,2076,1556
15,4450,2076,1557
0,4442,2076,1556
-84,4545,2071,1553
-350,4581,2076,1556
-562,4475,2073,1555
-437,4442,2076,1556
-114,4578,2079,1554
0,4720,2112,1556
-176,4676,2170,1554
-262,4581,2288,1556
-47,4591,2460,1555
175,4650,2710,1556
113,4597,3015,1553
0,4512,3378,1556
188,4515,3762,1556
612,4581,4153,1556
964,4567,4507,1546
1137,4512,4821,1538
1097,4472,5063,1534
787,4442,5244,1538
426,4378,5359,1539
525,4373,5455,1538
1133,4431,5539,1535
1574,4442,5631,1538
1314,4323,5712,1540
700,4234,5807,1538
393,4278,5915,1527
525,4373,6053,1521
791,4359,6185,1518
1049,4303,6299,1521
1296,4308,6357,1518
1399,4373,6370,1521
1302,4385,6337,1522
1312,4373,6299,1521
1765,4388,6248,1509
2536,4442,6194,1503
3134,4458,6116,1503
3236,4442,6053,1503
2868,4389,6003,1493
2274,4303,5983,1486
1721,4176,5959,1484
1399,4095,5948,1486
1270,4077,5927,1476
1224,4095,5912,1468
1367,4102,5875,1466
1924,4165,5842,1468
2698,4282,5800,1460
3061,4373,5772,1451
2668,4314,5731,1447
1924,4165,5701,1451
1422,4058,5660,1450
1312,4095,5631,1451
1420,4185,5589,1451
1662,4234,5560,1451
1928,4217,5521,1441
2011,4234,5490,1433
1941,4299,5447,1429
2099,4373,5420,1433
2570,4402,5386,1433
2886,4442,5349,1433
2662,4492,5280,1431
2186,4512,5208,1433
1887,4460,5130,1432
1749,4442,5068,1433
1594,4500,4994,1432
1574,4581,4927,1433
1831,4587,4852,1430
2099,4581,4786,1433
2030,4610,4701,1440
1749,4650,4610,1451
1575,4622,4509,1453
1574,4581,4434,1451
1621,4569,4363,1445
1749,4581,4293,1451
1970,4569,4200,1460
2099,4581,4118,1468
1996,4602,4040,1467
1837,4581,3977,1468
1776,4504,3900,1474
1749,4512,3836,1486
1719,4624,3775,1488
1837,4720,3730,1486
2016,4688,3681,1481
1924,4650,3660,1486
1575,4689,3655,1494
1487,4720,3660,1503
1825,4606,3640,1504
2099,4442,3625,1503
2005,4361,3608,1501
2011,4373,3590,1503
2487,4354,3537,1503
2974,4303,3484,1503
2857,4254,3446,1500
2361,4234,3449,1503
2155,4214,3477,1504
2361,4234,3554,1503
2472,4263,3659,1498
2186,4234,3766,1503
1740,4095,3812,1513
1487,3956,3801,1521
1428,3891,3731,1513
1399,3887,3625,1503
1450,3848,3472,1499
1749,3817,3308,1503
2102,3843,3157,1503
2099,3956,3062,1503
1788,4054,3016,1501
1749,4095,3027,1503
2114,4071,3067,1501
2274,4026,3132,1503
1824,3976,3190,1504
1312,3956,3238,1503
1293,3957,3250,1493
1574,3956,3238,1486
1725,3941,3199,1482
1924,3956,3167,1486
2311,3988,3131,1485
2361,4026,3097,1486
1548,4128,3061,1485
350,4442,3062,1486
-274,4955,3081,1482
0,5622,3097,1486
735,6530,3077,1493
1487,7704,3062,1503
2100,8495,3059,1504
2624,7913,3062,1503
3288,5751,3031,1501
4373,3123,2991,1503
5741,1297,2962,1501
6909,555,2956,1503
7697,354,2940,1510
8396,347,2921,1521
8966,536,2898,1523
8746,902,2886,1521
7331,1258,2866,1517
5335,1596,2851,1521
3717,2028,2841,1527
2799,2568,2851,1538
2272,3031,2854,1541
1924,3332,2851,1538
1776,3529,2830,1532
1749,3748,2815,1538
1615,3961,2798,1550
1312,4095,2780,1556
1034,4101,2743,1545
962,4095,2710,1538
1028,4141,2683,1537
1049,4234,2675,1538
937,4264,2659,1527
787,4234,2639,1521
684,4186,2614,1521
700,4165,2604,1521
919,4173,2591,1504
1399,4234,2569,1486
1853,4317,2528,1474
1837,4373,2499,1468
1232,4369,2487,1452
525,4373,2499,1433
230,4408,2502,1415
350,4442,2499,1398
489,4412,2490,1371
437,4373,2499,1346
333,4377,2504,1326
350,4442,2499,1311
425,4486,2473,1286
525,4512,2463,1259
911,4569,2464,1235
1749,4720,2463,1224
2474,4856,2432,1209
2186,4859,2393,1189
898,4726,2346,1160
-262,4650,2288,1136
-498,4700,2197,1116
-262,4789,2112,1101
-300,4814,2034,1084
-525,4859,1971,1066
-524,4946,1909,1047
-350,4997,1900,1031
-146,4963,1959,1014
350,4997,2076,996
1111,5132,2194,977
1399,5206,2323,961
792,5097,2457,945
0,4997,2604,926
-164,5029,2718,905
87,5067,2815,892
99,4958,2913,883
-87,4859,3062,874
-5,4891,3251,856
350,4928,3484,839
583,4779,3734,827
612,4581,4012,822
639,4518,4285,813
787,4581,4540,804
1043,4617,4737,793
1399,4650,4892,787
1707,4711,5004,778
1662,4720,5103,769
1197,4561,5183,759
787,4373,5279,752
1009,4348,5388,743
1837,4512,5525,734
2530,4635,5654,724
2449,4581,5772,717
1772,4388,5853,709
1224,4234,5912,699
1105,4168,5937,687
1137,4165,5948,682
1245,4170,5922,682
1837,4234,5877,682
2904,4328,5812,673
3586,4373,5772,664
3168,4286,5746,661
2099,4165,5736,664
1366,4096,5711,665
1312,4095,5701,664
1543,4087,5695,662
1749,4095,5701,664
1940,4125,5683,665
2099,4165,5666,664
2039,4160,5643,662
1749,4165,5631,664
1491,4191,5596,670
1574,4234,5560,682
2055,4274,5516,692
2711,4373,5490,699
3124,4469,5454,699
2974,4442,5420,699
2285,4270,5365,702
1487,4165,5314,717
1089,4234,5254,735
1312,4373,5208,752
1906,4401,5154,760
2361,4373,5103,769
2270,4367,5040,783
1749,4373,4997,804
1367,4322,4958,822
1574,4303,4927,839
2115,4365,4873,854
2361,4442,4821,874
2153,4421,4762,892
2011,4373,4716,909
2265,4384,4659,923
2536,4442,4610,944
2333,4430,4545,969
1837,4373,4469,996
1552,4359,4363,1016
1574,4442,4258,1031
1567,4533,4149,1044
1399,4581,4047,1066
1270,4595,3922,1092
1399,4650,3801,1119
1788,4714,3692,1136
2274,4720,3625,1154
2557,4622,3569,1174
2449,4512,3519,1206
2151,4450,3457,1241
2099,4442,3414,1276
2311,4413,3384,1302
2361,4373,3378,1329
2070,4333,3362,1353
1837,4303,3343,1381
1963,4238,3316,1406
2186,4165,3308,1433
2127,4088,3303,1458
1924,4026,3308,1486
1951,3968,3304,1511
2186,3956,3308,1538
2195,3943,3307,1563
1837,3887,3308,1591
1549,3800,3291,1615
1749,3817,3273,1643
2137,3911,3249,1668
2099,3956,3238,1696
1657,3870,3220,1720
1487,3817,3203,1748
1788,3879,3168,1778
2011,3956,3132,1818
1848,3927,3099,1855
1837,3887,3097,1888
2240,3924,3111,1910
2361,3956,3132,1940
1559,3860,3132,1974
525,3748,3132,2010
381,3778,3131,2035
1137,3956,3132,2063
1701,4154,3105,2094
1399,4373,3062,2133
621,4685,3013,2160
175,5206,2991,2185
427,6013,2975,2207
1137,7080,2956,2238
1744,7961,2926,2262
2011,7982,2921,2290
2391,6785,2936,2313
3498,4789,2956,2342
5107,2772,2945,2366
6297,1319,2921,2395
6692,560,2895,2419
6909,416,2886,2447
7400,644,2868,2470
7696,972,2851,2500
7227,1214,2828,2526
6209,1458,2815,2552
5081,1834,2796,2568
3848,2360,2780,2587
2567,2885,2768,2603
1837,3332,2780,2622
1989,3680,2798,2635
2361,3956,2815,2657
2106,4118,2815,2681
1312,4165,2815,2710
649,4101,2814,2726
350,4026,2815,2745
178,4001,2800,2760
87,4095,2780,2779
223,4243,2757,2788
525,4373,2745,2797
739,4407,2727,2802
787,4373,2710,2814
730,4319,2686,2822
700,4303,2675,2832
859,4324,2669,2832
1312,4373,2675,2832
1705,4396,2674,2825
1487,4373,2675,2832
643,4296,2670,2841
-87,4234,2675,2849
-154,4230,2675,2840
175,4303,2675,2832
357,4367,2657,2827
350,4373,2639,2832
403,4318,2617,2825
525,4303,2604,2814
578,4352,2585,2799
612,4442,2569,2797
688,4511,2546,2790
700,4581,2534,2779
656,4634,2525,2757
787,4650,2534,2745
1024,4604,2536,2735
875,4581,2534,2727
159,4605,2512,2706
-525,4650,2499,2692
-529,4668,2490,2681
0,4720,2499,2675
393,4801,2497,2654
350,4859,2499,2640
123,4846,2491,2628
0,4859,2499,2622
-55,4910,2507,2602
-175,4928,2534,2587
-308,4866,2568,2575
-262,4859,2639,2570
38,4940,2747,2551
525,4997,2921,2535
1121,4926,3142,2521
1749,4859,3414,2517
2135,4871,3702,2506
1924,4859,4012,2500
1122,4674,4313,2495
262,4442,4610,2500
-118,4336,4870,2493
0,4373,5103,2482
253,4392,5291,2466
437,4373,5455,2465
647,4374,5574,2464
962,4442,5666,2465
1236,4476,5730,2453
1312,4442,5807,2447
1264,4378,5880,2443
1312,4373,5948,2447
1450,4393,5982,2440
1487,4373,6018,2430
1396,4285,6051,2415
1399,4234,6088,2412
1548,4258,6094,2411
1574,4303,6088,2412
1352,4259,6068,2403
1137,4165,6053,2395
1155,4124,6017,2382
1224,4234,5983,2377
1113,4477,5941,2368
962,4859,5912,2360
1080,5355,5872,2347
1399,5900,5842,2342
1573,6261,5812,2334
1574,6177,5807,2325
1855,5461,5790,2304
2711,4234,5772,2290
3641,2889,5730,2278
3848,1943,5701,2273
3252,1635,5665,2256
2536,1874,5631,2238
1961,2340,5573,2216
962,2776,5525,2203
-768,2997,5480,2184
-2449,2985,5455,2168
-3210,2858,5416,2147
-3236,2846,5384,2133
-3326,2979,5345,2114
-3673,3123,5314,2098
-3831,3169,5261,2077
-3411,3262,5208,2063
-2343,3526,5147,2045
-700,3887,5103,2028
1104,4111,5058,2006
2361,4165,5033,1993
2721,4160,4999,1982
2624,4234,4962,1975
2646,4331,4895,1958
2799,4373,4821,1940
2708,4315,4732,1920
2361,4234,4645,1905
2106,4194,4538,1886
2186,4234,4434,1870
2424,4306,4322,1852
2536,4373,4223,1836
2471,4388,4113,1813
2449,4373,4012,1801
2646,4349,3910,1791
2974,4373,3836,1783
3185,4417,3773,1764
3148,4442,3730,1748
2936,4409,3685,1737
2711,4373,3660,1731
2598,4358,3646,1714
2624,4373,3660,1696
2682,4385,3666,1681
2711,4442,3660,1678
2835,4540,3623,1672
3236,4650,3590,1661
3697,4702,3561,1640
3761,4720,3554,1626
3348,4719,3538,1614
2974,4720,3519,1608
2987,4705,3492,1599
3148,4720,3484,1591
3123,4753,3481,1580
3061,4789,3484,1573
3172,4805,3468,1563
3323,4859,3449,1556
3332,4919,3424,1545
3411,4928,3414,1538
3736,4865,3397,1528
4023,4859,3378,1521
3855,4935,3351,1510
3323,4997,3343,1503
2855,4940,3342,1494
2711,4859,3343,1486
2846,4840,3323,1475
3148,4859,3308,1468
3420,4803,3299,1459
3411,4720,3308,1451
3051,4683,3298,1438
2711,4720,3273,1433
2851,4754,3222,1432
3498,4789,3167,1433
4103,4826,3089,1425
4110,4859,2991,1416
3481,4816,2865,1410
2711,4720,2745,1416
2265,4617,2646,1418
2186,4581,2604,1416
2188,4579,2619,1405
2099,4581,2710,1398
1973,4546,2850,1395
1924,4512,3027,1398
1894,4470,3202,1398
1837,4442,3378,1398
1858,4437,3531,1396
2099,4512,3660,1398
2367,4592,3742,1397
2274,4581,3801,1398
1757,4452,3837,1397
1312,4373,3871,1398
1385,4419,3890,1397
1837,4512,3906,1398
2118,4506,3901,1397
1924,4442,3871,1398
1357,4388,3804,1397
787,4373,3730,1398
614,4371,3664,1397
1049,4442,3625,1398
1773,4547,3596,1397
2186,4581,3590,1398
2120,4492,3597,1397
2011,4442,3625,1398
2119,4507,3647,1397
2099,4581,3660,1398
1610,4507,3649,1397
962,4373,3625,1398
649,4319,3568,1397
700,4373,3484,1398
825,4419,3372,1396
962,4442,3273,1398
1165,4447,3191,1398
1312,4442,3132,1398
1252,4396,3071,1395
1137,4373,3027,1398
1195,4377,2998,1406
1399,4373,2991,1416
1528,4303,2975,1417
1487,4234,2956,1416
1309,4193,2932,1414
1049,4165,2921,1416
809,4106,2905,1415
787,4095,2886,1416
1047,4155,2850,1415
1399,4234,2815,1416
1562,4224,2776,1413
1487,4165,2745,1416
1352,4130,2707,1422
1312,4165,2675,1433
1297,4184,2645,1436
1224,4165,2639,1433
1240,4150,2639,1427
1574,4234,2639,1433
2085,4349,2629,1443
2274,4373,2639,1451
1850,4244,2668,1448
1137,4095,2710,1451
664,4022,2732,1459
612,4026,2745,1468
796,4040,2746,1467
1049,4095,2745,1468
1286,4161,2726,1475
1399,4165,2710,1486
1310,4072,2700,1485
1137,4026,2710,1486
1059,4086,2714,1492
1137,4165,2710,1503
1328,4139,2691,1504
1574,4095,2675,1503
1706,4113,2646,1506
1574,4165,2604,1521
1318,4160,2543,1532
1312,4165,2499,1538
1586,4209,2481,1536
1749,4234,2499,1538
1586,4160,2517,1543
1399,4095,2534,1556
1434,4113,2544,1565
1487,4165,2569,1573
1361,4157,2591,1572
1312,4165,2604,1573
1543,4213,2591,1577
1749,4234,2569,1591
1537,4155,2536,1602
1049,4095,2499,1608
669,4099,2453,1605
525,4095,2428,1608
607,4041,2420,1615
1049,4095,2428,1626
1792,4272,2435,1626
2361,4373,2463,1626
2350,4247,2501,1624
1924,4095,2534,1626
1474,4097,2535,1623
1137,4165,2534,1626
892,4091,2535,1632
875,3956,2534,1643
1159,3946,2501,1644
1574,4095,2463,1643
1910,4234,2436,1640
2186,4303,2428,1643
2407,4335,2411,1643
2361,4373,2393,1643
1880,4361,2382,1640
1224,4303,2393,1643
883,4240,2408,1643
1049,4234,2428,1643
1400,4243,2445,1639
1574,4234,2463,1643
1603,4207,2467,1650
1749,4234,2463,1661
2005,4290,2447,1662
2099,4303,2428,1661
1963,4210,2396,1656
1924,4095,2358,1661
2165,4013,2313,1667
2361,3956,2288,1678
2065,3868,2279,1680
1399,3817,2288,1678
945,3854,2289,1673
962,3956,2288,1678
1031,3988,2282,1687
787,3956,2288,1696
633,3935,2290,1694
1312,4026,2288,1696
2657,4169,2269,1701
3498,4234,2252,1713
2913,4115,2243,1715
1399,3887,2252,1713
237,3724,2258,1708
87,3748,2252,1713
453,3871,2230,1720
700,3956,2217,1731
887,3982,2213,1732
1399,4095,2217,1731
1977,4365,2213,1725
1924,4720,2217,1731
1164,5039,2220,1739
525,5483,2217,1748
615,6359,2195,1747
1137,7635,2182,1748
1638,8498,2179,1748
2361,7982,2182,1748
3697,5982,2165,1738
5247,3540,2147,1731
6180,1754,2128,1727
6384,902,2112,1731
6585,588,2086,1729
7259,555,2076,1731
7846,757,2088,1731
7434,1111,2112,1731
5942,1427,2116,1719
4285,1735,2112,1713
3307,2159,2108,1711
2974,2707,2112,1713
2769,3195,2100,1704
2449,3540,2076,1696
2005,3746,2049,1692
1399,3887,2041,1696
732,3986,2039,1690
350,4095,2041,1678
338,4165,2036,1665
350,4165,2041,1661
286,4113,2044,1654
612,4165,2041,1643
1463,4297,2020,1623
2099,4373,2006,1608
1768,4308,1994,1598
787,4234,1971,1591
39,4234,1911,1574
-87,4234,1830,1556
110,4167,1739,1536
350,4165,1654,1521
551,4296,1578,1503
700,4442,1548,1486
767,4461,1576,1467
787,4442,1654,1451
710,4457,1750,1432
437,4442,1865,1416
97,4335,1991,1397
87,4303,2112,1381
567,4430,2178,1361
1137,4581,2182,1346
1264,4575,2134,1329
875,4512,2076,1311
345,4504,2008,1289
0,4512,1936,1276
-168,4425,1852,1268
-262,4373,1795,1259
-200,4489,1764,1239
175,4720,1760,1224
710,4834,1743,1213
962,4789,1724,1206
667,4703,1699,1188
87,4720,1689,1171
-292,4796,1680,1159
-262,4859,1689,1154
-9,4862,1710,1145
175,4859,1760,1136
114,4838,1826,1127
-175,4789,1936,1119
-502,4719,2074,1107
-612,4720,2252,1101
-420,4771,2453,1100
-87,4789,2710,1101
134,4729,3017,1092
175,4720,3378,1084
145,4797,3748,1080
175,4859,4118,1084
271,4793,4452,1084
437,4720,4751,1084
805,4736,4988,1082
1399,4789,5173,1084
1798,4744,5297,1082
1487,4650,5384,1084
636,4571,5445,1088
87,4512,5525,1101
269,4435,5631,1112
700,4442,5772,1119
856,4548,5911,1117
962,4650,6053,1119
1385,4630,6180,1124
1924,4581,6299,1136
2212,4576,6375,1145
2361,4581,6405,1154
2559,4510,6379,1160
2536,4442,6335,1171
2030,4414,6271,1180
1399,4373,6194,1189
1159,4249,6068,1193
1312,4165,5912,1206
1566,4203,5745,1223
1837,4303,5631,1241
2060,4304,5566,1250
2011,4234,5560,1259
1695,4189,5577,1266
1574,4234,5631,1276
1914,4301,5680,1282
2361,4373,5701,1294
2460,4423,5641,1309
2274,4442,5525,1329
2093,4387,5366,1339
1924,4303,5208,1346
1606,4234,5039,1351
1312,4234,4892,1364
1413,4283,4770,1373
1924,4373,4716,1381
2314,4434,4708,1385
2186,4442,4751,1398
1824,4394,4810,1415
1837,4373,4892,1433
2238,4393,4956,1443
2449,4442,4997,1451
2234,4471,4988,1457
2099,4512,4962,1468
2378,4556,4915,1476
2624,4581,4857,1486
2307,4524,4766,1493
1749,4442,4681,1503
1634,4420,4600,1510
2011,4512,4540,1521
2278,4600,4467,1530
2099,4581,4399,1538
1729,4453,4315,1537
1574,4373,4223,1538
1723,4390,4100,1543
2011,4442,3977,1556
2211,4438,3850,1564
2186,4442,3730,1573
1927,4499,3597,1580
1574,4581,3484,1591
1310,4613,3394,1598
1312,4650,3343,1608
1649,4721,3298,1615
2186,4789,3273,1626
2562,4773,3268,1633
2536,4720,3308,1643
2255,4659,3359,1651
2099,4581,3414,1661
2170,4457,3446,1667
2186,4373,3484,1678
1895,4341,3519,1687
1487,4303,3554,1696
1369,4206,3552,1700
1662,4165,3519,1713
2034,4226,3460,1730
2186,4303,3414,1748
2189,4266,3373,1755
2274,4165,3343,1766
2365,4058,3303,1779
2186,3956,3273,1801
1773,3838,3247,1817
1574,3817,3238,1836
1815,3912,3220,1852
2099,4026,3203,1870
1899,4014,3178,1878
1312,3956,3167,1888
915,3938,3161,1900
1049,3956,3167,1923
1408,3925,3168,1941
1574,3887,3167,1958
1494,3918,3150,1971
1487,4026,3132,1993
1701,4102,3109,2012
1924,4095,3097,2028
1768,4035,3079,2033
1224,4026,3062,2045
711,4109,3036,2061
612,4303,3027,2080
756,4605,3023,2089
700,5067,3027,2098
345,5687,3012,2109
87,6455,2991,2133
244,7281,2966,2152
787,7913,2956,2168
1681,7777,2941,2174
3148,6455,2921,2185
5186,4263,2883,2192
7084,2221,2851,2203
7860,1025,2823,2208
7346,555,2815,2220
6481,366,2811,2229
6297,416,2815,2238
6718,792,2813,2236
6734,1319,2815,2238
5699,1719,2812,2242
4110,2082,2815,2255
2897,2578,2814,2258
2361,3123,2815,2255
2120,3476,2801,2242
1837,3679,2780,2238
1535,3881,2752,2235
1312,4095,2745,2238
1118,4178,2745,2230
875,4165,2745,2220
550,4144,2724,2202
175,4165,2710,2185
-123,4158,2704,2163
-175,4165,2710,2150
3,4194,2706,2139
262,4234,2710,2133
524,4253,2712,2115
875,4303,2710,2098
1224,4387,2687,2077
1312,4442,2675,2063
1041,4413,2672,2043
700,4373,2675,2028
533,4369,2655,2009
437,4373,2639,1993
140,4307,2634,1972
-262,4234,2639,1958
-320,4247,2623,1941
175,4373,2604,1923
755,4466,2593,1894
787,4442,2604,1870
330,4353,2608,1849
87,4373,2604,1836
401,4492,2585,1816
787,4581,2569,1801
704,4547,2548,1782
262,4512,2534,1766
-172,4540,2514,1743
-525,4581,2499,1731
-765,4559,2475,1721
-612,4581,2463,1713
-35,4689,2455,1694
437,4789,2463,1678
372,4762,2464,1667
87,4720,2463,1661
113,4766,2443,1643
350,4859,2428,1626
254,4852,2413,1612
-262,4789,2428,1608
-664,4762,2461,1600
-525,4789,2534,1591
-96,4774,2632,1579
87,4720,2780,1573
-56,4646,2965,1565
-87,4581,3203,1556
241,4518,3468,1543
612,4512,3766,1538
629,4531,4064,1537
437,4512,4364,1538
461,4421,4627,1531
787,4373,4857,1521
1095,4402,5040,1509
1137,4442,5208,1503
984,4405,5354,1495
875,4373,5490,1486
982,4399,5596,1468
1312,4442,5701,1451
1630,4394,5802,1437
1662,4303,5912,1433
1396,4242,6005,1428
1137,4234,6088,1416
1136,4204,6137,1395
1312,4165,6159,1381
1429,4141,6143,1372
1487,4165,6124,1364
1735,4194,6091,1344
2274,4234,6053,1329
2731,4252,5991,1319
2624,4234,5948,1311
1965,4140,5920,1287
1312,4026,5912,1259
1089,3945,5888,1235
1224,3956,5877,1224
1501,4018,5871,1209
1924,4095,5877,1189
2427,4140,5850,1161
2624,4165,5807,1136
2193,4124,5736,1110
1399,4026,5666,1084
835,3926,5582,1055
787,3956,5525,1031
1040,4080,5481,1012
1312,4165,5455,996
1555,4125,5411,973
1837,4095,5384,944
2068,4152,5371,913
2099,4234,5384,892
1967,4234,5376,875
1924,4234,5349,857
2059,4295,5293,830
2186,4373,5244,804
2137,4373,5186,783
2011,4373,5138,769
1886,4413,5079,752
1662,4442,5033,734
1348,4393,4978,715
1224,4373,4927,699
1373,4419,4854,682
1487,4442,4786,664
1347,4358,4711,645
1224,4303,4645,629
1379,4358,4560,612
1662,4442,4469,594
1860,4436,4352,575
2099,4442,4223,559
2415,4541,4074,548
2449,4650,3942,542
1927,4615,3822,534
1224,4512,3730,524
929,4487,3644,514
1137,4581,3590,507
1467,4654,3557,499
1662,4650,3554,489
1752,4582,3549,477
1837,4512,3554,472
1920,4431,3554,473
2011,4373,3554,472
2090,4348,3534,463
2099,4373,3519,455
2031,4386,3500,452
2011,4373,3484,455
2140,4327,3447,454
2361,4303,3414,455
2486,4283,3384,461
2361,4234,3378,472
1943,4101,3374,476
1399,3956,3378,472
1098,3887,3376,467
1312,3956,3378,472
1803,4054,3373,481
2011,4095,3378,489
1707,4045,3379,490
1312,4026,3378,489
1311,4081,3360,494
1662,4165,3343,507
1883,4147,3323,518
1749,4026,3308,524
1419,3918,3285,524
1224,3956,3273,524
1335,4084,3257,530
1749,4165,3238,542
2146,4150,3199,553
2099,4165,3167,559
1446,4256,3143,559
525,4373,3132,559
-226,4520,3111,564
-525,4928,3097,577
-185,5737,3080,589
787,6802,3062,594
1824,7711,3024,591
2274,8051,2991,594
2470,7434,2966,604
3498,5761,2956,612
5450,3481,2937,611
6996,1527,2921,612
7247,520,2900,620
6996,347,2886,629
7260,467,2863,630
7696,625,2851,629
7431,879,2844,636
6559,1319,2851,647
5672,1842,2849,650
4723,2360,2851,647
3403,2815,2848,644
2099,3193,2851,647
1390,3443,2836,647
1137,3609,2815,647
840,3758,2788,646
525,3956,2780,647
521,4133,2778,646
787,4234,2780,647
1002,4254,2774,646
1049,4303,2780,647
947,4366,2786,645
700,4373,2780,647
478,4286,2744,648
612,4234,2710,647
991,4271,2685,638
1049,4303,2675,629
519,4232,2663,625
0,4165,2675,629
171,4224,2707,633
875,4373,2745,629
1266,4434,2752,619
962,4373,2745,612
475,4270,2729,610
525,4234,2710,612
1120,4273,2661,611
1574,4373,2604,612
1320,4427,2554,613
525,4373,2534,612
-164,4249,2525,602
-350,4234,2534,594
-219,4339,2546,592
-87,4442,2569,594
95,4456,2584,594
525,4512,2604,594
956,4641,2609,596
875,4720,2604,594
301,4643,2570,585
-87,4581,2534,577
82,4659,2491,574
350,4789,2463,577
157,4790,2435,576
-350,4720,2428,577
-715,4691,2432,583
-875,4720,2463,594
-1008,4714,2502,598
-962,4720,2569,594
-453,4781,2653,590
350,4859,2780,594
842,4827,2943,604
700,4720,3167,612
218,4640,3439,612
-87,4650,3766,612
-43,4648,4101,617
175,4581,4434,629
434,4513,4728,641
787,4581,4997,647
1139,4710,5223,646
1224,4720,5420,647
1035,4540,5569,652
962,4373,5701,664
1173,4343,5809,675
1312,4373,5912,682
1121,4308,5997,681
962,4234,6088,682
1240,4263,6165,687
1749,4373,6229,699
2009,4410,6253,709
1924,4373,6264,717
1666,4304,6262,723
1312,4234,6264,734
995,4159,6246,744
1049,4165,6229,752
1552,4223,6205,751
2099,4234,6194,752
2324,4142,6171,756
2361,4095,6159,769
2422,4141,6136,781
2361,4165,6124,787
1990,4054,6098,785
1574,3956,6088,787
1528,3993,6069,793
1837,4095,6053,804
2052,4089,6014,814
1924,4026,5983,822
1664,4040,5943,823
1574,4165,5912,822
1555,4252,5867,818
1312,4234,5842,822
914,4143,5819,830
875,4095,5807,839
1435,4127,5768,839
2186,4234,5736,839
2555,4315,5707,845
2449,4303,5701,857
2112,4188,5683,861
1749,4095,5666,857
1523,4110,5631,851
1662,4234,5596,857
2091,4322,5539,867
2361,4303,5490,874
2201,4224,5433,872
1924,4234,5384,874
1871,4323,5315,883
1924,4373,5244,892
1835,4300,5154,891
1749,4234,5068,892
1880,4270,4971,899
2099,4373,4892,909
2157,4421,4806,910
2099,4442,4716,909
2037,4471,4602,913
1924,4512,4505,926
1779,4546,4414,937
1837,4650,4329,944
2058,4776,4216,945
2011,4789,4118,944
1494,4655,4035,940
962,4581,3977,944
880,4632,3902,953
1137,4650,3836,961
1397,4521,3783,960
1662,4442,3766,961
1994,4517,3747,969
2186,4581,3730,979
2053,4471,3694,980
1837,4373,3660,979
1828,4433,3616,978
1924,4512,3590,979
1861,4403,3566,976
1749,4234,3554,979
1910,4172,3532,986
2361,4165,3519,996
2686,4058,3510,998
2536,3956,3519,996
2002,3967,3520,995
1487,4026,3519,996
1261,3965,3510,994
1312,3887,3519,996
1497,3916,3525,1003
1749,4026,3519,1014
1965,4026,3481,1017
2011,3887,3449,1014
1819,3746,3425,1009
1574,3748,3414,1014
1478,3840,3380,1023
1574,3887,3343,1031
1686,3840,3313,1031
1749,3817,3308,1031
1824,3863,3295,1036
1924,3956,3273,1049
1827,4146,3242,1060
1399,4581,3238,1066
898,5186,3242,1065
787,5830,3238,1066
1134,6672,3201,1071
1574,7913,3167,1084
1895,8846,3143,1095
2449,8190,3132,1101
3639,5676,3109,1100
5247,2776,3097,1101
6547,1044,3093,1107
7171,555,3097,1119
7527,411,3078,1128
8133,278,3062,1136
