II,III,PLETH,ABP
3562,5024,8279,3126
3561,5033,8217,3103
3562,5024,8208,3091
3553,5004,8207,3089
3562,5024,8208,3091
3565,5036,8167,3069
3562,5024,8137,3055
3527,4963,8098,3053
3505,4927,8067,3055
3492,4913,8011,3034
3505,4927,7996,3020
3503,4916,7993,3017
3505,4927,7996,3020
3500,4964,7949,2999
3505,5024,7925,2984
3502,5039,7917,2981
3505,5024,7925,2984
3504,5001,7883,2964
3505,5024,7854,2949
3510,5091,7842,2945
3562,5217,7854,2949
3669,5353,7818,2930
3844,5507,7784,2913
4105,5736,7761,2907
4523,6183,7784,2913
5125,6846,7783,2897
5880,7632,7784,2878
6664,8427,7771,2866
7350,9178,7784,2878
7760,9637,7778,2882
7745,9468,7784,2878
7219,8528,7774,2856
6275,7149,7784,2842
5093,5769,7776,2833
3901,4637,7784,2842
2874,3779,7775,2846
2148,3285,7784,2842
1723,3209,7775,2820
1526,3478,7784,2807
1450,3843,7777,2801
1470,4154,7784,2807
1560,4348,7774,2804
1696,4444,7784,2807
1829,4421,7779,2806
1979,4347,7784,2807
2158,4295,7771,2788
2374,4347,7784,2771
2567,4450,7785,2760
2714,4541,7784,2771
2789,4549,7740,2776
2827,4541,7713,2771
2826,4531,7695,2748
2827,4541,7713,2736
2820,4526,7710,2731
2827,4541,7713,2736
2825,4583,7702,2732
2827,4637,7713,2736
2822,4644,7707,2737
2827,4637,7713,2736
2828,4631,7704,2715
2827,4637,7713,2700
2818,4627,7705,2694
2827,4637,7713,2700
2849,4646,7705,2697
2883,4637,7713,2700
2908,4603,7704,2701
2940,4637,7713,2700
2969,4738,7706,2679
2996,4830,7713,2665
3012,4833,7703,2658
3053,4830,7713,2665
3109,4869,7708,2661
3166,4927,7713,2665
3191,4925,7700,2664
3222,4927,7713,2665
3271,4966,7714,2643
3336,5024,7713,2629
3372,5027,7670,2620
3392,5024,7642,2629
3408,5025,7625,2624
3449,5024,7642,2629
3496,4992,7639,2636
3562,5024,7642,2665
3637,5123,7631,2690
3731,5217,7642,2736
3801,5216,7636,2799
3844,5217,7642,2913
3877,5292,7633,3063
3957,5410,7642,3269
4058,5440,7635,3509
4127,5410,7642,3801
4126,5407,7634,4111
4127,5507,7642,4441
4170,5624,7635,4759
4240,5700,7642,5080
4260,5701,7634,5375
4240,5700,7642,5649
4204,5723,7635,5873
4184,5797,7642,6075
4153,5861,7633,6252
4127,5893,7642,6431
4097,5857,7635,6580
4071,5797,7642,6715
4032,5728,7632,6819
4014,5700,7642,6928
4011,5690,7637,7020
4014,5700,7642,7106
3985,5692,7629,7159
3957,5700,7642,7212
3943,5726,7644,7259
3957,5797,7642,7319
3961,5859,7599,7357
3957,5893,7571,7390
3930,5858,7554,7403
3901,5797,7571,7425
3861,5726,7568,7427
3844,5700,7571,7425
3836,5689,7560,7400
3844,5700,7571,7390
3837,5693,7565,7370
3844,5700,7571,7354
3842,5692,7562,7313
3844,5700,7571,7283
3830,5692,7564,7245
3844,5700,7571,7212
3872,5698,7563,7153
3901,5700,7571,7106
3897,5687,7564,7051
3901,5700,7571,6999
3924,5736,7563,6910
3957,5797,7571,6821
3959,5842,7563,6726
3957,5893,7571,6644
3993,5954,7564,6536
4127,6086,7571,6431
4398,6332,7563,6317
4862,6763,7571,6217
5491,7339,7564,6094
6219,8019,7571,5969
6940,8720,7562,5832
7576,9371,7571,5720
7949,9718,7565,5607
7858,9468,7571,5507
7190,8484,7560,5393
6106,7053,7571,5294
4886,5625,7568,5193
3788,4541,7571,5116
2901,3787,7553,5036
2261,3285,7571,4974
1846,3042,7598,4909
1640,3188,7642,4867
1580,3644,7641,4823
1640,4154,7642,4796
1761,4447,7648,4757
1922,4541,7713,4725
2085,4570,7779,4680
2261,4637,7854,4654
2434,4667,7906,4628
2601,4637,7996,4619
2726,4566,8092,4597
2827,4541,8208,4583
2891,4535,8298,4560
2940,4541,8420,4548
2946,4521,8552,4524
2940,4541,8703,4512
2924,4583,8807,4491
2940,4637,8916,4477
2967,4645,9031,4452
2996,4637,9199,4441
2999,4628,9347,4423
2996,4637,9482,4405
2991,4634,9574,4365
2996,4637,9694,4334
2995,4635,9822,4307
2996,4637,9977,4299
2991,4625,10091,4279
2996,4637,10189,4263
3008,4645,10248,4240
3053,4637,10331,4228
3110,4605,10419,4207
3166,4637,10543,4192
3193,4732,10628,4170
3222,4830,10685,4157
3266,4846,10697,4135
3336,4830,10756,4121
3395,4821,10827,4099
3449,4830,10897,4086
3493,4815,10894,4064
3562,4830,10897,4050
3640,4901,10914,4028
3731,5024,10968,4015
3813,5124,10973,3992
3901,5217,10968,3979
3983,5307,10948,3957
4071,5410,10968,3944
4150,5471,10967,3921
4240,5507,10968,3908
4312,5535,10928,3886
4353,5603,10897,3873
4352,5665,10845,3848
4353,5700,10826,3837
4358,5692,10790,3827
4353,5700,10756,3837
4302,5709,10674,3837
4240,5700,10614,3837
4179,5641,10561,3824
4127,5603,10543,3837
4061,5597,10481,3862
4014,5603,10402,3908
3983,5556,10301,3949
3957,5507,10260,4015
3900,5485,10226,4093
3844,5507,10189,4192
3804,5509,10102,4277
3788,5507,10048,4370
3757,5497,10006,4465
3731,5507,9977,4583
3715,5500,9894,4691
3731,5507,9836,4796
3735,5502,9790,4882
3731,5507,9765,4974
3698,5489,9686,5058
3675,5507,9623,5152
3655,5544,9574,5228
3675,5603,9553,5294
3701,5614,9478,5329
3731,5603,9411,5365
3732,5583,9354,5395
3731,5603,9340,5436
3742,5643,9299,5458
3788,5700,9270,5471
3842,5742,9225,5467
3901,5797,9199,5471
3975,5887,9146,5461
4127,6086,9128,5436
4395,6404,9119,5380
4805,6859,9128,5329
5340,7424,9090,5276
5993,8115,9057,5223
6710,8866,9013,5147
7406,9564,8987,5080
7915,9981,8933,5012
8085,9951,8916,4938
7781,9389,8908,4829
7010,8405,8916,4725
5900,7163,8874,4629
4692,5893,8845,4548
3572,4767,8828,4440
2657,3961,8845,4334
1981,3532,8817,4233
1583,3478,8774,4157
1421,3660,8715,4077
1413,3961,8703,4015
1452,4263,8695,3955
1526,4541,8703,3908
1641,4732,8671,3847
1809,4830,8633,3801
1995,4832,8575,3760
2205,4830,8562,3730
2410,4856,8556,3688
2601,4927,8562,3659
2730,4979,8522,3635
2827,5024,8491,3624
2888,5028,8467,3599
2940,5024,8491,3588
2947,5000,8496,3583
2940,5024,8491,3588
2926,5074,8444,3571
2940,5120,8420,3553
2949,5089,8403,3540
2940,5024,8420,3553
2904,4983,8417,3558
2883,5024,8420,3553
2880,5084,8406,3528
2883,5120,8420,3517
2872,5109,8417,3511
2883,5120,8420,3517
2927,5157,8401,3513
2996,5217,8420,3517
3050,5257,8448,3517
3109,5314,8491,3517
3183,5369,8489,3497
3279,5410,8491,3482
3364,5402,8498,3472
3449,5410,8562,3482
3529,5448,8629,3482
3618,5507,8703,3482
3699,5516,8737,3474
3788,5507,8774,3482
3857,5495,8795,3483
3901,5507,8845,3482
3914,5501,8877,3460
3957,5507,8916,3446
4035,5532,8934,3435
4127,5603,8987,3446
4186,5663,9026,3447
4240,5700,9057,3446
4297,5697,9042,3434
4353,5700,9057,3446
4364,5697,9085,3461
4353,5700,9128,3482
4342,5689,9124,3486
4353,5700,9128,3517
4340,5706,9125,3573
4297,5700,9128,3659
4228,5647,9083,3738
4184,5603,9057,3837
4152,5583,9045,3957
4127,5603,9057,4121
4087,5607,9023,4293
4071,5603,8987,4477
4069,5589,8940,4649
4071,5603,8916,4832
4038,5606,8866,5005
4014,5603,8845,5187
4002,5582,8834,5352
4014,5603,8845,5507
4007,5617,8811,5631
4014,5603,8774,5756
4015,5535,8724,5865
4014,5507,8703,5969
3981,5512,8662,6042
3957,5507,8633,6111
3952,5444,8587,6164
3957,5410,8562,6217
3918,5416,8518,6250
3844,5410,8491,6288
3792,5362,8448,6313
3844,5410,8420,6324
3996,5606,8373,6301
4240,5893,8350,6288
4613,6223,8331,6283
5201,6763,8350,6288
5937,7576,8352,6259
6671,8502,8350,6217
7319,9238,8307,6161
7915,9661,8279,6111
8287,9675,8257,6039
8085,9178,8279,5969
7134,8121,8285,5891
5767,6763,8279,5827
4447,5428,8214,5742
3392,4347,8137,5649
2545,3575,8046,5536
1922,3188,7996,5436
1572,3161,7950,5327
1470,3381,7925,5223
1472,3664,7881,5095
1526,3961,7854,4974
1621,4231,7813,4854
1753,4444,7784,4761
1881,4553,7733,4667
2035,4637,7713,4583
2223,4732,7701,4487
2431,4830,7713,4405
2590,4849,7684,4324
2714,4830,7642,4263
2803,4808,7583,4201
2883,4830,7571,4157
2919,4836,7568,4112
2940,4830,7571,4086
2938,4786,7531,4059
2940,4734,7501,4050
2933,4669,7479,4032
2940,4637,7501,4015
2943,4629,7503,3986
2940,4637,7501,3979
2924,4629,7478,3977
2940,4637,7501,3979
2990,4668,7532,3957
3053,4734,7571,3944
3084,4785,7566,3935
3109,4830,7571,3944
3151,4865,7587,3940
3222,4927,7642,3944
3283,4980,7677,3942
3336,5024,7713,3944
3380,5052,7733,3924
3449,5120,7784,3908
3528,5187,7819,3897
3618,5217,7854,3908
3684,5193,7869,3911
3731,5217,7925,3908
3768,5305,7991,3886
3844,5410,8067,3873
3953,5455,8098,3862
4071,5507,8137,3873
4143,5596,8168,3875
4184,5700,8208,3873
4206,5723,8205,3849
4240,5700,8208,3837
4268,5680,8220,3828
4297,5700,8279,3837
4304,5704,8317,3834
4297,5700,8350,3837
4265,5688,8362,3831
4240,5700,8420,3837
4211,5698,8487,3841
4184,5700,8562,3873
4146,5692,8594,3915
4127,5700,8633,3979
4107,5696,8660,4038
4071,5700,8703,4121
4001,5693,8725,4215
3957,5700,8774,4334
3948,5695,8814,4450
3957,5700,8845,4583
3931,5693,8829,4718
3901,5700,8845,4867
3885,5696,8876,5004
3901,5700,8916,5152
3903,5688,8904,5292
3901,5700,8916,5436
3893,5728,8947,5549
3901,5797,8987,5649
3899,5854,8954,5732
3901,5893,8916,5827
3896,5890,8895,5904
3901,5893,8916,5969
3897,5893,8891,6003
3901,5893,8845,6040
3898,5851,8787,6062
3901,5797,8774,6075
3895,5733,8746,6056
3901,5700,8703,6040
3901,5682,8619,6021
3901,5700,8562,6004
3890,5707,8513,5955
3901,5700,8491,5898
3924,5673,8446,5835
3957,5700,8420,5791
3963,5756,8382,5728
3957,5797,8350,5649
3930,5752,8293,5540
3901,5700,8279,5436
3858,5674,8277,5324
3844,5700,8279,5223
3841,5700,8231,5110
3844,5700,8208,5009
3813,5690,8202,4900
3788,5700,8208,4796
3777,5694,8163,4680
3788,5700,8137,4583
3787,5701,8129,4489
3788,5700,8137,4405
3771,5680,8094,4307
3731,5700,8067,4228
3703,5770,8056,4162
3788,5893,8067,4121
3998,6036,8027,4065
4297,6280,7996,4015
4699,6718,7981,3965
5314,7439,7996,3944
6076,8348,7962,3921
6784,9275,7925,3908
7345,9987,7899,3884
7858,10337,7925,3873
8185,10175,7932,3862
7915,9468,7925,3873
6839,8303,7879,3874
5371,6956,7854,3873
4066,5644,7835,3850
3109,4541,7854,3837
2358,3768,7855,3828
1809,3478,7854,3837
1545,3592,7832,3835
1526,3864,7854,3837
1560,4044,7885,3831
1583,4154,7925,3837
1634,4257,7918,3835
1753,4347,7925,3837
1901,4346,7942,3831
2092,4347,7996,3837
2315,4443,8026,3836
2544,4637,8067,3837
2708,4774,8112,3829
2827,4830,8208,3837
2897,4849,8288,3840
2940,4927,8350,3837
2935,4997,8368,3813
2940,5024,8420,3801
2960,4996,8485,3798
2996,5024,8562,3801
3003,5114,8592,3782
2996,5217,8633,3766
2989,5239,8685,3758
2996,5217,8774,3766
2997,5198,8823,3753
2996,5217,8845,3730
2991,5221,8830,3701
2996,5217,8845,3695
3009,5207,8866,3693
3053,5217,8916,3695
3110,5214,8947,3677
3166,5217,8987,3659
3194,5212,8992,3636
3222,5217,8987,3624
3250,5209,8941,3603
3279,5217,8916,3588
3295,5216,8897,3565
3336,5217,8916,3553
3390,5202,8916,3531
3449,5217,8916,3517
3490,5226,8879,3494
3562,5217,8845,3482
3652,5183,8795,3460
3731,5217,8774,3446
3772,5312,8740,3421
3844,5410,8703,3411
3959,5421,8624,3400
4071,5410,8562,3411
4109,5432,8508,3420
4127,5507,8491,3446
4173,5560,8453,3469
4240,5603,8420,3517
4257,5641,8372,3582
4240,5700,8350,3695
4225,5744,8309,3834
4240,5797,8279,4015
4246,5844,8230,4210
4240,5893,8208,4441
4213,5899,8170,4680
4184,5893,8137,4938
4145,5881,8083,5183
4127,5893,8067,5436
4107,5895,8059,5670
4071,5893,8067,5898
4002,5852,8029,6084
3957,5797,7996,6253
3946,5724,7971,6394
3957,5700,7996,6537
3931,5720,8003,6663
3901,5797,7996,6786
3880,5853,7948,6880
3901,5893,7925,6963
3907,5889,7910,7018
3901,5893,7925,7070
3866,5887,7919,7105
3844,5893,7925,7141
3832,5886,7916,7158
3844,5893,7925,7177
3850,5894,7917,7177
3844,5893,7925,7177
3826,5874,7918,7156
3844,5893,7925,7141
3918,5982,7914,7107
4071,6183,7925,7070
4310,6466,7924,7010
4692,6859,7925,6963
5237,7383,7885,6909
5936,8115,7854,6857
6713,9020,7831,6780
7463,9951,7854,6715
7987,10555,7862,6643
8085,10530,7854,6573
7634,9767,7806,6466
6728,8502,7784,6359
5559,7050,7771,6246
4353,5700,7784,6146
3267,4594,7774,6022
2431,3864,7784,5898
1878,3512,7784,5762
1583,3478,7784,5649
1459,3640,7739,5534
1470,3961,7713,5436
1562,4332,7698,5326
1696,4637,7713,5223
1799,4776,7704,5105
1866,4830,7713,5009
1896,4870,7713,4923
1922,4927,7713,4867
1925,4958,7667,4808
1922,5024,7642,4761
1920,5118,7629,4700
1979,5217,7642,4654
2077,5229,7629,4606
2205,5217,7642,4583
2313,5206,7648,4559
2431,5217,7642,4548
2546,5179,7586,4524
2657,5120,7571,4512
2739,5060,7595,4490
2827,5024,7642,4477
2934,4972,7632,4450
3053,4927,7642,4441
3130,4901,7690,4434
3166,4927,7784,4441
3182,4969,7824,4426
3222,5024,7854,4405
3276,5065,7893,4375
3336,5120,7996,4370
3385,5167,8096,4368
3449,5217,8208,4370
3510,5254,8303,4350
3562,5314,8420,4334
3586,5368,8519,4313
3618,5410,8633,4299
3665,5408,8730,4273
3731,5410,8845,4263
3802,5409,8941,4258
3901,5410,9057,4263
4001,5392,9156,4247
4071,5410,9270,4228
4091,5456,9365,4202
4127,5507,9482,4192
4188,5508,9565,4172
4240,5507,9623,4157
4238,5509,9638,4132
4240,5507,9694,4121
4268,5454,9766,4101
4297,5410,9836,4086
4271,5394,9834,4058
4240,5410,9836,4050
4234,5405,9853,4044
4240,5410,9906,4050
4194,5414,9913,4042
4127,5410,9906,4050
4078,5356,9887,4070
4071,5314,9906,4121
4050,5299,9907,4169
4014,5314,9906,4228
3970,5303,9867,4284
3957,5314,9836,4370
3954,5347,9786,4466
3957,5410,9765,4583
3931,5450,9728,4698
3901,5507,9694,4832
3858,5557,9617,4957
3844,5603,9553,5080
3836,5596,9493,5181
3844,5603,9482,5294
3840,5636,9452,5402
3844,5700,9411,5507
3842,5717,9326,5577
3844,5700,9270,5649
3839,5676,9220,5718
3844,5700,9199,5791
3843,5741,9153,5831
3844,5797,9128,5862
3875,5885,9090,5879
4014,6086,9057,5898
4286,6384,8980,5885
4692,6763,8916,5862
5214,7237,8859,5823
5880,7922,8845,5791
6652,8770,8809,5740
7406,9564,8774,5684
7933,9996,8721,5611
8085,9951,8703,5542
7769,9425,8669,5455
7010,8502,8633,5365
5911,7253,8573,5254
4692,5893,8562,5152
3559,4660,8561,5041
2657,3768,8562,4938
2015,3249,8513,4824
1640,3092,8491,4725
1476,3219,8485,4628
1470,3575,8491,4548
1536,3996,8446,4455
1640,4347,8420,4370
1732,4535,8411,4284
1809,4637,8420,4228
1860,4723,8379,4172
1922,4830,8350,4121
1984,4893,8336,4056
2035,4927,8350,4015
2037,4948,8315,3988
2035,5024,8279,3979
2058,5117,8234,3945
2148,5217,8208,3908
2257,5248,8156,3873
2374,5217,8137,3873
2478,5119,8132,3874
2601,5024,8137,3873
2721,4928,8093,3848
2827,4830,8067,3837
2890,4713,8055,3832
2940,4637,8067,3837
2991,4616,8028,3818
3053,4637,7996,3801
3091,4639,7974,3789
3109,4637,7996,3801
3121,4628,7993,3805
3166,4637,7996,3801
3225,4658,7984,3778
3279,4734,7996,3766
3304,4810,7985,3757
3336,4830,7996,3766
3384,4767,8012,3766
3449,4734,8067,3766
3486,4768,8101,3758
3505,4830,8137,3766
3533,4833,8153,3769
3618,4830,8208,3766
3734,4861,8268,3741
3844,4927,8350,3730
3907,4967,8409,3726
3957,5024,8491,3730
4023,5110,8561,3710
4127,5217,8633,3695
4224,5273,8661,3685
4297,5314,8703,3695
4328,5356,8756,3693
4353,5410,8845,3695
4377,5419,8894,3688
4410,5410,8916,3695
4419,5398,8899,3698
4410,5410,8916,3730
4376,5407,8942,3774
4353,5410,8987,3837
4326,5405,8989,3893
4297,5410,8987,3979
4255,5401,8970,4088
4240,5410,8987,4228
4241,5412,8988,4362
4240,5410,8987,4512
4193,5389,8946,4664
4127,5410,8916,4832
4057,5456,8871,4986
4014,5507,8845,5152
3974,5503,8800,5312
3957,5507,8774,5471
3946,5535,8732,5598
3957,5603,8703,5720
3954,5622,8655,5828
3957,5603,8633,5933
3950,5571,8597,6007
3957,5603,8562,6075
3955,5659,8484,6130
3957,5700,8420,6182
3953,5692,8365,6203
3957,5700,8350,6217
3955,5735,8313,6217
3957,5797,8279,6217
3977,5858,8229,6198
4071,5990,8208,6182
4261,6221,8171,6151
4579,6569,8137,6111
5033,7018,8082,6038
5654,7632,8067,5969
6403,8391,8060,5896
7180,9178,8067,5827
7793,9751,8029,5723
8085,9951,7996,5613
7952,9658,7971,5497
7406,8888,7996,5400
6500,7740,8004,5292
5371,6473,7996,5187
4190,5291,7946,5062
3166,4347,7925,4938
2404,3686,7913,4802
1922,3381,7925,4690
1644,3406,7914,4590
1526,3671,7925,4512
1516,4009,7926,4420
1583,4347,7925,4334
1665,4626,7880,4248
1753,4830,7854,4192
1832,4912,7840,4146
1922,4927,7854,4121
1990,4937,7845,4086
2035,5024,7854,4050
2035,5130,7855,4002
2035,5217,7854,3979
2056,5250,7808,3970
2148,5314,7784,3979
2263,5382,7774,3965
2374,5410,7784,3944
2451,5329,7744,3914
2544,5217,7713,3908
2655,5114,7693,3904
2770,5024,7713,3908
2855,4909,7709,3901
2940,4830,7713,3908
3029,4812,7704,3909
3109,4830,7713,3908
3143,4824,7699,3885
3166,4830,7713,3873
3208,4845,7735,3865
3279,4830,7784,3873
3324,4732,7808,3869
3336,4637,7854,3873
3323,4606,7908,3871
3336,4637,7996,3873
3376,4643,8061,3853
3449,4637,8137,3837
3513,4629,8198,3826
3562,4637,8279,3837
3584,4625,8340,3840
3618,4637,8420,3837
3664,4674,8485,3814
3731,4734,8562,3801
3804,4774,8619,3792
3901,4830,8703,3801
3995,4885,8776,3802
4071,4927,8845,3801
4100,4946,8870,3779
4127,5024,8916,3766
4171,5138,8973,3755
4240,5217,9057,3766
4284,5204,9099,3767
4297,5217,9128,3766
4287,5303,9124,3752
4297,5410,9128,3766
4304,5425,9114,3792
4297,5410,9128,3837
4259,5435,9131,3875
4240,5507,9128,3944
4240,5525,9081,4035
4240,5507,9057,4157
4192,5488,9047,4271
4127,5507,9057,4405
4075,5510,9022,4554
4071,5507,8987,4725
4073,5494,8940,4872
4071,5507,8916,5009
4042,5533,8870,5138
4014,5603,8845,5294
3978,5667,8809,5443
3957,5700,8774,5578
3943,5682,8694,5669
3957,5700,8633,5756
3962,5750,8581,5839
3957,5797,8562,5933
3920,5756,8519,5998
3901,5700,8491,6040
3892,5671,8452,6054
3901,5700,8420,6075
3877,5707,8345,6092
3844,5700,8279,6111
3821,5683,8220,6101
3844,5700,8208,6075
3880,5735,8176,6021
3901,5797,8137,5969
3891,5846,8078,5910
3901,5893,8067,5862
3968,5970,8064,5796
4127,6183,8067,5720
4375,6525,8022,5614
4749,6956,7996,5507
5268,7451,7980,5392
5936,8115,7996,5294
6670,8917,7987,5186
7350,9661,7996,5080
7793,10046,7995,4953
7858,9951,7996,4832
7465,9344,7952,4711
6671,8308,7925,4619
5591,6993,7910,4527
4410,5700,7925,4441
3315,4629,7916,4340
2488,3864,7925,4263
1953,3390,7925,4200
1640,3285,7925,4157
1455,3525,7880,4099
1413,3961,7854,4050
1497,4351,7843,4003
1640,4637,7854,3979
1738,4844,7819,3954
1809,5024,7784,3944
1885,5139,7757,3924
1979,5217,7784,3908
2025,5261,7792,3880
2035,5314,7784,3873
2037,5350,7735,3870
2092,5410,7713,3873
2169,5463,7698,3851
2261,5507,7713,3837
2337,5479,7706,3829
2431,5410,7713,3837
2535,5305,7704,3833
2657,5217,7713,3837
2754,5147,7701,3836
2827,5120,7713,3837
2893,5088,7727,3816
2996,5024,7784,3801
3103,4912,7840,3793
3166,4830,7925,3801
3165,4804,7992,3799
3166,4830,8067,3801
3191,4837,8120,3799
3222,4830,8208,3801
3219,4816,8301,3783
3222,4830,8420,3766
3262,4834,8517,3753
3336,4830,8633,3766
3394,4811,8736,3771
3449,4830,8845,3766
3504,4873,8913,3739
3562,4927,8987,3730
3589,4936,9047,3728
3618,4927,9128,3730
3678,4909,9188,3709
3788,4927,9270,3695
3888,4962,9338,3687
3957,5024,9411,3695
3999,5072,9442,3679
4071,5120,9482,3659
4160,5156,9512,3631
4240,5217,9553,3624
4273,5273,9552,3615
4297,5314,9553,3624
4323,5307,9540,3632
4353,5314,9553,3659
4353,5346,9546,3683
4353,5410,9553,3730
4354,5430,9525,3786
4353,5410,9482,3873
4321,5378,9396,3974
4297,5410,9340,4121
4290,5468,9296,4288
4297,5507,9270,4477
4273,5492,9198,4649
4240,5507,9128,4832
4204,5553,9047,5017
4184,5603,8987,5223
4149,5595,8902,5408
4127,5603,8845,5578
4098,5641,8796,5718
4071,5700,8774,5862
4007,5702,8710,5991
3957,5700,8633,6111
3934,5698,8538,6199
3957,5700,8491,6288
3970,5674,8448,6363
3957,5700,8420,6431
3919,5792,8370,6466
3901,5893,8350,6502
3896,5906,8317,6524
3901,5893,8279,6537
3917,5935,8195,6517
4014,6086,8137,6502
4243,6316,8091,6484
4636,6666,8067,6466
5165,7160,8015,6413
5823,7825,7996,6359
6563,8595,7990,6303
7293,9371,7996,6253
7821,9879,7953,6168
7971,9854,7925,6075
7644,9191,7913,5978
6897,8115,7925,5898
5853,6889,7889,5796
4692,5700,7854,5684
3588,4633,7831,5553
2714,3864,7854,5436
2129,3489,7856,5309
1809,3478,7854,5187
1661,3662,7838,5052
1640,3961,7854,4938
1684,4303,7857,4826
1753,4637,7854,4725
1801,4870,7811,4608
1866,5024,7784,4512
1950,5124,7763,4427
2035,5217,7784,4370
2055,5270,7787,4307
2035,5314,7784,4263
2010,5346,7741,4220
2035,5410,7713,4192
2079,5460,7691,4150
2148,5507,7713,4121
2218,5514,7719,4094
2318,5507,7713,4086
2426,5438,7664,4064
2544,5314,7642,4050
2638,5146,7629,4038
2714,5024,7642,4050
2767,4958,7631,4053
2827,4927,7642,4050
2884,4873,7641,4025
2940,4830,7642,4015
2971,4812,7615,4009
2996,4830,7642,4015
3016,4832,7703,4008
3053,4830,7784,4015
3098,4822,7810,4016
3166,4830,7854,4015
3243,4823,7933,3990
3336,4830,8067,3979
3422,4856,8173,3977
3505,4927,8279,3979
3566,4987,8372,3956
3618,5024,8491,3944
3663,5016,8588,3940
3731,5024,8703,3944
3813,5054,8806,3921
3901,5120,8916,3908
3962,5171,8981,3904
4014,5217,9057,3908
4061,5252,9142,3886
4127,5314,9270,3873
4188,5368,9378,3867
4240,5410,9482,3873
4252,5411,9548,3851
4240,5410,9623,3837
4222,5403,9684,3829
4240,5410,9765,3837
4258,5404,9811,3827
4240,5410,9836,3837
4172,5408,9819,3862
4127,5410,9836,3908
4120,5395,9866,3935
4127,5410,9906,3979
4097,5448,9881,4047
4071,5507,9836,4157
4065,5521,9778,4260
4071,5507,9765,4370
4041,5482,9735,4479
4014,5507,9694,4619
4006,5553,9611,4759
4014,5603,9553,4903
3988,5609,9502,5025
3957,5603,9482,5152
3943,5591,9422,5270
3957,5603,9340,5400
3958,5603,9218,5512
3957,5603,9128,5613
3952,5592,9044,5686
3957,5603,8987,5756
3951,5606,8906,5810
3957,5603,8845,5862
3959,5584,8769,5885
3957,5603,8703,5898
3941,5647,8614,5893
3957,5700,8562,5898
3990,5706,8518,5886
4014,5700,8491,5862
4002,5689,8418,5807
4014,5700,8350,5756
4050,5695,8289,5701
4071,5700,8279,5649
4021,5698,8248,5566
3957,5700,8208,5471
3918,5660,8147,5360
3901,5603,8137,5258
3848,5536,8136,5147
3788,5507,8137,5045
3744,5494,8091,4933
3731,5507,8067,4832
3703,5506,8055,4720
3675,5507,8067,4619
3658,5496,8031,4508
3675,5507,7996,4405
3682,5507,7969,4301
3675,5507,7996,4228
3657,5490,8005,4167
3675,5507,7996,4121
3706,5546,7946,4061
3731,5603,7925,4015
3726,5615,7914,3972
3731,5603,7925,3944
3738,5583,7895,3902
3731,5603,7854,3873
3689,5616,7798,3846
3675,5603,7784,3837
3698,5544,7776,3815
3731,5507,7784,3801
3711,5496,7750,3790
3675,5507,7713,3801
3657,5469,7659,3804
3675,5410,7642,3801
3677,5368,7630,3778
3675,5410,7642,3766
3684,5473,7634,3758
3731,5507,7642,3766
3770,5488,7634,3764
3788,5507,7642,3766
3780,5561,7630,3760
3788,5603,7642,3766
3795,5561,7658,3765
3788,5507,7713,3766
3751,5485,7750,3759
3731,5507,7784,3766
3730,5504,7794,3768
3731,5507,7854,3766
3700,5510,7945,3743
3675,5507,8067,3730
3668,5452,8143,3724
3675,5410,8208,3730
3648,5397,8258,3726
3618,5410,8350,3730
3604,5397,8446,3732
3618,5410,8562,3730
3620,5453,8640,3707
3618,5507,8703,3695
3611,5509,8727,3691
3618,5507,8774,3695
3615,5504,8830,3676
3618,5507,8916,3659
3612,5480,8963,3651
3618,5507,8987,3659
3612,5563,8972,3647
3618,5603,8987,3624
3614,5552,9010,3593
3618,5507,9057,3588
3613,5502,9066,3588
3618,5507,9057,3588
3619,5452,9013,3569
3618,5410,8987,3553
3593,5409,8946,3533
3562,5410,8916,3517
3553,5373,8867,3492
3618,5410,8845,3482
3753,5565,8811,3478
3957,5797,8774,3482
4261,6078,8695,3464
4749,6569,8633,3446
5411,7322,8581,3424
6162,8212,8562,3411
6887,9043,8501,3387
7519,9758,8420,3375
7896,10166,8322,3370
7802,9951,8279,3375
7111,8932,8245,3361
5993,7439,8208,3340
4744,5973,8124,3312
3618,4830,8067,3304
2699,3969,8023,3300
2035,3381,7996,3304
1617,3135,7920,3290
1413,3285,7854,3269
1338,3639,7800,3239
1357,3961,7784,3233
1441,4103,7743,3234
1583,4154,7713,3233
1743,4219,7670,3210
1922,4347,7642,3198
2110,4459,7590,3195
2318,4541,7571,3198
2504,4584,7564,3177
2657,4637,7571,3162
2752,4676,7533,3156
2827,4734,7501,3162
2865,4781,7479,3146
2883,4830,7501,3126
2872,4834,7501,3114
2883,4830,7501,3126
2910,4821,7485,3131
2940,4830,7501,3126
2938,4829,7503,3104
2940,4830,7501,3091
2961,4825,7459,3083
2996,4830,7430,3091
3005,4826,7408,3093
2996,4830,7430,3091
2987,4826,7436,3071
2996,4830,7430,3055
2997,4822,7383,3045
2996,4830,7359,3055
3004,4856,7345,3059
3053,4927,7359,3055
3114,4989,7353,3031
3166,5024,7359,3020
3188,5012,7352,3014
3222,5024,7359,3020
3272,5064,7348,3014
3336,5120,7359,3020
3385,5127,7360,3020
3449,5120,7359,3020
3513,5134,7317,2994
3562,5217,7288,2984
3577,5317,7270,2990
3618,5410,7288,3020
