I,II,ABP,RESP
3016,2015,2380,1498
2999,2021,2341,1555
3016,2033,2305,1616
3063,2053,2260,1676
3135,2088,2231,1735
3166,2104,2222,1784
3174,2106,2231,1833
3177,2103,2231,1876
3214,2124,2231,1912
3255,2154,2239,1939
3293,2179,2268,1971
3321,2184,2293,2003
3373,2197,2305,2030
3433,2219,2300,2040
3492,2251,2305,2050
3525,2269,2320,2060
3571,2288,2343,2070
3638,2310,2348,2067
3730,2342,2343,2070
3808,2361,2324,2079
3889,2378,2305,2089
3964,2402,2273,2081
4047,2451,2231,2070
4120,2501,2173,2064
4206,2542,2120,2070
4290,2565,2071,2063
4365,2596,2045,2050
4402,2632,2032,2033
4444,2669,2045,2030
4498,2686,2060,2029
4563,2705,2082,2030
4594,2729,2095,2021
4603,2760,2120,2010
4596,2772,2137,1996
4603,2778,2157,1991
4601,2776,2164,1987
4603,2778,2194,1991
4597,2773,2238,1990
4603,2778,2305,1991
4601,2781,2376,1986
4603,2778,2491,1991
4596,2755,2662,1998
4603,2741,2900,2010
4602,2739,3165,2017
4603,2741,3458,2030
4593,2722,3772,2040
4603,2705,4128,2050
4619,2698,4497,2053
4643,2705,4871,2070
4644,2697,5216,2089
4643,2687,5541,2109
4624,2674,5832,2114
4603,2669,6098,2129
4569,2650,6310,2154
4563,2633,6470,2188
4567,2615,6566,2207
4563,2614,6619,2227
4507,2612,6620,2251
4444,2614,6582,2286
4412,2611,6498,2309
4444,2614,6396,2326
4478,2612,6271,2338
4484,2614,6136,2365
4440,2611,5982,2394
4405,2614,5838,2424
4389,2611,5702,2444
4405,2614,5578,2464
4406,2617,5433,2480
4405,2633,5280,2503
4395,2649,5119,2521
4405,2669,4983,2543
4404,2677,4849,2559
4405,2687,4723,2582
4394,2692,4582,2601
4405,2705,4462,2621
4419,2718,4356,2631
4444,2741,4276,2641
4446,2761,4195,2647
4444,2778,4128,2661
4444,2777,4051,2671
4484,2778,3979,2681
4530,2780,3894,2678
4563,2796,3830,2681
4559,2800,3772,2686
4563,2796,3719,2700
4567,2785,3640,2704
4563,2796,3570,2700
4519,2816,3507,2685
4484,2832,3458,2681
4472,2817,3386,2678
4484,2796,3310,2681
4468,2783,3237,2671
4444,2796,3198,2661
4428,2813,3162,2647
4444,2832,3124,2641
4450,2841,3065,2629
4444,2850,3012,2621
4417,2855,2965,2609
4405,2869,2938,2602
4387,2874,2903,2589
4365,2869,2863,2582
4308,2845,2804,2570
4246,2832,2752,2562
4198,2830,2704,2549
4206,2832,2677,2543
4229,2814,2654,2532
4246,2796,2640,2523
4246,2787,2618,2507
4285,2796,2603,2503
4341,2788,2589,2502
4365,2760,2603,2503
4309,2714,2632,2490
4246,2687,2677,2484
4223,2673,2713,2480
4246,2669,2752,2484
4238,2650,2784,2473
4206,2633,2826,2464
4180,2617,2872,2458
4206,2614,2938,2464
4236,2610,2999,2463
4246,2614,3049,2464
4227,2620,3078,2460
4246,2633,3124,2464
4299,2633,3180,2461
4365,2633,3235,2464
4391,2628,3256,2462
4405,2633,3272,2464
4408,2631,3300,2460
4405,2633,3347,2464
4354,2628,3374,2464
4285,2633,3384,2464
4203,2642,3379,2451
4127,2669,3384,2444
4047,2688,3384,2440
4008,2687,3384,2444
4002,2656,3368,2437
4008,2633,3347,2424
3972,2625,3309,2408
3928,2633,3272,2405
3907,2629,3231,2404
3928,2633,3198,2405
3938,2644,3159,2394
3928,2669,3124,2385
3908,2681,3082,2373
3928,2687,3049,2365
3969,2684,3011,2346
4008,2687,2975,2326
4007,2683,2932,2302
4008,2687,2900,2286
4006,2692,2864,2266
4008,2705,2826,2247
3967,2705,2779,2223
3928,2705,2752,2208
3905,2700,2733,2189
3928,2705,2715,2168
3941,2704,2673,2135
3928,2705,2640,2109
3860,2696,2617,2087
3770,2687,2603,2070
3655,2655,2577,2040
3532,2596,2566,2010
3363,2493,2565,1984
3174,2378,2566,1971
3031,2293,2544,1954
3095,2306,2529,1932
3477,2433,2526,1899
4206,2669,2529,1872
5160,2966,2508,1849
6190,3304,2491,1833
7127,3645,2487,1813
7857,3958,2491,1794
8250,4182,2473,1771
8254,4285,2454,1754
7885,4242,2446,1734
7301,4085,2454,1715
6654,3852,2453,1691
6071,3613,2454,1675
5580,3403,2455,1663
5198,3250,2454,1656
4892,3126,2434,1638
4643,3014,2417,1616
4409,2886,2410,1591
4206,2760,2417,1577
4027,2648,2415,1567
3889,2578,2417,1557
3781,2533,2418,1536
3730,2505,2417,1518
3718,2478,2397,1503
3730,2469,2380,1498
3726,2468,2372,1489
3730,2469,2380,1478
3728,2449,2381,1465
3730,2433,2380,1459
3703,2423,2375,1450
3690,2433,2380,1439
3682,2433,2379,1417
3690,2433,2380,1399
3681,2426,2376,1385
3690,2433,2380,1380
3707,2439,2379,1370
3730,2451,2380,1360
3726,2457,2375,1347
3730,2469,2380,1340
3744,2471,2382,1330
3770,2469,2380,1321
3770,2459,2360,1307
3770,2469,2343,1301
3766,2487,2333,1298
3770,2505,2343,1301
3759,2508,2347,1294
3770,2524,2343,1281
3800,2554,2322,1265
3849,2596,2305,1261
3873,2616,2296,1263
3889,2633,2305,1261
3898,2656,2311,1249
3928,2705,2305,1242
3960,2752,2281,1240
4008,2796,2268,1242
4050,2828,2263,1232
4087,2869,2268,1222
4089,2905,2262,1217
4087,2941,2268,1222
4090,2971,2271,1223
4127,3014,2268,1222
4166,3055,2240,1218
4206,3086,2231,1222
4224,3094,2241,1223
4246,3105,2268,1222
4263,3115,2277,1217
4285,3123,2305,1222
4275,3110,2361,1232
4246,3105,2454,1242
4216,3106,2559,1240
4246,3105,2715,1242
4309,3076,2926,1249
4365,3050,3198,1261
4368,3031,3492,1263
4365,3014,3830,1261
4375,2974,4205,1264
4405,2941,4611,1281
4406,2926,4994,1296
4405,2923,5355,1301
4412,2898,5681,1296
4444,2869,5987,1301
4444,2845,6247,1311
4405,2832,6470,1321
4333,2800,6641,1319
4285,2760,6768,1321
4257,2716,6829,1329
4246,2687,6842,1340
4220,2655,6801,1340
4206,2633,6731,1340
4197,2609,6625,1346
4206,2596,6507,1360
4203,2580,6365,1364
4206,2578,6210,1360
4202,2577,6035,1354
4206,2578,5875,1360
4198,2560,5732,1370
4206,2542,5615,1380
4220,2525,5487,1380
4246,2524,5355,1380
4248,2521,5212,1377
4246,2524,5094,1380
4236,2520,4990,1379
4246,2524,4908,1380
4246,2521,4814,1378
4246,2524,4723,1380
4234,2520,4619,1379
4246,2524,4537,1380
4263,2522,4455,1378
4285,2524,4388,1380
4285,2524,4309,1378
4285,2542,4239,1380
4281,2561,4160,1378
4285,2578,4090,1380
4279,2576,4020,1378
4285,2578,3979,1380
4286,2583,3942,1378
4285,2596,3904,1380
4261,2597,3842,1379
4246,2596,3793,1380
4238,2592,3752,1378
4246,2596,3719,1380
4240,2593,3660,1379
4246,2596,3607,1380
4258,2605,3563,1378
4285,2633,3533,1380
4290,2660,3480,1380
4285,2687,3421,1380
4263,2698,3358,1376
4246,2705,3310,1380
4219,2704,3252,1388
4206,2705,3198,1399
4198,2701,3138,1401
4206,2705,3086,1399
4204,2704,3026,1396
4206,2705,2975,1399
4199,2700,2927,1401
4206,2705,2900,1399
4216,2703,2876,1394
4246,2687,2863,1399
4257,2647,2842,1409
4246,2614,2826,1419
4211,2592,2812,1419
4206,2578,2826,1419
4213,2550,2845,1419
4206,2524,2863,1419
4155,2505,2869,1409
4127,2505,2900,1399
4147,2503,2952,1395
4206,2505,3012,1399
4224,2505,3048,1401
4206,2505,3086,1399
4182,2489,3135,1391
4206,2469,3198,1380
4245,2451,3240,1366
4285,2451,3272,1360
4313,2452,3301,1359
4365,2451,3347,1360
4408,2433,3386,1351
4405,2415,3421,1340
4316,2392,3441,1329
4206,2378,3458,1321
4122,2364,3461,1309
4087,2360,3458,1301
4050,2353,3440,1292
4008,2342,3421,1281
3957,2313,3397,1260
3928,2288,3384,1242
3913,2270,3366,1229
3928,2269,3347,1222
3937,2268,3309,1205
3928,2269,3272,1183
3893,2266,3231,1158
3889,2269,3198,1143
3908,2268,3158,1133
3928,2269,3124,1123
3916,2262,3083,1106
3928,2251,3049,1084
3968,2229,3008,1060
4008,2215,2975,1045
3976,2205,2936,1034
3928,2215,2900,1025
3903,2228,2857,1007
3928,2251,2826,986
3937,2262,2802,963
3928,2269,2789,946
3891,2265,2768,927
3849,2269,2752,907
3775,2273,2731,884
3690,2269,2715,867
3577,2230,2691,856
3452,2160,2677,848
3338,2069,2659,831
3333,1997,2640,808
3491,1972,2612,783
3849,2033,2603,769
4402,2187,2603,759
5158,2433,2603,749
6003,2740,2581,729
6785,3086,2566,710
7398,3417,2561,695
7857,3686,2566,690
8084,3843,2549,682
7936,3885,2529,670
7368,3806,2517,656
6627,3631,2529,650
5981,3401,2534,650
5516,3195,2529,650
5111,3040,2506,643
4722,2923,2491,631
4367,2798,2484,618
4087,2669,2491,611
3856,2542,2492,608
3690,2433,2491,611
3585,2340,2485,613
3532,2288,2491,611
3482,2271,2494,601
3452,2269,2491,591
3440,2246,2470,587
3452,2215,2454,591
3450,2193,2446,595
3452,2197,2454,591
3445,2199,2456,580
3452,2197,2454,572
3445,2183,2447,569
3452,2179,2454,572
3450,2174,2458,572
3452,2179,2454,572
3441,2176,2431,570
3452,2179,2417,572
3471,2176,2412,571
3492,2179,2417,572
3487,2175,2414,571
3492,2179,2417,572
3507,2177,2419,571
3532,2179,2417,572
3531,2179,2396,571
3532,2197,2380,572
3530,2222,2373,570
3532,2251,2380,572
3520,2262,2379,573
3532,2269,2380,572
3554,2279,2379,563
3571,2306,2380,552
3558,2333,2362,547
3571,2360,2343,552
3622,2381,2330,557
3690,2415,2343,552
3727,2455,2349,539
3770,2505,2343,532
3828,2544,2315,533
3889,2578,2305,532
3898,2602,2304,521
3889,2633,2305,512
3891,2659,2282,512
3928,2687,2268,512
3964,2700,2261,502
4008,2705,2268,493
4048,2700,2260,492
4087,2705,2268,493
4092,2718,2291,483
4087,2741,2343,473
4078,2749,2398,471
4087,2741,2491,473
4097,2718,2628,466
4127,2705,2826,453
4162,2697,3059,442
4206,2687,3347,434
4229,2658,3676,422
4246,2633,4053,414
4246,2617,4438,413
4246,2614,4834,414
4237,2600,5213,407
4246,2578,5578,394
4250,2548,5904,383
4246,2524,6210,374
4217,2494,6476,365
4206,2469,6693,355
4206,2444,6832,345
4206,2433,6916,335
4167,2422,6951,323
4127,2415,6954,315
4108,2391,6901,314
4127,2360,6805,315
4134,2323,6664,309
4127,2306,6507,296
4100,2302,6335,281
4087,2306,6173,276
4068,2296,6005,277
4047,2288,5838,276
4014,2282,5660,267
4008,2288,5503,256
4020,2287,5363,246
4047,2288,5243,237
4040,2284,5110,225
4008,2288,4983,217
3956,2286,4858,216
3928,2288,4760,217
3914,2289,4661,211
3928,2306,4574,197
3954,2323,4474,183
4008,2342,4388,177
4053,2344,4301,178
4087,2342,4239,177
4097,2336,4179,170
4127,2342,4128,158
4166,2349,4053,145
4206,2360,3979,138
4209,2361,3906,137
4206,2360,3867,138
4203,2355,3832,132
4206,2360,3793,118
4174,2367,3730,103
4127,2378,3681,99
4073,2379,3641,101
4047,2378,3607,99
4035,2373,3548,87
4047,2378,3495,79
4062,2390,3451,80
4087,2415,3421,79
4103,2435,3369,69
4127,2451,3310,59
4135,2456,3245,59
4127,2469,3198,59
4084,2485,3142,50
4047,2505,3086,39
4017,2509,3022,37
4008,2505,2975,39
3995,2498,2931,33
4008,2505,2900,20
4038,2510,2871,14
4087,2505,2863,20
4113,2484,2860,26
4127,2469,2863,20
4124,2454,2855,7
4127,2433,2863,0
4112,2391,2878,2
4087,2360,2900,0
4042,2351,2911,-11
4008,2360,2938,-20
3989,2359,2971,-20
4008,2360,3012,-20
4031,2365,3040,-29
4047,2378,3086,-39
4040,2379,3142,-41
4047,2378,3198,-39
4064,2375,3229,-45
4087,2378,3272,-59
4095,2370,3329,-71
4127,2360,3384,-79
4171,2347,3403,-87
4206,2342,3421,-99
4182,2337,3453,-109
4127,2342,3495,-118
4059,2344,3505,-128
4008,2342,3495,-138
3956,2323,3486,-147
3928,2306,3495,-158
3909,2292,3488,-168
3889,2288,3458,-177
3830,2276,3412,-186
3770,2269,3384,-197
3730,2264,3364,-209
3730,2269,3347,-217
3730,2269,3309,-217
3730,2269,3272,-217
3721,2266,3234,-224
3730,2269,3198,-237
3744,2268,3142,-248
3770,2269,3086,-256
3773,2266,3038,-264
3770,2269,3012,-276
3753,2268,2978,-287
3770,2269,2938,-296
3802,2264,2890,-303
3849,2269,2863,-315
3857,2269,2844,-329
3849,2269,2826,-335
3832,2261,2787,-333
3849,2269,2752,-335
3861,2280,2724,-345
3849,2288,2715,-355
3771,2271,2697,-356
3651,2251,2677,-355
3490,2218,2652,-362
3333,2160,2640,-374
3226,2068,2624,-379
3293,1997,2603,-374
3624,1993,2574,-369
4246,2088,2566,-374
5037,2265,2566,-386
5873,2524,2566,-394
6658,2833,2543,-395
7381,3159,2529,-394
7945,3449,2525,-394
8214,3686,2529,-394
8068,3824,2511,-393
7579,3831,2491,-394
6907,3688,2481,-396
6230,3468,2491,-394
5618,3249,2494,-384
5119,3086,2491,-374
4728,2954,2483,-372
4444,2832,2491,-374
4211,2701,2496,-375
4008,2578,2491,-374
3822,2461,2468,-375
3690,2360,2454,-374
3609,2272,2449,-366
3571,2215,2454,-355
3530,2185,2451,-349
3492,2179,2454,-355
3455,2171,2456,-360
3452,2160,2454,-355
3451,2139,2433,-342
3452,2124,2417,-335
3437,2108,2410,-336
3452,2106,2417,-335
3473,2103,2416,-325
3492,2106,2417,-315
3471,2101,2416,-314
3452,2106,2417,-315
3441,2111,2399,-307
3452,2124,2380,-296
3459,2125,2369,-291
3492,2124,2380,-296
3535,2119,2386,-299
3571,2124,2380,-296
3558,2125,2355,-285
3532,2124,2343,-276
3516,2116,2340,-272
3532,2124,2343,-276
3534,2146,2326,-280
3532,2179,2305,-276
3531,2193,2294,-264
3571,2197,2305,-256
3628,2196,2312,-256
3690,2215,2305,-256
3718,2245,2280,-247
3730,2288,2268,-237
3734,2324,2266,-233
3770,2360,2268,-237
3821,2386,2249,-237
3889,2415,2231,-237
3945,2438,2220,-236
4008,2469,2231,-237
4054,2501,2234,-236
4087,2542,2231,-237
4098,2574,2208,-238
4127,2596,2194,-237
4166,2603,2183,-227
4206,2614,2194,-217
4210,2625,2206,-214
4206,2633,2231,-217
4199,2622,2255,-218
4206,2614,2305,-217
4212,2610,2366,-216
4246,2614,2454,-217
4300,2611,2557,-218
4365,2614,2715,-217
4395,2621,2923,-216
4405,2633,3198,-217
4399,2623,3510,-218
4405,2596,3867,-217
4401,2556,4236,-215
4405,2524,4611,-217
4401,2492,4965,-220
4405,2469,5318,-217
4399,2445,5649,-206
4405,2433,5950,-197
4395,2423,6190,-195
4365,2415,6396,-197
4299,2390,6564,-197
4246,2360,6693,-197
4212,2326,6753,-198
4206,2306,6768,-197
4197,2291,6745,-189
4206,2288,6693,-177
4213,2278,6584,-172
4206,2269,6433,-177
4160,2255,6248,-182
4127,2251,6061,-177
4116,2249,5868,-165
4127,2251,5689,-158
4108,2246,5514,-158
4087,2251,5355,-158
4074,2259,5196,-148
4087,2269,5057,-138
4088,2266,4921,-136
4087,2269,4797,-138
4079,2276,4660,-133
4087,2288,4537,-118
4086,2285,4415,-104
4087,2288,4314,-99
4080,2294,4211,-99
4087,2306,4128,-99
4086,2305,4046,-92
4087,2306,3979,-79
4088,2305,3900,-65
4127,2306,3830,-59
4174,2294,3762,-60
4206,2288,3719,-59
4200,2290,3667,-51
4206,2306,3607,-39
4216,2309,3525,-30
4206,2306,3458,-20
4151,2298,3398,-8
4127,2306,3347,0
4154,2320,3283,1
4206,2342,3235,0
4212,2354,3195,6
4206,2360,3161,20
4204,2356,3102,32
4206,2360,3049,39
4168,2363,3005,47
4127,2360,2975,59
4089,2335,2923,72
4047,2306,2863,79
3972,2284,2798,78
3928,2288,2752,79
3946,2298,2707,87
4008,2306,2677,99
4037,2292,2651,108
4047,2269,2640,118
4057,2238,2620,130
4087,2215,2603,138
4095,2198,2589,139
4087,2197,2603,138
4052,2193,2621,144
4008,2179,2640,158
3950,2146,2647,170
3928,2124,2677,177
3948,2118,2726,185
4008,2124,2789,197
4055,2117,2828,210
4087,2106,2863,217
4090,2092,2905,216
4087,2088,2975,217
4075,2083,3038,224
4087,2088,3086,237
4106,2096,3115,248
4127,2106,3161,256
4124,2100,3216,264
4127,2088,3272,276
4119,2067,3297,287
4087,2052,3310,296
4006,2040,3320,303
3928,2052,3347,315
3874,2072,3369,334
3849,2088,3384,355
3809,2075,3373,368
3770,2052,3347,374
3736,2026,3303,380
3730,2015,3272,394
3725,2008,3250,413
3730,2015,3235,434
3729,2030,3201,446
3730,2052,3161,453
3710,2057,3117,459
3690,2052,3086,473
3674,2042,3049,493
3690,2052,3012,512
3709,2069,2969,524
3730,2088,2938,532
3726,2089,2902,539
3730,2088,2863,552
3725,2083,2816,569
3730,2088,2789,591
3720,2086,2770,613
3730,2088,2752,631
3737,2090,2712,640
3730,2106,2677,650
3667,2118,2653,666
3571,2124,2640,690
3439,2101,2606,712
3293,2052,2566,729
3148,1966,2531,739
3095,1870,2529,749
3202,1794,2531,764
3532,1797,2529,788
4083,1901,2506,811
4841,2106,2491,828
5681,2371,2486,836
6468,2669,2491,848
7100,2968,2478,865
7579,3250,2454,887
7824,3464,2425,905
7698,3577,2417,926
7120,3565,2417,947
6269,3468,2417,966
5417,3319,2398,975
4762,3159,2380,986
4306,2991,2369,1002
4008,2832,2380,1025
3810,2679,2386,1044
3690,2542,2380,1064
3589,2413,2356,1083
3492,2306,2343,1104
3393,2219,2338,1121
3333,2160,2343,1143
3314,2116,2339,1165
3333,2088,2343,1183
3341,2065,2344,1191
3333,2052,2343,1202
3303,2037,2322,1220
3293,2033,2305,1242
3287,2030,2298,1253
3293,2033,2305,1261
3286,2034,2306,1274
3293,2052,2305,1301
3293,2071,2301,1325
3293,2088,2305,1340
3281,2085,2304,1346
3293,2088,2305,1360
3315,2094,2302,1379
3333,2106,2305,1399
3324,2103,2304,1408
3333,2106,2305,1419
3356,2112,2302,1435
3373,2124,2305,1459
3350,2122,2304,1472
3333,2124,2305,1478
3331,2136,2302,1482
3333,2160,2305,1498
3315,2172,2305,1518
3333,2179,2305,1537
3392,2186,2300,1547
3452,2215,2305,1557
3455,2245,2308,1571
3452,2269,2305,1597
3480,2281,2284,1618
3532,2306,2268,1636
3551,2340,2260,1643
3571,2378,2268,1656
3618,2402,2268,1671
3690,2433,2268,1695
3725,2468,2263,1715
3730,2505,2268,1735
3722,2524,2266,1745
3730,2542,2268,1754
3728,2565,2263,1760
3730,2596,2268,1774
3726,2610,2265,1791
3730,2614,2268,1813
3724,2616,2271,1826
3730,2633,2305,1833
3743,2649,2354,1836
3770,2669,2417,1853
3775,2679,2473,1873
3770,2687,2566,1892
3755,2685,2702,1899
3770,2687,2900,1912
3802,2685,3125,1930
3849,2687,3384,1951
3873,2684,3663,1960
3889,2687,3979,1971
3897,2681,4316,1987
3928,2669,4685,2010
3965,2645,5050,2022
4008,2633,5392,2030
4020,2619,5683,2036
4008,2596,5950,2050
3964,2552,6188,2059
3928,2524,6396,2070
3899,2517,6535,2076
3889,2524,6619,2089
3867,2514,6653,2099
3849,2505,6656,2109
3833,2502,6605,2114
3849,2505,6507,2129
3870,2488,6364,2140
3889,2469,6210,2148
3884,2459,6043,2144
3889,2469,5875,2148
3902,2471,5689,2157
3928,2469,5503,2168
3932,2463,5322,2166
3928,2469,5169,2168
3918,2470,5019,2176
3928,2469,4871,2188
3931,2461,4710,2187
3928,2469,4574,2188
3914,2485,4453,2194
3928,2505,4351,2208
3961,2507,4234,2209
4008,2505,4128,2208
4031,2501,4025,2203
4047,2505,3942,2208
4059,2503,3845,2207
4087,2505,3756,2208
4108,2504,3668,2205
4127,2505,3607,2208
4127,2490,3547,2206
4127,2469,3495,2208
4119,2444,3434,2205
4127,2433,3384,2208
4129,2427,3326,2205
4127,2433,3272,2208
4101,2433,3210,2206
4087,2433,3161,2208
4079,2427,3105,2203
4087,2433,3049,2208
4085,2445,2983,2215
4087,2469,2938,2227
4066,2487,2900,2229
4008,2505,2863,2227
3880,2510,2802,2222
3730,2505,2752,2227
3606,2484,2710,2235
3571,2469,2677,2247
3604,2457,2630,2248
3690,2451,2603,2247
3796,2438,2596,2241
3928,2433,2603,2247
4044,2430,2585,2255
4127,2433,2566,2267
4174,2424,2565,2266
4246,2415,2603,2267
4325,2399,2642,2264
4365,2378,2677,2267
4315,2340,2704,2264
4246,2306,2752,2267
4207,2284,2805,2265
4206,2288,2863,2267
4177,2290,2912,2263
4127,2288,2975,2267
4084,2273,3046,2267
4087,2269,3124,2267
4092,2268,3181,2254
4087,2269,3235,2247
4082,2258,3287,2244
4127,2251,3347,2247
4185,2249,3390,2239
4206,2251,3421,2227
4151,2236,3437,2213
4087,2215,3458,2208
4041,2200,3476,2198
4008,2215,3495,2188
3943,2238,3499,2174
3889,2251,3495,2168
3859,2235,3476,2160
3849,2215,3458,2148
3810,2199,3437,2126
3770,2197,3421,2109
3731,2183,3390,2096
3690,2160,3347,2089
3609,2134,3286,2070
3532,2124,3235,2050
3478,2122,3192,2027
3452,2124,3161,2010
3407,2120,3122,1989
3373,2124,3086,1971
3390,2137,3046,1949
3492,2160,3012,1932
3607,2173,2970,1909
3690,2179,2938,1892
3721,2173,2900,1872
3770,2179,2863,1853
3832,2185,2817,1828
3889,2197,2789,1813
3890,2195,2769,1803
3889,2197,2752,1794
3891,2199,2712,1772
3889,2215,2677,1754
3825,2222,2651,1741
3730,2215,2640,1735
3613,2178,2620,1715
3492,2124,2603,1695
3359,2046,2582,1678
3293,1961,2566,1675
3344,1888,2540,1668
3532,1888,2529,1656
3814,1994,2526,1633
4206,2215,2529,1616
4709,2510,2511,1603
5317,2850,2491,1597
5954,3192,2480,1586
6547,3504,2491,1577
6972,3728,2497,1565
7142,3831,2491,1557
7029,3798,2469,1546
6746,3667,2454,1537
6404,3469,2447,1525
6071,3250,2454,1518
5709,3042,2455,1507
5317,2887,2454,1498
4912,2771,2448,1486
4563,2669,2454,1478
4285,2552,2457,1468
4087,2451,2454,1459
3942,2381,2433,1446
3849,2342,2417,1439
3769,2308,2410,1431
3690,2288,2417,1419
3596,2277,2417,1397
3532,2269,2417,1380
3498,2242,2413,1367
3492,2215,2417,1360
3469,2197,2416,1349
3452,2197,2417,1340
3440,2186,2414,1331
3452,2179,2417,1321
3450,2176,2416,1300
3452,2197,2417,1281
3445,2210,2413,1267
3452,2215,2417,1261
3449,2206,2416,1252
3452,2215,2417,1242
3447,2238,2412,1230
3452,2269,2417,1222
3448,2282,2419,1211
3452,2288,2417,1202
3448,2289,2397,1191
3452,2306,2380,1183
3446,2327,2371,1171
3452,2360,2380,1163
3471,2389,2382,1152
3532,2415,2380,1143
3607,2427,2372,1131
3690,2451,2380,1123
3762,2488,2385,1114
3849,2542,2380,1104
3934,2582,2355,1089
4008,2614,2343,1084
4044,2641,2340,1085
4087,2687,2343,1084
4142,2734,2323,1073
4206,2778,2305,1064
4234,2808,2295,1063
4246,2850,2305,1064
4254,2893,2304,1055
4285,2923,2305,1045
4320,2927,2299,1040
4365,2941,2305,1045
4384,2970,2301,1046
4365,2996,2305,1045
4289,2978,2310,1042
4206,2941,2343,1045
4132,2916,2394,1045
4087,2923,2491,1045
4058,2929,2618,1042
4087,2923,2789,1045
4168,2901,2995,1045
4285,2887,3272,1045
4385,2870,3603,1041
4484,2850,3979,1045
4572,2819,4359,1053
4643,2796,4760,1064
4647,2772,5168,1066
4603,2741,5578,1064
4521,2685,5937,1061
4444,2633,6247,1064
4380,2598,6503,1065
4365,2596,6731,1064
4368,2593,6907,1060
4365,2578,7028,1064
4321,2540,7073,1073
4285,2505,7065,1084
4273,2476,7005,1086
4285,2469,6916,1084
4271,2467,6794,1081
4246,2469,6656,1084
4215,2459,6494,1084
4206,2451,6322,1084
4197,2443,6130,1082
4206,2451,5950,1084
4221,2459,5784,1085
4246,2469,5652,1084
4248,2466,5521,1074
4246,2469,5392,1064
4238,2479,5250,1059
4246,2505,5132,1064
4233,2521,5026,1069
4206,2524,4946,1064
4156,2513,4852,1051
4127,2524,4760,1045
4116,2549,4655,1045
4127,2578,4574,1045
4116,2581,4493,1033
4087,2578,4425,1025
4039,2580,4343,1025
4008,2596,4276,1025
3970,2600,4211,1014
3928,2596,4165,1005
3882,2583,4107,1004
3889,2578,4053,1005
3937,2574,3989,994
4008,2578,3942,986
4056,2578,3896,984
4127,2578,3867,986
4233,2572,3830,975
4365,2578,3793,966
4433,2587,3736,964
4405,2596,3681,966
4257,2592,3619,956
4047,2596,3570,946
3835,2603,3512,944
3730,2614,3458,946
3755,2617,3394,937
3889,2633,3347,926
4048,2654,3304,923
4206,2669,3272,926
4317,2653,3220,921
4365,2633,3161,907
4333,2617,3092,892
4285,2614,3049,887
4251,2603,3021,887
4246,2596,3012,887
4237,2594,2993,879
4246,2596,2975,867
4265,2576,2949,853
4285,2542,2938,848
4260,2500,2930,847
4206,2469,2938,848
4137,2438,2947,839
4087,2415,2975,828
4038,2390,3006,816
4008,2378,3049,808
3991,2372,3084,798
4008,2378,3124,788
4028,2380,3156,777
4047,2378,3198,769
4056,2365,3233,759
4087,2360,3272,749
4117,2353,3304,737
4127,2342,3347,729
4078,2318,3385,721
4008,2306,3421,710
3924,2302,3439,690
3849,2306,3458,670
3769,2299,3474,655
3730,2306,3495,650
3733,2323,3499,644
3770,2342,3495,631
3780,2331,3476,609
3770,2306,3458,591
3742,2279,3435,581
3730,2269,3421,572
3719,2258,3403,554
3730,2251,3384,532
3745,2245,3346,516
3770,2251,3310,512
3773,2257,3269,508
3770,2269,3235,493
3758,2278,3194,469
3770,2288,3161,453
3796,2287,3122,445
3849,2288,3086,434
3894,2284,3042,413
3928,2288,3012,394
3915,2284,2989,384
3889,2288,2975,374
3864,2291,2942,355
3889,2306,2900,335
3907,2309,2854,322
3889,2306,2826,315
3815,2294,2804,305
3770,2306,2789,296
3755,2328,2766,288
3730,2342,2752,276
3626,2312,2732,254
3492,2251,2715,237
3379,2169,2688,233
3333,2088,2677,237
3365,2016,2674,230
3571,1997,2677,217
4022,2067,2662,205
4722,2251,2640,197
5547,2517,2614,187
6389,2832,2603,177
7143,3155,2596,173
7738,3468,2603,177
8051,3716,2605,181
8015,3849,2603,177
7628,3827,2583,167
7023,3686,2566,158
6354,3473,2556,155
5754,3250,2566,158
5238,3038,2570,159
4801,2869,2566,158
4422,2736,2544,156
4127,2633,2529,158
3899,2530,2521,159
3730,2433,2529,158
3598,2340,2530,156
3532,2269,2529,158
3507,2218,2522,160
3492,2197,2529,158
3435,2188,2532,147
3373,2179,2529,138
3330,2149,2506,136
3333,2124,2491,138
3331,2112,2485,139
3333,2124,2491,138
3324,2128,2490,138
3333,2124,2491,138
3329,2113,2489,137
3333,2124,2491,138
3336,2148,2487,140
3373,2179,2491,138
3414,2184,2494,129
3452,2179,2491,118
3454,2173,2470,115
3452,2197,2454,118
3466,2233,2448,121
3532,2269,2454,118
3613,2287,2453,109
3690,2306,2454,99
3731,2328,2454,94
3770,2360,2454,99
3815,2385,2436,103
3889,2415,2417,99
3955,2441,2405,86
4008,2469,2417,79
4017,2490,2424,80
4008,2524,2417,79
3992,2561,2391,68
4008,2596,2380,59
4022,2611,2378,59
4008,2633,2380,59
3941,2664,2359,50
3889,2705,2343,39
3881,2727,2333,38
3928,2741,2343,39
3994,2755,2340,32
4087,2778,2343,20
4180,2790,2339,15
4246,2796,2343,20
4251,2792,2333,24
4246,2796,2343,20
4244,2796,2365,9
4246,2796,2417,0
4220,2781,2474,-3
4206,2760,2566,0
4207,2728,2687,4
