II,aVF,PLETH,RESP
2724,2450,6374,0
2727,2456,6380,0
2730,2462,6385,0
2727,2456,6413,0
2699,2428,6430,0
2678,2419,6446,0
2670,2436,6438,0
2678,2456,6446,0
2675,2441,6455,0
2678,2419,6479,0
2680,2411,6479,0
2678,2419,6479,0
2650,2418,6469,0
2628,2419,6479,0
2621,2421,6478,0
2628,2419,6479,0
2625,2396,6458,0
2628,2383,6446,0
2631,2382,6425,0
2628,2383,6413,0
2600,2360,6380,0
2579,2346,6347,0
2558,2345,6295,0
2529,2346,6249,0
2484,2322,6191,0
2479,2309,6150,0
2523,2332,6099,0
2579,2383,6051,0
2585,2411,5981,0
2579,2419,5920,0
2616,2435,5850,0
2727,2493,5788,0
2848,2570,5703,0
2926,2639,5624,0
2939,2672,5535,0
2926,2676,5460,0
2900,2647,5370,0
2876,2603,5295,0
2858,2562,5220,0
2876,2566,5164,0
2910,2594,5095,0
2926,2603,5032,0
2885,2554,4958,0
2827,2493,4900,0
2786,2458,4841,0
2777,2456,4802,0
2760,2444,4761,0
2727,2419,4736,0
2676,2383,4700,0
2628,2346,4670,0
2576,2292,4630,0
2529,2236,4604,0
2479,2189,4569,0
2430,2163,4539,0
2374,2131,4496,0
2331,2090,4473,0
2296,2052,4452,0
2281,2053,4440,0
2271,2075,4407,0
2281,2090,4374,0
2285,2070,4335,0
2281,2053,4308,0
2251,2048,4272,0
2231,2053,4243,0
2225,2033,4205,0
2231,2016,4177,0
2228,2023,4140,0
2231,2053,4111,0
2239,2058,4075,0
2231,2016,4045,0
2165,1905,4007,0
2033,1723,3980,0
1853,1484,3945,0
1686,1246,3914,0
1638,1069,3872,0
1835,1026,3848,0
2320,1207,3828,0
3025,1650,3815,0
3825,2235,3781,0
4562,2749,3749,0
5000,3089,3712,0
4909,3336,3684,0
4285,3543,3644,0
3422,3593,3618,0
2645,3313,3596,0
2083,2749,3585,0
1668,2126,3554,0
1339,1650,3519,0
1045,1326,3478,0
744,1063,3453,0
399,758,3421,0
50,403,3388,0
-303,43,3345,0
-694,-257,3322,0
-1141,-500,3303,0
-1537,-697,3289,0
-1796,-812,3254,0
-1934,-770,3223,0
-2037,-606,3197,0
-2033,-403,3190,0
-1734,-144,3174,0
-992,330,3157,0
40,1025,3134,0
1041,1723,3124,0
1738,2171,3110,0
2132,2383,3092,0
2358,2490,3055,0
2529,2566,3026,0
2650,2580,3002,0
2727,2566,2993,0
2778,2583,2975,0
2827,2639,2960,0
2859,2674,2939,0
2876,2676,2927,0
2878,2670,2909,-1
2876,2676,2894,0
2873,2677,2874,1
2876,2676,2861,0
2881,2676,2843,-2
2876,2676,2828,0
2853,2661,2808,8
2827,2639,2796,16
2815,2628,2778,22
2827,2639,2763,32
2835,2649,2740,48
2827,2639,2730,64
2795,2599,2725,74
2777,2566,2730,81
2772,2554,2718,93
2777,2566,2697,113
2772,2570,2670,132
2777,2566,2664,145
2782,2558,2664,152
2777,2566,2664,161
2745,2570,2646,176
2727,2566,2631,193
2741,2554,2613,204
2777,2566,2598,209
2788,2589,2574,214
2777,2603,2565,225
2750,2584,2564,242
2727,2566,2565,258
2696,2559,2546,267
2678,2566,2532,274
2670,2563,2528,281
2678,2566,2532,290
2678,2571,2517,299
2678,2566,2500,306
2660,2529,2489,313
2628,2493,2500,322
2588,2479,2503,331
2579,2493,2500,338
2586,2489,2481,344
2579,2456,2467,354
2527,2398,2458,365
2479,2346,2467,370
2464,2301,2472,369
2479,2273,2467,370
2482,2250,2444,378
2479,2236,2434,386
2476,2208,2433,387
2479,2163,2434,386
2473,2101,2415,393
2479,2053,2401,403
2501,2015,2396,406
2529,1980,2401,403
2533,1935,2386,400
2529,1906,2368,403
2524,1889,2357,404
2529,1870,2368,403
2525,1827,2373,400
2529,1796,2368,403
2531,1790,2348,405
2529,1796,2335,403
2502,1769,2328,393
2479,1723,2335,386
2469,1697,2336,385
2479,1723,2335,386
2481,1757,2329,386
2479,1760,2335,386
2474,1727,2339,388
2479,1723,2335,386
2479,1766,2314,378
2479,1833,2302,370
2473,1874,2299,368
2479,1906,2302,370
2494,1950,2287,366
2529,2016,2269,354
2573,2075,2258,342
2628,2126,2269,338
2663,2175,2275,339
2678,2236,2269,338
2684,2293,2247,330
2727,2346,2236,322
2789,2386,2233,320
2827,2419,2236,322
2805,2438,2220,318
2777,2456,2204,306
2782,2472,2191,294
2827,2493,2204,290
2860,2508,2218,291
2876,2529,2236,290
2875,2549,2245,282
2876,2566,2269,274
2870,2567,2304,271
2876,2566,2368,274
2895,2562,2440,274
2926,2566,2532,274
2936,2565,2632,273
2926,2566,2763,274
2896,2563,2903,273
2876,2566,3059,274
2866,2565,3211,274
2876,2566,3388,274
2880,2563,3576,273
2876,2566,3782,274
2850,2566,3976,275
2827,2566,4177,274
2814,2550,4371,270
2827,2529,4572,274
2835,2504,4754,283
2827,2493,4933,290
2794,2488,5089,289
2777,2493,5229,290
2774,2492,5331,297
2777,2493,5427,306
2769,2490,5518,307
2777,2493,5624,306
2787,2480,5711,311
2777,2456,5788,322
2737,2436,5847,331
2727,2456,5920,338
2755,2488,5987,345
2777,2493,6051,354
2750,2461,6085,362
2727,2456,6117,370
2731,2483,6143,378
2727,2493,6183,386
2672,2438,6203,394
2628,2383,6216,403
2637,2381,6217,410
2678,2419,6249,419
2684,2430,6283,426
2678,2419,6315,435
2679,2412,6311,443
2678,2419,6315,451
2644,2416,6322,456
2628,2419,6347,467
2650,2426,6347,482
2678,2419,6347,499
2657,2376,6338,509
2628,2346,6347,515
2635,2364,6343,521
2678,2419,6347,531
2693,2442,6341,540
2678,2419,6347,547
2648,2372,6340,554
2628,2346,6347,564
2600,2338,6345,572
2579,2346,6347,580
2567,2346,6327,585
2579,2346,6315,596
2582,2341,6294,610
2579,2346,6282,628
2570,2347,6246,639
2579,2346,6216,644
2571,2328,6177,648
2529,2309,6150,660
2458,2297,6102,677
2430,2309,6051,692
2463,2329,5980,700
2529,2346,5920,708
2561,2342,5849,721
2579,2346,5788,741
2623,2378,5716,757
2727,2456,5657,773
2843,2551,5588,787
2926,2639,5525,805
2944,2681,5441,821
2926,2676,5361,837
2891,2635,5269,852
2876,2603,5196,870
2886,2592,5122,886
2926,2603,5065,902
2949,2598,4996,915
2926,2566,4933,934
2848,2506,4858,956
2777,2456,4802,982
2752,2436,4745,1006
2777,2456,4703,1031
2794,2485,4648,1054
2777,2493,4604,1079
2711,2441,4561,1101
2628,2346,4539,1127
2554,2256,4506,1152
2529,2236,4473,1175
2534,2264,4428,1190
2529,2273,4407,1208
2468,2223,4389,1228
2380,2163,4374,1256
2307,2123,4336,1280
2281,2090,4308,1304
2275,2037,4285,1326
2281,2016,4276,1353
2277,2045,4244,1376
2281,2090,4210,1401
2280,2083,4169,1423
2281,2053,4144,1449
2261,2026,4109,1472
2231,2016,4078,1497
2224,2014,4039,1519
2281,2053,4012,1546
2349,2107,3977,1569
2331,2090,3947,1594
2181,1921,3908,1615
1984,1650,3881,1642
1810,1379,3847,1672
1686,1173,3815,1707
1666,1038,3764,1733
1884,1026,3716,1755
2402,1243,3670,1773
3124,1723,3651,1803
3903,2310,3634,1836
4612,2786,3618,1868
5036,3090,3582,1890
4909,3336,3552,1916
4203,3548,3517,1946
3273,3556,3486,1981
2516,3190,3446,2005
2033,2566,3420,2029
1658,1948,3393,2054
1289,1503,3355,2093
928,1177,3285,2128
595,880,3223,2158
252,555,3179,2177
-99,220,3157,2206
-453,-96,3124,2237
-793,-330,3092,2270
-1119,-472,3055,2292
-1388,-550,3026,2319
-1603,-596,2986,2348
-1785,-587,2960,2383
-1928,-507,2941,2406
-1884,-330,2927,2431
-1491,-3,2893,2458
-694,550,2861,2496
306,1254,2837,2527
1240,1906,2828,2560
1896,2312,2811,2589
2281,2493,2796,2625
2493,2561,2776,2653
2628,2603,2763,2689
2701,2601,2742,2720
2727,2566,2730,2753
2737,2540,2714,2775
2777,2566,2697,2802
2835,2612,2661,2829
2876,2639,2631,2866
2880,2638,2608,2896
2876,2639,2598,2931
2879,2647,2581,2960
2876,2639,2565,2995
2852,2601,2546,3022
2827,2566,2532,3059
2821,2558,2512,3096
2827,2566,2500,3140
2825,2563,2483,3171
2827,2566,2467,3204
2831,2584,2441,3237
2827,2603,2434,3285
2795,2587,2435,3326
2777,2566,2434,3365
2791,2567,2413,3392
2827,2603,2401,3430
2836,2631,2399,3467
2827,2639,2401,3510
2802,2613,2381,3541
2777,2566,2368,3575
2743,2512,2365,3603
2727,2493,2368,3639
2725,2505,2350,3667
2727,2529,2335,3703
2716,2541,2331,3739
2727,2566,2335,3784
2756,2595,2320,3816
2777,2603,2302,3848
2756,2565,2294,3873
2727,2529,2302,3913
2702,2521,2293,3951
2678,2529,2269,3993
2637,2513,2241,4023
2628,2493,2236,4058
2654,2486,2238,4083
2678,2493,2236,4106
2640,2469,2217,4106
2579,2419,2204,4106
2535,2368,2198,4100
2529,2346,2204,4106
2525,2332,2202,4103
2529,2309,2204,4106
2532,2270,2204,4101
2529,2236,2204,4106
2500,2202,2187,4102
2479,2163,2171,4106
2474,2103,2162,4102
2479,2053,2171,4106
2471,2024,2174,4102
2479,2016,2171,4106
2506,1991,2152,4102
2529,1943,2138,4106
2509,1879,2129,4102
2479,1833,2138,4106
2465,1805,2143,4102
2479,1796,2138,4106
2498,1791,2116,4102
2529,1796,2105,4106
2546,1788,2103,4102
2529,1760,2105,4106
2469,1711,2088,4102
2430,1686,2072,4106
2439,1693,2064,4102
2479,1723,2072,4106
2490,1742,2074,4102
2479,1760,2072,4106
2469,1775,2067,4102
2479,1796,2072,4106
2480,1807,2073,4102
2479,1833,2072,4106
2489,1890,2066,4102
2529,1980,2072,4106
2565,2053,2076,4102
2579,2090,2072,4106
2567,2097,2050,4102
2579,2126,2039,4106
2619,2189,2038,4102
2678,2273,2039,4106
2710,2336,2021,4102
2727,2383,2006,4106
2742,2418,2001,4102
2777,2456,2006,4106
2806,2478,1991,4102
2827,2493,1973,4106
2841,2514,1961,4102
2876,2566,1973,4106
2911,2619,1987,4102
2926,2639,2006,4106
2901,2607,2017,4102
2876,2566,2039,4106
2867,2550,2062,4102
2876,2566,2105,4106
2875,2574,2158,4102
2876,2566,2236,4106
2876,2553,2324,4102
2876,2566,2434,4106
2867,2589,2552,4102
2876,2603,2697,4106
2887,2586,2851,4102
2876,2566,3026,4106
2835,2556,3200,4102
2827,2566,3388,4106
2854,2569,3576,4102
2876,2566,3782,4106
2847,2556,3981,4102
2827,2566,4177,4106
2845,2584,4355,4102
2876,2603,4539,4106
2859,2593,4709,4102
2827,2566,4868,4106
2816,2533,4998,4102
2827,2529,5131,4106
2808,2544,5253,4102
2777,2566,5361,4106
2761,2568,5429,4102
2777,2566,5492,4106
2782,2562,5555,4102
2777,2566,5624,4106
2767,2564,5661,4102
2777,2566,5690,4106
2781,2555,5713,4102
2777,2529,5756,4106
2766,2494,5788,4102
2777,2493,5821,4106
2787,2516,5835,4102
2777,2529,5854,4106
2739,2505,5862,4102
2727,2493,5887,4106
2750,2508,5903,4102
2777,2529,5920,4106
2758,2513,5913,4102
2727,2493,5920,4106
2714,2489,5929,4102
2727,2493,5953,4106
2729,2470,5953,4102
2727,2456,5953,4106
2725,2469,5942,4102
2727,2493,5953,4106
2721,2480,5962,4102
2727,2456,5986,4106
2734,2446,5989,4102
2727,2456,5986,4106
2691,2455,5960,4102
2678,2456,5953,4106
2698,2457,5948,4102
2727,2456,5953,4106
2711,2432,5934,4102
2678,2419,5920,4106
2662,2431,5899,4102
2678,2456,5887,4106
2670,2448,5852,4102
2628,2419,5821,4106
2577,2398,5783,4102
2579,2419,5756,4106
2624,2459,5706,4102
2678,2493,5657,4106
2686,2494,5599,4102
2678,2493,5558,4106
2709,2520,5498,4102
2827,2603,5427,4106
2961,2696,5333,4102
3025,2749,5262,4106
2984,2728,5195,4102
2926,2676,5131,4106
2907,2637,5040,4102
2926,2639,4966,4106
2929,2658,4907,4102
2926,2676,4868,4106
2925,2669,4803,4102
2926,2639,4736,4106
2900,2593,4662,4102
2876,2566,4604,4106
2870,2560,4534,4102
2876,2566,4473,4106
2844,2543,4411,4102
2777,2493,4374,4106
2707,2428,4335,4102
2678,2383,4308,4106
2661,2346,4271,4102
2628,2309,4243,4106
2570,2265,4204,4102
2529,2236,4177,4106
2506,2217,4141,4102
2479,2200,4111,4106
2423,2172,4070,4102
2380,2163,4045,4106
2367,2163,4023,4102
2380,2163,4012,4106
2377,2138,3982,4102
2380,2126,3947,4106
2384,2137,3902,4102
2380,2163,3881,4106
2347,2154,3863,4102
2331,2126,3848,4106
2352,2111,3813,4102
2380,2126,3782,4106
2343,2104,3746,4102
2231,1980,3716,4106
2064,1751,3677,4102
1884,1503,3651,4106
1754,1306,3620,4102
1785,1210,3585,4106
2070,1265,3528,4102
2628,1540,3486,4106
3392,2017,3461,4102
4215,2566,3453,4106
4854,3022,3424,4102
5058,3336,3388,4106
4741,3538,3347,4102
4066,3629,3322,4106
3284,3497,3288,4102
2579,3079,3256,4106
2005,2469,3217,4102
1587,1906,3190,4106
1288,1536,3165,4102
1041,1320,3157,4106
762,1099,3145,4102
446,806,3124,4106
106,466,3085,4102
-248,147,3059,4106
-643,-141,3041,4102
-1041,-367,3026,4106
-1377,-491,2989,4102
-1587,-477,2960,4106
-1701,-379,2939,4102
-1736,-257,2927,4106
-1638,-99,2894,4103
-1240,220,2861,4106
-473,757,2835,4101
545,1430,2828,4106
1494,2026,2813,4104
2132,2419,2796,4106
2419,2592,2773,4095
2529,2639,2763,4090
2615,2635,2746,4074
2727,2639,2730,4058
2819,2655,2708,4024
2876,2676,2697,3993
2906,2679,2681,3957
2926,2676,2664,3929
2928,2672,2639,3893
2926,2676,2631,3865
2924,2677,2630,3830
2926,2676,2631,3800
2923,2672,2612,3756
2926,2676,2598,3720
2931,2679,2592,3682
2926,2676,2598,3655
2900,2657,2586,3616
2876,2639,2565,3575
2869,2631,2540,3526
2876,2639,2532,3494
2874,2642,2530,3461
2876,2639,2532,3430
2878,2631,2520,3384
2876,2639,2500,3349
2850,2645,2473,3315
2827,2639,2467,3285
2816,2613,2468,3240
2827,2603,2467,3204
2829,2614,2446,3174
2827,2639,2434,3156
2820,2643,2430,3124
2827,2639,2434,3092
2828,2634,2418,3054
2827,2639,2401,3027
2818,2638,2391,2994
2827,2639,2401,2963
2833,2638,2403,2926
2827,2639,2401,2898
2795,2634,2393,2865
2777,2639,2401,2834
2774,2644,2405,2796
2777,2639,2401,2770
2755,2605,2379,2743
2727,2566,2368,2721
2700,2537,2365,2688
2678,2529,2368,2657
2645,2515,2352,2626
2628,2493,2335,2609
2626,2456,2325,2585
2628,2419,2335,2560
2604,2379,2340,2524
2579,2346,2335,2496
2567,2309,2315,2468
2579,2273,2302,2448
2581,2230,2295,2416
2579,2200,2302,2383
2573,2166,2303,2345
2579,2126,2302,2319
2578,2078,2296,2293
2579,2053,2302,2270
2573,2041,2306,2237
2579,2016,2302,2206
2579,1956,2281,2171
2579,1906,2269,2142
2572,1892,2266,2107
2579,1906,2269,2077
2583,1898,2254,2048
2579,1870,2236,2029
2550,1838,2226,2006
2529,1833,2236,1981
2522,1833,2242,1945
2529,1833,2236,1916
2526,1825,2216,1890
2529,1833,2204,1868
2530,1847,2198,1835
2529,1870,2204,1803
2518,1884,2203,1769
2529,1906,2204,1739
2555,1935,2200,1704
2579,1980,2204,1675
2572,2027,2202,1648
2579,2090,2204,1626
2616,2159,2200,1594
2678,2236,2204,1562
2712,2296,2203,1532
2727,2346,2204,1514
2741,2382,2198,1492
2777,2419,2204,1465
2806,2452,2206,1430
2827,2493,2204,1401
2840,2530,2183,1375
2876,2566,2171,1353
2910,2586,2165,1321
2926,2603,2171,1288
2915,2615,2165,1253
2926,2639,2171,1224
2953,2660,2180,1192
2975,2676,2204,1159
2967,2676,2223,1125
2975,2676,2269,1095
3004,2674,2338,1063
3025,2676,2434,1031
2999,2673,2525,994
2975,2676,2631,966
2974,2676,2749,942
2975,2676,2894,918
2943,2670,3038,885
2926,2676,3190,853
2945,2681,3333,826
2975,2676,3486,805
2957,2650,3638,782
2926,2639,3815,757
2915,2652,4004,731
2926,2676,4210,708
2907,2669,4395,685
2876,2639,4572,660
2859,2607,4731,634
2876,2603,4900,612
2885,2605,5054,589
2876,2603,5196,564
2847,2581,5310,536
2827,2566,5427,515
2816,2559,5530,500
2827,2566,5624,483
2832,2565,5687,459
2827,2566,5756,435
2798,2563,5820,416
2777,2566,5887,403
2768,2563,5921,386
2777,2566,5953,370
2778,2566,5979,355
2777,2566,6019,338
2771,2559,6036,314
2777,2566,6051,290
2777,2571,6059,271
2777,2566,6084,258
2770,2539,6098,243
2777,2529,6117,225
2781,2543,6126,208
2777,2566,6150,193
2750,2556,6164,178
2727,2529,6183,161
2717,2501,6179,144
2727,2493,6183,129
2730,2488,6186,114
2727,2493,6216,97
2720,2493,6235,78
2727,2493,6249,64
2730,2483,6238,56
2727,2493,6249,48
2717,2513,6264,33
2727,2529,6282,16
2736,2513,6263,4
2727,2493,6249,0
2691,2483,6238,0
2678,2493,6249,0
2697,2494,6236,0
2727,2493,6216,0
2715,2478,6176,0
2678,2456,6150,0
2641,2425,6113,0
2628,2419,6084,0
2606,2424,6046,0
2579,2419,6019,0
2559,2400,5972,0
2579,2419,5920,0
2609,2468,5847,0
2628,2493,5788,0
2631,2461,5722,0
2678,2456,5657,0
2785,2538,5567,0
2926,2676,5492,0
3014,2756,5421,0
3025,2749,5361,0
2974,2700,5276,0
2926,2676,5196,0
2905,2673,5119,0
2926,2676,5065,0
2955,2671,4998,0
2975,2676,4933,0
2959,2670,4858,0
2926,2639,4802,0
2890,2588,4743,0
2876,2566,4703,0
2859,2572,4662,0
2827,2566,4637,0
2771,2511,4601,0
2727,2456,4572,0
2699,2430,4532,0
2678,2419,4506,0
2633,2372,4470,0
2579,2309,4440,0
2524,2262,4398,0
2479,2236,4374,0
2427,2199,4353,0
2380,2163,4341,0
2342,2137,4309,0
2331,2126,4276,0
2324,2114,4235,0
2331,2126,4210,0
2329,2149,4175,0
2331,2163,4144,0
2325,2151,4105,0
2331,2163,4078,0
2333,2180,4044,0
2331,2163,4012,0
2323,2116,3971,0
2331,2126,3947,0
2317,2152,3926,0
2231,2053,3914,0
2061,1794,3881,0
1884,1540,3848,0
1777,1373,3809,0
1785,1210,3782,0
1969,1059,3747,0
2430,1173,3716,0
3187,1704,3679,0
4066,2419,3651,0
4768,2959,3614,0
5058,3263,3585,0
4874,3497,3549,0
4314,3703,3519,0
3548,3690,3481,0
2777,3336,3453,0
2137,2744,3420,0
1686,2163,3388,0
1364,1731,3345,0
1091,1430,3322,0
786,1139,3304,0
446,806,3289,0
78,446,3253,0
-298,110,3223,0
-694,-203,3200,0
-1091,-477,3190,0
-1457,-664,3170,0
-1736,-697,3157,0
-1903,-598,3142,0
-1934,-440,3124,0
-1822,-268,3087,0
-1488,0,3059,0
-851,466,3039,0
99,1136,3026,0
1115,1820,2991,0
1884,2309,2960,0
2265,2518,2936,0
2430,2566,2927,0
2574,2587,2908,0
2727,2639,2894,0
2805,2675,2878,0
2827,2676,2861,0
2863,2663,2824,0
2926,2676,2796,0
2948,2701,2784,0
2926,2713,2796,0
2909,2696,2797,0
2926,2676,2796,0
2940,2668,2790,0
2926,2676,2796,0
2895,2680,2796,0
2876,2676,2796,0
2874,2670,2781,0
2876,2676,2763,0
2873,2680,2738,0
2876,2676,2730,0
2879,2654,2728,0
2876,2639,2730,0
2850,2632,2714,0
2827,2639,2697,0
2816,2639,2677,1
2827,2639,2664,0
2829,2635,2643,-2
2827,2639,2631,0
2819,2638,2626,7
2827,2639,2631,16
2829,2636,2619,25
2827,2639,2598,32
2817,2637,2572,40
2827,2639,2565,48
2835,2637,2565,57
2827,2639,2565,64
2792,2636,2548,72
2777,2639,2532,81
2779,2638,2523,89
2777,2639,2532,97
2745,2634,2536,104
2727,2639,2532,113
2731,2643,2513,121
2727,2639,2500,129
2677,2609,2491,136
2628,2566,2500,145
2615,2521,2504,154
2628,2493,2500,161
2611,2471,2478,168
2579,2456,2467,177
2562,2437,2462,187
2579,2419,2467,193
2586,2389,2463,193
2579,2346,2467,193
2566,2287,2468,200
2579,2236,2467,209
2588,2194,2447,212
2579,2163,2434,209
2543,2125,2430,206
2529,2090,2434,209
2545,2050,2419,217
2579,2016,2401,225
2586,1975,2389,229
2579,1943,2401,225
2570,1917,2407,221
2579,1906,2401,225
2580,1889,2378,236
2579,1870,2368,242
2572,1844,2366,235
2579,1833,2368,225
2580,1829,2352,222
2579,1833,2335,225
2570,1829,2325,227
2579,1833,2335,225
2585,1844,2341,224
2579,1870,2335,225
2546,1888,2313,227
2529,1906,2302,225
2540,1929,2298,218
2579,1980,2302,209
2606,2038,2298,206
2628,2090,2302,209
2646,2120,2304,213
2678,2163,2302,209
2703,2217,2281,199
2727,2273,2269,193
2747,2307,2266,194
2777,2346,2269,193
2802,2399,2252,185
2827,2456,2236,177
2844,2481,2227,175
2876,2493,2236,177
2905,2516,2236,173
2926,2566,2236,161
2924,2602,2230,150
2926,2603,2236,145
2926,2574,2243,145
2926,2566,2269,145
2914,2593,2297,140
2926,2639,2335,129
2954,2656,2370,117
2975,2639,2434,113
2954,2608,2520,115
2926,2603,2631,113
2913,2617,2738,103
2926,2639,2861,97
2928,2642,2995,97
2926,2639,3157,97
2921,2634,3326,88
2926,2639,3519,81
2922,2641,3715,80
2926,2639,3914,81
2927,2622,4083,74
2926,2603,4243,64
2900,2577,4388,62
2876,2566,4539,64
2864,2561,4680,65
2876,2566,4835,64
2882,2565,4984,65
2876,2566,5131,64
2848,2563,5248,57
2827,2566,5361,48
2815,2563,5461,46
2827,2566,5558,48
2832,2565,5625,50
2827,2566,5690,48
2798,2551,5749,47
2777,2529,5821,48
2767,2503,5874,49
2777,2493,5920,48
2779,2489,5947,48
2777,2493,5986,48
2769,2489,6017,48
2777,2493,6051,48
2782,2494,6065,48
2777,2493,6084,48
2748,2473,6095,48
2727,2456,6117,48
2719,2447,6118,49
2727,2456,6117,48
2726,2459,6104,47
2727,2456,6117,48
2725,2448,6131,50
2727,2456,6150,48
2723,2462,6144,46
2727,2456,6150,48
2730,2431,6158,57
2727,2419,6183,64
2701,2418,6183,65
2678,2419,6183,64
2666,2409,6173,65
2678,2419,6183,64
2681,2443,6182,62
2678,2456,6183,64
2669,2433,6163,73
2678,2419,6150,81
2683,2433,6126,80
2678,2456,6117,81
2650,2444,6098,87
2628,2419,6084,97
2605,2398,6051,98
2579,2383,6019,97
2540,2354,5967,101
2529,2346,5920,113
2548,2373,5862,124
2579,2419,5821,129
2579,2431,5771,133
2579,2419,5723,145
2619,2425,5652,162
2727,2493,5591,177
2845,2592,5523,185
2926,2676,5460,193
2954,2709,5373,207
2975,2713,5295,225
2987,2697,5218,243
2975,2676,5164,258
2935,2648,5096,272
2926,2639,5032,290
2954,2643,4957,307
2975,2639,4900,322
2933,2602,4843,336
2876,2566,4802,354
2856,2554,4749,372
2876,2566,4703,386
2870,2559,4646,399
2827,2529,4604,419
2767,2488,4562,443
2727,2456,4539,467
2684,2409,4505,483
2628,2346,4473,499
2565,2275,4429,521
2529,2236,4407,547
2508,2230,4389,572
2479,2236,4374,596
2423,2212,4336,620
2380,2163,4308,644
2367,2121,4285,661
2380,2126,4276,676
2364,2140,4244,696
2331,2126,4210,725
2305,2085,4169,752
2331,2090,4144,773
2368,2135,4109,786
2380,2163,4078,805
2350,2125,4039,828
2331,2090,4012,853
2336,2104,3977,874
2331,2126,3947,902
2246,2044,3908,934
2083,1833,3881,966
1886,1560,3847,989
1736,1320,3815,1014
1708,1150,3773,1045
1884,1100,3749,1079
2298,1250,3730,1103
2926,1650,3716,1127
3696,2188,3682,1155
4463,2676,3651,1192
4970,3023,3614,1225
4959,3299,3585,1256
4400,3532,3544,1281
3570,3593,3519,1304
2799,3323,3499,1324
2231,2786,3486,1353
1803,2194,3453,1385
1438,1723,3420,1417
1088,1359,3385,1439
744,1026,3355,1465
388,673,3314,1496
50,330,3289,1530
-272,24,3271,1553
-595,-220,3256,1578
-951,-415,3219,1606
-1289,-550,3190,1642
-1558,-614,3169,1673
-1736,-587,3157,1707
-1846,-481,3124,1738
-1835,-293,3092,1771
-1590,-4,3066,1794
-992,440,3059,1820
-99,1020,3041,1847
893,1650,3026,1884
1710,2170,3005,1916
2231,2493,2993,1948
2491,2615,2972,1977
2628,2639,2960,2013
2717,2636,2944,2044
2777,2639,2927,2077
2801,2636,2891,2105
2827,2639,2861,2142
2873,2653,2838,2178
2926,2676,2828,2222
2942,2684,2811,2261
2926,2676,2796,2303
2911,2667,2776,2340
2926,2676,2763,2383
2941,2685,2743,2421
2926,2676,2730,2464
2890,2650,2712,2501
2876,2639,2697,2544
2884,2644,2673,2582
2876,2639,2664,2625
2839,2612,2662,2661
2827,2603,2664,2705
2852,2619,2648,2745
2876,2639,2631,2786
2853,2634,2612,2815
2827,2639,2598,2850
2823,2652,2575,2885
2827,2639,2565,2931
2796,2586,2563,2969
2777,2566,2565,3011
2795,2601,2549,3047
2827,2639,2532,3092
2811,2622,2514,3129
2777,2603,2500,3172
2762,2619,2476,3208
2777,2639,2467,3253
2779,2604,2466,3291
2777,2566,2467,3333
2775,2583,2448,3364
2777,2639,2434,3398
2755,2648,2429,3424
2727,2603,2434,3462
2699,2548,2419,3498
2678,2529,2401,3542
2646,2516,2391,3575
2628,2493,2401,3607
2622,2461,2405,3631
2628,2456,2401,3671
2625,2463,2382,3710
2628,2456,2368,3752
2616,2408,2360,3779
2579,2346,2368,3816
2514,2285,2372,3854
2479,2236,2368,3897
2479,2188,2347,3924
2479,2163,2335,3961
2445,2148,2332,4000
2430,2126,2335,4042
2464,2081,2320,4058
2529,2053,2302,4074
2564,2051,2291,4086
2579,2053,2302,4106
2583,2010,2309,4107
2579,1943,2302,4106
2548,1888,2279,4100
2529,1870,2269,4106
2528,1843,2269,4104
2529,1796,2269,4106
2514,1761,2251,4101
2529,1796,2236,4106
2567,1859,2230,4103
2579,1870,2236,4106
2524,1804,2235,4102
2479,1760,2236,4106
2491,1785,2236,4102
2529,1833,2236,4106
2515,1822,2220,4102
2479,1796,2204,4106
2478,1823,2194,4102
2529,1906,2204,4106
2570,1965,2208,4102
2579,1980,2204,4106
2553,1980,2184,4102
2529,2016,2171,4106
2526,2081,2164,4102
2579,2163,2171,4106
2659,2238,2172,4102
2727,2309,2171,4106
2751,2366,2153,4102
2777,2419,2138,4106
2826,2461,2127,4102
2876,2493,2138,4106
2869,2498,2144,4102
2827,2493,2138,4106
2798,2495,2111,4102
2827,2529,2105,4106
2865,2562,2117,4102
2876,2566,2138,4106
2859,2546,2135,4102
2876,2566,2138,4106
2928,2627,2156,4102
2975,2676,2204,4106
2963,2662,2248,4102
2926,2639,2302,4106
2907,2648,2368,4102
2926,2676,2467,4106
2936,2667,2574,4102
2926,2639,2697,4106
2896,2627,2828,4102
2876,2639,2993,4106
2866,2631,3169,4102
2876,2603,3355,4106
2882,2571,3528,4102
2876,2566,3716,4106
2846,2566,3910,4102
2827,2566,4111,4106
2820,2560,4291,4102
2827,2566,4473,4106
2824,2569,4642,4102
2827,2566,4802,4106
2828,2556,4923,4102
2827,2566,5032,4106
2801,2578,5129,4102
2777,2566,5229,4106
2765,2519,5309,4102
2777,2493,5394,4106
2781,2504,5474,4102
2777,2529,5558,4106
2767,2517,5613,4102
2777,2493,5657,4106
2784,2481,5684,4102
2777,2493,5723,4106
2746,2493,5752,4102
2727,2493,5788,4106
2723,2493,5816,4102
2727,2493,5854,4106
2706,2462,5874,4102
2678,2419,5887,4106
2661,2396,5879,4102
2678,2419,5887,4106
2689,2450,5898,4102
2678,2456,5920,4106
2641,2430,5918,4102
