III,V,PLETH
8758,4961,3688
8766,4984,3699
8743,4986,3699
8766,4984,3699
8809,4975,3694
8836,4984,3699
8784,4976,3695
8766,4984,3699
8796,5002,3698
8836,5041,3699
8792,5048,3691
8766,5041,3699
8788,5024,3704
8836,5041,3699
8803,5049,3667
8766,5041,3649
8754,5013,3646
8766,5041,3649
8719,5101,3622
8697,5154,3599
8717,5148,3589
8766,5154,3599
8739,5183,3596
8697,5211,3599
8653,5179,3599
8627,5154,3599
8567,5166,3570
8558,5211,3549
8589,5214,3553
8627,5211,3599
8586,5223,3632
8558,5267,3649
8552,5276,3653
8558,5267,3699
8503,5268,3768
8488,5324,3849
8518,5371,3909
8558,5381,3999
8514,5340,4127
8488,5324,4299
8510,5324,4453
8558,5324,4599
8523,5284,4747
8488,5267,4949
8498,5286,5171
8558,5324,5399
8541,5306,5596
8488,5267,5799
8466,5242,5996
8558,5267,6199
8635,5277,6372
8627,5267,6549
8525,5243,6719
8488,5267,6899
8518,5304,7050
8558,5324,7199
8512,5273,7325
8488,5211,7449
8513,5176,7543
8558,5211,7649
8518,5250,7748
8488,5267,7849
8506,5250,7904
8558,5267,7949
8530,5315,7983
8488,5381,8049
8466,5410,8101
8488,5437,8149
8477,5475,8164
8488,5550,8199
8497,5627,8237
8488,5720,8299
8403,5805,8330
8349,5890,8349
8340,5935,8338
8349,5947,8349
8290,5876,8362
8279,5720,8399
8376,5482,8406
8558,5267,8399
8649,5113,8360
8627,5041,8349
8534,4989,8342
8488,4984,8349
8497,5001,8320
8558,5041,8299
8555,5050,8266
8488,5041,8249
8369,5042,8212
8349,5097,8199
8407,5170,8175
8488,5211,8149
8442,5222,8085
8349,5267,8049
8294,5300,8022
8349,5267,7999
8301,5234,7921
8001,5437,7849
7459,5950,7786
6888,6740,7749
6255,7777,7674
5496,9005,7599
4885,9828,7516
5218,9345,7449
6923,7197,7348
9532,4248,7249
11909,1771,7139
13289,283,7049
13574,-797,6940
13289,-1982,6849
13063,-2866,6761
13289,-2492,6699
13596,-729,6619
13289,1473,6549
12097,3049,6466
10645,3908,6399
9579,4523,6316
8975,5154,6249
8468,5610,6170
8001,5834,6099
7676,5943,6012
7514,6060,5949
7359,6124,5889
7236,6173,5849
7180,6224,5804
7166,6287,5799
7104,6287,5815
7097,6287,5849
7162,6313,5837
7236,6343,5799
7174,6336,5736
7097,6343,5699
7071,6380,5666
7097,6400,5649
7053,6361,5618
7027,6343,5599
7046,6383,5569
7097,6457,5549
7069,6468,5517
7027,6457,5499
7010,6460,5470
7027,6513,5449
6995,6545,5415
6957,6570,5399
6918,6584,5375
6888,6627,5349
6828,6653,5294
6818,6683,5249
6853,6698,5212
6888,6740,5199
6829,6784,5172
6749,6853,5149
6691,6908,5117
6679,6966,5099
6639,7008,5070
6609,7080,5049
6595,7157,5018
6609,7250,4999
6580,7309,4969
6540,7363,4949
6507,7404,4920
6540,7476,4899
6578,7539,4868
6609,7589,4849
6600,7592,4822
6609,7589,4799
6627,7579,4766
6679,7589,4749
6731,7589,4727
6818,7589,4699
6893,7549,4644
6957,7476,4599
6996,7356,4564
7097,7250,4549
7236,7156,4521
7375,7080,4499
7437,6954,4471
7514,6796,4449
7652,6626,4401
7862,6513,4349
8028,6411,4303
8140,6287,4299
8181,6103,4303
8210,5947,4299
8222,5839,4266
8279,5777,4249
8347,5691,4245
8418,5607,4249
8443,5517,4223
8488,5437,4199
8549,5335,4185
8627,5267,4199
8642,5227,4201
8627,5211,4199
8600,5170,4190
8627,5154,4199
8658,5154,4200
8697,5154,4199
8716,5096,4189
8766,5041,4199
8787,5016,4204
8766,5041,4199
8697,5045,4167
8697,5041,4149
8739,5028,4145
8766,5041,4149
8711,5040,4125
8697,5041,4099
8735,5029,4085
8766,5041,4099
8688,5057,4103
8627,5097,4099
8639,5127,4087
8697,5154,4099
8669,5152,4106
8627,5154,4099
8612,5148,4065
8627,5154,4049
8582,5147,4045
8558,5154,4049
8577,5167,4023
8627,5211,3999
8599,5244,3986
8558,5267,3999
8535,5259,3999
8558,5267,3999
8549,5287,3991
8558,5324,3999
8560,5330,3996
8558,5324,3999
8504,5308,4004
8488,5324,4049
8494,5348,4113
8488,5381,4199
8402,5383,4269
8349,5381,4349
8362,5369,4431
8418,5381,4549
8394,5383,4682
8349,5381,4849
8339,5363,5016
8418,5381,5199
8477,5410,5380
8488,5437,5599
8441,5413,5822
8418,5381,6049
8385,5360,6242
8349,5381,6449
8307,5387,6664
8349,5381,6899
8408,5361,7102
8418,5381,7299
8346,5394,7472
8349,5381,7649
8429,5330,7796
8488,5324,7949
8408,5354,8092
8349,5381,8249
8413,5346,8377
8558,5324,8499
8577,5341,8580
8488,5381,8649
8377,5375,8687
8349,5381,8749
8338,5436,8815
8349,5550,8899
8343,5643,8948
8349,5720,8999
8331,5793,9037
8349,5890,9099
8359,5964,9142
8349,6004,9199
8284,5960,9240
8279,5834,9299
8355,5612,9326
8488,5381,9349
8553,5189,9338
8558,5097,9349
8514,5050,9359
8488,5041,9399
8468,5025,9406
8488,5041,9399
8474,5067,9356
8418,5097,9349
8284,5116,9345
8210,5154,9349
8250,5196,9299
8418,5211,9249
8517,5210,9201
8488,5267,9199
8372,5350,9177
8349,5381,9149
8329,5348,9087
8140,5437,9049
7670,5781,8997
7097,6457,8949
6487,7450,8865
5844,8665,8799
5297,9574,8721
5427,9402,8649
6683,7683,8540
8905,4927,8449
11216,2228,8361
12802,340,8299
13361,-974,8201
13289,-2209,8099
13146,-3180,7983
13289,-3002,7899
13487,-1373,7799
13289,906,7699
12413,2700,7580
11132,3738,7499
9880,4413,7421
8975,5041,7349
8380,5510,7240
8001,5777,7149
7715,5940,7064
7514,6117,6999
7348,6234,6898
7236,6287,6799
7144,6296,6704
7097,6343,6649
7070,6380,6578
7097,6400,6499
7104,6390,6403
7097,6400,6349
7058,6429,6300
7097,6457,6249
7152,6454,6160
7166,6457,6099
7075,6480,6062
7027,6513,6049
7048,6509,5999
7097,6513,5949
7061,6532,5907
7027,6570,5899
7024,6567,5874
7027,6570,5849
6951,6599,5814
6888,6683,5799
6874,6733,5771
6888,6740,5749
6844,6711,5715
6818,6740,5699
6822,6796,5673
6818,6853,5649
6733,6864,5598
6679,6910,5549
6700,6989,5490
6749,7080,5449
6694,7107,5397
6609,7136,5349
6572,7198,5287
6609,7306,5249
6596,7375,5216
6540,7419,5199
6491,7455,5166
6540,7533,5149
6599,7599,5137
6609,7646,5149
6546,7646,5148
6540,7646,5149
6616,7638,5140
6749,7646,5149
6828,7625,5149
6888,7589,5149
6941,7525,5136
7027,7476,5149
7107,7420,5170
7236,7363,5199
7381,7259,5199
7514,7136,5199
7575,6988,5193
7653,6853,5199
7753,6707,5192
7862,6570,5199
7936,6419,5200
8071,6287,5199
8236,6142,5169
8349,6004,5149
8335,5864,5139
8349,5777,5149
8445,5716,5131
8558,5664,5099
8561,5557,5057
8558,5437,5049
8594,5325,5049
8627,5267,5049
8548,5212,5021
8488,5154,4999
8544,5077,4971
8697,5041,4949
8768,5028,4913
8766,5041,4899
8742,5034,4895
8766,5041,4899
8768,5042,4872
8766,5041,4849
8751,5005,4837
8766,4984,4849
8762,4975,4834
8766,4984,4799
8754,4973,4754
8766,4984,4749
8760,5008,4754
8766,5041,4749
8755,5039,4699
8766,5041,4649
8742,5040,4610
8697,5041,4599
8624,5021,4575
8627,5041,4549
8685,5095,4515
8766,5154,4499
8776,5157,4473
8766,5154,4449
8731,5169,4416
8697,5211,4399
8635,5217,4373
8627,5211,4349
8635,5200,4311
8627,5211,4299
8558,5206,4293
8558,5211,4299
8628,5225,4288
8697,5267,4299
8637,5281,4317
8558,5267,4349
8526,5241,4362
8558,5267,4399
8550,5309,4456
8558,5324,4549
8567,5282,4637
8558,5267,4749
8468,5292,4866
8418,5324,4999
8436,5294,5112
8488,5267,5249
8474,5278,5405
8488,5324,5599
8552,5330,5789
8627,5324,5999
8600,5318,6199
8558,5324,6399
8541,5294,6566
8558,5267,6749
8515,5253,6939
8488,5267,7149
8501,5263,7326
8558,5267,7499
8560,5266,7648
8558,5267,7799
8571,5235,7919
8627,5211,8049
8619,5197,8170
8558,5211,8299
8480,5223,8383
8488,5267,8449
8508,5325,8489
8488,5381,8549
8411,5385,8595
8418,5381,8649
8473,5384,8685
8488,5437,8749
8409,5524,8800
8418,5664,8849
8519,5799,8861
8558,5890,8899
8383,5900,8942
8210,5890,8999
8208,5859,9017
8349,5777,9049
8430,5574,9086
8488,5324,9149
8564,5117,9176
8627,5041,9199
8564,5012,9194
8488,4984,9199
8491,4926,9183
8558,4927,9199
8540,4983,9204
8488,5041,9199
8413,5043,9140
8349,5041,9099
8281,5067,9067
8349,5097,9049
8465,5108,8975
8488,5154,8899
8364,5224,8830
8349,5267,8799
8415,5268,8732
8279,5381,8649
7743,5713,8549
7097,6343,8499
6519,7289,8451
5914,8496,8399
5289,9461,8294
5288,9402,8199
6465,7813,8109
8627,5154,8049
10859,2496,7956
12454,623,7849
13178,-648,7712
13289,-1812,7599
13191,-2767,7485
13289,-2719,7399
13472,-1350,7296
13289,680,7199
12403,2386,7083
11132,3512,6999
9975,4316,6918
9184,4984,6849
8603,5414,6745
8140,5664,6649
7782,5863,6557
7584,6060,6499
7462,6144,6425
7375,6173,6349
7285,6213,6256
7236,6287,6199
7194,6296,6147
7166,6287,6099
7113,6302,6017
7097,6343,5949
7084,6350,5887
7097,6343,5849
7080,6357,5794
7097,6400,5749
7102,6433,5694
7097,6457,5649
7039,6456,5587
7027,6457,5549
7037,6442,5519
7027,6457,5499
6938,6478,5447
6888,6513,5399
6908,6527,5359
6957,6570,5349
6930,6624,5325
6888,6683,5299
6851,6687,5262
6818,6683,5249
6749,6686,5227
6749,6740,5199
6822,6792,5143
6888,6853,5099
6811,6898,5063
6679,6966,5049
6595,7021,5022
6609,7080,4999
6616,7121,4969
6609,7193,4949
6593,7272,4904
6609,7363,4849
6587,7419,4783
6540,7476,4749
6494,7525,4723
6540,7589,4699
6601,7624,4645
6609,7646,4599
6537,7642,4562
6540,7646,4549
6654,7623,4523
6818,7589,4499
6898,7526,4468
6957,7476,4449
7041,7419,4420
7166,7363,4399
7258,7260,4371
7375,7136,4349
7514,6986,4316
7653,6853,4299
7718,6709,4289
7792,6570,4299
7890,6414,4298
8001,6287,4299
8075,6167,4292
8210,6060,4299
8379,5919,4298
8488,5777,4299
8449,5638,4291
8418,5550,4299
8471,5484,4302
8558,5437,4299
8552,5357,4270
8558,5267,4249
8640,5178,4240
8766,5154,4249
8790,5157,4233
8766,5154,4199
8747,5094,4156
8766,5041,4149
8752,5018,4153
8766,5041,4149
8801,5046,4115
8836,5041,4099
8792,5010,4098
8766,4984,4099
8785,4960,4068
8836,4984,4049
8809,5021,4046
8766,5041,4049
8740,5004,4020
8766,4984,3999
8765,4999,3994
8766,5041,3999
8756,5044,3972
8766,5041,3949
8753,5035,3942
8766,5041,3949
8770,5026,3925
8766,5041,3899
8712,5087,3887
8697,5154,3899
8720,5169,3883
8766,5154,3849
8721,5132,3807
8627,5154,3799
8539,5182,3798
8558,5211,3799
8604,5210,3772
8627,5211,3749
8579,5201,3732
8558,5211,3749
8555,5225,3770
8558,5267,3799
8505,5300,3813
8488,5324,3849
8512,5318,3902
8558,5324,3999
8527,5327,4110
8488,5324,4249
8466,5286,4389
8488,5267,4549
8479,5278,4698
8488,5324,4849
8509,5338,4986
8558,5324,5149
8559,5284,5317
8558,5267,5499
8547,5258,5663
8558,5267,5849
8544,5263,6041
8558,5267,6249
8562,5261,6427
8558,5267,6599
8503,5263,6749
8488,5267,6899
8510,5260,7020
8558,5267,7149
8534,5263,7269
8488,5267,7399
8452,5259,7500
8488,5267,7599
8524,5265,7674
8558,5267,7749
8552,5271,7794
8558,5324,7849
8529,5389,7894
8488,5437,7949
8424,5429,7974
8418,5437,7999
8443,5493,8011
8488,5607,8049
8484,5719,8072
8488,5834,8099
8487,5913,8109
8488,5947,8149
8419,5904,8177
8349,5834,8199
8325,5721,8184
8418,5550,8199
8539,5304,8222
8627,5097,8249
8610,4987,8222
8558,4984,8199
8520,4982,8184
8558,4984,8199
8584,4994,8178
8558,5041,8149
8435,5079,8108
8349,5097,8099
8334,5093,8074
8418,5097,8049
8473,5116,7993
8488,5154,7949
8439,5197,7891
8418,5267,7849
8393,5331,7791
8349,5381,7749
8160,5443,7692
7792,5720,7649
7197,6384,7591
6470,7476,7549
5728,8690,7481
5288,9458,7399
5522,9086,7285
6749,7363,7199
8759,4852,7121
10923,2549,7049
12512,858,6940
13289,-510,6849
13408,-1791,6767
13289,-2492,6699
13220,-2077,6594
13289,-680,6499
13153,981,6412
12454,2435,6349
11200,3585,6264
9949,4474,6199
9106,5061,6141
8627,5437,6099
8193,5711,6021
7792,5947,5949
7536,6071,5884
7444,6117,5849
7346,6124,5797
7236,6173,5749
7182,6224,5691
7236,6287,5649
7266,6321,5594
7236,6343,5549
7140,6343,5494
7097,6343,5449
7079,6339,5389
7097,6343,5349
7084,6359,5313
7097,6400,5299
7098,6436,5271
7097,6457,5249
7029,6428,5217
6957,6400,5199
6898,6394,5169
6888,6457,5149
6877,6524,5118
6888,6570,5099
6887,6560,5069
6888,6570,5049
6869,6608,5019
6888,6683,4999
6904,6720,4969
6888,6740,4949
6802,6747,4920
6749,6796,4899
6740,6851,4868
6749,6910,4849
6682,6934,4821
6609,6966,4799
6576,7002,4767
6609,7080,4749
6620,7160,4723
6609,7250,4699
6566,7307,4664
6540,7363,4649
6515,7408,4630
6540,7476,4599
6574,7535,4538
6609,7589,4499
6597,7597,4488
6609,7589,4499
6655,7573,4479
6749,7589,4449
6819,7582,4416
6888,7533,4399
6943,7431,4371
7027,7363,4349
7111,7315,4322
7236,7250,4299
7367,7108,4264
7514,6966,4249
7621,6849,4245
7723,6740,4249
7812,6554,4225
7931,6343,4199
8035,6161,4170
8140,6060,4149
8229,5974,4116
8349,5890,4099
8440,5774,4094
8488,5664,4099
8469,5555,4076
8488,5494,4049
8547,5441,4031
8627,5381,4049
8636,5280,4059
8627,5211,4049
8633,5171,4013
8697,5154,3999
8740,5095,3998
8766,5041,3999
8756,5014,3970
8766,5041,3949
8761,5051,3942
8766,5041,3949
8753,5000,3927
8766,4984,3899
8764,4975,3882
8766,4984,3899
8746,4979,3908
8766,4984,3899
8797,4980,3866
8836,4984,3849
8809,4974,3843
8766,4984,3849
8730,5003,3830
8766,5041,3799
8808,5050,3761
8836,5041,3749
8799,5020,3745
8766,5041,3749
8742,5073,3743
8766,5097,3749
8770,5086,3751
8766,5097,3749
8743,5125,3721
8766,5154,3699
8779,5145,3686
8766,5154,3699
8703,5180,3701
8697,5211,3699
8731,5202,3687
8766,5211,3699
8705,5239,3717
8627,5267,3749
8566,5253,3768
8558,5267,3799
8540,5322,3834
8558,5381,3899
8568,5363,3966
8558,5324,4049
8493,5307,4132
8488,5324,4249
8528,5301,4371
8558,5267,4499
8500,5262,4610
8488,5324,4749
8551,5376,4910
8627,5381,5099
8575,5319,5270
8488,5267,5449
8448,5245,5633
8488,5267,5849
8493,5273,6052
8488,5267,6249
8475,5249,6421
8488,5267,6599
8472,5295,6754
8488,5324,6899
8520,5320,7016
8558,5324,7149
8522,5323,7275
8488,5324,7399
8490,5292,7478
8558,5267,7549
8582,5251,7611
8558,5267,7699
8491,5286,7773
8488,5324,7849
8519,5353,7898
8558,5381,7949
8527,5393,7972
8488,5437,7999
8438,5495,8012
8418,5550,8049
8413,5550,8073
8488,5550,8099
8562,5611,8094
8558,5777,8099
8431,5938,8092
8349,6004,8099
8341,5952,8088
8349,5890,8099
8299,5815,8099
8349,5664,8099
8506,5393,8064
8627,5154,8049
8564,5040,8040
8488,5041,8049
8508,5016,8023
8558,4984,7999
8505,4982,7964
8488,5041,7949
8539,5085,7915
8558,5097,7899
8418,5091,7871
8349,5097,7849
8439,5115,7794
8558,5154,7749
8471,5206,7695
8349,5267,7649
8346,5299,7569
8418,5324,7499
8289,5363,7433
7931,5550,7399
7401,6068,7335
6749,7080,7249
5948,8354,7132
5288,9289,7049
5248,9195,6972
6262,7873,6899
8185,5647,6790
10436,3228,6699
12264,1236,6617
13289,-113,6549
13498,-1186,6445
13289,-2265,6349
13126,-2940,6261
13289,-2322,6199
13420,-337,6117
12941,1982,6049
11675,3519,5988
10227,4248,5949
9189,4756,5878
8627,5324,5799
8187,5707,5709
7792,5834,5649
7532,5893,5591
7444,6060,5549
7375,6217,5494
7305,6287,5449
7255,6272,5391
7236,6287,5349
7162,6316,5296
7097,6343,5249
7064,6338,5188
7097,6343,5149
7096,6369,5116
7097,6400,5099
7083,6400,5069
7097,6400,5049
7083,6421,5021
7097,6457,4999
7098,6437,4963
7097,6400,4949
7050,6389,4943
7027,6457,4949
7017,6528,4926
7027,6570,4899
7012,6557,4865
7027,6570,4849
7040,6612,4822
7027,6683,4799
6945,6715,4768
6888,6740,4749
6874,6755,4721
6888,6796,4699
6850,6819,4668
6818,6853,4649
6808,6889,4621
6818,6966,4599
6760,7046,4568
6679,7136,4549
6611,7196,4523
6609,7250,4499
6608,7289,4450
6609,7363,4399
6595,7445,4353
6609,7533,4349
6610,7571,4353
6609,7589,4349
6586,7582,4316
6609,7589,4299
6680,7584,4296
6818,7589,4299
6938,7585,4272
7027,7589,4249
7056,7552,4239
7097,7476,4249
7146,7353,4231
7236,7250,4199
7323,7159,4160
7444,7080,4149
7572,6949,4144
7723,6796,4149
7834,6636,4144
7931,6513,4149
8013,6379,4146
8140,6230,4149
8258,6061,4143
8349,5947,4149
8374,5861,4148
8418,5777,4149
8479,5649,4139
8558,5550,4149
8590,5484,4167
8627,5437,4199
8660,5345,4219
8697,5267,4249
8687,5221,4275
8697,5211,4299
8722,5159,4296
8766,5097,4299
8762,5044,4312
8766,5041,4349
8784,5037,4376
8836,5041,4399
8845,5033,4400
8836,5041,4399
8793,5036,4388
8766,5041,4399
8739,5035,4420
8766,5041,4449
8803,5035,4453
8836,5041,4449
8801,5036,4440
8766,5041,4449
8743,5032,4450
8766,5041,4449
8767,5055,4438
8766,5097,4449
8748,5130,4455
8766,5154,4449
8768,5149,4414
8766,5154,4399
8743,5152,4397
8766,5154,4399
8780,5140,4369
8766,5154,4349
8700,5180,4343
8697,5211,4349
8736,5206,4323
8766,5211,4299
8714,5229,4285
8697,5267,4299
8731,5274,4296
8766,5267,4299
8695,5253,4307
8627,5267,4349
8609,5286,4390
8627,5324,4449
8583,5352,4509
8558,5381,4599
8558,5380,4688
8558,5381,4799
8491,5373,4909
8488,5381,5049
8561,5377,5189
8627,5381,5349
8558,5358,5506
8488,5324,5699
8497,5275,5908
8558,5267,6149
8528,5288,6374
8488,5324,6599
8495,5325,6796
8558,5324,6999
8562,5317,7189
8558,5324,7399
8553,5316,7597
8558,5324,7799
8506,5326,7972
8488,5324,8149
8513,5286,8300
8558,5267,8449
8522,5277,8566
8488,5324,8699
8497,5337,8822
8558,5324,8949
8548,5284,9029
8488,5267,9099
8414,5257,9142
8418,5267,9199
8449,5280,9239
8488,5324,9299
8464,5376,9345
8418,5437,9399
8356,5467,9418
8349,5494,9449
8366,5525,9467
8418,5607,9499
8448,5712,9497
8488,5834,9499
8496,5926,9485
8488,6004,9499
8419,6045,9495
8349,6060,9499
8300,5992,9469
8349,5834,9449
8444,5580,9411
8558,5324,9399
8609,5123,9370
8627,5041,9349
8597,5021,9294
8558,5041,9249
8503,5037,9187
8488,5041,9149
8456,5057,9094
8418,5097,9049
8346,5130,8972
8349,5154,8899
8407,5159,8795
8488,5154,8699
8448,5176,8586
8349,5267,8499
8282,5342,8396
8349,5324,8299
8342,5273,8181
8071,5437,8099
7508,5908,8019
6888,6683,7949
6233,7742,7841
5496,9005,7749
4906,9842,7662
5218,9345,7599
6875,7185,7499
9462,4248,7399
11867,1788,7299
13289,283,7249
13588,-838,7198
13289,-2039,7149
13055,-2895,7067
13289,-2492,6999
13604,-729,6933
13289,1473,6899
12089,3078,6849
10645,3965,6799
9591,4565,6718
8975,5154,6649
8430,5594,6581
7931,5834,6549
7620,5955,6518
7514,6060,6499
7413,6112,6449
7305,6173,6399
7244,6256,6337
7236,6343,6299
7170,6332,6250
7097,6287,6199
7060,6282,6118
7097,6343,6049
7097,6391,5985
7097,6400,5949
7085,6388,5899
7097,6400,5849
7080,6427,5787
7097,6457,5749
7104,6453,5702
7097,6457,5649
7041,6469,5566
7027,6513,5499
7036,6543,5441
7027,6570,5399
6940,6565,5327
6888,6570,5249
6905,6576,5162
6957,6627,5099
6934,6682,5039
6888,6740,4999
6865,6760,4949
6888,6796,4899
6866,6842,4835
6818,6910,4799
6763,6941,4772
6749,6966,4749
6717,6995,4695
6679,7080,4649
6624,7168,4612
6609,7250,4599
6601,7294,4572
6609,7363,4549
6599,7444,4519
6609,7533,4499
6608,7568,4466
6609,7589,4449
6587,7605,4441
6609,7646,4449
6663,7657,4432
6749,7646,4399
6808,7607,4357
6888,7589,4349
6980,7565,4350
7097,7533,4349
7170,7454,4319
7236,7363,4299
7289,7249,4291
7375,7136,4299
7459,6995,4280
7584,6853,4249
7716,6701,4213
7862,6570,4199
7968,6424,4176
8071,6287,4149
8142,6152,4112
8210,6060,4099
8257,5959,4096
8349,5834,4099
8436,5668,4076
8488,5550,4049
8467,5481,4017
8488,5437,3999
8553,5348,3972
8627,5267,3949
8622,5214,3920
8627,5211,3899
8655,5183,3870
8697,5154,3849
8677,5112,3821
8697,5097,3799
8759,5061,3768
8836,5041,3749
8810,5021,3724
8766,5041,3699
8741,5039,3663
8766,5041,3649
8745,5052,3647
8766,5154,3649
8922,5283,3624
9323,5381,3599
9822,5393,3586
10297,5437,3599
10621,5642,3603
10853,6060,3599
10952,6587,3589
10993,7136,3599
11119,7705,3605
11619,8382,3599
12399,9151,3568
13080,9912,3549
13320,10507,3543
13289,10874,3549
13251,10970,3528
13289,10874,3499
13285,10766,3479
13289,10874,3499
13305,11081,3513
13289,10874,3499
13227,9648,3456
13289,7363,3449
13380,4650,3472
13289,2435,3499
13106,1216,3490
13289,906,3499
13649,1067,3539
13289,1416,3599
11648,1852,3623
9462,2379,3649
7762,2884,3701
6818,3285,3799
6186,3510,3894
5705,3625,3999
5408,3686,4111
5218,3795,4249
4904,3927,4373
4592,4078,4499
4462,4208,4629
4522,4361,4799
4581,4455,4975
4661,4418,5149
4760,4216,5294
4801,4021,5449
4666,3942,5599
4522,3965,5749
4484,3976,5869
4522,3965,5999
4470,3971,6126
4383,4021,6249
4325,4060,6327
4314,4078,6399
4256,4074,6468
4174,4078,6549
4096,4072,6600
4035,4078,6649
3952,4094,6690
3896,4135,6749
3885,4166,6793
3896,4191,6849
3848,4190,6896
3757,4191,6949
3665,4184,6972
3618,4191,6999
3561,4189,7016
3479,4191,7049
3381,4184,7066
3340,4191,7099
3319,4191,7122
3270,4191,7149
3171,4180,7146
3131,4191,7149
3162,4196,7142
3200,4191,7149
3160,4168,7140
3131,4191,7149
3169,4246,7148
3270,4304,7149
3355,4322,7117
3479,4361,7099
3647,4436,7087
3827,4531,7099
3949,4585,7079
4105,4644,7049
4327,4737,7007
4592,4871,6999
4817,4971,6981
5079,5041,6949
5406,5089,6883
5775,5154,6849
6090,5208,6826
6401,5267,6799
6720,5317,6719
7027,5381,6649
7245,5434,6591
7444,5494,6549
7671,5529,6469
7931,5550,6399
8130,5544,6341
8279,5550,6299
8405,5551,6221
8558,5550,6149
8679,5534,6088
8766,5550,6049
8818,5581,5975
8905,5607,5899
8990,5580,5831
9045,5550,5799
9034,5534,5753
9045,5550,5699
9076,5550,5619
9114,5550,5549
9103,5544,5481
9114,5550,5449
9127,5541,5422
9114,5550,5399
9024,5567,5345
8975,5607,5299
8975,5632,5260
8975,5664,5249
8888,5671,5224
8836,5664,5199
8855,5639,5164
8905,5664,5149
8867,5719,5124
8836,5777,5099
8854,5779,5060
8905,5777,5049
8875,5775,5046
8836,5777,5049
8819,5740,5022
8836,5720,4999
8812,5734,4971
8836,5777,4949
8902,5767,4911
8975,5720,4899
8966,5666,4898
8975,5664,4899
9012,5668,4867
9045,5664,4849
8991,5626,4844
8975,5607,4849
9030,5600,4820
9114,5607,4799
9090,5580,4791
9045,5550,4799
9043,5530,4774
9114,5550,4749
9131,5560,4734
9114,5550,4749
9087,5509,4750
9114,5494,4749
9121,5491,4740
9114,5494,4749
9087,5462,4747
9114,5437,4749
9130,5423,4740
9114,5437,4749
9047,5435,4761
9045,5437,4799
9082,5431,4841
9114,5437,4899
9085,5429,4945
9114,5437,4999
9177,5438,5043
9184,5437,5099
9053,5403,5146
8975,5381,5199
9023,5368,5242
9114,5381,5299
9065,5377,5349
8975,5381,5399
8939,5375,5423
8975,5381,5449
8968,5371,5467
8975,5381,5499
8988,5399,5522
8975,5437,5549
8873,5446,5554
8836,5437,5549
8898,5400,5518
8975,5381,5499
8912,5366,5489
8836,5381,5499
8856,5399,5484
8975,5437,5449
9016,5449,5388
8975,5437,5349
8885,5392,5319
8836,5381,5299
8802,5398,5250
8836,5437,5199
8882,5440,5141
8905,5437,5099
8832,5429,5046
8766,5437,4999
8760,5431,4944
8836,5437,4899
8864,5436,4844
8836,5437,4799
8766,5420,4746
8766,5437,4699
8799,5469,4640
8836,5494,4599
8802,5465,4565
8766,5437,4549
8741,5425,4520
8766,5437,4499
8788,5428,4470
8836,5437,4449
8851,5461,4417
8836,5494,4399
8772,5474,4374
8766,5437,4349
8800,5411,4312
8836,5437,4299
8792,5467,4297
8766,5494,4299
8782,5491,4271
8836,5494,4249
8835,5488,4238
8836,5494,4249
8834,5487,4247
8836,5494,4249
8783,5491,4247
8766,5494,4249
8791,5483,4225
8836,5494,4199
8803,5497,4182
8766,5494,4199
8748,5472,4208
8766,5494,4199
8753,5532,4164
8766,5550,4149
8775,5510,4147
8766,5494,4149
8701,5517,4121
8697,5550,4099
8740,5522,4089
8766,5494,4099
8685,5502,4096
8627,5550,4099
8642,5560,4098
8697,5550,4099
8663,5537,4073
8627,5550,4049
8657,5548,4036
8766,5550,4049
8803,5545,4051
8766,5550,4049
8698,5541,4039
8697,5550,4049
8700,5554,4053
8697,5550,4049
8666,5511,4019
8697,5494,3999
8745,5505,3989
8766,5550,3999
8673,5576,3999
8558,5607,3999
8477,5647,3993
8488,5720,3999
8514,5778,3997
8558,5834,3999
8566,5908,3993
8558,6060,3999
8509,6213,3998
8488,6287,3999
8438,6240,3992
8349,6173,3999
8256,6092,4002
8349,5947,3999
8583,5683,3970
8766,5437,3949
8726,5297,3939
8627,5267,3949
8619,5229,3949
8697,5211,3949
8706,5224,3943
8697,5267,3949
8672,5289,3947
8627,5324,3949
8510,5367,3944
8488,5381,3949
8561,5355,3946
8627,5381,3949
8549,5470,3945
8488,5550,3949
8464,5542,3945
8349,5550,3949
7981,5702,3945
7514,6117,3949
7015,6813,3945
6401,7816,3949
5635,8913,3945
5218,9572,3949
5740,9043,3945
7375,7136,3949
9559,4563,3945
11549,2435,3949
12796,1063,3945
13289,-57,3949
13315,-1238,3945
13289,-1869,3949
13324,-1322,3945
13289,170,3949
12879,1751,3945
12036,3002,3949
10919,3986,3945
9879,4814,3949
9086,5363,3945
8558,5664,3949
8157,5856,3945
7862,6060,3949
7643,6206,3946
7514,6287,3949
7419,6308,3945
7375,6343,3949
7340,6367,3946
7305,6400,3949
7241,6406,3944
7236,6400,3949
7244,6386,3947
7236,6400,3949
7165,6428,3941
7166,6457,3949
7215,6460,3967
7236,6457,3999
7139,6445,4009
7097,6457,3999
7156,6472,3967
7236,6513,3949
7180,6543,3941
7097,6570,3949
7072,6565,3947
7097,6570,3949
7056,6563,3944
7027,6570,3949
7050,6574,3946
7097,6627,3949
7062,6689,3945
7027,6740,3949
7023,6732,3946
7027,6740,3949
6949,6777,3945
6888,6853,3949
6897,6905,3946
