II,III,PLETH,ABP
3394,3337,7208,3268
3449,3467,7220,3325
3430,3541,7216,3384
3397,3577,7220,3466
3410,3599,7209,3558
3501,3632,7220,3700
3629,3670,7217,3873
3763,3742,7220,4074
3876,3856,7207,4270
3972,4018,7220,4496
4046,4202,7222,4745
4129,4403,7220,5011
4230,4565,7182,5235
4338,4623,7167,5433
4388,4531,7160,5612
4338,4348,7167,5807
4180,4171,7137,5983
3972,4073,7114,6135
3769,4025,7097,6237
3606,3962,7114,6322
3457,3815,7112,6390
3292,3577,7114,6463
3078,3277,7104,6514
2822,2972,7114,6557
2546,2694,7108,6578
2299,2477,7114,6603
2107,2329,7106,6609
1986,2256,7114,6603
1902,2200,7106,6572
1829,2091,7114,6557
1717,1861,7108,6549
1568,1541,7114,6557
1399,1217,7105,6537
1254,991,7114,6510
1122,854,7110,6474
993,770,7114,6463
875,737,7099,6442
836,826,7114,6416
882,996,7134,6363
941,1101,7167,6322
892,1011,7166,6275
732,770,7167,6229
560,461,7157,6152
523,165,7167,6088
662,-11,7160,6030
941,110,7167,5995
1281,538,7161,5943
1620,1046,7167,5901
1855,1356,7156,5851
1881,1431,7167,5807
1675,1385,7168,5735
1359,1321,7167,5667
1073,1265,7132,5590
888,1266,7114,5526
798,1331,7103,5447
784,1376,7114,5386
785,1291,7105,5328
732,1101,7114,5292
636,939,7115,5240
627,936,7114,5198
774,1107,7076,5160
993,1376,7061,5152
1135,1594,7056,5132
1150,1651,7061,5105
1053,1539,7026,5049
888,1376,7008,5011
747,1296,7000,4979
784,1376,7008,4964
1037,1595,6975,4934
1359,1871,6955,4917
1520,2042,6945,4904
1463,1981,6955,4917
1278,1680,6925,4930
1097,1321,6902,4964
990,1116,6886,4990
993,1156,6902,5011
1096,1343,6897,5003
1254,1541,6902,5011
1416,1687,6896,5028
1568,1816,6902,5058
1706,1957,6887,5057
1829,2091,6902,5058
1945,2183,6924,5064
2090,2256,6955,5105
2270,2360,6947,5146
2456,2532,6955,5198
2621,2751,6971,5228
2770,2972,7008,5245
2874,3118,7007,5235
2874,3137,7008,5245
2745,3029,7015,5265
2561,2862,7061,5292
2397,2681,7089,5289
2247,2477,7114,5292
2030,2203,7125,5303
1725,1871,7167,5339
1396,1537,7198,5360
1150,1266,7220,5386
1038,1098,7208,5405
1045,1046,7220,5433
1088,1053,7241,5434
1097,1046,7273,5433
1051,993,7268,5423
993,936,7273,5433
941,890,7286,5432
888,826,7326,5433
839,731,7332,5422
836,660,7326,5433
887,635,7308,5435
941,605,7326,5433
920,521,7347,5402
836,440,7380,5386
740,416,7380,5378
679,440,7380,5386
643,461,7363,5366
627,495,7380,5339
654,556,7399,5305
784,605,7433,5292
1048,578,7433,5269
1411,495,7433,5245
1717,408,7417,5209
1777,330,7433,5198
1479,209,7450,5193
888,0,7486,5198
179,-314,7491,5177
-418,-660,7486,5152
-705,-875,7449,5118
-575,-770,7433,5105
-134,-340,7420,5081
366,220,7433,5058
698,672,7428,5023
836,936,7433,5011
869,1053,7423,5006
888,1101,7433,5011
933,1132,7426,4990
1045,1211,7433,4964
1235,1346,7424,4930
1463,1486,7433,4917
1653,1575,7425,4897
1777,1651,7433,4871
1857,1783,7425,4818
1934,1981,7433,4777
2011,2162,7426,4743
2090,2256,7433,4730
2153,2253,7424,4704
2195,2201,7433,4683
2205,2141,7426,4654
2195,2091,7433,4636
2185,2050,7423,4609
2195,2036,7433,4590
2211,2085,7428,4561
2195,2201,7433,4543
2098,2296,7419,4514
1934,2256,7433,4496
1752,2033,7435,4469
1620,1706,7433,4449
1534,1370,7393,4419
1463,1101,7380,4402
1386,960,7374,4377
1359,1046,7380,4355
1441,1367,7345,4322
1672,1816,7326,4309
2013,2214,7316,4303
2404,2477,7326,4309
2738,2589,7297,4289
2927,2587,7273,4262
2919,2489,7255,4226
2770,2366,7273,4215
2552,2275,7272,4208
2352,2256,7273,4215
2215,2289,7260,4211
2195,2366,7273,4215
2261,2467,7286,4209
2352,2587,7326,4215
2403,2685,7354,4210
2456,2752,7380,4215
2567,2778,7370,4208
2770,2807,7380,4215
3013,2852,7395,4210
3240,2917,7433,4215
3374,2956,7435,4218
3397,2972,7433,4262
3345,3004,7418,4321
3345,3137,7433,4402
3457,3369,7435,4477
3658,3632,7433,4590
3819,3791,7397,4733
3867,3797,7380,4917
3800,3684,7367,5097
3711,3577,7380,5292
3669,3571,7361,5490
3711,3687,7326,5714
3779,3832,7261,5925
3815,3907,7220,6135
3788,3866,7185,6323
3763,3797,7167,6510
3810,3809,7116,6662
3972,3962,7061,6791
4198,4187,6992,6883
4442,4403,6955,6978
4675,4573,6919,7054
4913,4733,6902,7119
5106,4865,6867,7143
5174,4898,6849,7165
5033,4755,6816,7184
4704,4458,6796,7212
4253,4066,6757,7202
3763,3632,6742,7165
3264,3165,6730,7106
2822,2752,6742,7072
2512,2527,6738,7030
2404,2587,6742,6978
2441,2813,6731,6895
2509,2972,6742,6838
2495,2894,6754,6790
2404,2642,6796,6744
2274,2359,6823,6650
2143,2146,6849,6557
1989,1987,6840,6472
1829,1871,6849,6416
1692,1783,6861,6340
1620,1706,6902,6276
1575,1574,6925,6215
1516,1376,6955,6182
1420,1145,6971,6132
1359,991,7008,6088
1368,982,7030,6035
1463,1156,7061,5995
1608,1436,7078,5940
1777,1706,7114,5901
1879,1829,7137,5854
1829,1761,7167,5807
1635,1545,7182,5731
1463,1321,7220,5667
1447,1226,7248,5608
1568,1321,7273,5573
1686,1496,7264,5522
1725,1596,7273,5479
1673,1545,7289,5428
1568,1431,7326,5386
1455,1348,7329,5329
1411,1321,7326,5292
1446,1322,7312,5261
1516,1376,7326,5245
1567,1481,7327,5201
1620,1596,7326,5152
1669,1663,7308,5092
1672,1706,7326,5058
1596,1743,7350,5026
1516,1761,7380,5011
1503,1732,7373,4984
1568,1706,7380,4964
1645,1703,7379,4932
1725,1706,7380,4917
1807,1676,7343,4905
1881,1651,7326,4917
1890,1662,7319,4918
1829,1706,7326,4917
1743,1759,7294,4903
1725,1871,7273,4917
1824,2073,7262,4940
2038,2311,7273,4964
2279,2448,7247,4958
2456,2422,7220,4964
2533,2306,7198,4980
2561,2256,7220,5011
2592,2351,7240,5013
2665,2587,7273,5011
2803,2925,7292,5003
3031,3357,7326,5011
3290,3812,7345,5006
3449,4128,7380,5011
3391,4113,7401,5010
3136,3742,7433,5011
2796,3183,7447,4987
2509,2697,7486,4964
2367,2432,7515,4935
2404,2366,7539,4917
2522,2347,7514,4888
2561,2256,7486,4871
2422,2072,7449,4848
2195,1871,7433,4824
2014,1723,7402,4773
1934,1651,7380,4730
1877,1620,7332,4695
1777,1596,7273,4683
1623,1552,7182,4659
1463,1486,7114,4636
1333,1401,7055,4605
1254,1321,7008,4590
1215,1268,6925,4564
1202,1266,6849,4543
1193,1289,6766,4511
1202,1321,6689,4496
1233,1340,6578,4472
1307,1376,6477,4449
1416,1428,6384,4413
1568,1486,6318,4402
1742,1505,6233,4400
1934,1486,6158,4402
2116,1427,6076,4377
2247,1321,5999,4355
2216,1100,5889,4329
1934,715,5787,4309
1402,175,5691,4273
784,-385,5628,4262
283,-774,5562,4261
52,-826,5521,4262
116,-527,5485,4232
418,0,5468,4215
823,550,5436,4211
1202,991,5415,4215
1479,1295,5384,4188
1672,1541,5362,4168
1807,1790,5325,4161
1881,2036,5309,4168
1875,2193,5300,4145
1829,2201,5309,4121
1813,2076,5288,4108
1881,1926,5256,4121
2008,1846,5212,4122
2143,1871,5203,4121
2226,1952,5202,4113
2247,2036,5203,4121
2194,2079,5173,4120
2090,2091,5150,4121
1979,2101,5120,4114
1934,2146,5097,4121
1965,2215,5057,4120
2038,2256,5044,4121
2112,2227,5040,4113
2195,2146,5044,4121
2268,2064,5013,4125
2299,2036,4990,4121
2284,2082,4980,4092
2299,2201,4990,4074
2362,2321,4970,4069
2404,2366,4937,4074
2345,2314,4897,4053
2247,2256,4884,4028
2215,2270,4860,4011
2299,2366,4831,4028
2433,2481,4789,4036
2561,2587,4778,4028
2637,2655,4777,3994
2665,2697,4778,3981
2655,2730,4747,3979
2665,2807,4725,3981
2723,2879,4713,3955
2822,2862,4725,3934
2895,2735,4721,3922
2927,2642,4725,3934
2934,2680,4735,3932
2979,2807,4778,3934
3053,2876,4810,3928
3136,2862,4831,3934
3201,2828,4824,3926
3292,2862,4831,3934
3415,2965,4847,3946
3554,3137,4884,3981
3649,3333,4909,4002
3711,3522,4937,4028
3742,3656,4957,4042
3763,3742,4990,4074
3745,3769,5014,4107
3711,3742,5044,4168
3682,3670,5063,4229
3711,3632,5097,4309
3791,3672,5121,4398
3920,3797,5150,4543
4057,3943,5153,4719
4181,4073,5150,4917
4237,4147,5137,5094
4233,4183,5150,5292
4230,4224,5156,5512
4338,4348,5150,5760
4556,4539,5113,5980
4808,4733,5097,6182
5011,4877,5094,6362
5174,5008,5097,6557
5268,5113,5066,6731
5226,5118,5044,6884
5001,4950,5035,6988
4704,4678,5044,7072
4443,4390,5019,7123
4233,4128,4990,7165
3976,3866,4971,7172
3658,3632,4990,7165
3347,3431,5013,7137
3136,3247,5044,7119
3010,3045,5049,7079
2927,2862,5044,7025
2827,2713,5025,6944
2718,2587,5044,6884
2591,2442,5075,6833
2456,2311,5097,6791
2295,2199,5068,6718
2143,2091,5044,6650
2028,1962,5034,6588
1986,1871,5044,6557
1981,1850,5020,6510
1986,1871,4990,6463
1962,1841,4956,6404
1934,1761,4937,6369
1914,1689,4901,6325
1934,1706,4884,6276
1978,1785,4877,6197
2038,1871,4884,6135
2076,1911,4859,6078
2090,1926,4831,6041
2084,1929,4810,5989
2090,1926,4831,5948
2099,1896,4854,5899
2090,1871,4884,5854
2028,1877,4898,5781
1934,1926,4937,5714
1837,1958,4995,5652
1777,1926,5097,5620
1739,1823,5199,5576
1725,1706,5309,5526
1742,1620,5401,5451
1829,1596,5521,5386
1963,1628,5662,5311
2090,1706,5840,5245
2136,1769,6003,5167
2090,1761,6158,5105
1971,1660,6285,5033
1829,1541,6424,4964
1707,1470,6554,4881
1672,1486,6689,4824
1738,1578,6796,4775
1881,1761,6902,4730
2013,1995,6983,4654
2090,2201,7061,4590
2100,2272,7109,4547
2090,2201,7167,4543
2080,2049,7217,4524
2090,1926,7273,4496
2122,1896,7299,4457
2195,1981,7326,4449
2296,2109,7343,4447
2404,2201,7380,4449
2486,2226,7401,4436
2561,2256,7433,4449
2647,2356,7451,4471
2770,2532,7486,4496
2916,2727,7505,4491
3083,2917,7539,4496
3246,3090,7558,4511
3397,3247,7592,4543
3531,3370,7610,4546
3658,3467,7645,4543
3736,3538,7665,4535
3711,3577,7698,4543
3569,3556,7714,4539
3397,3467,7751,4543
3254,3301,7774,4539
3136,3082,7804,4543
2988,2859,7815,4535
2822,2697,7857,4543
2671,2574,7904,4546
2561,2422,7964,4543
2460,2202,7986,4513
2352,1981,8017,4496
2207,1815,8051,4491
2038,1706,8123,4496
1873,1623,8178,4474
1777,1596,8229,4449
1759,1654,8249,4421
1777,1761,8282,4402
1763,1813,8303,4371
1725,1761,8335,4355
1700,1627,8338,4350
1725,1486,8335,4355
1747,1373,8305,4335
1725,1321,8282,4309
1654,1338,8233,4277
1620,1431,8176,4262
1674,1513,8089,4236
1829,1486,8017,4215
2045,1311,7936,4186
2299,1101,7857,4168
2512,969,7747,4141
2561,936,7645,4121
2327,886,7535,4094
1829,715,7433,4074
1193,386,7300,4046
627,0,7167,4028
315,-248,7011,4001
366,-165,6849,3981
694,241,6654,3952
1097,770,6477,3934
1405,1184,6309,3909
1620,1431,6158,3887
1803,1592,5975,3854
1986,1761,5787,3840
2147,1936,5588,3835
2299,2091,5415,3840
2432,2210,5242,3822
2509,2311,5097,3793
2485,2400,4953,3758
2404,2477,4831,3747
2329,2507,4706,3742
2299,2477,4619,3747
2290,2393,4551,3740
2299,2311,4513,3747
2317,2261,4456,3749
2352,2256,4406,3747
2394,2291,4360,3721
2456,2366,4353,3700
2520,2431,4351,3676
2561,2422,4353,3653
2562,2316,4340,3618
2561,2201,4353,3606
2565,2159,4376,3606
2561,2201,4406,3606
2516,2249,4407,3577
2456,2256,4406,3559
2394,2221,4400,3556
2352,2201,4406,3559
2338,2224,4400,3533
2404,2311,4406,3512
2535,2425,4408,3507
2665,2532,4406,3512
2702,2593,4376,3489
2665,2642,4353,3466
2624,2715,4342,3456
2665,2862,4353,3466
2792,3056,4353,3450
2979,3247,4353,3419
3145,3354,4348,3383
3240,3357,4353,3372
3231,3259,4349,3367
3188,3137,4353,3372
3189,3067,4352,3369
3292,3137,4353,3372
3426,3318,4330,3367
3501,3522,4300,3372
3480,3630,4264,3370
3449,3632,4247,3372
3460,3567,4224,3350
3501,3522,4194,3325
3508,3539,4138,3290
3501,3632,4088,3278
3522,3705,4033,3271
3606,3687,3982,3278
3724,3608,3917,3284
3867,3632,3876,3325
3992,3819,3845,3384
4076,4073,3822,3466
4119,4245,3769,3542
4181,4348,3716,3653
4267,4446,3672,3796
4338,4568,3663,3981
4345,4661,3656,4174
4338,4733,3663,4402
4353,4810,3675,4649
4390,4898,3716,4917
4410,4934,3763,5171
4442,4898,3822,5433
4496,4811,3870,5678
4547,4733,3929,5901
4529,4675,3990,6070
4442,4623,4088,6229
4302,4518,4206,6375
4129,4348,4353,6510
3908,4128,4490,6590
3658,3907,4619,6650
3382,3660,4722,6697
3083,3357,4831,6744
2745,3018,4935,6753
2404,2752,5044,6744
2101,2592,5128,6717
1881,2477,5203,6697
1726,2304,5256,6654
1620,2091,5309,6603
1545,1881,5339,6544
1516,1706,5362,6510
1496,1546,5361,6467
1463,1431,5362,6416
1430,1361,5356,6336
1463,1321,5362,6276
1524,1262,5346,6224
1516,1211,5309,6182
1386,1190,5245,6109
1254,1211,5203,6041
1218,1237,5172,5981
1254,1266,5150,5948
1251,1279,5109,5900
1202,1266,5097,5854
1157,1209,5096,5798
1150,1156,5097,5760
1150,1152,5060,5711
1150,1211,5044,5667
1151,1268,5056,5611
1150,1266,5097,5573
1124,1191,5115,5524
1097,1101,5150,5479
1115,1045,5197,5422
1202,1046,5256,5386
1307,1074,5279,5343
1359,1101,5309,5292
1327,1093,5353,5212
1254,1046,5415,5152
1176,963,5444,5101
1097,881,5468,5058
1010,831,5489,4982
941,826,5521,4917
904,831,5523,4863
888,826,5521,4824
874,812,5515,4753
888,826,5521,4683
937,857,5498,4622
993,881,5468,4590
1020,875,5430,4543
1045,881,5415,4496
1077,908,5390,4438
1097,936,5362,4402
1075,917,5320,4368
1045,881,5309,4355
1040,864,5306,4346
1045,881,5309,4355
1011,891,5279,4352
941,881,5256,4355
866,862,5239,4361
836,881,5256,4402
885,970,5272,4449
1045,1156,5309,4496
1293,1417,5335,4514
1568,1706,5362,4543
1826,1982,5372,4581
2090,2256,5415,4636
2379,2549,5467,4665
2665,2862,5521,4683
2894,3154,5537,4692
3031,3357,5574,4730
3024,3371,5638,4774
2822,3137,5734,4824
2448,2706,5793,4849
2038,2256,5840,4871
1733,1946,5878,4884
1568,1816,5946,4917
1468,1789,6000,4943
1359,1761,6052,4964
1201,1639,6090,4960
993,1376,6158,4964
748,1006,6232,4976
523,660,6318,5011
399,460,6373,5036
418,440,6424,5058
526,548,6462,5057
627,715,6530,5058
683,865,6600,5050
732,936,6689,5058
782,917,6764,5057
784,881,6849,5058
691,866,6907,5034
575,881,6955,5011
543,913,6971,4980
627,991,7008,4964
733,1055,7050,4938
784,991,7114,4917
810,759,7161,4885
888,495,7220,4871
980,343,7269,4861
941,330,7326,4871
677,409,7352,4869
261,550,7380,4871
-186,661,7397,4862
-575,605,7433,4871
-816,384,7437,4870
-784,220,7433,4871
-471,306,7412,4857
-52,605,7433,4871
256,948,7458,4891
418,1266,7486,4917
523,1543,7476,4914
627,1706,7486,4917
690,1658,7503,4929
679,1431,7539,4964
608,1152,7536,4986
523,936,7539,5011
461,819,7546,5028
470,826,7592,5058
580,937,7618,5076
784,1101,7645,5105
1000,1250,7657,5126
1150,1376,7698,5152
1215,1491,7726,5165
1254,1596,7751,5198
1296,1656,7742,5227
1307,1651,7751,5245
1251,1570,7763,5233
1150,1431,7804,5245
1026,1270,7827,5270
888,1156,7857,5292
776,1130,7872,5267
784,1211,7910,5245
923,1375,7933,5238
1097,1596,7964,5245
1222,1801,7978,5220
1359,1926,8017,5198
1577,1936,8043,5189
1829,1871,8070,5198
1976,1778,8062,5178
1986,1706,8070,5152
1925,1684,8083,5121
1881,1761,8123,5105
1858,1921,8131,5073
1829,2091,8123,5058
1747,2153,8085,5051
1620,2091,8070,5058
1508,1988,8044,5036
1516,1981,8017,5011
1648,2091,7956,4978
1829,2256,7910,4964
1958,2386,7857,4937
2038,2477,7804,4917
2103,2536,7717,4887
2195,2587,7645,4871
2334,2637,7569,4841
2561,2752,7486,4824
2849,2948,7350,4794
3136,3192,7220,4777
3347,3389,7101,4758
3501,3522,7008,4777
3594,3620,6879,4811
3606,3742,6742,4871
3509,3867,6596,4925
3397,3962,6477,5011
3378,3999,6355,5113
3501,4018,6265,5245
3678,4035,6178,5372
3815,4073,6105,5526
3868,4135,5998,5697
3867,4238,5893,5901
3813,4315,5791,6090
3711,4293,5734,6276
3605,4181,5676,6436
3606,4128,5628,6603
3749,4220,5561,6748
3972,4403,5521,6884
4173,4544,5484,6982
4338,4623,5468,7072
4456,4667,5449,7139
4494,4678,5468,7212
4405,4588,5493,7261
4233,4403,5521,7306
4031,4175,5513,7327
3815,3962,5521,7353
3545,3734,5540,7356
3240,3467,5574,7353
2947,3170,5573,7323
2718,2917,5574,7306
2542,2716,5585,7281
2404,2532,5628,7259
2256,2310,5639,7208
2090,2091,5628,7165
1926,1932,5597,7128
1829,1871,5628,7119
1808,1874,5723,7082
1829,1926,5893,7025
1832,2003,6062,6940
1829,2091,6212,6884
1828,2130,6301,6835
1829,2091,6371,6791
1780,1953,6419,6713
1672,1761,6477,6650
1514,1576,6510,6595
1359,1486,6530,6557
1254,1503,6521,6486
1254,1596,6530,6416
1342,1679,6546,6351
1463,1706,6583,6322
1540,1649,6604,6281
1568,1541,6636,6229
1565,1428,6657,6149
1568,1376,6689,6088
1584,1387,6706,6033
1620,1431,6742,5995
1655,1460,6770,5928
1672,1486,6796,5854
1655,1529,6787,5768
1620,1596,6796,5714
1558,1644,6811,5664
1463,1651,6849,5620
1340,1616,6867,5547
1254,1596,6902,5479
1256,1638,6928,5404
1359,1761,6955,5339
1512,1889,6946,5259
1672,1926,6955,5198
1789,1809,6973,5142
1829,1596,7008,5105
1762,1385,7008,5051
1620,1266,7008,5011
1473,1238,7001,4975
1411,1266,7008,4964
1440,1266,6983,4939
1516,1211,6955,4917
1571,1138,6916,4884
1620,1156,6902,4871
1709,1304,6872,4860
1881,1541,6849,4871
2104,1780,6811,4870
2299,1981,6796,4871
2382,2121,6767,4858
2352,2201,6742,4871
2286,2254,6700,4890
2299,2366,6689,4917
2413,2570,6684,4916
2561,2807,6689,4917
2658,2974,6659,4913
2718,3082,6636,4917
2798,3214,6617,4909
2927,3412,6636,4917
3032,3552,6653,4921
3031,3467,6689,4917
2893,3129,6712,4885
2665,2697,6742,4871
2391,2325,6755,4868
2090,2036,6796,4871
1789,1772,6842,4841
1568,1541,6902,4824
1494,1399,6926,4819
1568,1376,6955,4824
1692,1436,6988,4796
1777,1541,7061,4777
1776,1641,7119,4771
1725,1706,7167,4777
1679,1747,7183,4751
1672,1816,7220,4730
1660,1892,7263,4721
1568,1871,7326,4730
1360,1675,7356,4709
1097,1376,7380,4683
842,1078,7388,4665
627,826,7433,4683
449,569,7480,4691
366,330,7539,4683
444,199,7565,4650
732,275,7592,4636
1179,524,7607,4630
1672,826,7645,4636
2029,1039,7670,4630
2090,1101,7698,4636
1786,986,7696,4638
1202,715,7698,4636
501,327,7687,4607
-105,-55,7698,4590
-418,-274,7696,4582
-314,-220,7698,4590
130,59,7669,4570
679,440,7645,4543
1119,827,7608,4508
1411,1211,7592,4496
1591,1548,7562,4487
1672,1761,7539,4496
1646,1818,7486,4498
1568,1816,7433,4496
1501,1851,7363,4468
1463,1926,7326,4449
1439,1994,7293,4438
1463,2091,7273,4449
1566,2292,7218,4448
1725,2587,7167,4449
1861,2814,7118,4442
1934,2807,7114,4449
1918,2491,7110,4447
1829,1981,7114,4449
1715,1499,7083,4441
1672,1266,7061,4449
1744,1336,7039,4464
1881,1596,7061,4496
1977,1864,7084,4506
1986,2036,7114,4496
1928,2094,7110,4461
1881,2091,7114,4449
1893,2089,7121,4448
1986,2146,7167,4449
2107,2237,7199,4421
2195,2311,7220,4402
2205,2333,7207,4394
2195,2366,7220,4402
2244,2469,7242,4383
2404,2642,7273,4355
2598,2792,7267,4322
2718,2862,7273,4309
2686,2829,7288,4286
2561,2752,7326,4262
2439,2672,7332,4229
2404,2642,7326,4215
2437,2655,7295,4193
2509,2697,7273,4168
2580,2725,7236,4129
2665,2752,7220,4121
2747,2799,7195,4122
2822,2917,7167,4121
2871,3081,7104,4088
2927,3247,7061,4074
3007,3340,7026,4072
3136,3357,7008,4074
3273,3307,6952,4041
3397,3247,6902,4028
3468,3210,6855,4039
3501,3247,6849,4074
3498,3342,6839,4085
3501,3467,6849,4121
3539,3575,6845,4194
3658,3687,6849,4309
3848,3814,6834,4412
4076,3962,6849,4543
4272,4089,6869,4707
4390,4183,6902,4917
4387,4227,6897,5121
4285,4238,6902,5339
4156,4223,6912,5564
4129,4238,6955,5807
4268,4323,6981,6023
4547,4513,7008,6229
4841,4763,7006,6415
5069,5008,7008,6603
5206,5154,6993,6755
5278,5173,7008,6884
5260,5071,7027,6979
5122,4898,7061,7072
4846,4660,7061,7144
4494,4348,7061,7212
4108,3949,7050,7244
3711,3522,7061,7259
3300,3137,7057,7251
2927,2862,7061,7259
2623,2689,7051,7261
2404,2587,7061,7259
2241,2485,7057,7217
2143,2366,7061,7165
2097,2233,7050,7105
2090,2146,7061,7072
2072,2135,7062,7028
2038,2201,7061,6978
1984,2263,7027,6899
1934,2256,7008,6838
1888,2144,6996,6781
1881,1981,7008,6744
1914,1802,6987,6690
1986,1651,6955,6650
2036,1536,6908,6602
2038,1486,6902,6557
1972,1464,6899,6481
1881,1431,6902,6416
1801,1374,6870,6356
1777,1376,6849,6322
1807,1480,6818,6272
1881,1651,6796,6229
1952,1777,6754,6175
1986,1816,6742,6135
1968,1791,6738,6082
1934,1761,6742,6041
1901,1743,6709,5992
1881,1761,6689,5948
1866,1839,6677,5876
1881,1981,6689,5807
1938,2084,6680,5729
2038,2036,6689,5667
2136,1826,6706,5592
2195,1596,6742,5526
2166,1451,6743,5449
2038,1376,6742,5386
1827,1290,6747,5311
1620,1211,6796,5245
1484,1207,6830,5168
1463,1321,6849,5105
1535,1500,6834,5031
1672,1706,6849,4964
1816,1907,6871,4885
1934,2091,6902,4824
1999,2213,6896,4766
2038,2256,6902,4730
2050,2221,6916,4681
2038,2146,6955,4636
2013,2055,6960,4580
2038,1981,6955,4543
2141,1947,6937,4508
2299,1981,6955,4496
2443,2060,6975,4485
2561,2146,7008,4496
2662,2212,7010,4496
2770,2311,7008,4496
2874,2520,6991,4482
2979,2862,7008,4496
3089,3241,7030,4517
3240,3522,7061,4543
3478,3626,7058,4539
3815,3577,7061,4543
4130,3434,7053,4556
4233,3247,7061,4590
4010,3042,7052,4596
3554,2862,7061,4590
3050,2717,7060,4575
2665,2587,7061,4590
2467,2431,7028,4597
2456,2256,7008,4590
2525,2081,6993,4555
2509,1926,7008,4543
2279,1795,7005,4542
1881,1706,7008,4543
1447,1652,6998,4513
1097,1596,7008,4496
871,1470,7003,4492
784,1266,7008,4496
830,1051,6998,4470
993,936,7008,4449
1208,948,7003,4441
1411,1046,7008,4449
1535,1157,6996,4429
1568,1266,7008,4402
1522,1335,7022,4372
1463,1321,7061,4355
1428,1199,7083,4325
1463,1046,7114,4309
1578,932,7131,4302
1777,881,7167,4309
1985,848,7188,4289
2090,826,7220,4262
1973,795,7237,4228
1620,715,7273,4215
1113,514,7298,4193
627,220,7326,4168
327,-26,7324,4133
314,-55,7326,4121
543,143,7317,4117
888,440,7326,4121
1224,688,7320,4100
1516,881,7326,4074
1768,1094,7318,4041
1986,1376,7326,4028
2146,1660,7321,4018
2247,1871,7326,4028
2292,1982,7303,4030
2299,2036,7273,4028
2277,2068,7227,4000
2247,2091,7220,3981
2204,2083,7219,3970
2143,2036,7220,3981
2067,1954,7183,3981
2038,1871,7167,3981
2086,1813,7161,3971
2195,1816,7167,3981
2281,1880,7134,3997
2299,1981,7114,4028
2254,2058,7103,4037
2195,2091,7114,4028
2141,2120,7087,3995
2090,2201,7061,3981
2016,2284,7040,3977
1934,2256,7061,3981
1859,2078,7065,3958
1829,1871,7061,3934
1848,1758,7039,3918
1934,1761,7061,3934
2070,1818,7088,3942
2247,1926,7114,3934
2417,2082,7102,3900
2561,2256,7114,3887
2665,2385,7135,3886
2770,2477,7167,3887
2888,2540,7159,3861
3031,2587,7167,3840
3158,2621,7186,3831
3240,2697,7220,3840
3229,2801,7215,3837
3136,2862,7220,3840
3003,2789,7235,3840
2927,2642,7273,3840
2927,2530,7274,3813
2979,2532,7273,3793
3025,2588,7264,3783
3083,2642,7273,3793
3154,2674,7264,3790
3240,2752,7273,3793
3312,2879,7274,3789
3397,3027,7273,3793
3485,3141,7236,3783
3554,3247,7220,3793
3562,3357,7214,3810
3554,3467,7220,3840
3575,3545,7188,3852
3658,3632,7167,3887
3761,3768,7156,3953
3867,3962,7167,4074
3950,4126,7142,4207
4024,4183,7114,4355
4101,4087,7077,4502
4233,3907,7061,4683
4433,3765,7027,4879
4704,3797,7008,5105
5016,4021,6978,5329
5331,4348,6955,5573
5512,4639,6912,5808
5435,4843,6902,6041
5098,4961,6899,6237
4704,5008,6902,6416
4441,4942,6866,6574
4338,4733,6849,6744
4248,4391,6841,6894
4076,4018,6849,7025
3834,3709,6817,7104
3606,3522,6796,7165
3414,3408,6783,7208
3240,3302,6796,7259
3051,3152,6785,7288
2874,2972,6796,7306
2737,2771,6813,7287
2665,2587,6849,7259
2617,2452,6847,7220
2561,2422,6849,7212
2453,2463,6842,7198
2299,2477,6849,7165
2095,2333,6835,7087
1881,2036,6849,7025
1688,1702,6870,6973
1568,1486,6902,6931
1514,1400,6896,6854
1516,1376,6902,6791
1520,1340,6917,6737
1516,1321,6955,6697
1489,1322,6957,6621
1463,1321,6955,6557
1445,1298,6942,6502
1463,1321,6955,6463
1520,1416,6951,6389
1620,1541,6955,6322
1733,1629,6946,6263
1829,1706,6955,6229
1862,1772,6949,6175
1829,1761,6955,6135
1759,1603,6947,6102
1725,1376,6955,6088
1753,1217,6948,6045
1829,1211,6955,5995
1897,1308,6947,5923
1934,1431,6955,5854
1925,1496,6948,5769
1881,1486,6955,5714
1807,1449,6947,5666
1725,1486,6955,5620
1616,1606,6949,5528
1463,1706,6955,5433
1265,1661,6946,5345
1097,1486,6955,5292
1030,1293,6950,5224
1097,1211,6955,5152
1259,1255,6941,5067
1463,1376,6955,5011
1621,1471,6973,4959
1672,1486,7008,4917
1605,1410,7010,4861
1516,1321,7008,4824
1493,1297,6992,4791
1568,1376,7008,4777
1678,1498,7026,4748
1777,1596,7061,4730
1850,1661,7065,4716
1934,1761,7061,4730
2047,1921,7041,4733
2195,2091,7061,4730
2351,2207,7086,4714
2509,2311,7114,4730
2675,2507,7105,4754
2874,2862,7114,4777
3092,3317,7132,4769
3292,3742,7167,4777
3444,3984,7166,4796
3554,3962,7167,4824
3618,3708,7159,4819
3606,3357,7167,4824
3461,3035,7154,4839
3188,2807,7167,4871
2856,2668,7187,4872
2561,2587,7220,4871
2319,2462,7218,4866
2090,2201,7220,4871
1829,1823,7214,4847
1568,1486,7220,4824
1350,1303,7205,4809
1202,1266,7220,4824
1100,1314,7243,4827
