II,MCL,PLETH,RESP
9564,4556,6066,1298
9574,4550,6151,1297
9564,4556,6238,1298
9535,4553,6309,1295
9564,4556,6375,1298
9544,4547,6412,1300
9467,4556,6443,1298
9306,4577,6459,1284
9177,4630,6478,1274
9064,4661,6476,1271
8984,4630,6478,1274
8879,4471,6462,1273
8888,4182,6443,1274
9120,3728,6404,1275
9757,3137,6375,1274
10789,2467,6340,1261
12172,1867,6306,1250
13631,1389,6239,1246
14877,1046,6169,1250
15550,839,6092,1250
15553,896,6032,1250
14940,1262,5960,1251
14007,1867,5895,1250
12977,2521,5819,1239
12075,3137,5758,1227
11358,3664,5685,1221
10916,4107,5621,1227
10705,4440,5544,1230
10723,4705,5484,1227
10864,4892,5423,1214
11109,5004,5381,1203
11333,5034,5329,1198
11496,5078,5278,1203
11546,5153,5206,1206
11592,5228,5141,1203
11636,5234,5077,1190
11689,5228,5038,1180
11679,5251,4990,1176
11689,5302,4935,1180
11688,5315,4857,1180
11689,5302,4798,1180
11616,5290,4744,1178
11592,5302,4696,1180
11614,5304,4621,1179
11689,5302,4558,1180
11694,5294,4501,1178
11689,5302,4456,1180
11673,5300,4385,1179
11689,5302,4318,1180
11670,5296,4257,1178
11689,5302,4216,1180
11723,5298,4162,1180
11786,5302,4113,1180
11785,5296,4057,1176
11786,5302,4010,1180
11770,5298,3952,1189
11786,5302,3907,1203
11769,5295,3867,1207
11786,5302,3839,1203
11784,5299,3790,1196
11786,5302,3736,1203
11748,5293,3673,1216
11786,5302,3633,1227
11871,5304,3596,1225
11979,5302,3564,1227
11986,5284,3514,1236
11979,5302,3462,1250
11988,5339,3403,1252
12075,5377,3359,1250
12130,5372,3317,1255
12172,5377,3290,1274
12186,5401,3257,1291
12269,5452,3222,1298
12383,5484,3168,1294
12558,5526,3119,1298
12709,5566,3075,1308
12848,5601,3050,1321
12910,5596,3018,1322
12945,5601,2982,1321
12929,5628,2937,1326
12945,5676,2913,1345
12967,5684,2896,1361
13041,5676,2879,1368
13094,5664,2841,1365
13138,5676,2810,1368
13102,5657,2789,1378
13041,5601,2776,1392
12959,5511,2743,1396
12945,5452,2708,1392
12921,5412,2679,1385
12848,5377,2673,1392
12657,5303,2661,1404
12462,5228,2639,1416
12261,5149,2600,1416
12075,5078,2571,1416
11847,4991,2548,1415
11689,4929,2536,1416
11580,4884,2517,1412
11496,4854,2502,1416
11334,4804,2482,1426
11206,4780,2468,1439
11131,4775,2447,1441
11109,4780,2433,1439
11015,4742,2416,1436
10916,4705,2399,1439
10833,4687,2375,1439
10820,4705,2365,1439
10796,4707,2363,1437
10820,4705,2365,1439
10856,4695,2348,1438
10916,4705,2331,1439
10913,4702,2311,1437
10916,4705,2296,1439
10908,4698,2273,1438
10916,4705,2262,1439
10863,4701,2260,1437
10820,4705,2262,1439
10790,4699,2247,1439
10820,4705,2228,1439
10821,4700,2207,1436
10820,4705,2194,1439
10794,4700,2172,1441
10820,4705,2159,1439
10854,4700,2155,1426
10916,4705,2159,1416
10928,4700,2147,1410
10916,4705,2125,1416
10853,4700,2098,1417
10820,4705,2091,1416
10796,4700,2089,1412
10820,4705,2091,1416
10820,4700,2085,1418
10820,4705,2091,1416
10768,4700,2095,1402
10723,4705,2091,1392
10656,4700,2068,1388
10626,4705,2056,1392
10601,4700,2056,1392
10626,4705,2056,1392
10629,4700,2037,1390
10626,4705,2022,1392
10594,4700,2018,1391
10626,4705,2022,1392
10650,4701,2005,1390
10626,4705,1988,1392
10504,4699,1979,1391
10433,4705,1988,1392
10416,4702,1986,1391
10433,4705,1988,1392
10398,4697,1995,1390
10433,4705,2022,1392
10529,4706,2040,1391
10626,4705,2056,1392
10606,4689,2074,1390
10626,4705,2125,1392
10788,4737,2189,1392
11109,4780,2262,1392
11413,4805,2322,1388
11689,4854,2399,1392
11933,4903,2491,1402
12172,4929,2605,1416
12283,4912,2715,1418
12269,4929,2845,1416
12156,4977,2988,1410
12075,5004,3153,1416
12010,4939,3305,1425
11979,4854,3462,1439
11943,4800,3620,1443
11979,4780,3804,1439
12037,4735,3990,1432
12075,4705,4181,1439
11974,4700,4353,1452
11786,4705,4524,1463
11540,4665,4686,1460
11303,4630,4867,1463
10993,4622,5042,1473
10626,4630,5210,1486
10208,4595,5346,1486
9854,4556,5484,1486
9560,4540,5609,1494
9371,4556,5724,1510
9219,4556,5806,1514
9177,4556,5895,1510
9218,4555,5991,1503
9371,4556,6101,1510
9470,4542,6187,1521
9467,4556,6272,1534
9316,4592,6343,1535
9177,4630,6409,1534
9091,4626,6443,1529
9081,4630,6478,1534
9008,4660,6509,1543
8888,4705,6546,1557
8742,4679,6552,1560
8694,4556,6546,1557
8713,4291,6525,1551
8888,3883,6512,1557
9367,3320,6479,1569
10433,2689,6443,1581
12007,2071,6389,1581
13718,1568,6341,1581
15006,1206,6272,1579
15650,1046,6204,1581
15641,1108,6124,1577
15167,1419,6066,1581
14329,1897,6010,1590
13331,2464,5964,1604
12320,3031,5895,1607
11496,3585,5827,1604
10906,4057,5749,1600
10626,4406,5689,1604
10581,4613,5619,1606
10723,4780,5552,1604
10909,4940,5472,1599
11109,5078,5415,1604
11234,5131,5360,1615
11303,5153,5312,1628
11295,5182,5241,1628
11303,5228,5175,1628
11300,5234,5102,1626
11303,5228,5038,1628
11245,5223,4960,1625
11206,5228,4901,1628
11175,5218,4846,1636
11206,5228,4798,1652
11204,5261,4726,1656
11206,5302,4661,1652
11181,5305,4601,1644
11206,5302,4558,1652
11210,5301,4503,1664
11206,5302,4456,1675
11170,5264,4402,1673
11206,5228,4353,1675
11262,5209,4281,1683
11303,5228,4216,1699
11247,5231,4154,1709
11206,5228,4113,1722
11188,5215,4060,1734
11206,5228,4010,1746
11181,5231,3952,1745
11206,5228,3907,1746
11253,5209,3854,1751
11303,5228,3804,1770
11276,5263,3746,1783
11303,5302,3702,1793
11388,5303,3650,1800
11496,5302,3599,1817
11497,5297,3538,1831
11496,5302,3496,1840
11524,5290,3460,1837
11592,5302,3427,1840
11587,5333,3373,1849
11592,5377,3325,1864
11619,5380,3282,1872
11689,5377,3256,1888
11713,5391,3221,1908
11786,5452,3187,1935
11910,5501,3149,1948
12075,5526,3119,1958
12144,5516,3081,1966
12172,5526,3050,1982
12189,5555,3014,1993
12269,5601,2982,2006
12349,5610,2941,2014
12462,5601,2913,2029
12530,5584,2891,2040
12558,5601,2879,2053
12527,5613,2849,2061
12558,5601,2810,2076
12591,5530,2765,2088
12558,5452,2742,2100
12392,5390,2725,2106
12269,5377,2708,2123
12217,5356,2671,2145
12172,5302,2639,2171
11985,5190,2615,2183
11786,5078,2605,2194
11654,4984,2587,2203
11592,4929,2571,2218
11426,4881,2550,2226
11206,4854,2536,2241
11002,4818,2516,2261
10916,4780,2502,2289
10855,4725,2484,2305
10820,4705,2468,2312
10756,4703,2443,2308
10723,4705,2433,2312
10693,4666,2432,2319
10723,4630,2433,2336
10708,4613,2416,2347
10626,4630,2399,2359
10471,4631,2380,2367
10433,4630,2365,2383
10510,4621,2341,2396
10626,4630,2331,2407
10630,4628,2330,2404
10626,4630,2331,2407
10653,4624,2311,2412
10723,4630,2296,2430
10720,4626,2292,2442
10723,4630,2296,2454
10750,4625,2281,2461
10820,4630,2262,2477
10823,4626,2251,2490
10820,4630,2262,2501
10807,4625,2267,2499
10820,4630,2262,2501
10797,4625,2242,2506
10820,4630,2228,2525
10864,4625,2220,2538
10916,4630,2228,2548
10874,4625,2231,2545
10820,4630,2228,2548
10786,4625,2208,2555
10820,4630,2194,2572
10823,4625,2186,2582
10820,4630,2194,2595
10796,4625,2197,2604
10820,4630,2194,2619
10825,4625,2174,2628
10820,4630,2159,2643
10757,4625,2151,2651
10723,4630,2159,2666
10699,4626,2163,2675
10723,4630,2159,2690
10721,4625,2138,2699
10723,4630,2125,2713
10672,4626,2118,2722
10626,4630,2125,2737
10583,4624,2124,2746
10626,4630,2125,2761
10657,4627,2121,2769
10626,4630,2125,2784
10491,4623,2122,2793
10433,4630,2125,2808
10489,4630,2130,2817
10626,4630,2159,2831
10679,4617,2192,2840
10723,4630,2228,2855
10861,4659,2252,2864
11206,4705,2296,2878
11612,4736,2355,2887
11979,4780,2433,2902
12234,4820,2508,2911
12462,4854,2605,2926
12588,4853,2716,2934
12558,4854,2845,2949
12348,4854,2959,2958
12172,4854,3085,2973
12116,4819,3224,2982
12172,4780,3393,2996
12202,4737,3562,3005
12269,4705,3736,3020
12369,4657,3893,3029
12462,4630,4044,3044
12380,4622,4175,3052
12172,4630,4318,3067
11914,4602,4466,3076
11689,4556,4627,3091
11364,4501,4776,3099
10916,4481,4935,3114
10404,4474,5089,3124
10047,4481,5244,3138
9849,4479,5377,3146
9757,4481,5518,3162
9626,4477,5655,3172
9564,4481,5792,3185
9597,4479,5897,3191
9757,4481,5998,3209
9874,4476,6094,3222
9950,4481,6204,3232
9954,4479,6284,3227
9950,4481,6341,3232
9869,4471,6369,3241
9757,4481,6409,3256
9595,4506,6444,3254
9467,4556,6478,3256
9361,4564,6479,3261
9371,4481,6478,3280
9494,4228,6460,3283
9854,3809,6443,3280
10533,3240,6405,3270
11689,2614,6375,3280
13197,1997,6338,3290
14780,1494,6306,3303
15991,1154,6250,3301
16616,1046,6204,3303
16578,1161,6150,3301
16036,1494,6101,3303
15104,1969,6026,3297
14007,2539,5964,3303
12919,3117,5905,3312
12075,3659,5861,3327
11503,4090,5790,3326
11206,4406,5724,3327
11096,4614,5660,3323
11206,4780,5621,3327
11409,4907,5568,3322
11592,5004,5518,3327
11644,5045,5458,3333
11689,5078,5415,3350
11741,5111,5361,3352
11786,5153,5312,3350
11750,5162,5251,3342
11786,5153,5210,3350
11887,5140,5169,3359
11979,5153,5141,3374
11893,5160,5091,3374
11786,5153,5038,3374
11738,5134,4974,3368
11786,5153,4935,3374
11775,5194,4898,3373
11786,5228,4867,3374
11845,5200,4812,3367
11979,5153,4764,3374
12046,5124,4709,3383
12075,5153,4661,3398
12064,5193,4601,3397
12075,5228,4558,3398
12055,5228,4520,3393
12075,5228,4490,3398
12108,5219,4437,3394
12172,5228,4387,3398
12173,5225,4331,3395
12172,5228,4284,3398
12153,5219,4225,3392
12172,5228,4181,3398
12161,5226,4142,3405
12172,5228,4113,3421
12161,5214,4061,3422
12172,5228,4010,3421
12154,5256,3963,3415
12172,5302,3941,3421
12167,5313,3911,3420
12172,5302,3873,3421
12166,5279,3815,3414
12269,5302,3770,3421
12416,5342,3730,3430
12558,5377,3702,3445
12597,5371,3663,3444
12655,5377,3633,3445
12741,5401,3598,3440
12848,5452,3564,3445
12881,5485,3511,3441
12945,5526,3462,3445
13037,5563,3416,3442
13138,5601,3393,3445
13133,5603,3361,3440
13138,5601,3325,3445
13200,5597,3279,3445
13331,5601,3256,3445
13370,5571,3239,3429
13331,5526,3222,3421
13223,5475,3182,3416
13138,5452,3153,3421
13032,5420,3132,3417
12945,5377,3119,3421
12814,5301,3084,3421
12655,5228,3050,3421
12410,5147,3024,3405
12172,5078,3016,3398
11942,4996,2999,3394
11786,4929,2982,3398
11652,4875,2959,3383
11592,4854,2948,3374
11539,4822,2928,3368
11496,4780,2913,3374
11389,4722,2893,3363
11303,4705,2879,3350
11227,4705,2859,3333
11206,4705,2845,3327
11152,4663,2826,3314
11109,4630,2810,3303
11068,4616,2789,3287
11109,4630,2776,3280
11155,4628,2759,3266
11206,4630,2742,3256
11197,4628,2716,3239
11206,4630,2708,3232
11197,4595,2706,3220
11206,4556,2708,3209
11181,4529,2689,3182
11206,4556,2673,3162
11247,4594,2666,3143
11303,4630,2673,3138
11268,4632,2662,3126
11206,4630,2639,3114
11154,4623,2610,3097
11206,4630,2605,3091
11265,4627,2605,3080
11303,4630,2605,3067
11275,4625,2586,3040
11303,4630,2571,3020
11379,4626,2553,3003
11496,4630,2536,2996
11522,4626,2511,2975
11496,4630,2502,2949
11453,4624,2501,2917
11496,4630,2502,2902
11525,4629,2483,2889
11496,4630,2468,2878
11372,4621,2463,2853
11303,4630,2468,2831
11287,4634,2453,2812
11303,4630,2433,2808
11245,4610,2421,2798
11206,4630,2433,2784
11190,4673,2440,2757
11206,4705,2433,2737
11152,4672,2409,2720
11109,4630,2399,2713
11084,4611,2398,2693
11109,4630,2399,2666
11094,4633,2380,2634
11109,4630,2365,2619
11140,4621,2357,2607
11206,4630,2365,2595
11208,4627,2363,2568
11206,4630,2365,2548
11189,4626,2371,2534
11206,4630,2399,2525
11186,4622,2428,2500
11206,4630,2468,2477
11281,4652,2509,2459
11496,4705,2571,2454
11792,4746,2633,2442
12172,4780,2708,2430
12533,4803,2783,2414
12848,4854,2879,2407
13009,4901,2977,2393
13041,4929,3085,2383
12950,4920,3180,2368
12848,4929,3290,2359
12732,4942,3412,2345
12655,4929,3564,2336
12600,4850,3717,2321
12655,4780,3873,2312
12757,4757,4018,2298
12848,4780,4181,2289
12795,4762,4348,2274
12655,4705,4524,2265
12457,4641,4678,2251
12269,4630,4833,2241
12009,4635,4980,2227
11689,4630,5141,2218
11290,4588,5283,2204
10916,4556,5415,2194
10574,4543,5528,2180
10337,4556,5655,2171
10145,4557,5777,2156
10047,4556,5895,2147
9989,4549,5982,2133
10047,4556,6066,2123
10134,4555,6137,2109
10240,4556,6204,2100
10258,4549,6239,2087
10240,4556,6272,2076
10151,4552,6300,2061
10047,4556,6341,2053
9892,4570,6360,2042
9757,4630,6375,2029
9576,4673,6372,2004
9371,4630,6375,1982
9156,4431,6358,1964
9177,4107,6341,1958
9570,3647,6304,1947
10433,3062,6272,1935
11652,2393,6221,1918
13138,1792,6169,1911
14600,1316,6097,1902
15746,971,6032,1888
16256,775,5957,1861
16133,896,5895,1840
15492,1383,5822,1825
14587,2091,5758,1817
13540,2750,5682,1803
12558,3286,5621,1793
11761,3742,5549,1782
11303,4182,5484,1770
11134,4538,5406,1745
11206,4780,5347,1722
11366,4909,5288,1705
11592,5004,5244,1699
11797,5079,5186,1687
11979,5153,5141,1675
12054,5196,5089,1661
12075,5228,5038,1652
12054,5231,4964,1639
12075,5228,4901,1628
12076,5214,4841,1614
12075,5228,4798,1604
12038,5262,4743,1591
12075,5302,4696,1581
12125,5309,4641,1568
12172,5302,4593,1557
12119,5293,4522,1543
12075,5302,4456,1534
12048,5301,4392,1521
12075,5302,4353,1510
12067,5296,4303,1494
12075,5302,4250,1486
12068,5298,4186,1483
12075,5302,4147,1486
12046,5297,4113,1479
12075,5302,4079,1463
12124,5297,4021,1443
12172,5302,3976,1439
12121,5298,3937,1441
12075,5302,3907,1439
12050,5295,3854,1424
12075,5302,3804,1416
12062,5299,3761,1415
12075,5302,3736,1416
12075,5293,3690,1402
12075,5302,3633,1392
12031,5304,3569,1390
12075,5302,3530,1392
12172,5284,3496,1380
12269,5302,3462,1368
12254,5339,3406,1363
12269,5377,3359,1368
12342,5373,3317,1368
12462,5377,3290,1368
12498,5400,3254,1368
12558,5452,3222,1368
12674,5486,3184,1356
12848,5526,3153,1345
12924,5563,3114,1340
12945,5601,3085,1345
12929,5601,3050,1346
12945,5601,3016,1345
12928,5620,2972,1342
12945,5676,2948,1345
12974,5699,2931,1345
13041,5676,2913,1345
13077,5616,2874,1342
13138,5601,2845,1345
13162,5609,2826,1346
13138,5601,2810,1345
13021,5526,2773,1332
12945,5452,2742,1321
12899,5403,2721,1316
12848,5377,2708,1321
12671,5310,2672,1324
12462,5228,2639,1321
12250,5143,2616,1308
12075,5078,2605,1298
11859,4996,2572,1293
11689,4929,2536,1298
11565,4877,2508,1300
11496,4854,2502,1298
11355,4813,2489,1285
11206,4780,2468,1274
11093,4759,2441,1269
11109,4780,2433,1274
11131,4789,2433,1277
11109,4780,2433,1274
10992,4734,2416,1261
10916,4705,2399,1250
10886,4692,2379,1246
10916,4705,2365,1250
10908,4704,2343,1252
10916,4705,2331,1250
10908,4697,2325,1246
10916,4705,2331,1250
10886,4701,2319,1253
10916,4705,2296,1250
10993,4699,2268,1236
11109,4705,2262,1227
11133,4701,2263,1225
11109,4705,2262,1227
11070,4700,2242,1217
11109,4705,2228,1203
11156,4700,2222,1196
11206,4705,2228,1203
11201,4700,2216,1209
11206,4705,2194,1203
11193,4700,2167,1187
11206,4705,2159,1180
11193,4700,2158,1180
11206,4705,2159,1180
11202,4700,2154,1167
11206,4705,2159,1156
11154,4700,2163,1152
11109,4705,2159,1156
11074,4700,2137,1155
11109,4705,2125,1156
11126,4700,2124,1157
11109,4705,2125,1156
11003,4700,2106,1144
10916,4705,2091,1133
10871,4700,2086,1128
10916,4705,2091,1133
10932,4700,2075,1133
10916,4705,2056,1133
10865,4701,2046,1131
10916,4705,2056,1133
11020,4699,2059,1130
11109,4705,2056,1133
11043,4702,2047,1142
10916,4705,2056,1156
10806,4697,2070,1160
10820,4705,2091,1156
10864,4706,2103,1150
10916,4705,2125,1156
10902,4690,2151,1168
10916,4705,2194,1180
11011,4736,2236,1180
11303,4780,2296,1180
11689,4807,2366,1179
12075,4854,2468,1180
12342,4900,2589,1176
12558,4929,2742,1180
12675,4916,2897,1191
12655,4929,3050,1203
12453,4971,3173,1204
12269,5004,3290,1203
12206,4949,3410,1202
12269,4854,3564,1203
12285,4781,3730,1200
12269,4780,3907,1203
12241,4788,4071,1214
12269,4780,4250,1227
12252,4738,4432,1228
12172,4705,4627,1227
11969,4666,4802,1226
11689,4630,4970,1227
11308,4580,5111,1223
10916,4556,5244,1227
10535,4547,5358,1237
10240,4556,5484,1250
9968,4552,5605,1252
9757,4556,5724,1250
9585,4557,5819,1249
9564,4556,5929,1250
9628,4541,6046,1249
9757,4556,6169,1250
9814,4595,6260,1252
9854,4630,6341,1250
9856,4604,6408,1237
9854,4556,6478,1227
9742,4526,6517,1223
9564,4556,6546,1227
9338,4598,6559,1226
9177,4630,6581,1227
9050,4597,6582,1228
8984,4481,6581,1227
8935,4219,6560,1215
9081,3809,6546,1203
9640,3248,6514,1199
10820,2614,6478,1203
12351,1968,6421,1205
13814,1419,6375,1203
14915,1034,6321,1194
15746,896,6272,1180
16186,1003,6201,1162
15940,1344,6135,1156
14877,1847,6060,1157
13524,2464,5998,1156
12411,3093,5923,1142
11689,3659,5861,1133
11141,4087,5789,1132
10820,4406,5724,1133
10818,4647,5644,1120
11109,4854,5587,1109
11396,4996,5533,1107
11592,5078,5484,1109
11697,5110,5399,1098
11786,5153,5312,1085
11796,5196,5228,1080
11786,5228,5175,1085
11763,5221,5119,1087
11786,5228,5073,1085
11778,5258,5015,1083
11786,5302,4970,1085
11768,5311,4914,1085
11786,5302,4867,1085
11772,5292,4810,1084
11786,5302,4764,1085
11772,5302,4708,1084
11786,5302,4661,1085
11773,5295,4604,1084
11786,5302,4558,1085
11775,5299,4504,1084
11786,5302,4456,1085
11771,5296,4398,1085
11786,5302,4353,1085
11777,5297,4301,1083
11786,5302,4250,1085
11768,5298,4178,1086
11786,5302,4113,1085
11782,5295,4051,1081
11786,5302,4010,1085
11755,5299,3959,1096
11786,5302,3907,1109
11854,5293,3846,1110
11979,5302,3804,1109
12044,5304,3766,1107
12075,5302,3736,1109
12056,5284,3686,1108
12075,5302,3633,1109
12075,5339,3573,1109
12075,5377,3530,1109
12043,5372,3490,1104
12075,5377,3462,1109
12120,5401,3424,1120
12172,5452,3393,1133
12180,5483,3355,1133
12269,5526,3325,1133
12408,5568,3286,1132
12558,5601,3256,1133
12605,5593,3219,1128
12655,5601,3187,1133
12732,5632,3148,1145
12848,5676,3119,1156
12895,5678,3085,1155
12945,5676,3050,1156
12992,5674,3007,1166
13041,5676,2982,1180
12998,5638,2964,1180
12945,5601,2948,1180
12887,5565,2909,1187
12848,5526,2879,1203
12746,5446,2858,1209
12655,5377,2845,1203
12558,5330,2810,1196
12462,5302,2776,1203
12275,5234,2750,1216
12075,5153,2742,1227
11867,5069,2725,1227
11689,5004,2708,1227
11472,4922,2686,1226
11303,4854,2673,1227
11200,4799,2653,1223
11206,4780,2639,1227
11184,4767,2621,1237
11109,4780,2605,1250
10947,4785,2580,1253
10820,4780,2571,1250
10732,4737,2569,1246
10723,4705,2571,1250
10709,4690,2553,1252
10723,4705,2536,1250
10713,4705,2517,1246
10723,4705,2502,1250
10706,4697,2478,1261
10723,4705,2468,1274
10721,4702,2467,1276
10723,4705,2468,1274
10692,4699,2448,1270
10723,4705,2433,1274
10770,4701,2429,1275
10820,4705,2433,1274
10802,4700,2419,1269
10820,4705,2399,1274
10863,4700,2387,1285
10916,4705,2399,1298
10873,4700,2405,1299
10820,4705,2399,1298
10787,4700,2376,1294
10820,4705,2365,1298
10819,4700,2362,1298
10820,4705,2365,1298
10803,4700,2350,1295
10820,4705,2331,1298
10810,4700,2307,1298
10820,4705,2296,1298
10811,4700,2290,1293
10820,4705,2296,1298
10801,4700,2299,1308
10820,4705,2296,1321
10825,4700,2276,1324
10820,4705,2262,1321
10752,4700,2255,1317
10723,4705,2262,1321
10713,4700,2262,1323
10723,4705,2262,1321
10666,4700,2257,1315
10626,4705,2262,1321
10603,4701,2260,1333
10626,4705,2262,1345
10616,4699,2257,1344
10626,4705,2262,1345
10621,4702,2270,1352
10626,4705,2296,1368
10596,4697,2325,1374
10626,4705,2365,1368
10674,4704,2396,1360
10723,4705,2433,1368
10717,4692,2473,1383
10820,4705,2536,1392
11087,4734,2602,1388
11496,4780,2673,1392
11839,4811,2741,1404
12075,4854,2845,1416
12189,4894,2983,1414
12269,4929,3153,1416
12281,4929,3301,1425
12269,4929,3427,1439
12209,4927,3535,1439
12172,4929,3667,1439
12141,4895,3814,1447
12172,4854,3976,1463
12211,4809,4115,1466
12269,4780,4250,1463
12279,4738,4376,1458
12269,4705,4524,1463
12170,4664,4673,1470
11979,4630,4833,1486
11630,4582,4991,1501
11206,4556,5175,1510
10766,4544,5355,1506
10433,4556,5518,1510
10166,4555,5628,1521
9950,4556,5724,1534
9714,4551,5815,1532
9564,4556,5929,1534
9499,4552,6043,1543
9564,4556,6169,1557
9646,4554,6279,1557
9757,4556,6375,1557
9791,4549,6429,1564
9757,4556,6478,1581
9637,4557,6523,1585
9564,4556,6581,1581
9490,4539,6608,1574
9371,4556,6615,1581
9146,4596,6593,1592
8984,4630,6581,1604
8900,4556,6560,1605
8888,4332,6546,1604
8965,3918,6512,1601
9467,3361,6478,1604
10548,2712,6424,1604
12075,2091,6375,1604
13605,1562,6314,1601
14877,1195,6272,1604
15685,1003,6222,1605
15940,1046,6169,1604
15540,1316,6083,1599
14684,1792,5998,1604
13628,2371,5915,1615
12655,2987,5861,1628
11817,3552,5795,1629
11206,4033,5724,1628
10851,4381,5630,1625
10820,4630,5552,1628
10952,4796,5476,1627
11109,4929,5415,1628
11186,5016,5340,1627
11303,5078,5278,1628
11455,5110,5216,1625
11592,5153,5175,1628
11598,5192,5122,1636
11592,5228,5073,1652
11622,5231,5012,1656
11689,5228,4970,1652
11652,5221,4918,1643
11592,5228,4867,1652
11550,5227,4793,1665
11592,5228,4730,1675
11596,5222,4669,1671
11592,5228,4627,1675
11567,5225,4573,1686
11592,5228,4524,1699
11592,5222,4467,1696
11592,5228,4421,1699
11566,5224,4366,1709
11592,5228,4318,1722
11627,5221,4262,1721
11689,5228,4216,1722
11694,5225,4160,1731
11689,5228,4113,1746
11659,5218,4058,1746
11689,5228,4010,1746
11726,5228,3952,1752
11786,5228,3907,1770
11788,5211,3865,1781
11786,5228,3839,1793
11760,5262,3803,1804
11786,5302,3770,1817
11789,5303,3729,1816
11786,5302,3702,1817
11747,5298,3668,1822
11786,5302,3633,1840
11867,5288,3578,1853
11979,5302,3530,1864
12024,5336,3487,1871
12075,5377,3462,1888
12115,5375,3427,1901
12172,5377,3393,1911
12190,5398,3352,1909
12269,5452,3325,1911
12394,5488,3291,1918
12558,5526,3256,1935
12631,5560,3212,1946
12655,5601,3187,1958
12639,5608,3169,1967
12655,5601,3153,1982
12646,5587,3116,1992
12655,5601,3085,2006
12644,5607,3060,2015
12655,5601,3050,2029
12638,5562,3030,2039
12655,5526,3016,2053
12658,5487,2998,2062
12655,5452,2982,2076
12572,5383,2946,2087
12462,5302,2913,2100
12282,5211,2887,2108
12075,5153,2879,2123
11836,5109,2862,2135
11689,5078,2845,2147
11588,5014,2822,2146
11496,4929,2810,2147
11327,4830,2792,2151
11206,4780,2776,2171
11141,4768,2754,2186
11109,4780,2742,2194
10973,4752,2725,2189
10820,4705,2708,2194
10712,4650,2682,2205
10723,4630,2673,2218
10727,4622,2672,2215
10723,4630,2673,2218
10691,4626,2655,2226
10723,4630,2639,2241
10763,4625,2630,2242
10820,4630,2639,2241
10819,4625,2641,2239
10820,4630,2639,2241
10800,4625,2623,2237
10820,4630,2605,2241
10815,4625,2580,2251
10820,4630,2571,2265
10800,4626,2568,2265
10820,4630,2571,2265
10820,4624,2554,2263
10820,4630,2536,2265
10789,4628,2525,2260
10820,4630,2536,2265
10869,4622,2543,2274
10916,4630,2536,2289
10871,4632,2511,2289
10820,4630,2502,2289
10786,4614,2502,2286
10820,4630,2502,2289
10827,4666,2481,2284
10820,4705,2468,2289
10762,4705,2465,2298
10723,4705,2468,2312
10687,4705,2450,2312
10723,4705,2433,2312
10770,4666,2426,2310
10820,4630,2433,2312
10809,4614,2432,2307
10820,4630,2433,2312
10820,4632,2433,2322
10820,4630,2433,2336
10756,4621,2415,2335
10723,4630,2399,2336
10709,4628,2390,2342
10723,4630,2399,2359
10671,4624,2400,2364
10626,4630,2399,2359
10596,4627,2391,2350
10626,4630,2399,2359
10626,4624,2410,2372
10626,4630,2433,2383
10607,4628,2448,2379
10626,4630,2468,2383
10618,4622,2488,2393
10626,4630,2536,2407
10655,4629,2598,2405
10820,4630,2673,2407
11104,4639,2737,2414
11496,4705,2810,2430
11834,4791,2886,2431
12075,4854,2982,2430
12186,4852,3076,2433
12269,4854,3187,2454
12295,4885,3309,2470
12269,4929,3462,2477
12155,4910,3614,2472
12075,4854,3770,2477
12046,4799,3915,2488
12075,4780,4079,2501
12069,4749,4246,2499
12075,4705,4421,2501
12076,4650,4574,2508
12075,4630,4730,2525
11969,4626,4880,2528
11786,4630,5038,2525
11513,4600,5176,2517
11206,4556,5312,2525
10823,4503,5442,2535
10433,4481,5587,2548
10047,4473,5714,2548
9757,4481,5827,2548
9543,4480,5910,2545
9467,4481,5998,2548
9439,4477,6081,2546
9467,4481,6169,2548
9480,4479,6227,2545
9564,4481,6272,2548
9663,4475,6299,2546
9757,4481,6341,2548
9710,4479,6374,2546
9564,4481,6409,2548
9344,4491,6424,2546
9177,4556,6443,2548
9046,4624,6446,2546
8984,4630,6443,2548
8935,4500,6409,2545
8984,4257,6375,2548
9191,3880,6333,2546
9757,3361,6306,2548
10747,2715,6259,2544
12172,2091,6204,2548
13755,1573,6126,2548
15167,1195,6066,2548
16001,956,6009,2535
16133,971,5964,2525
15622,1275,5895,2518
14780,1792,5827,2525
13801,2352,5748,2526
12848,2913,5689,2525
11963,3456,5629,2510
11303,3958,5587,2501
10912,4322,5534,2494
10820,4556,5484,2501
10899,4707,5410,2503
11109,4854,5347,2501
11323,4980,5284,2486
11496,5078,5244,2477
11553,5124,5191,2472
11592,5153,5141,2477
11628,5156,5080,2476
11689,5153,5038,2477
11690,5139,4987,2474
11689,5153,4935,2477
11669,5187,4860,2475
11689,5228,4798,2477
11675,5235,4739,2475
11689,5228,4696,2477
11679,5219,4639,2475
11689,5228,4593,2477
11666,5226,4538,2475
11689,5228,4490,2477
11724,5221,4429,2474
11786,5228,4387,2477
11787,5223,4349,2476
11786,5228,4318,2477
11768,5222,4264,2472
11786,5228,4216,2477
11776,5222,4173,2486
11786,5228,4147,2501
11774,5223,4100,2503
11786,5228,4044,2501
11770,5220,3980,2494
11786,5228,3941,2501
11779,5226,3906,2511
11786,5228,3873,2525
11762,5215,3818,2525
11786,5228,3770,2525
11791,5255,3727,2520
